,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_76_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124
,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0
1-Hexanol,0.0,4.911636527418683,0.0,4.660216985366773,4.1782696741898455,0.0,0.0,4.499009987628464,0.0,0.0,4.261489125102341,4.228258773592472,0.0,0.0
1-Hydroxy-3-methoxy-6-methylanthraquinone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0222754049529,3.7532878537228473
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",7.299371875333859,7.849021517222721,7.63670778716124,7.607197787452588,7.493747982882036,7.608410745931004,7.454014408328544,7.718977289385558,7.879881176288448,7.426778641004202,8.171508215715171,8.2225532903611,8.158190428843488,7.362234759376386
1-Monoacetin,4.971824646710635,5.354466016230413,5.166118510212861,5.691906967235993,4.106819596948034,5.091582821857922,4.985618123132154,5.17359035373098,5.165384233981765,5.087509263381991,5.943063339749969,5.8992494902388355,5.903783952291974,0.0
1-Octadecanol,6.040446007893072,6.62902799554913,6.164355175089255,6.213778338103071,6.190094735141662,6.504062959278871,6.619388235131108,6.259921966652008,0.0,6.484671910729858,6.251479329383945,6.362314465483616,6.112665075788106,6.280543389816525
"1-Octanol, 2-butyl-",4.9882063732099375,6.047811331682356,6.22000425570152,6.146084952769589,0.0,6.191139757786205,6.05146162777464,0.0,6.001273153305962,6.0505422080860285,5.463158386797448,5.355712772824187,5.048016463377128,5.754323755171106
1-Octanol,5.197969650104254,5.276194653665426,5.319604077103026,5.306888029393724,5.245830635573812,5.2916901188354375,5.222428592988738,5.262727194012301,5.408483200489515,5.227502775910846,0.0,4.276518263151777,0.0,5.543932405288683
"1-Octene, 2-methyl-",6.109202509872639,6.120559471261958,6.146135105624646,6.176055030146581,6.118280293928029,6.141066558527067,5.936759151700617,5.879321362127699,6.163483574714394,6.170084466246406,0.0,5.792128941094983,0.0,5.830064538287789
"1-Pentene, 3,3-dimethyl-",0.0,0.0,0.0,6.833583102388313,0.0,0.0,5.187119057540169,0.0,0.0,0.0,6.936914817025804,6.607364794364558,6.41293646904402,0.0
1-Phenethylamine,6.211677709110086,0.0,6.484111123883594,6.022832630333065,6.100646863229426,6.263810708603978,6.228447285895824,6.067703584724653,6.461404245384263,6.428459092192399,7.177542756322447,6.931725548222413,7.027375436721959,0.0
"1-Phenyl-1,2-ethanediol",6.1685355825008505,6.6451425913353415,6.303819739594575,6.265686664619952,6.674954227154547,6.660056241925495,6.707653224592208,6.221913813955325,6.2671956465716505,6.712402673278855,0.0,0.0,0.0,5.895876173909122
1-Phenylethanol,0.0,4.772897448907098,0.0,0.0,0.0,0.0,5.193454887866122,0.0,5.043631672015328,0.0,3.6566691529190702,0.0,0.0,0.0
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl-",0.0,0.0,0.0,6.557902207456946,0.0,0.0,6.124017904739209,0.0,5.7580442029223695,5.470623771720492,0.0,0.0,0.0,0.0
"1-Propanamine, N,N-diethyl- ",7.132791055436012,7.171681508428959,7.192923972000954,7.195568054596333,7.1239018529555835,7.169660212885482,7.177039179830599,7.166721165597828,7.182308743289757,7.175056910917761,7.1810527077346595,7.156709124553163,7.186485104197655,7.179568935118492
1-Tetradecanol,6.482905077816896,6.488498207123326,6.807598180380001,6.776190876887379,6.6294300138278,6.130938122808459,6.626747240941407,6.459325294490797,6.640180659639995,6.481447936895748,7.030006048260822,0.0,7.017829608158986,0.0
"1,1'-Biphenyl, 3,4-diethyl-",5.298759843673903,5.227504294196748,5.06620453334204,5.321922141669813,5.069956405282577,5.380236686822745,5.318776210419543,5.222532620089176,5.187752503135562,5.019990461914157,5.9024746718561465,5.599326331435432,0.0,5.5774179984323595
