ID,101.0,100.0,102.0,896.0,897.0,T0.5,T0.6,T0.7,T0.8,UNK12,74.0,71.0,106.0,104.0,103.0,75.0,73.0,76.0,77.0,939.0,934.0,935.0,936.0,937.0,938.0,940.0,941.0,942.0,943.0,UNK8,29.0,3297.0,3353.0,3354.0,3675.0,3678.0,3679.0,3681.0,3687.0,3680.0,UNK5,UNK6,UNK11,3307.0,3319.0,3329.0,3336.0,3337.0,3371.0,3302.0,3369.0,3673.0,3674.0,3677.0,3688.0,3697.0
ENSMUSG00000027374-P,7.2748320374574496,6.561515769033234,6.7376996189268015,6.50496586674294,6.307489070984026,6.854571443032723,6.798146916377919,5.910311749663849,6.885563890964352,,,,,,,,,,,6.6229882298119955,6.405062709152161,6.615488087556025,6.359462826882996,6.731443787784425,6.659604391096504,6.442986421406114,6.825285165053963,6.575085749865443,6.844618859895456,,6.110649065165843,6.649287211316158,5.873986383940467,5.992616828535889,6.281489013395502,6.582214215958817,6.559474122283782,6.6174685627395045,7.023919267667859,6.808103964276795,,,,,,,,,,,,,,,,
ENSMUSG00000042626-P,4.554501280444778,5.359346681082597,5.359163221766231,4.232267354256176,6.288869695958686,5.310039971387686,4.2240099860938525,3.5312132431986103,4.737738392123119,,,,,,,,,,,4.321549492049377,3.852060334742067,5.307449543185963,4.942038178517604,5.701403726240479,5.237756819550208,3.810514593565415,4.977680582447654,4.298104939536926,4.252640047634348,,4.901669450659759,4.847138132682166,4.644986813525579,5.133946502491584,4.69662828875734,4.803404267946519,5.03847880351046,5.709962718837696,4.918348882208348,5.094371298447547,,,,,,,,,,,,,,,,
ENSMUSG00000055681-P,8.287025392499515,7.999952591160073,7.815425330041754,7.675039560506247,7.622169891966533,7.631001681769065,7.736410671962344,7.911320963527596,7.865703314104701,,,,,,,,,,,7.816877636412499,7.848775387248864,7.813033015219128,8.098378958470615,7.988953557785727,7.199808504322534,7.434671401315007,7.597582104243076,7.881908069644026,7.838328791566402,,7.428662213833054,7.6876608556954285,7.614997994800281,7.822134709895613,7.4959037219160765,7.960950615677697,7.846269615260247,7.437713922998197,7.42940088366744,7.341528491046324,,,,,,,,,,,,,,,,
ENSMUSG00000028412-P,6.2153253397394135,6.770006973934691,6.671229012173565,6.303022613945795,7.161765386397774,6.338453072809291,6.185685764557923,6.948476592165153,6.326896664973563,,,,,,,,,,,6.360353661778437,6.842077310475394,6.348901173749178,5.896719670711514,6.316120126028523,6.236194606635513,6.958346789015887,6.241576125946,6.560138125621913,6.534500861155465,,6.552529843931969,6.342392431618777,6.1718876485058995,6.514752937320662,6.439025025906531,5.6485955717921845,6.488108530361115,4.923132308808885,5.971020089572597,6.605918848446417,,,,,,,,,,,,,,,,
ENSMUSG00000054484-P,3.1672559246754,5.405518274767321,5.3017333068758585,4.47147194203123,4.480793705501705,4.997174802162059,3.960350930422987,5.324676047276037,4.961030935308618,,,,,,,,,,,5.316612880481493,6.155926447274194,5.043665381412245,5.024242728639026,4.943465455302347,4.467377558871165,5.124320178459227,4.451172027377437,5.0631190143554665,4.700947400377628,,4.901669450659759,4.999484889422392,4.193307477626472,4.324810064406623,4.640050866727639,3.2007063846933876,5.254586462582506,4.1295756828041315,4.6648249410756755,5.06142908066983,,,,,,,,,,,,,,,,
ENSMUSG00000024425-P,9.974670132958304,10.361953610482022,9.91842495150785,9.880247139238056,10.09247177591362,9.906979693031548,9.706390514991186,10.251128278311183,9.69995942305578,,,,,,,,,,,10.183800942958069,10.358663129128578,10.20318773482849,9.934885311451852,10.085541281076145,10.380992798595482,10.384870739777805,9.764368204662478,9.939278230770716,9.770732416319294,,9.860558430986323,9.724923307080068,9.407933717172122,10.008362688993328,9.727359604872294,10.008349151061354,10.083702297772543,9.520601257603044,9.785023298149996,9.672774978773385,,,,,,,,,,,,,,,,
ENSMUSG00000032216-P,9.7438200934827,10.161288817208714,10.493703785215615,10.7248211386656,10.50112554477876,10.406299845872626,10.055739788135252,10.527861009187651,10.298482809513397,,,,,,,,,,,10.107948076301742,10.327660119583152,9.469733113266724,9.086207746032446,9.999748644781958,9.977857887701555,10.288956058678057,10.017771273042875,10.416836928576156,10.344391847531782,,10.651601204868486,10.53440873619768,10.382157302690224,10.100898260198404,9.78557403412671,9.996825365219506,9.786851520330211,9.942335790465384,10.048891722889246,9.383963928077668,,,,,,,,,,,,,,,,
ENSMUSG00000025979-P,7.191326627505599,7.857738246360595,7.332558100871924,7.384442664679167,7.770461076844391,7.911480807712968,8.12308408657206,7.554069914600203,7.965747383223005,,,,,,,,,,,7.461641170449312,7.092123367537143,7.599934293538317,7.798938682665896,7.672961357874305,7.866268450901901,8.021682252693351,7.874260836503107,7.35876785617645,7.238929229176315,,7.454353563156125,7.570896812323954,7.520021123605713,7.827183330994231,8.051333262333223,7.772998120695227,7.504367489962307,7.075341491119768,7.502302794343226,7.7457262189419795,,,,,,,,,,,,,,,,
ENSMUSG00000051343-P,5.163357879754206,5.046177925717404,5.662684334805726,5.547148967576114,5.803327522060324,5.486327530504934,5.009590167282809,5.749688705337369,5.710445808937475,,,,,,,,,,,4.9643489021390526,6.217355565011174,5.043665381412245,5.024242728639026,5.671619863072131,5.607418061891334,5.731258768633309,5.417812516162077,5.0631190143554665,5.0424752552067345,,5.503643926908903,5.263034636753109,5.301271559092916,5.579139356304217,5.353684723394803,6.268433545203641,6.360712035010066,5.304083292016831,5.659474471740509,5.219096911093906,,,,,,,,,,,,,,,,
