cpx_gene,pls_metabolite,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
ENSMUSG00000042594-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,0.5,0.666666667,3,,,1,0.107142857,0.819150856,7,2,TRUE,+,1,0.8848012
ENSMUSG00000071652-P,"1-Decene, 8-methyl-",-0.5,0.666666667,3,-0.5,0.666666667,3,,,1,-0.392857143,0.38331687,7,2,TRUE,-,-1,0.603480249
ENSMUSG00000019933-P,"1-Decene, 8-methyl-",-0.5,0.666666667,3,-1,0,3,,,1,-0.392857143,0.38331687,7,2,TRUE,-,-1,0.603480249
ENSMUSG00000020219-P,"1-Decene, 8-methyl-",-0.5,0.666666667,3,-1,0,3,,,1,-0.607142857,0.148231161,7,2,TRUE,-,-1,0.420017268
ENSMUSG00000052837-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,1,0,3,,,1,0.607142857,0.148231161,7,2,TRUE,+,1,0.420017268
ENSMUSG00000021149-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,1,0,3,,,1,0.5,0.253169995,7,2,TRUE,+,1,0.508640649
ENSMUSG00000039000-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,1,0,3,,,1,0.571428571,0.180201989,7,2,TRUE,+,1,0.44792623
ENSMUSG00000048776-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,1,0,3,,,1,0.464285714,0.293934108,7,2,TRUE,+,1,0.538172834
ENSMUSG00000038780-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,1,0,3,,,1,0.357142857,0.431611352,7,2,TRUE,+,1,0.635017498
ENSMUSG00000009013-P,"1-Decene, 8-methyl-",-1,0,3,-0.5,0.666666667,3,,,1,-0.821428571,0.023448808,7,2,TRUE,-,-1,0.232810196
ENSMUSG00000027646-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,0.5,0.666666667,3,,,1,0.464285714,0.293934108,7,2,TRUE,+,1,0.538172834
ENSMUSG00000038827-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,0.5,0.666666667,3,,,1,0.75,0.0521814,7,2,TRUE,+,1,0.296752719
ENSMUSG00000020546-P,"1-Decene, 8-methyl-",1,0,3,1,0,3,,,1,0.75,0.0521814,7,2,TRUE,+,1,0.296752719
ENSMUSG00000020074-P,"1-Decene, 8-methyl-",1,0,3,0.5,0.666666667,3,,,1,0.571428571,0.180201989,7,2,TRUE,+,1,0.44792623
ENSMUSG00000037408-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,1,0,3,,,1,0.714285714,0.071343561,7,2,TRUE,+,1,0.328619001
ENSMUSG00000031776-P,"1-Decene, 8-methyl-",-1,0,3,-1,0,3,,,1,-0.535714286,0.215217456,7,2,TRUE,-,-1,0.476611025
ENSMUSG00000020899-P,"1-Decene, 8-methyl-",0.5,0.666666667,3,1,0,3,,,1,0.607142857,0.148231161,7,2,TRUE,+,1,0.420017268
ENSMUSG00000022177-P,"1-Decene, 8-methyl-",1,0,3,1,0,3,,,1,0.964285714,0.000454149,7,2,TRUE,+,1,0.078582552
ENSMUSG00000021000-P,"1-Decene, 8-methyl-",1,0,3,1,0,3,,,1,0.142857143,0.7599453,7,2,TRUE,+,1,0.847467739
ENSMUSG00000056938-P,"1-Decene, 8-methyl-",-0.5,0.666666667,3,-0.5,0.666666667,3,,,1,-0.214285714,0.644511581,7,2,TRUE,-,-1,0.774702905
ENSMUSG00000030557-P,"1-Decene, 8-methyl-",1,0,3,1,0,3,,,1,0.857142857,0.013697327,7,2,TRUE,+,1,0.201854696
ENSMUSG00000029265-P,"1-Decene, 8-methyl-",-1,0,3,-0.5,0.666666667,3,,,1,-0.678571429,0.093750254,7,2,TRUE,-,-1,0.359352182
ENSMUSG00000031479-P,"1-Decene, 8-methyl-",1,0,3,0.5,0.666666667,3,,,1,0.892857143,0.006807187,7,2,TRUE,+,1,0.163805803
ENSMUSG00000032796-P,"1-Decene, 8-methyl-",-0.5,0.666666667,3,-1,0,3,,,1,-0.571428571,0.180201989,7,2,TRUE,-,-1,0.44792623
ENSMUSG00000038135-P,"1-Decene, 8-methyl-",-1,0,3,-0.866025404,0.333333333,3,,,1,-0.864899964,0.011965035,7,2,TRUE,-,-1,0.193389166
ENSMUSG00000027374-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.828862466,0.021173516,7,-0.807481237,0.000478724,14,2,TRUE,-,-1,0.080638949
ENSMUSG00000042626-P,1-Deoxypentitol,-0.3,0.623837665,5,,,2,-0.72074997,0.067634995,7,-0.543454674,0.044582295,14,2,TRUE,-,-1,0.283132033
ENSMUSG00000028412-P,1-Deoxypentitol,0.3,0.623837665,5,,,2,0.468487481,0.288996772,7,0.415841836,0.139186387,14,2,TRUE,+,1,0.410119686
ENSMUSG00000032216-P,1-Deoxypentitol,0.5,0.391002219,5,,,2,0.25226249,0.585241091,7,0.508251133,0.063498996,14,2,TRUE,+,1,0.317856476
ENSMUSG00000025979-P,1-Deoxypentitol,-0.5,0.391002219,5,,,2,-0.25226249,0.585241091,7,-0.046204648,0.875366474,14,2,TRUE,-,-1,0.919263279
ENSMUSG00000036948-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.594618725,0.159089994,7,-0.369637187,0.193338178,14,2,TRUE,-,-1,0.459294683
ENSMUSG00000030216-P,1-Deoxypentitol,0.9,0.037386073,5,,,2,0.288299988,0.53065066,7,0.783278802,0.00092085,14,2,TRUE,+,1,0.098452429
ENSMUSG00000021243-P,1-Deoxypentitol,-0.3,0.623837665,5,,,2,-0.684712472,0.089666453,7,-0.532453568,0.049979161,14,2,TRUE,-,-1,0.292256225
ENSMUSG00000016495-P,1-Deoxypentitol,0.5,0.391002219,5,,,2,0.396412484,0.37863471,7,0.026402656,0.928610155,14,2,TRUE,+,1,0.953916793
ENSMUSG00000069727-P,1-Deoxypentitol,0.872081599,0.053854218,5,,,2,0.036037499,0.938860561,7,0.433837091,0.12117775,14,2,TRUE,+,1,0.390912011
ENSMUSG00000039253-P,1-Deoxypentitol,0.8,0.104088039,5,,,2,0.180187493,0.699045774,7,0.600660429,0.02311704,14,2,TRUE,+,1,0.232534073
ENSMUSG00000057421-P,1-Deoxypentitol,-0.8,0.104088039,5,,,2,-0.360374985,0.427148809,7,-0.057205755,0.845983544,14,2,TRUE,-,-1,0.901078461
ENSMUSG00000030060-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.288299988,0.53065066,7,-0.721672604,0.003570333,14,2,TRUE,-,-1,0.141586253
ENSMUSG00000042426-P,1-Deoxypentitol,-0.8,0.104088039,5,,,2,-0.126131245,0.787572159,7,-0.567657109,0.03422467,14,2,TRUE,-,-1,0.260574733
ENSMUSG00000003184-P,1-Deoxypentitol,-0.3,0.623837665,5,,,2,-0.162168743,0.728299563,7,-0.235423685,0.417806831,14,2,TRUE,-,-1,0.626115789
ENSMUSG00000049295-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.738768719,0.057858497,7,-0.440044271,0.115351888,14,2,TRUE,-,-1,0.386020868
ENSMUSG00000049097-P,1-Deoxypentitol,-0.4,0.504631575,5,,,2,-0.504524979,0.248203114,7,-0.679868398,0.007470806,14,2,TRUE,-,-1,0.167714131
ENSMUSG00000070348-P,1-Deoxypentitol,0.3,0.623837665,5,,,2,0.846881215,0.016197127,7,0.743674817,0.002295911,14,2,TRUE,+,1,0.12331928
ENSMUSG00000046711-P,1-Deoxypentitol,0.1,0.872888572,5,,,2,0.540562478,0.210289253,7,0.395582284,0.161503641,14,2,TRUE,+,1,0.42968472
ENSMUSG00000020108-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.144149994,0.757817936,7,-0.602860651,0.022488007,14,2,TRUE,-,-1,0.230467424
ENSMUSG00000026273-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.126131245,0.787572159,7,-0.332233424,0.245825798,14,2,TRUE,-,-1,0.501668565
ENSMUSG00000022246-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.288299988,0.53065066,7,0.662266627,0.009864781,14,2,TRUE,+,1,0.181956834
ENSMUSG00000058756-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.666693722,0.10192046,7,-0.726073047,0.003279181,14,2,TRUE,-,-1,0.138064614
ENSMUSG00000004698-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.198206242,0.670085034,7,-0.550055338,0.041556212,14,2,TRUE,-,-1,0.275968185
ENSMUSG00000106032-P,1-Deoxypentitol,0.307793506,0.614384003,5,,,2,0.126131245,0.787572159,7,0.22727351,0.434564185,14,2,TRUE,+,1,0.636447351
ENSMUSG00000005514-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.25226249,0.585241091,7,0.499450247,0.069008818,14,2,TRUE,+,1,0.326879358
ENSMUSG00000015461-P,1-Deoxypentitol,-0.6,0.28475698,5,,,2,-0.090093746,0.84767208,7,-0.16281638,0.578116274,14,2,TRUE,-,-1,0.731795931
ENSMUSG00000024805-P,1-Deoxypentitol,0.1,0.872888572,5,,,2,0.018018749,0.969415387,7,0.039603984,0.893070508,14,2,TRUE,+,1,0.931184327
ENSMUSG00000021288-P,1-Deoxypentitol,-0.2,0.747060078,5,,,2,-0.126131245,0.787572159,7,-0.160616159,0.583333197,14,2,TRUE,-,-1,0.73555131
ENSMUSG00000023243-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.054056248,0.908365283,7,-0.563256666,0.035959967,14,2,TRUE,-,-1,0.264416549
ENSMUSG00000020389-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.144149994,0.757817936,7,-0.266226784,0.357564503,14,2,TRUE,-,-1,0.585600042
ENSMUSG00000025474-P,1-Deoxypentitol,0.3,0.623837665,5,,,2,0.450468731,0.310429302,7,0.176017708,0.547224114,14,2,TRUE,+,1,0.711262806
ENSMUSG00000064370-P,1-Deoxypentitol,1,1.40E-24,5,,,2,0.360374985,0.427148809,7,0.499450247,0.069008818,14,2,TRUE,+,1,0.326879358
ENSMUSG00000035934-P,1-Deoxypentitol,0.3,0.623837665,5,,,2,0.180187493,0.699045774,7,0.222222357,0.445116051,14,2,TRUE,+,1,0.644574534
ENSMUSG00000003527-P,1-Deoxypentitol,-0.1,0.872888572,5,,,2,-0.288299988,0.53065066,7,-0.12981306,0.658264344,14,2,TRUE,-,-1,0.782985867
ENSMUSG00000025410-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.738768719,0.057858497,7,-0.785479023,0.00087063,14,2,TRUE,-,-1,0.09748109
ENSMUSG00000004895-P,1-Deoxypentitol,0.9,0.037386073,5,,,2,0.756787469,0.048905099,7,0.45544582,0.101728968,14,2,TRUE,+,1,0.368203261
ENSMUSG00000025934-P,1-Deoxypentitol,-0.1,0.872888572,5,,,2,-0.190909091,0.681776303,7,-0.041989181,0.886667275,14,2,TRUE,-,-1,0.926555048
ENSMUSG00000026520-P,1-Deoxypentitol,-0.8,0.104088039,5,,,2,-0.396412484,0.37863471,7,-0.556656002,0.038683624,14,2,TRUE,-,-1,0.269776272
ENSMUSG00000083899-P,1-Deoxypentitol,0.1,0.872888572,5,,,2,0.072074997,0.877959251,7,0.041804206,0.88716363,14,2,TRUE,+,1,0.926781513
ENSMUSG00000021585-P,1-Deoxypentitol,0.4,0.504631575,5,,,2,0.090093746,0.84767208,7,0.024202435,0.934547169,14,2,TRUE,+,1,0.956383512
ENSMUSG00000026623-P,1-Deoxypentitol,0.5,0.391002219,5,,,2,0.342356236,0.452251222,7,0.354235638,0.214000153,14,2,TRUE,+,1,0.476033352
ENSMUSG00000001964-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.144149994,0.757817936,7,-0.497250026,0.070437816,14,2,TRUE,-,-1,0.3281241
ENSMUSG00000036613-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.108112496,0.817533266,7,0.035203542,0.904899455,14,2,TRUE,+,1,0.93877442
ENSMUSG00000045100-P,1-Deoxypentitol,-0.2,0.747060078,5,,,2,-0.144149994,0.757817936,7,-0.09680974,0.74198082,14,2,TRUE,-,-1,0.835615827
ENSMUSG00000038859-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.612637475,0.143588575,7,0.349835195,0.220147487,14,2,TRUE,+,1,0.481995106
ENSMUSG00000024235-P,1-Deoxypentitol,0.7,0.188120404,5,,,2,0.630656224,0.128887696,7,0.176796551,0.545424023,14,2,TRUE,+,1,0.709727282
ENSMUSG00000010607-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.306318737,0.504027009,7,-0.525852903,0.053436619,14,2,TRUE,-,-1,0.299627121
ENSMUSG00000050989-P,1-Deoxypentitol,0.9,0.037386073,5,,,2,0.378393734,0.402602202,7,0.360836302,0.204982712,14,2,TRUE,+,1,0.469790957
ENSMUSG00000014195-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.504524979,0.248203114,7,-0.805281015,0.000509897,14,2,TRUE,-,-1,0.082387065
ENSMUSG00000028885-P,1-Deoxypentitol,0.718184846,0.171795305,5,,,2,0.208751228,0.653283748,7,0.225571205,0.438106199,14,2,TRUE,+,1,0.638869666
ENSMUSG00000062044-P,1-Deoxypentitol,-0.5,0.391002219,5,,,2,-0.630656224,0.128887696,7,-0.409241172,0.14621677,14,2,TRUE,-,-1,0.418417188
ENSMUSG00000005124-P,1-Deoxypentitol,0.1,0.872888572,5,,,2,0.360374985,0.427148809,7,0.173817487,0.552323086,14,2,TRUE,+,1,0.715589582
ENSMUSG00000041134-P,1-Deoxypentitol,0.894427191,0.040519326,5,,,2,0.414431233,0.355268944,7,0.114761871,0.696048486,14,2,TRUE,+,1,0.807991473
ENSMUSG00000049624-P,1-Deoxypentitol,0.9,0.037386073,5,,,2,0.522543728,0.228877878,7,0.554455781,0.03962438,14,2,TRUE,+,1,0.272034126
ENSMUSG00000024170-P,1-Deoxypentitol,-0.3,0.623837665,5,,,2,-0.576599976,0.175381825,7,-0.402640508,0.153479001,14,2,TRUE,-,-1,0.425716399
ENSMUSG00000014075-P,1-Deoxypentitol,0.8,0.104088039,5,,,2,0.090093746,0.84767208,7,0.37403763,0.187677554,14,2,TRUE,+,1,0.452977633
ENSMUSG00000023092-P,1-Deoxypentitol,-0.6,0.28475698,5,,,2,-0.23424374,0.613155037,7,-0.272827448,0.345309649,14,2,TRUE,-,-1,0.577445838
ENSMUSG00000003099-P,1-Deoxypentitol,-0.3,0.623837665,5,,,2,-0.306318737,0.504027009,7,-0.303630547,0.29127119,14,2,TRUE,-,-1,0.536261247
ENSMUSG00000028772-P,1-Deoxypentitol,0.1,0.872888572,5,,,2,0.666693722,0.10192046,7,0.45544582,0.101728968,14,2,TRUE,+,1,0.368203261
ENSMUSG00000024150-P,1-Deoxypentitol,0.3,0.623837665,5,,,2,0.558581227,0.192452532,7,0.530253346,0.051113039,14,2,TRUE,+,1,0.29500443
ENSMUSG00000048200-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.558581227,0.192452532,7,-0.198019922,0.497383236,14,2,TRUE,-,-1,0.679304202
ENSMUSG00000005510-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.684712472,0.089666453,7,0.82948345,0.000243151,14,2,TRUE,+,1,0.067071685
ENSMUSG00000020496-P,1-Deoxypentitol,-0.5,0.391002219,5,,,2,-0.162168743,0.728299563,7,-0.334433646,0.242520606,14,2,TRUE,-,-1,0.500306089
ENSMUSG00000024687-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.288299988,0.53065066,7,0.525852903,0.053436619,14,2,TRUE,+,1,0.299627121
ENSMUSG00000022711-P,1-Deoxypentitol,0.4,0.504631575,5,,,2,0.198206242,0.670085034,7,0.572057552,0.032552163,14,2,TRUE,+,1,0.255885838
ENSMUSG00000038644-P,1-Deoxypentitol,-0.1,0.872888572,5,,,2,-0.630656224,0.128887696,7,-0.303630547,0.29127119,14,2,TRUE,-,-1,0.536261247
ENSMUSG00000018322-P,1-Deoxypentitol,0.2,0.747060078,5,,,2,0.360374985,0.427148809,7,0.314631654,0.273248492,14,2,TRUE,+,1,0.522958921
ENSMUSG00000062937-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.702731221,0.078237454,7,0.448845156,0.107423634,14,2,TRUE,+,1,0.375409634
ENSMUSG00000006777-P,1-Deoxypentitol,-0.8,0.104088039,5,,,2,-0.108112496,0.817533266,7,-0.279428112,0.333290925,14,2,TRUE,-,-1,0.567885519
ENSMUSG00000040158-P,1-Deoxypentitol,-0.4,0.504631575,5,,,2,-0.336363636,0.460718727,7,-0.222773044,0.443959547,14,2,TRUE,-,-1,0.643882478
ENSMUSG00000039883-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.666693722,0.10192046,7,-0.712871719,0.004213426,14,2,TRUE,-,-1,0.146354789
ENSMUSG00000019897-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.324337487,0.47788548,7,0.398240065,0.158450382,14,2,TRUE,+,1,0.429148697
ENSMUSG00000031451-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.090093746,0.84767208,7,-0.305830768,0.28761247,14,2,TRUE,-,-1,0.534212184
ENSMUSG00000036819-P,1-Deoxypentitol,0.3,0.623837665,5,,,2,0.414431233,0.355268944,7,0.343234531,0.229572498,14,2,TRUE,+,1,0.489179254
ENSMUSG00000035640-P,1-Deoxypentitol,-0.6,0.28475698,5,,,2,-0.378393734,0.402602202,7,-0.242024349,0.404482052,14,2,TRUE,-,-1,0.616333364
ENSMUSG00000024168-P,1-Deoxypentitol,0.7,0.188120404,5,,,2,0.558581227,0.192452532,7,0.490649362,0.074850936,14,2,TRUE,+,1,0.332765644
ENSMUSG00000001687-P,1-Deoxypentitol,0.8,0.104088039,5,,,2,0.828862466,0.021173516,7,0.794279909,0.000691182,14,2,TRUE,+,1,0.093141217
ENSMUSG00000041438-P,1-Deoxypentitol,0.3,0.623837665,5,,,2,0.612637475,0.143588575,7,0.517052018,0.058311627,14,2,TRUE,+,1,0.307029577
ENSMUSG00000008140-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.108112496,0.817533266,7,-0.250825234,0.387064952,14,2,TRUE,-,-1,0.604936334
ENSMUSG00000000305-P,1-Deoxypentitol,-0.1,0.872888572,5,,,2,-0.774806218,0.040769463,7,-0.642070485,0.01329648,14,2,TRUE,-,-1,0.200287875
ENSMUSG00000026341-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.324337487,0.47788548,7,0.32563276,0.255904981,14,2,TRUE,+,1,0.51093301
ENSMUSG00000036478-P,1-Deoxypentitol,0.8,0.104088039,5,,,2,0.216224991,0.641445509,7,0.147414831,0.615025596,14,2,TRUE,+,1,0.75557666
ENSMUSG00000030979-P,1-Deoxypentitol,0.4,0.504631575,5,,,2,0.25226249,0.585241091,7,0.242024349,0.404482052,14,2,TRUE,+,1,0.616333364
ENSMUSG00000022463-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.180187493,0.699045774,7,-0.490649362,0.074850936,14,2,TRUE,-,-1,0.332765644
ENSMUSG00000023030-P,1-Deoxypentitol,0.3,0.623837665,5,,,2,0.594618725,0.159089994,7,0.347634974,0.223261938,14,2,TRUE,+,1,0.483940491
ENSMUSG00000026784-P,1-Deoxypentitol,-0.6,0.28475698,5,,,2,-0.450468731,0.310429302,7,-0.66666707,0.009217525,14,2,TRUE,-,-1,0.179555245
ENSMUSG00000033487-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.522543728,0.228877878,7,0.391639401,0.166103806,14,2,TRUE,+,1,0.434997551
ENSMUSG00000106718-P,1-Deoxypentitol,-0.5,0.391002219,5,,,2,-0.450468731,0.310429302,7,-0.544052863,0.04430161,14,2,TRUE,-,-1,0.282514464
ENSMUSG00000087368-P,1-Deoxypentitol,0.2,0.747060078,5,,,2,0.090093746,0.84767208,7,0.198019922,0.497383236,14,2,TRUE,+,1,0.679304202
ENSMUSG00000030782-P,1-Deoxypentitol,-0.8,0.104088039,5,,,2,-0.198206242,0.670085034,7,-0.215621693,0.459093488,14,2,TRUE,-,-1,0.65411424
ENSMUSG00000051074-P,1-Deoxypentitol,1,1.40E-24,5,,,2,0.576599976,0.175381825,7,0.424642721,0.130169083,14,2,TRUE,+,1,0.401155199
ENSMUSG00000055447-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.378393734,0.402602202,7,0.609461315,0.020678062,14,2,TRUE,+,1,0.224615767
ENSMUSG00000049739-P,1-Deoxypentitol,0.8,0.104088039,5,,,2,0.23424374,0.613155037,7,0.508251133,0.063498996,14,2,TRUE,+,1,0.317856476
ENSMUSG00000055044-P,1-Deoxypentitol,-0.2,0.747060078,5,,,2,-0.162168743,0.728299563,7,-0.240088106,0.408367652,14,2,TRUE,-,-1,0.619064833
ENSMUSG00000091549-P,1-Deoxypentitol,0.1,0.872888572,5,,,2,0.126131245,0.787572159,7,0.394273128,0.163021669,14,2,TRUE,+,1,0.431566905
ENSMUSG00000032009-P,1-Deoxypentitol,0.2,0.747060078,5,,,2,0.810843716,0.026916329,7,0.327832982,0.252517989,14,2,TRUE,+,1,0.508465242
ENSMUSG00000005131-P,1-Deoxypentitol,0.666885929,0.218893981,5,,,2,0.018018749,0.969415387,7,0.22907489,0.430831731,14,2,TRUE,+,1,0.634892231
ENSMUSG00000043639-P,1-Deoxypentitol,0.4,0.504631575,5,,,2,0.108112496,0.817533266,7,0.202420365,0.487674916,14,2,TRUE,+,1,0.673134745
ENSMUSG00000029291-P,1-Deoxypentitol,-0.4,0.504631575,5,,,2,-0.018018749,0.969415387,7,-0.321232318,0.262760715,14,2,TRUE,-,-1,0.515355027
ENSMUSG00000022312-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.414431233,0.355268944,7,-0.785479023,0.00087063,14,2,TRUE,-,-1,0.09748109
ENSMUSG00000019699-P,1-Deoxypentitol,0.1,0.872888572,5,,,2,0.216224991,0.641445509,7,0.16281638,0.578116274,14,2,TRUE,+,1,0.731795931
ENSMUSG00000026896-P,1-Deoxypentitol,-0.2,0.747060078,5,,,2,-0.162168743,0.728299563,7,-0.308030989,0.283980809,14,2,TRUE,-,-1,0.532137181
ENSMUSG00000072704-P,1-Deoxypentitol,0.9,0.037386073,5,,,2,0.054056248,0.908365283,7,0.270627226,0.349368465,14,2,TRUE,+,1,0.581015649
ENSMUSG00000031657-P,1-Deoxypentitol,0.5,0.391002219,5,,,2,0.288299988,0.53065066,7,0.576457995,0.03094108,14,2,TRUE,+,1,0.251573416
ENSMUSG00000046947-P,1-Deoxypentitol,-0.8,0.104088039,5,,,2,-0.540562478,0.210289253,7,-0.539054232,0.046687198,14,2,TRUE,-,-1,0.286379147
ENSMUSG00000034930-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.180187493,0.699045774,7,-0.127612838,0.663743109,14,2,TRUE,-,-1,0.78718658
ENSMUSG00000022561-P,1-Deoxypentitol,-0.6,0.28475698,5,,,2,-0.162168743,0.728299563,7,-0.156215716,0.593823715,14,2,TRUE,-,-1,0.742059852
ENSMUSG00000037742-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.288299988,0.53065066,7,0.490649362,0.074850936,14,2,TRUE,+,1,0.332765644
ENSMUSG00000001054-P,1-Deoxypentitol,-0.6,0.28475698,5,,,2,-0.072074997,0.877959251,7,-0.378438073,0.182124223,14,2,TRUE,-,-1,0.449265434
ENSMUSG00000037326-P,1-Deoxypentitol,0.9,0.037386073,5,,,2,0.126131245,0.787572159,7,0.145214609,0.620370836,14,2,TRUE,+,1,0.759080014
ENSMUSG00000037012-P,1-Deoxypentitol,-0.8,0.104088039,5,,,2,-0.522543728,0.228877878,7,-0.301430325,0.294956934,14,2,TRUE,-,-1,0.53884152
ENSMUSG00000040640-P,1-Deoxypentitol,-0.2,0.747060078,5,,,2,-0.558581227,0.192452532,7,-0.118811953,0.685812412,14,2,TRUE,-,-1,0.801687432
ENSMUSG00000100075-P,1-Deoxypentitol,0.111803399,0.857944618,5,,,2,0.354545455,0.43521041,7,0.067556858,0.818504954,14,2,TRUE,+,1,0.884595527
ENSMUSG00000031918-P,1-Deoxypentitol,-0.4,0.504631575,5,,,2,-0.342356236,0.452251222,7,-0.079207969,0.787806816,14,2,TRUE,-,-1,0.864502309
ENSMUSG00000019464-P,1-Deoxypentitol,0.6,0.28475698,5,,,2,0.162168743,0.728299563,7,0.092409297,0.753369203,14,2,TRUE,+,1,0.843079388
ENSMUSG00000051224-P,1-Deoxypentitol,1,1.40E-24,5,,,2,0.018018749,0.969415387,7,0.321585903,0.262205816,14,2,TRUE,+,1,0.514945693
ENSMUSG00000021392-P,1-Deoxypentitol,-0.1,0.872888572,5,,,2,-0.198206242,0.670085034,7,-0.204620586,0.482854334,14,2,TRUE,-,-1,0.670261498
ENSMUSG00000021686-P,1-Deoxypentitol,0.7,0.188120404,5,,,2,0.216224991,0.641445509,7,0.484048698,0.079456361,14,2,TRUE,+,1,0.33953899
ENSMUSG00000044134-P,1-Deoxypentitol,-0.1,0.872888572,5,,,2,-0.054056248,0.908365283,7,-0.105610625,0.719352701,14,2,TRUE,-,-1,0.822053346
ENSMUSG00000024975-P,1-Deoxypentitol,0.9,0.037386073,5,,,2,0.162168743,0.728299563,7,0.574257773,0.031739029,14,2,TRUE,+,1,0.254058187
ENSMUSG00000002844-P,1-Deoxypentitol,-0.6,0.28475698,5,,,2,-0.414431233,0.355268944,7,-0.334433646,0.242520606,14,2,TRUE,-,-1,0.500306089
ENSMUSG00000017697-P,1-Deoxypentitol,-0.410391341,0.492535782,5,,,2,-0.157313301,0.736228914,7,-0.400821511,0.155521357,14,2,TRUE,-,-1,0.426776158
ENSMUSG00000025323-P,1-Deoxypentitol,-0.3,0.623837665,5,,,2,-0.468487481,0.288996772,7,-0.404840729,0.151032358,14,2,TRUE,-,-1,0.422205157
ENSMUSG00000034863-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.738768719,0.057858497,7,-0.756876146,0.001724932,14,2,TRUE,-,-1,0.115281809
ENSMUSG00000068762-P,1-Deoxypentitol,-0.7,0.188120404,5,,,2,-0.576599976,0.175381825,7,-0.612334802,0.019925454,14,2,TRUE,-,-1,0.222817083
ENSMUSG00000028133-P,1-Deoxypentitol,0.3,0.623837665,5,,,2,0.270281239,0.557730749,7,0.103524229,0.724698527,14,2,TRUE,+,1,0.825600008
ENSMUSG00000031112-P,1-Deoxypentitol,0.9,0.037386073,5,,,2,0.036037499,0.938860561,7,0.198019922,0.497383236,14,2,TRUE,+,1,0.679304202
ENSMUSG00000054364-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.378393734,0.402602202,7,-0.48844914,0.076364514,14,2,TRUE,-,-1,0.335102551
ENSMUSG00000029878-P,1-Deoxypentitol,0.1,0.872888572,5,,,2,0.162168743,0.728299563,7,0.187018815,0.522038048,14,2,TRUE,+,1,0.696401559
ENSMUSG00000021957-P,1-Deoxypentitol,-0.9,0.037386073,5,,,2,-0.23424374,0.613155037,7,-0.45544582,0.101728968,14,2,TRUE,-,-1,0.368203261
ENSMUSG00000052566-P,1-Deoxypentitol,0.9,0.037386073,5,,,2,0.25226249,0.585241091,7,0.327832982,0.252517989,14,2,TRUE,+,1,0.508465242
ENSMUSG00000017221-P,1-Deoxypentitol,-0.6,0.28475698,5,,,2,-0.23424374,0.613155037,7,-0.605060872,0.021871945,14,2,TRUE,-,-1,0.228178707
