cpx_gene,pls_metabolite,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
ENSMUSG00000031916-P,Aceturic acid,1,1.40E-24,5,0.5,0.666666667,3,0.49280538,0.320632583,6,0.182618372,0.532049975,14,3,TRUE,+,1,0.702735358
ENSMUSG00000024081-P,Aceturic acid,0.6,0.28475698,5,0.5,0.666666667,3,0.666736691,0.148089799,6,0.349835195,0.220147487,14,3,TRUE,+,1,0.481995106
ENSMUSG00000034647-P,Aceturic acid,0.6,0.28475698,5,0.5,0.666666667,3,0.695725243,0.124789337,6,0.358636081,0.20796142,14,3,TRUE,+,1,0.470176907
ENSMUSG00000020108-P,Aceturic acid,-0.6,0.28475698,5,-1,0,3,-0.521793932,0.288343234,6,-0.435643828,0.119461838,14,3,TRUE,-,-1,0.388340523
ENSMUSG00000033948-P,Aceturic acid,-0.3,0.623837665,5,-0.5,0.666666667,3,-0.666736691,0.148089799,6,-0.343234531,0.229572498,14,3,TRUE,-,-1,0.489179254
ENSMUSG00000028655-P,Aceturic acid,0.5,0.391002219,5,0.5,0.666666667,3,0.014705882,0.977942767,6,0.136825544,0.640909749,14,3,TRUE,+,1,0.772088193
ENSMUSG00000106032-P,Aceturic acid,0.670820393,0.215169943,5,0.866025404,0.333333333,3,0.405839725,0.424662508,6,0.480913228,0.081712555,14,3,TRUE,+,1,0.34265034
ENSMUSG00000033808-P,Aceturic acid,0.3,0.623837665,5,1,0,3,0.173931311,0.741733928,6,0.664466849,0.009536918,14,3,TRUE,+,1,0.181093809
ENSMUSG00000040795-P,Aceturic acid,0.3,0.623837665,5,0.5,0.666666667,3,0.231908414,0.658373571,6,0.506050911,0.064845833,14,3,TRUE,+,1,0.320398867
ENSMUSG00000021288-P,Aceturic acid,0.7,0.188120404,5,0.5,0.666666667,3,0.231908414,0.658373571,6,0.327832982,0.252517989,14,3,TRUE,+,1,0.508465242
ENSMUSG00000024151-P,Aceturic acid,-0.3,0.623837665,5,-0.5,0.666666667,3,-0.81167945,0.049857585,6,-0.484048698,0.079456361,14,3,TRUE,-,-1,0.33953899
ENSMUSG00000033411-P,Aceturic acid,0.3,0.623837665,5,1,0,3,0.376851173,0.46148284,6,0.730473489,0.003007053,14,3,TRUE,+,1,0.133571751
ENSMUSG00000037608-P,Aceturic acid,0.6,0.28475698,5,0.5,0.666666667,3,0.31887407,0.53790056,6,0.32563276,0.255904981,14,3,TRUE,+,1,0.51093301
ENSMUSG00000019907-P,Aceturic acid,0.1,0.872888572,5,0.5,0.666666667,3,0.115954207,0.826848213,6,0.45544582,0.101728968,14,3,TRUE,+,1,0.368203261
ENSMUSG00000092417-P,Aceturic acid,-0.2,0.747060078,5,-1,0,3,-0.144942759,0.78410837,6,-0.112211289,0.70251966,14,3,TRUE,-,-1,0.811591091
ENSMUSG00000026520-P,Aceturic acid,-0.1,0.872888572,5,-1,0,3,-0.057977104,0.913131785,6,-0.55225556,0.040581853,14,3,TRUE,-,-1,0.275205224
ENSMUSG00000030879-P,Aceturic acid,-0.2,0.747060078,5,-0.5,0.666666667,3,-0.086965655,0.869880379,6,-0.143014388,0.625733551,14,3,TRUE,-,-1,0.762514368
ENSMUSG00000026623-P,Aceturic acid,0.6,0.28475698,5,0.5,0.666666667,3,0.028988552,0.956529352,6,0.55225556,0.040581853,14,3,TRUE,+,1,0.275205224
ENSMUSG00000010607-P,Aceturic acid,-0.7,0.188120404,5,-0.5,0.666666667,3,-0.405839725,0.424662508,6,-0.046204648,0.875366474,14,3,TRUE,-,-1,0.919263279
ENSMUSG00000028441-P,Aceturic acid,-1,1.40E-24,5,-0.5,0.666666667,3,-0.260896966,0.617533817,6,-0.21122125,0.468528798,14,3,TRUE,-,-1,0.659230948
ENSMUSG00000043991-P,Aceturic acid,0.6,0.28475698,5,1,0,3,0.115954207,0.826848213,6,0.316831875,0.269725365,14,3,TRUE,+,1,0.520089387
ENSMUSG00000102142-P,Aceturic acid,,,5,0.5,0.666666667,3,0.492832883,0.320601348,6,0.40770571,0.14788535,14,2,TRUE,+,1,0.420017268
ENSMUSG00000025060-P,Aceturic acid,0.2,0.747060078,5,0.5,0.666666667,3,0.231908414,0.658373571,6,0.627063086,0.016387855,14,3,TRUE,+,1,0.210701201
ENSMUSG00000013858-P,Aceturic acid,-0.3,0.623837665,5,-0.5,0.666666667,3,-0.81167945,0.049857585,6,-0.257425898,0.374267873,14,3,TRUE,-,-1,0.598681112
ENSMUSG00000057722-P,Aceturic acid,0.2,0.747060078,5,1,0,3,0.115954207,0.826848213,6,0.398240065,0.158450382,14,3,TRUE,+,1,0.429148697
ENSMUSG00000024687-P,Aceturic acid,0.1,0.872888572,5,1,0,3,0.608759587,0.199660189,6,0.583058659,0.028636637,14,3,TRUE,+,1,0.246258319
ENSMUSG00000030008-P,Aceturic acid,-0.7,0.188120404,5,-0.5,0.666666667,3,-0.202919862,0.699797968,6,-0.154015495,0.599096895,14,3,TRUE,-,-1,0.746267379
ENSMUSG00000032641-P,Aceturic acid,0.3,0.623837665,5,0.5,0.666666667,3,0.608759587,0.199660189,6,0.154185022,0.598689942,14,3,TRUE,+,1,0.745875447
ENSMUSG00000038644-P,Aceturic acid,0.4,0.504631575,5,0.5,0.666666667,3,0.637748139,0.17307111,6,0.519252239,0.05706399,14,3,TRUE,+,1,0.306351174
ENSMUSG00000024740-P,Aceturic acid,-0.1,0.872888572,5,-1,0,3,-0.521793932,0.288343234,6,-0.008800885,0.976178803,14,3,TRUE,-,-1,0.983007033
ENSMUSG00000006777-P,Aceturic acid,0.5,0.391002219,5,0.5,0.666666667,3,0.115954207,0.826848213,6,0.523652682,0.054626647,14,3,TRUE,+,1,0.301738098
ENSMUSG00000039883-P,Aceturic acid,-0.2,0.747060078,5,-1,0,3,-0.608759587,0.199660189,6,-0.697470169,0.005554147,14,3,TRUE,-,-1,0.155831919
ENSMUSG00000036819-P,Aceturic acid,0.6,0.28475698,5,0.5,0.666666667,3,0.753702346,0.083523281,6,0.360836302,0.204982712,14,3,TRUE,+,1,0.469790957
ENSMUSG00000030703-P,Aceturic acid,0.615587011,0.26899777,5,1,0,3,0.664211164,0.150200422,6,0.029239259,0.920961078,14,3,TRUE,+,1,0.948147839
ENSMUSG00000032238-P,Aceturic acid,0.5,0.391002219,5,0.5,0.666666667,3,0.550782484,0.257369332,6,0.525852903,0.053436619,14,3,TRUE,+,1,0.299627121
ENSMUSG00000039323-P,Aceturic acid,-0.3,0.623837665,5,-1,0,3,-0.927633657,0.007665844,6,-0.112211289,0.70251966,14,3,TRUE,-,-1,0.811591091
ENSMUSG00000055150-P,Aceturic acid,-0.7,0.188120404,5,,,3,-0.289885518,0.577351787,6,-0.058506052,0.84252212,14,2,TRUE,-,-1,0.899093304
ENSMUSG00000031027-P,Aceturic acid,0.7,0.188120404,5,0.5,0.666666667,3,0.231908414,0.658373571,6,0.191419258,0.512111138,14,3,TRUE,+,1,0.689624339
ENSMUSG00000029550-P,Aceturic acid,-0.2,0.747060078,5,-0.5,0.666666667,3,-0.637748139,0.17307111,6,-0.008800885,0.976178803,14,3,TRUE,-,-1,0.983007033
ENSMUSG00000106365-P,Aceturic acid,0.3,0.623837665,5,0.5,0.666666667,3,0.231908414,0.658373571,6,0.100220264,0.733187862,14,3,TRUE,+,1,0.830305221
ENSMUSG00000051074-P,Aceturic acid,0.8,0.104088039,5,0.5,0.666666667,3,0.289885518,0.577351787,6,0.48844914,0.076364514,14,3,TRUE,+,1,0.335102551
ENSMUSG00000049739-P,Aceturic acid,0.2,0.747060078,5,0.5,0.666666667,3,0.81167945,0.049857585,6,0.501650469,0.06760059,14,3,TRUE,+,1,0.322997863
ENSMUSG00000005131-P,Aceturic acid,0.20519567,0.740581942,5,0.5,0.666666667,3,0.753702346,0.083523281,6,0.45814978,0.099457538,14,3,TRUE,+,1,0.365921173
ENSMUSG00000020080-P,Aceturic acid,0.9,0.037386073,5,1,0,3,0.347862621,0.499253218,6,0.632047672,0.015306132,14,3,TRUE,+,1,0.208193199
ENSMUSG00000027706-P,Aceturic acid,0.3,0.623837665,5,1,0,3,0.057977104,0.913131785,6,0.594059765,0.025083664,14,3,TRUE,+,1,0.237126534
ENSMUSG00000064294-P,Aceturic acid,0.5,0.391002219,5,1,0,3,0.115954207,0.826848213,6,0.314631654,0.273248492,14,3,TRUE,+,1,0.522958921
ENSMUSG00000021482-P,Aceturic acid,0.7,0.188120404,5,0.5,0.666666667,3,0.637748139,0.17307111,6,0.569857331,0.033380653,14,3,TRUE,+,1,0.258240612
ENSMUSG00000046947-P,Aceturic acid,-0.1,0.872888572,5,-0.5,0.666666667,3,-0.086965655,0.869880379,6,-0.123212396,0.674747385,14,3,TRUE,-,-1,0.794189299
ENSMUSG00000097626-P,Aceturic acid,0.3,0.623837665,5,1,0,3,0.550782484,0.257369332,6,0.396039844,0.160975271,14,3,TRUE,+,1,0.42968472
ENSMUSG00000046351-P,Aceturic acid,0.1,0.872888572,5,0.5,0.666666667,3,0.782690898,0.065703848,6,0.393839622,0.163526389,14,3,TRUE,+,1,0.432316287
ENSMUSG00000042349-P,Aceturic acid,0.1,0.872888572,5,1,0,3,0.637748139,0.17307111,6,0.334433646,0.242520606,14,3,TRUE,+,1,0.500306089
ENSMUSG00000056598-P,Aceturic acid,-0.1,0.872888572,5,-0.5,0.666666667,3,-0.405839725,0.424662508,6,-0.24422457,0.40009013,14,3,TRUE,-,-1,0.614331982
ENSMUSG00000035152-P,Aceturic acid,0.6,0.28475698,5,1,0,3,0.173931311,0.741733928,6,0.228823021,0.431352629,14,3,TRUE,+,1,0.635017498
ENSMUSG00000038990-P,Aceturic acid,0.8,0.104088039,5,1,0,3,0.115954207,0.826848213,6,0.090209075,0.759081077,14,3,TRUE,+,1,0.847467739
ENSMUSG00000025437-P,Aceturic acid,0.8,0.104088039,5,0.5,0.666666667,3,0.840668002,0.036057573,6,0.752475703,0.00190103,14,3,TRUE,+,1,0.118536672
ENSMUSG00000044134-P,Aceturic acid,0.8,0.104088039,5,0.5,0.666666667,3,0.666736691,0.148089799,6,0.215621693,0.459093488,14,3,TRUE,+,1,0.65411424
ENSMUSG00000024975-P,Aceturic acid,0.2,0.747060078,5,0.5,0.666666667,3,0.115954207,0.826848213,6,0.484048698,0.079456361,14,3,TRUE,+,1,0.33953899
ENSMUSG00000034863-P,Aceturic acid,-0.5,0.391002219,5,-1,0,3,-0.434828277,0.3888653,6,-0.330033203,0.24915826,14,3,TRUE,-,-1,0.504834282
ENSMUSG00000068762-P,Aceturic acid,-0.7,0.188120404,5,-0.5,0.666666667,3,-0.463816829,0.354164298,6,-0.270627226,0.349368465,14,3,TRUE,-,-1,0.581015649
ENSMUSG00000068335-P,Aceturic acid,-0.6,0.28475698,5,-0.5,0.666666667,3,-0.115954207,0.826848213,6,-0.173817487,0.552323086,14,3,TRUE,-,-1,0.715589582
ENSMUSG00000091007-P,Aceturic acid,0.564288094,0.321723336,5,1,0,3,0.492832883,0.320601348,6,0.337784291,0.237539621,14,3,TRUE,+,1,0.495292551
ENSMUSG00000054364-P,Aceturic acid,-0.1,0.872888572,5,-0.5,0.666666667,3,-0.608759587,0.199660189,6,-0.237623906,0.413340518,14,3,TRUE,-,-1,0.623235084
ENSMUSG00000021957-P,Aceturic acid,-0.2,0.747060078,5,-0.5,0.666666667,3,-0.753702346,0.083523281,6,-0.143014388,0.625733551,14,3,TRUE,-,-1,0.762514368
ENSMUSG00000021481-P,Aceturic acid,0.3,0.623837665,5,0.5,0.666666667,3,0.202919862,0.699797968,6,0.334433646,0.242520606,14,3,TRUE,+,1,0.500306089
ENSMUSG00000028030-P,Aceturic acid,0.5,0.391002219,5,0.5,0.666666667,3,0.666736691,0.148089799,6,0.481848476,0.081034918,14,3,TRUE,+,1,0.342282593
ENSMUSG00000027523-P,Aceturic acid,0.1,0.872888572,5,1,0,3,0.347862621,0.499253218,6,0.554455781,0.03962438,14,3,TRUE,+,1,0.272034126
ENSMUSG00000070319-P,Aceturic acid,-0.1,0.872888572,5,-1,0,3,-0.202919862,0.699797968,6,-0.193619479,0.507180004,14,3,TRUE,-,-1,0.686043329
ENSMUSG00000028977-P,Aceturic acid,-0.1,0.872888572,5,-1,0,3,-0.086965655,0.869880379,6,-0.425110132,0.129701472,14,3,TRUE,-,-1,0.400832138
ENSMUSG00000090110-P,Aceturic acid,-0.9,0.037386073,5,-0.5,0.666666667,3,-0.463816829,0.354164298,6,-0.198019922,0.497383236,14,3,TRUE,-,-1,0.679304202
ENSMUSG00000048106-P,Aceturic acid,0.1,0.872888572,5,0.5,0.666666667,3,0.49280538,0.320632583,6,0.171617266,0.557442205,14,3,TRUE,+,1,0.718275754
ENSMUSG00000047067-P,Aceturic acid,-1,1.40E-24,5,-0.5,0.666666667,3,-0.405839725,0.424662508,6,-0.565456888,0.035084385,14,3,TRUE,-,-1,0.262837
ENSMUSG00000032740-P,Aceturic acid,0.4,0.504631575,5,0.5,0.666666667,3,0.521793932,0.288343234,6,0.281628333,0.329337496,14,3,TRUE,+,1,0.565083913
ENSMUSG00000028701-P,Aceturic acid,0.3,0.623837665,5,0.5,0.666666667,3,0.376851173,0.46148284,6,0.286028776,0.321510256,14,3,TRUE,+,1,0.559722722
ENSMUSG00000003360-P,Aceturic acid,-0.7,0.188120404,5,-0.5,0.666666667,3,-0.028988552,0.956529352,6,-0.017601771,0.952376051,14,3,TRUE,-,-1,0.968251918
ENSMUSG00000041720-P,Aceturic acid,-0.3,0.623837665,5,-1,0,3,-0.898645105,0.014888622,6,-0.424642721,0.130169083,14,3,TRUE,-,-1,0.401155199
ENSMUSG00000085207-P,Aceturic acid,1,1.40E-24,5,0.5,0.666666667,3,0.647058824,0.164868716,6,0.157961197,0.589653573,14,3,TRUE,+,1,0.739813988
ENSMUSG00000024190-P,Aceturic acid,-0.6,0.28475698,5,-1,0,3,-0.637748139,0.17307111,6,-0.308030989,0.283980809,14,3,TRUE,-,-1,0.532137181
ENSMUSG00000048118-P,Aceturic acid,0.3,0.623837665,5,1,0,3,0.31887407,0.53790056,6,0.349835195,0.220147487,14,3,TRUE,+,1,0.481995106
ENSMUSG00000045302-P,Aceturic acid,0.2,0.747060078,5,1,0,3,0.231908414,0.658373571,6,0.457646042,0.099878012,14,3,TRUE,+,1,0.36681998
ENSMUSG00000036435-P,Aceturic acid,0.9,0.037386073,5,1,0,3,0.434828277,0.3888653,6,0.519252239,0.05706399,14,3,TRUE,+,1,0.306351174
ENSMUSG00000021010-P,Aceturic acid,0.5,0.391002219,5,0.5,0.666666667,3,0.115954207,0.826848213,6,0.013201328,0.96427397,14,3,TRUE,+,1,0.97512244
ENSMUSG00000004285-P,Aceturic acid,-0.4,0.504631575,5,-1,0,3,-0.81167945,0.049857585,6,-0.356435859,0.210967224,14,3,TRUE,-,-1,0.472958047
ENSMUSG00000005575-P,Aceturic acid,-0.3,0.623837665,5,-1,0,3,-0.405839725,0.424662508,6,-0.074807526,0.799369821,14,3,TRUE,-,-1,0.871986581
ENSMUSG00000050856-P,Aceturic acid,-0.1,0.872888572,5,-1,0,3,-0.550782484,0.257369332,6,-0.277227891,0.337270806,14,3,TRUE,-,-1,0.571088885
ENSMUSG00000026509-P,Aceturic acid,0.9,0.037386073,5,1,0,3,0.231908414,0.658373571,6,0.767877252,0.001340875,14,3,TRUE,+,1,0.10684494
ENSMUSG00000087083-P,Aceturic acid,0.447213595,0.450184856,5,0.5,0.666666667,3,0.289885518,0.577351787,6,0.585123872,0.027942648,14,3,TRUE,+,1,0.244827614
ENSMUSG00000037221-P,Aceturic acid,0.8,0.104088039,5,0.5,0.666666667,3,0.347862621,0.499253218,6,0.475247812,0.085902838,14,3,TRUE,+,1,0.347804133
ENSMUSG00000006005-P,Aceturic acid,0.5,0.391002219,5,1,0,3,0.550782484,0.257369332,6,0.525852903,0.053436619,14,3,TRUE,+,1,0.299627121
ENSMUSG00000030352-P,Aceturic acid,-0.4,0.504631575,5,-0.5,0.666666667,3,-0.376851173,0.46148284,6,-0.118811953,0.685812412,14,3,TRUE,-,-1,0.801687432
ENSMUSG00000037646-P,Aceturic acid,0.1,0.872888572,5,0.5,0.666666667,3,0.463816829,0.354164298,6,0.616061979,0.018980319,14,3,TRUE,+,1,0.219566074
ENSMUSG00000031489-P,Aceturic acid,-0.3,0.623837665,5,-0.5,0.666666667,3,-0.573529412,0.234033114,6,-0.576798749,0.030818847,14,3,TRUE,-,-1,0.251497501
ENSMUSG00000025869-P,Aceturic acid,0.7,0.188120404,5,1,0,3,0.289885518,0.577351787,6,0.105610625,0.719352701,14,3,TRUE,+,1,0.822053346
ENSMUSG00000024947-P,Aceturic acid,-0.7,0.188120404,5,-1,0,3,-0.289885518,0.577351787,6,-0.358636081,0.20796142,14,3,TRUE,-,-1,0.470176907
ENSMUSG00000054720-P,Aceturic acid,0.1,0.872888572,5,1,0,3,0.49280538,0.320632583,6,0.704070833,0.004943999,14,3,TRUE,+,1,0.151370418
ENSMUSG00000014603-P,Aceturic acid,-0.4,0.504631575,5,-0.5,0.666666667,3,-0.289885518,0.577351787,6,-0.138613945,0.636510522,14,3,TRUE,-,-1,0.76895119
ENSMUSG00000035293-P,Aceturic acid,-0.1,0.872888572,5,-1,0,3,-0.289885518,0.577351787,6,-0.490649362,0.074850936,14,3,TRUE,-,-1,0.332765644
ENSMUSG00000048874-P,Aceturic acid,0.1,0.872888572,5,0.5,0.666666667,3,0.260896966,0.617533817,6,0.580858437,0.029390055,14,3,TRUE,+,1,0.248319662
ENSMUSG00000027108-P,Aceturic acid,0.2,0.747060078,5,0.5,0.666666667,3,0.724713795,0.103242805,6,0.45544582,0.101728968,14,3,TRUE,+,1,0.368203261
ENSMUSG00000056735-P,Aceturic acid,0.1,0.872888572,5,0.866025404,0.333333333,3,0.289885518,0.577351787,6,0.486784141,0.077524195,14,3,TRUE,+,1,0.336611866
ENSMUSG00000028890-P,Aceturic acid,0.3,0.623837665,5,1,0,3,0.376851173,0.46148284,6,0.642464635,0.013221806,14,3,TRUE,+,1,0.199720452
ENSMUSG00000020553-P,Aceturic acid,-0.5,0.391002219,5,-0.5,0.666666667,3,-0.31887407,0.53790056,6,-0.288228997,0.317636568,14,3,TRUE,-,-1,0.557304592
ENSMUSG00000034349-P,Aceturic acid,0.1,0.872888572,5,1,0,3,0.753702346,0.083523281,6,0.446644935,0.109369528,14,3,TRUE,+,1,0.37841872
ENSMUSG00000001014-P,Aceturic acid,0.5,0.391002219,5,0.866025404,0.333333333,3,0.428746463,0.39628715,6,0.025845106,0.930114318,14,3,TRUE,+,1,0.954644022
ENSMUSG00000019173-P,Aceturic acid,-0.7,0.188120404,5,-0.5,0.666666667,3,-0.81167945,0.049857585,6,-0.228823021,0.431352629,14,3,TRUE,-,-1,0.635017498
ENSMUSG00000086851-P,Aceturic acid,0.7,0.188120404,5,0.5,0.666666667,3,0.708447269,0.115113065,6,0.294780493,0.306260392,14,3,TRUE,+,1,0.549026025
ENSMUSG00000051297-P,Aceturic acid,0.7,0.188120404,5,,,3,0.514705882,0.29611967,6,0.223281142,0.44289381,14,2,TRUE,+,1,0.643041549
ENSMUSG00000051510-P,Aceturic acid,0.8,0.104088039,5,1,0,3,0.521793932,0.288343234,6,0.875688099,4.05E-05,14,3,TRUE,+,1,0.038047159
ENSMUSG00000022674-P,Aceturic acid,0.2,0.747060078,5,1,0,3,0.115954207,0.826848213,6,0.022002214,0.940487348,14,3,TRUE,+,1,0.959701532
ENSMUSG00000032763-P,Aceturic acid,-0.3,0.623837665,5,-0.5,0.666666667,3,-0.579771036,0.227783957,6,-0.088008854,0.764804391,14,3,TRUE,-,-1,0.850155698
ENSMUSG00000074994-P,Aceturic acid,0.1,0.872888572,5,0.5,0.666666667,3,0.376851173,0.46148284,6,0.486248919,0.077899608,14,3,TRUE,+,1,0.337233489
ENSMUSG00000043241-P,Aceturic acid,0.6,0.28475698,5,0.5,0.666666667,3,0.666736691,0.148089799,6,0.521452461,0.055835717,14,3,TRUE,+,1,0.303579318
ENSMUSG00000048330-P,Aceturic acid,0.3,0.623837665,5,1,0,3,0.521793932,0.288343234,6,0.792079687,0.000732972,14,3,TRUE,+,1,0.09525589
ENSMUSG00000015363-P,Aceturic acid,-0.7,0.188120404,5,-0.5,0.666666667,3,-0.231908414,0.658373571,6,-0.327832982,0.252517989,14,3,TRUE,-,-1,0.508465242
ENSMUSG00000043614-P,Aceturic acid,-0.3,0.623837665,5,-0.5,0.666666667,3,-0.405839725,0.424662508,6,-0.279428112,0.333290925,14,3,TRUE,-,-1,0.567885519
ENSMUSG00000027710-P,Aceturic acid,-0.1,0.872888572,5,-1,0,3,-0.376851173,0.46148284,6,-0.226622799,0.43591643,14,3,TRUE,-,-1,0.637224433
ENSMUSG00000038884-P,Aceturic acid,0.3,0.623837665,5,0.5,0.666666667,3,0.579771036,0.227783957,6,0.391639401,0.166103806,14,3,TRUE,+,1,0.434997551
ENSMUSG00000018171-P,Aceturic acid,-0.4,0.504631575,5,-0.5,0.666666667,3,-0.405839725,0.424662508,6,-0.044004427,0.881262191,14,3,TRUE,-,-1,0.922133779
ENSMUSG00000019647-P,Aceturic acid,0.6,0.28475698,5,1,0,3,0.666736691,0.148089799,6,0.385038737,0.173994519,14,3,TRUE,+,1,0.441709291
ENSMUSG00000086769-P,Aceturic acid,0.666885929,0.218893981,5,0.866025404,0.333333333,3,0.588235294,0.219417871,6,0.636637512,0.014359009,14,3,TRUE,+,1,0.205127375
ENSMUSG00000031617-P,Aceturic acid,1,1.40E-24,5,0.5,0.666666667,3,0.31887407,0.53790056,6,0.594059765,0.025083664,14,3,TRUE,+,1,0.237126534
ENSMUSG00000040661-P,Aceturic acid,0.3,0.623837665,5,0.5,0.666666667,3,0.49280538,0.320632583,6,0.607261094,0.021268686,14,3,TRUE,+,1,0.226285556
ENSMUSG00000028967-P,Aceturic acid,-0.1,0.872888572,5,-0.5,0.666666667,3,-0.463816829,0.354164298,6,-0.044004427,0.881262191,14,3,TRUE,-,-1,0.922133779
ENSMUSG00000105302-P,Aceturic acid,0.6,0.28475698,5,1,0,3,0.376851173,0.46148284,6,0.624862864,0.01688341,14,3,TRUE,+,1,0.212239399
ENSMUSG00000042745-P,Aceturic acid,-0.7,0.188120404,5,-1,0,3,-0.028988552,0.956529352,6,-0.217821914,0.454410794,14,3,TRUE,-,-1,0.651345907
ENSMUSG00000023764-P,Aceturic acid,0.1,0.872888572,5,1,0,3,0.463816829,0.354164298,6,0.728273268,0.003140796,14,3,TRUE,+,1,0.135887448
ENSMUSG00000019971-P,Aceturic acid,0.2,0.747060078,5,1,0,3,0.550782484,0.257369332,6,0.4224425,0.132385486,14,3,TRUE,+,1,0.404188252
ENSMUSG00000022568-P,Aceturic acid,-0.3,0.623837665,5,-0.5,0.666666667,3,-0.666736691,0.148089799,6,-0.550055338,0.041556212,14,3,TRUE,-,-1,0.275968185
ENSMUSG00000024548-P,Aceturic acid,0.2,0.747060078,5,0.5,0.666666667,3,0.289885518,0.577351787,6,0.611661536,0.020099904,14,3,TRUE,+,1,0.223396063
ENSMUSG00000072763-P,Aceturic acid,0.6,0.28475698,5,0.5,0.666666667,3,0.782690898,0.065703848,6,0.717272161,0.003881432,14,3,TRUE,+,1,0.141982781
ENSMUSG00000085184-P,Aceturic acid,0.1,0.872888572,5,0.866025404,0.333333333,3,0.492832883,0.320601348,6,0.148515363,0.612358577,14,3,TRUE,+,1,0.753922501
ENSMUSG00000034957-P,Aceturic acid,0.2,0.747060078,5,1,0,3,0.637748139,0.17307111,6,0.222222357,0.445116051,14,3,TRUE,+,1,0.644574534
ENSMUSG00000024800-P,Aceturic acid,0.7,0.188120404,5,1,0,3,0.028988552,0.956529352,6,0.679868398,0.007470806,14,3,TRUE,+,1,0.167714131
ENSMUSG00000019933-P,Aceturic acid,-0.7,0.188120404,5,-0.5,0.666666667,3,-0.376851173,0.46148284,6,-0.103410404,0.724990512,14,3,TRUE,-,-1,0.825837513
ENSMUSG00000102664-P,Aceturic acid,-0.3,0.623837665,5,-0.5,0.666666667,3,-0.231908414,0.658373571,6,-0.156906939,0.592170907,14,3,TRUE,-,-1,0.741542277
ENSMUSG00000020219-P,Aceturic acid,-0.6,0.28475698,5,-0.5,0.666666667,3,-0.231908414,0.658373571,6,-0.08140819,0.782040363,14,3,TRUE,-,-1,0.860596298
ENSMUSG00000035173-P,Aceturic acid,0.6,0.28475698,5,0.5,0.666666667,3,0.31887407,0.53790056,6,0.382838515,0.176677787,14,3,TRUE,+,1,0.44485416
ENSMUSG00000026113-P,Aceturic acid,0.7,0.188120404,5,0.5,0.666666667,3,0.144942759,0.78410837,6,0.495049805,0.071887735,14,3,TRUE,+,1,0.329024189
ENSMUSG00000009013-P,Aceturic acid,-0.6,0.28475698,5,-1,0,3,-0.057977104,0.913131785,6,-0.338834088,0.235992029,14,3,TRUE,-,-1,0.493519415
ENSMUSG00000027646-P,Aceturic acid,0.7,0.188120404,5,1,0,3,0.057977104,0.913131785,6,0.433443607,0.12155366,14,3,TRUE,+,1,0.3917419
ENSMUSG00000025231-P,Aceturic acid,-0.6,0.28475698,5,-0.5,0.666666667,3,-0.144942759,0.78410837,6,-0.664466849,0.009536918,14,3,TRUE,-,-1,0.181093809
ENSMUSG00000020546-P,Aceturic acid,0.2,0.747060078,5,0.5,0.666666667,3,0.231908414,0.658373571,6,0.66666707,0.009217525,14,3,TRUE,+,1,0.179555245
ENSMUSG00000037408-P,Aceturic acid,0.3,0.623837665,5,0.5,0.666666667,3,0.347862621,0.499253218,6,0.110011068,0.708117025,14,3,TRUE,+,1,0.814567107
ENSMUSG00000042699-P,Aceturic acid,0.1,0.872888572,5,0.5,0.666666667,3,0.202919862,0.699797968,6,0.431243385,0.123670191,14,3,TRUE,+,1,0.394812689
ENSMUSG00000021000-P,Aceturic acid,0.2,0.747060078,5,0.5,0.666666667,3,0.115954207,0.826848213,6,0.574257773,0.031739029,14,3,TRUE,+,1,0.254058187
ENSMUSG00000024425-P,Adipoyl-L-carnitine,-0.5,0.666666667,3,-0.5,0.666666667,3,,,0,-0.828571429,0.041562682,6,2,TRUE,-,-1,0.275968185
ENSMUSG00000025979-P,Adipoyl-L-carnitine,-0.5,0.666666667,3,-1,0,3,,,0,-0.085714286,0.87174344,6,2,TRUE,-,-1,0.917270804
ENSMUSG00000036948-P,Adipoyl-L-carnitine,-1,0,3,-0.5,0.666666667,3,,,0,-0.771428571,0.072396501,6,2,TRUE,-,-1,0.329024189
ENSMUSG00000068921-P,Adipoyl-L-carnitine,1,0,3,0.5,0.666666667,3,,,0,0.085714286,0.87174344,6,2,TRUE,+,1,0.917270804
ENSMUSG00000049670-P,Adipoyl-L-carnitine,0.5,0.666666667,3,1,0,3,,,0,0.6,0.208,6,2,TRUE,+,1,0.470176907
ENSMUSG00000044224-P,Adipoyl-L-carnitine,1,0,3,1,0,3,,,0,1,0,6,2,TRUE,+,1,0
ENSMUSG00000068284-P,Adipoyl-L-carnitine,1,0,3,0.5,0.666666667,3,,,0,0.657142857,0.156174927,6,2,TRUE,+,1,0.426776158
ENSMUSG00000063894-P,Adipoyl-L-carnitine,-1,0,3,-0.5,0.666666667,3,,,0,-0.714285714,0.110787172,6,2,TRUE,-,-1,0.379335093
ENSMUSG00000027536-P,Adipoyl-L-carnitine,0.5,0.666666667,3,0.5,0.666666667,3,,,0,0.542857143,0.265702624,6,2,TRUE,+,1,0.516142662
ENSMUSG00000042118-P,Adipoyl-L-carnitine,1,0,3,0.5,0.666666667,3,,,0,0.6,0.208,6,2,TRUE,+,1,0.470176907
