Gene,Metabolite,Sign
ENSMUSG00000046947-P,5-Henicosylresorcinol,-1.0
ENSMUSG00000046947-P,Pimelic acid,-1.0
ENSMUSG00000034930-P,"3,5-Dimethyl-1,4-diallylpyrazole",-1.0
ENSMUSG00000034930-P,"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000031583-P,3-Indoleacetic acid,1.0
ENSMUSG00000001054-P,"1,3,5-Benzetriol",-1.0
ENSMUSG00000001054-P,Nonanal,-1.0
ENSMUSG00000046351-P,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",1.0
ENSMUSG00000046351-P,4-Hydroxybenzoic acid,1.0
ENSMUSG00000046351-P,"Benzaldehyde, 2,5-dimethyl-",1.0
ENSMUSG00000046351-P,Butanedioic acid,1.0
ENSMUSG00000046351-P,L-Proline,1.0
ENSMUSG00000046351-P,Trimidox,-1.0
ENSMUSG00000030605-P,"1-Butanamine, N,N-diethyl-",-1.0
ENSMUSG00000030605-P,12-Oxooctadecanoate,-1.0
ENSMUSG00000030605-P,Nitrosothymol,-1.0
ENSMUSG00000037012-P,"Acetamide, 2,2,2-trifluoro-",-1.0
ENSMUSG00000037012-P,Dodecylcyclohexane,-1.0
ENSMUSG00000037012-P,Indole-5-carboxylic acid,-1.0
ENSMUSG00000037012-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-1.0
ENSMUSG00000037012-P,Ribitol,-1.0
ENSMUSG00000004098-P,"2-Heptanone, 4,6-dimethyl-",-1.0
ENSMUSG00000031918-P,"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000038717-P,"6,8-Dioxapentadecane",1.0
ENSMUSG00000038717-P,Docosyl octyl ether,1.0
ENSMUSG00000038717-P,"Glycine, N-(1-oxobutyl)-",1.0
ENSMUSG00000038717-P,Hexanoylglycine,1.0
ENSMUSG00000038990-P,"2,4-Imidazolidinedione, 5,5-dimethyl-",1.0
ENSMUSG00000025437-P,"1-Octene, 2-methyl-",1.0
ENSMUSG00000051224-P,L-Tryptophan,1.0
ENSMUSG00000078485-P,2-Heptenoic acid,1.0
ENSMUSG00000078485-P,L-Glutamine,1.0
ENSMUSG00000021686-P,Dinoseb ,1.0
ENSMUSG00000021686-P,Isofucosterol,1.0
ENSMUSG00000021686-P,Isopropyl palmitate,1.0
ENSMUSG00000021686-P,Methyl aminoacetate,1.0
ENSMUSG00000024975-P,Benzophenone,1.0
ENSMUSG00000024975-P,Isopropyl palmitate,1.0
ENSMUSG00000024975-P,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000017697-P,Methyl aminoacetate,-1.0
ENSMUSG00000053749-P,Bis(trimethylsilyl)histidine,-1.0
ENSMUSG00000034863-P,Sertraline carbamoyl glucuronide,-1.0
ENSMUSG00000068762-P,"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",1.0
ENSMUSG00000068762-P,D-Fructose,-1.0
ENSMUSG00000068762-P,L-Asparagine,-1.0
ENSMUSG00000068762-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-1.0
ENSMUSG00000021215-P,Alloxanic acid,-1.0
ENSMUSG00000021215-P,Cyclo-(l-leucyl-l-phenylalanyl) ,-1.0
ENSMUSG00000028133-P,3-Aminobenzoic acid,-1.0
ENSMUSG00000028700-P,"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane",-1.0
ENSMUSG00000028700-P,beta-Lyxopyranose,1.0
ENSMUSG00000028700-P,"Erythrono-1,4-lactone, (Z)-",1.0
ENSMUSG00000028700-P,"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",-1.0
ENSMUSG00000032018-P,Alloxanic acid,1.0
ENSMUSG00000030304-P,"1,5-Anhydroglucitol",-1.0
ENSMUSG00000030304-P,N-(Trimethylsilyl)hexanamide,1.0
ENSMUSG00000029878-P,1-Octadecanol,1.0
ENSMUSG00000057181-P,"Propanoic acid, 2-oxo-",-1.0
ENSMUSG00000050321-P,L-Proline,-1.0
ENSMUSG00000021957-P,"N,O-Bis(trimethylsilyl)carbamate",-1.0
ENSMUSG00000021957-P,Nitrosothymol,-1.0
ENSMUSG00000030265-P,3-Aminobenzoic acid,-1.0
ENSMUSG00000030256-P,Dodecylcyclohexane,1.0
ENSMUSG00000030256-P,Myristic acid,1.0
ENSMUSG00000028383-P,"2,3-Butanediol",-1.0
ENSMUSG00000028383-P,beta-D-Glucopyranose,1.0
ENSMUSG00000017221-P,12-Oxooctadecanoate,-1.0
ENSMUSG00000017221-P,"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",-1.0
ENSMUSG00000017221-P,Nitrosothymol,-1.0
ENSMUSG00000020752-P,"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",1.0
ENSMUSG00000041642-P,"2-Heptanone, 4,6-dimethyl-",-1.0
ENSMUSG00000041642-P,2-Pentenoic acid,-1.0
ENSMUSG00000041642-P,"2,5-Dimethoxybenzhydrazide",-1.0
ENSMUSG00000041642-P,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",-1.0
ENSMUSG00000041642-P,"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-1.0
ENSMUSG00000041642-P,"Erythrono-1,4-lactone, (Z)-",-1.0
ENSMUSG00000038084-P,1-Deoxypentitol,1.0
ENSMUSG00000038084-P,1-Hydroxy-3-methoxy-6-methylanthraquinone,-1.0
ENSMUSG00000038084-P,2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,1.0
ENSMUSG00000038084-P,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",1.0
ENSMUSG00000038084-P,beta-Lyxopyranose,1.0
ENSMUSG00000038084-P,Isofucosterol,1.0
ENSMUSG00000038084-P,"N,O-Bis(trimethylsilyl)carbamate",1.0
ENSMUSG00000038084-P,p-Toluic acid,1.0
ENSMUSG00000038084-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000038084-P,Triethanolamine,1.0
ENSMUSG00000066113-P,"D-(+)-Talofuranose, pentakis",1.0
ENSMUSG00000051043-P,"1-Butanamine, N,N-diethyl-",-1.0
ENSMUSG00000042797-P,1-Hydroxy-3-methoxy-6-methylanthraquinone,-1.0
ENSMUSG00000028030-P,Hexanoylglycine,-1.0
ENSMUSG00000028030-P,N-Acetyltyrosine,1.0
ENSMUSG00000045817-P,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",1.0
ENSMUSG00000045817-P,"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",1.0
ENSMUSG00000045817-P,"Benzaldehyde, 2,5-dimethyl-",1.0
ENSMUSG00000045817-P,"Dodecane, 4,6-dimethyl-",1.0
ENSMUSG00000045817-P,Indole-3-lactic acid,1.0
ENSMUSG00000045817-P,Sertraline carbamoyl glucuronide,1.0
ENSMUSG00000021676-P,"D-(-)-Fructofuranose, pentakis",-1.0
ENSMUSG00000027523-P,"3,5-Dimethylpyrazole",1.0
ENSMUSG00000027523-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1.0
ENSMUSG00000027523-P,"Benzoic acid, pentadecyl ester",1.0
ENSMUSG00000027523-P,Benzophenone,1.0
ENSMUSG00000027523-P,Isofucosterol,1.0
ENSMUSG00000027523-P,Methyl aminoacetate,1.0
ENSMUSG00000037716-P,Decanoic acid,1.0
ENSMUSG00000037716-P,Ethanolamine,-1.0
ENSMUSG00000037716-P,N-Isobutyl-sec-butylamine,1.0
ENSMUSG00000024472-P,"L-Tryptophan, N-acetyl-1",1.0
ENSMUSG00000038545-P,"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol",-1.0
ENSMUSG00000038545-P,"1,3,5-Trimethyl-1H-pyrazol-4-amine",-1.0
ENSMUSG00000038545-P,"2,5-Di-tert-butylhydroquinone",-1.0
ENSMUSG00000038545-P,Dihydrouracil,1.0
ENSMUSG00000038545-P,L-Proline,1.0
ENSMUSG00000038545-P,N-Isobutyl-sec-butylamine,-1.0
ENSMUSG00000065799-P,Urea,-1.0
ENSMUSG00000029840-P,beta-D-Glucopyranose,1.0
ENSMUSG00000105607-P,D-Fructose,1.0
ENSMUSG00000090877-P,3-Methyladenine,1.0
ENSMUSG00000030268-P,Phenylalanine,-1.0
ENSMUSG00000031967-P,"Acetamide, 2,2,2-trifluoro-",-1.0
ENSMUSG00000026563-P,"1-Decene, 8-methyl-",-1.0
ENSMUSG00000026563-P,Benzophenone,-1.0
ENSMUSG00000046157-P,Dodecylcyclohexane,-1.0
ENSMUSG00000046157-P,"N,N-Diethyl-2-aminoethanol",-1.0
ENSMUSG00000046157-P,Serine,-1.0
ENSMUSG00000067928-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1.0
ENSMUSG00000067928-P,"Propanetriol, 2-methyl-",1.0
ENSMUSG00000034786-P,Stearic acid,1.0
ENSMUSG00000053746-P,"2,5-Di-tert-butylhydroquinone",1.0
ENSMUSG00000032172-P,"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-1.0
ENSMUSG00000041720-P,"1-Butanamine, N,N-diethyl-",-1.0
ENSMUSG00000041720-P,Nonadecanoic acid,-1.0
ENSMUSG00000061838-P,"1,2,2-Trimethyl-1-aza-spiro[2.3]hexane",-1.0
ENSMUSG00000033453-P,L-Hydroxyproline,-1.0
ENSMUSG00000048175-P,"Tacrine, N-trimethylsilyl-",-1.0
ENSMUSG00000049744-P,"Glycine, N-(N-DL-leucylglycyl)-",-1.0
ENSMUSG00000041841-P,Nitrosothymol,-1.0
ENSMUSG00000039157-P,Carfentrazone-ethyl,1.0
ENSMUSG00000052534-P,DL-Glyceraldehyde,1.0
ENSMUSG00000052534-P,Trimidox,-1.0
ENSMUSG00000015932-P,Aspartic acid,-1.0
ENSMUSG00000040612-P,"2,2-Diallylpyrrolidine",1.0
ENSMUSG00000004285-P,12-Oxooctadecanoate,-1.0
ENSMUSG00000004285-P,"2,4-Imidazolidinedione, 5,5-dimethyl-",-1.0
ENSMUSG00000004285-P,Nitrosothymol,-1.0
ENSMUSG00000004285-P,Pentadecanoic acid,-1.0
ENSMUSG00000027782-P,1-Hexadecanol,-1.0
ENSMUSG00000038064-P,"Benzaldehyde, 2,5-dimethyl-",-1.0
ENSMUSG00000038064-P,D-(-)-Citramalic acid,-1.0
ENSMUSG00000038064-P,"Dodecane, 4,6-dimethyl-",-1.0
ENSMUSG00000034768-P,"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",-1.0
ENSMUSG00000028051-P,"3,5-di-tert-Butyl-4-hydroxyacetophenone",1.0
ENSMUSG00000028051-P,9-Octadecenamide,-1.0
ENSMUSG00000028051-P,"Cholesta-3,5-dien-7-one",-1.0
ENSMUSG00000028051-P,Glyceric acid,-1.0
ENSMUSG00000056952-P,"1,1'-Biphenyl, 3,4-diethyl-",-1.0
ENSMUSG00000056952-P,2-Aminoadipic acid,-1.0
ENSMUSG00000056952-P,"Inosose-2, 1,3,4,5,6-pentakis-",-1.0
ENSMUSG00000056952-P,"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",-1.0
ENSMUSG00000027598-P,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",-1.0
ENSMUSG00000024576-P,Isopropyl palmitate,1.0
ENSMUSG00000030697-P,"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-1.0
ENSMUSG00000030697-P,Desmosterol,-1.0
ENSMUSG00000024191-P,1-Deoxypentitol,1.0
ENSMUSG00000024191-P,3-Methoxysalicylic acid,-1.0
ENSMUSG00000024191-P,"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",1.0
ENSMUSG00000024191-P,"6,8-Dioxapentadecane",1.0
ENSMUSG00000024191-P,"Benzoic acid, methyl ester",1.0
ENSMUSG00000030286-P,12-Oxooctadecanoate,-1.0
ENSMUSG00000091475-P,"Cyclopentanone, 2,2,4-trimethyl-",-1.0
ENSMUSG00000091475-P,Methylmalonic monoamide,-1.0
ENSMUSG00000026509-P,Heptanoic acid,1.0
ENSMUSG00000099689-P,Butylated Hydroxytoluene,1.0
ENSMUSG00000034377-P,1-(3-Methylphenyl)piperazine,1.0
ENSMUSG00000034377-P,"Benzoic acid, pentadecyl ester",1.0
ENSMUSG00000098113-P,L-Glutamine,1.0
ENSMUSG00000087083-P,Levulinic acid,1.0
ENSMUSG00000006005-P,3'-(Trimethylsilyl)oxy-beta-naphthoflavone,-1.0
ENSMUSG00000104682-P,Glyoxime,1.0
ENSMUSG00000104682-P,Hydracrylic acid,1.0
ENSMUSG00000022023-P,3-Indoleacetic acid,1.0
ENSMUSG00000022023-P,Indole-3-lactic acid,1.0
ENSMUSG00000091183-P,3-Hydroxyisovaleric acid,1.0
ENSMUSG00000091183-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1.0
ENSMUSG00000091183-P,"Propanetriol, 2-methyl-",1.0
ENSMUSG00000026820-P,Butylmethylamine,-1.0
ENSMUSG00000030352-P,2-Methyl-4-pentenoic acid,-1.0
ENSMUSG00000037646-P,DL-Glyceraldehyde,1.0
ENSMUSG00000040167-P,3-Aminobenzoic acid,-1.0
ENSMUSG00000040167-P,Alloxanic acid,-1.0
ENSMUSG00000077767-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1.0
ENSMUSG00000031489-P,2-Ethyl-3-hydroxypropionic acid,-1.0
ENSMUSG00000032306-P,Octocrylene,-1.0
ENSMUSG00000024947-P,D-(-)-Citramalic acid,-1.0
ENSMUSG00000029772-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1.0
ENSMUSG00000029772-P,"Benzoic acid, pentadecyl ester",1.0
ENSMUSG00000029772-P,beta-Lyxopyranose,1.0
ENSMUSG00000029772-P,Levulinic acid,1.0
ENSMUSG00000029772-P,p-Toluic acid,1.0
ENSMUSG00000022426-P,"2,3-Butanediol",-1.0
ENSMUSG00000011831-P,3-Indoleacetic acid,1.0
ENSMUSG00000064246-P,"2,5-Dimethoxybenzhydrazide",1.0
ENSMUSG00000064246-P,"Erythrono-1,4-lactone, (Z)-",1.0
ENSMUSG00000064246-P,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000042686-P,Isopropyl palmitate,1.0
ENSMUSG00000068196-P,1-Hydroxy-3-methoxy-6-methylanthraquinone,-1.0
ENSMUSG00000068196-P,Isonicotinic Acid,-1.0
ENSMUSG00000058351-P,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",1.0
ENSMUSG00000058351-P,2-Hydroxybutyric acid,1.0
ENSMUSG00000058351-P,L-Cysteine,1.0
ENSMUSG00000058351-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-1.0
ENSMUSG00000058351-P,Xylitol,1.0
ENSMUSG00000031590-P,"2-Heptanone, 4,6-dimethyl-",1.0
ENSMUSG00000031590-P,"3-Methylpiperazine-2,5-dione, (R)-",1.0
ENSMUSG00000025505-P,"Ethanone, 1-(2,5-dimethoxyphenyl)-",1.0
ENSMUSG00000039194-P,3-Aminobutanoic acid,1.0
ENSMUSG00000002660-P,9-Hexadecenoic acid,1.0
ENSMUSG00000002660-P,L-Glutamine,-1.0
ENSMUSG00000048612-P,"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol",-1.0
ENSMUSG00000048612-P,Urea,-1.0
ENSMUSG00000031246-P,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1.0
ENSMUSG00000031246-P,"Benzoic acid, pentadecyl ester",1.0
ENSMUSG00000031246-P,Butanedioic acid,1.0
ENSMUSG00000031246-P,Cadaverine,1.0
ENSMUSG00000031246-P,"Inosose-2, 1,3,4,5,6-pentakis-",1.0
ENSMUSG00000014603-P,"Dodecanoic acid, 1-methylethyl ester",-1.0
ENSMUSG00000031922-P,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",1.0
ENSMUSG00000047141-P,Butylated Hydroxytoluene,1.0
ENSMUSG00000032288-P,"1-Butanamine, N,N-diethyl-",-1.0
ENSMUSG00000032288-P,1-Cyclopentylethanol,-1.0
ENSMUSG00000029438-P,2-Hydroxy-3-methylbutyric acid,1.0
ENSMUSG00000029438-P,"2,5-Di-tert-butylhydroquinone",-1.0
ENSMUSG00000029438-P,"Azetidine, 1-acetyl-2-methyl-",1.0
ENSMUSG00000029438-P,Dihydrouracil,1.0
ENSMUSG00000029438-P,Glycolic acid,1.0
ENSMUSG00000038555-P,"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-1.0
ENSMUSG00000035293-P,"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl ",1.0
ENSMUSG00000035293-P,2-Isopropyl-5-methyl-1-heptanol ,-1.0
ENSMUSG00000035293-P,3-Amino-2-piperidone,-1.0
ENSMUSG00000035293-P,"6,7,4'-Trihydroxyisoflavone",-1.0
ENSMUSG00000006476-P,"Benzoic acid, pentadecyl ester",-1.0
ENSMUSG00000006476-P,Levulinic acid,-1.0
ENSMUSG00000105729-P,Indole-5-carboxylic acid,-1.0
ENSMUSG00000045930-P,beta-Lyxopyranose,1.0
ENSMUSG00000045930-P,Butylated Hydroxytoluene,1.0
ENSMUSG00000045930-P,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",1.0
ENSMUSG00000045930-P,"N,O-Bis(trimethylsilyl)carbamate",1.0
ENSMUSG00000045930-P,Sertraline carbamoyl glucuronide,1.0
ENSMUSG00000002324-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1.0
ENSMUSG00000022199-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-1.0
ENSMUSG00000052584-P,"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol",1.0
ENSMUSG00000052584-P,L-Proline,-1.0
ENSMUSG00000052584-P,N-Isobutyl-sec-butylamine,1.0
ENSMUSG00000056735-P,"3-Methylpiperazine-2,5-dione, (R)-",-1.0
ENSMUSG00000056735-P,Hydracrylic acid,-1.0
ENSMUSG00000056735-P,L-Threonine,-1.0
ENSMUSG00000056735-P,L-Valine,-1.0
ENSMUSG00000056735-P,Nonanoic acid,-1.0
ENSMUSG00000056735-P,Pyroglutamic acid,-1.0
ENSMUSG00000056735-P,Serine,-1.0
ENSMUSG00000012422-P,"D-Isoleucine, N-acetyl-",1.0
ENSMUSG00000062040-P,"2,6-Dimethoxybenzylamine",1.0
ENSMUSG00000062040-P,"Benzenemethanamine, 2,3-dimethoxy-",1.0
ENSMUSG00000062040-P,Butylmethylamine,1.0
ENSMUSG00000062040-P,Cyclohexanol,1.0
ENSMUSG00000062040-P,"Octane, 1-propoxy-",1.0
ENSMUSG00000062040-P,"Propanoic acid, 2-oxo-",1.0
ENSMUSG00000042129-P,3-Aminobenzoic acid,-1.0
ENSMUSG00000069631-P,"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",1.0
ENSMUSG00000069631-P,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",1.0
ENSMUSG00000069631-P,Propylamine,1.0
ENSMUSG00000039959-P,1-(3-Methylphenyl)piperazine,1.0
ENSMUSG00000020297-P,3'-(Trimethylsilyl)oxy-beta-naphthoflavone,-1.0
ENSMUSG00000020297-P,"Carbonic acid, eicosyl vinyl ester ",-1.0
ENSMUSG00000061689-P,"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",-1.0
ENSMUSG00000061689-P,4-(Trimethylsilyoxy)-3-penten-2-one,-1.0
ENSMUSG00000061689-P,"Arabinofuranose, 1,2,3,5-tetrakis-O-",-1.0
ENSMUSG00000061689-P,Dodecylcyclohexane,-1.0
ENSMUSG00000070527-P,"3-Methylpiperazine-2,5-dione, (R)-",-1.0
ENSMUSG00000022427-P,beta-Lyxopyranose,1.0
ENSMUSG00000022427-P,"Erythrono-1,4-lactone, (Z)-",1.0
ENSMUSG00000022427-P,L-Aspartic acid,1.0
ENSMUSG00000022427-P,p-Toluic acid,1.0
ENSMUSG00000020553-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-1.0
ENSMUSG00000030403-P,L-Lysine,1.0
ENSMUSG00000030403-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-1.0
ENSMUSG00000038390-P,Methyl aminoacetate,-1.0
ENSMUSG00000038390-P,Nitrosothymol,-1.0
ENSMUSG00000034349-P,3-Indoleacetic acid,1.0
ENSMUSG00000027860-P,beta-Methylphenethylamine,1.0
ENSMUSG00000027860-P,"D-(-)-Fructofuranose, pentakis",-1.0
ENSMUSG00000085890-P,"Erythrono-1,4-lactone, (Z)-",-1.0
ENSMUSG00000085890-P,Glucopyranose,-1.0
ENSMUSG00000020235-P,1-Deoxypentitol,-1.0
ENSMUSG00000020235-P,"2,4-Imidazolidinedione, 5,5-dimethyl-",-1.0
ENSMUSG00000020235-P,Nitrosothymol,-1.0
ENSMUSG00000071637-P,1-Aminocyclopropanecarboxylic acid,-1.0
ENSMUSG00000071637-P,2-Hydroxy-3-methylbutyric acid,-1.0
ENSMUSG00000071637-P,"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",-1.0
ENSMUSG00000071637-P,Acetoacetic acid,-1.0
ENSMUSG00000071637-P,L-Threonine,-1.0
ENSMUSG00000097462-P,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",1.0
ENSMUSG00000043263-P,2-Aminobutanoic acid,-1.0
ENSMUSG00000019173-P,Cyclobutanol,-1.0
ENSMUSG00000019173-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-1.0
ENSMUSG00000020491-P,"1,3,5-Benzetriol",1.0
ENSMUSG00000032261-P,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",1.0
ENSMUSG00000032261-P,L-5-Oxoproline,1.0
ENSMUSG00000032261-P,L-Aspartic acid,1.0
ENSMUSG00000029551-P,Benzophenone,-1.0
ENSMUSG00000029551-P,"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",-1.0
ENSMUSG00000029551-P,"Dodecane, 4,6-dimethyl-",-1.0
ENSMUSG00000017286-P,"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",1.0
ENSMUSG00000017286-P,Alloxanic acid,1.0
ENSMUSG00000017286-P,cyclobutanecarboxylic acid,1.0
ENSMUSG00000017286-P,L-5-Oxoproline,1.0
ENSMUSG00000017286-P,L-Aspartic acid,1.0
ENSMUSG00000051297-P,"1,3,5-Trimethyl-1H-pyrazol-4-amine",1.0
ENSMUSG00000051297-P,2-Ketoisocaproic acid,1.0
ENSMUSG00000051297-P,3-Methyladenine,1.0
ENSMUSG00000103731-P,4-(Methoxycarbonyl)phenol,-1.0
ENSMUSG00000003190-P,Heptanoic acid,1.0
ENSMUSG00000051285-P,Isopropyl palmitate,1.0
ENSMUSG00000051285-P,Methyl aminoacetate,1.0
ENSMUSG00000098098-P,"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",1.0
ENSMUSG00000051510-P,"1-Octene, 2-methyl-",1.0
ENSMUSG00000051510-P,2-Ethyl-3-hydroxypropionic acid,1.0
ENSMUSG00000051510-P,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",1.0
ENSMUSG00000051510-P,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",1.0
ENSMUSG00000051510-P,Aceturic acid,1.0
ENSMUSG00000051510-P,Dinoseb ,1.0
ENSMUSG00000051510-P,Isofucosterol,1.0
ENSMUSG00000051510-P,Isopropyl palmitate,1.0
ENSMUSG00000036815-P,"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",-1.0
ENSMUSG00000032763-P,"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",-1.0
ENSMUSG00000038324-P,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",-1.0
ENSMUSG00000038324-P,2-Hydroxybutyric acid,1.0
ENSMUSG00000038324-P,Octan-2-yl palmitate,1.0
ENSMUSG00000038324-P,Xylazine,-1.0
ENSMUSG00000016018-P,"Dodecane, 4,6-dimethyl-",-1.0
ENSMUSG00000016018-P,Phenoxyacetic acid,-1.0
ENSMUSG00000032560-P,3-Nonen-1-ol,-1.0
ENSMUSG00000015748-P,n-Pentadecanol,-1.0
ENSMUSG00000048330-P,1-Hydroxy-3-methoxy-6-methylanthraquinone,-1.0
ENSMUSG00000048330-P,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",1.0
ENSMUSG00000048330-P,Aceturic acid,1.0
ENSMUSG00000048330-P,"D-(-)-Fructofuranose, pentakis",-1.0
ENSMUSG00000039145-P,"2-Heptanone, 4,6-dimethyl-",1.0
ENSMUSG00000041491-P,2-Hydroxy-3-methylbutyric acid,1.0
ENSMUSG00000041491-P,"2-Propenamide, 3-phenyl-N-2-propenyl-",1.0
ENSMUSG00000041491-P,"2,5-Di-tert-butylhydroquinone",-1.0
ENSMUSG00000041491-P,Dihydrouracil,1.0
ENSMUSG00000041491-P,Hydracrylic acid,1.0
ENSMUSG00000041491-P,"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000045284-P,1-Hydroxy-3-methoxy-6-methylanthraquinone,-1.0
ENSMUSG00000045284-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1.0
ENSMUSG00000045284-P,"Benzoic acid, pentadecyl ester",1.0
ENSMUSG00000045284-P,beta-Methylphenethylamine,1.0
ENSMUSG00000045284-P,Butylated Hydroxytoluene,1.0
ENSMUSG00000045284-P,Latanoprost lactone diol,-1.0
ENSMUSG00000045284-P,"N,O-Bis(trimethylsilyl)carbamate",1.0
ENSMUSG00000045284-P,p-Toluic acid,1.0
ENSMUSG00000064338-P,"6,8-Dioxapentadecane",-1.0
ENSMUSG00000064338-P,"Benzaldehyde, 2,5-dimethyl-",-1.0
ENSMUSG00000064338-P,"D-(+)-Ribono-1,4-lactone (R,S,R)-",-1.0
ENSMUSG00000064338-P,D-Arabinose,-1.0
ENSMUSG00000064338-P,Methylmalonic monoamide,-1.0
ENSMUSG00000043614-P,"Propiophenone, 3',4'-dimethoxy-",1.0
ENSMUSG00000043614-P,Uridine,-1.0
ENSMUSG00000052951-P,Benzenepropanoic acid,-1.0
ENSMUSG00000033021-P,"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",1.0
ENSMUSG00000067148-P,Dopamine,-1.0
ENSMUSG00000067148-P,L-Lysine,1.0
ENSMUSG00000022843-P,"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",1.0
ENSMUSG00000022843-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1.0
ENSMUSG00000038884-P,Alloxanic acid,1.0
ENSMUSG00000043411-P,D-Arabinose,1.0
ENSMUSG00000043411-P,Uridine,1.0
ENSMUSG00000017670-P,L-Lysine,1.0
ENSMUSG00000014846-P,"2-Allyl-1,4-dimethoxybenzene",-1.0
ENSMUSG00000014846-P,Isopropyl palmitate,-1.0
ENSMUSG00000014846-P,Methyl aminoacetate,-1.0
