Gene,Metabolite,Sign
ENSMUSG00000014846-P,Propylamine,-1.0
ENSMUSG00000020886-P,Methyl aminoacetate,-1.0
ENSMUSG00000020886-P,Pimelic acid,-1.0
ENSMUSG00000008348-P,1-Cyclopentylethanol,-1.0
ENSMUSG00000042659-P,"D-(-)-Fructofuranose, pentakis",-1.0
ENSMUSG00000019647-P,Valylglycine,1.0
ENSMUSG00000021709-P,"2-(Decanoyloxy)propane-1,3-diyl dioctanoate",1.0
ENSMUSG00000021709-P,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1.0
ENSMUSG00000021709-P,"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine",1.0
ENSMUSG00000021709-P,4-Hydroxybenzeneacetic acid,1.0
ENSMUSG00000021709-P,beta-Lyxopyranose,1.0
ENSMUSG00000021709-P,Butanedioic acid,1.0
ENSMUSG00000021709-P,Ethanolamine,1.0
ENSMUSG00000031617-P,1-Deoxypentitol,1.0
ENSMUSG00000031617-P,2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,1.0
ENSMUSG00000031617-P,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",1.0
ENSMUSG00000031617-P,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,1.0
ENSMUSG00000031617-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1.0
ENSMUSG00000031617-P,Triethanolamine,1.0
ENSMUSG00000024098-P,Isonicotinic Acid,-1.0
ENSMUSG00000024098-P,"N,N-Diethyl-2-aminoethanol",-1.0
ENSMUSG00000046806-P,2-Hydroxy-5-methoxybenzaldehyde,-1.0
ENSMUSG00000046806-P,4-(Trimethylsilyoxy)-3-penten-2-one,-1.0
ENSMUSG00000040661-P,2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,1.0
ENSMUSG00000040661-P,"2,3,4-Trihydroxybutyric acid tetrakis",1.0
ENSMUSG00000040661-P,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1.0
ENSMUSG00000040661-P,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",1.0
ENSMUSG00000040661-P,9-Octadecenoic acid,1.0
ENSMUSG00000040661-P,Arachidonic acid,1.0
ENSMUSG00000040661-P,"D-(+)-Ribono-1,4-lactone (R,S,R)-",1.0
ENSMUSG00000040661-P,D-Fructose,1.0
ENSMUSG00000040661-P,Dinoseb ,1.0
ENSMUSG00000040661-P,DL-Glyceraldehyde,1.0
ENSMUSG00000040661-P,Isofucosterol,1.0
ENSMUSG00000040661-P,Isopropyl palmitate,1.0
ENSMUSG00000040661-P,Methyl aminoacetate,1.0
ENSMUSG00000040661-P,Methyl-3-methoxy-5-methyl benzoate,1.0
ENSMUSG00000040661-P,Methylmalonic monoamide,1.0
ENSMUSG00000040661-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1.0
ENSMUSG00000040661-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000040661-P,Triethanolamine,1.0
ENSMUSG00000016487-P,"Benzoic acid, pentadecyl ester",1.0
ENSMUSG00000105302-P,"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000105302-P,Triethanolamine,1.0
ENSMUSG00000031513-P,"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",1.0
ENSMUSG00000031513-P,Bis(trimethylsilyl)histidine,1.0
ENSMUSG00000031513-P,L-5-Oxoproline,1.0
ENSMUSG00000042745-P,"1,2,2-Trimethyl-1-aza-spiro[2.3]hexane",-1.0
ENSMUSG00000042745-P,"5,6-Dimethyl-4-phenyl-3-cyanopyridine-2(1H)-thione",1.0
ENSMUSG00000026096-P,3-Aminobenzoic acid,1.0
ENSMUSG00000026096-P,"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000026096-P,"Cyclopentanone, 2,2,4-trimethyl-",1.0
ENSMUSG00000026096-P,Dihydrouracil,1.0
ENSMUSG00000072662-P,D-Mannose,1.0
ENSMUSG00000033047-P,Arsenous acid,-1.0
ENSMUSG00000064340-P,1-Phenethylamine,-1.0
ENSMUSG00000064340-P,DL-Glyceraldehyde,-1.0
ENSMUSG00000064340-P,L-Aspartic acid,-1.0
ENSMUSG00000070643-P,"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",1.0
ENSMUSG00000070643-P,2-Aminoadipic acid,1.0
ENSMUSG00000070643-P,Sertraline carbamoyl glucuronide,1.0
ENSMUSG00000022568-P,3-Ureidopropionic acid,-1.0
ENSMUSG00000022568-P,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-1.0
ENSMUSG00000022568-P,cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,-1.0
ENSMUSG00000022568-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,-1.0
ENSMUSG00000072763-P,"1,3,5-Benzetriol",1.0
ENSMUSG00000072763-P,2-Acetyl-5-chloro-3-methylbenzo(b)thiophene,1.0
ENSMUSG00000072763-P,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",1.0
ENSMUSG00000072763-P,3-Ureidopropionic acid,1.0
ENSMUSG00000072763-P,Dinoseb ,1.0
ENSMUSG00000072763-P,Guanabenz,1.0
ENSMUSG00000072763-P,Isopropyl palmitate,1.0
ENSMUSG00000072763-P,Propylamine,1.0
ENSMUSG00000072763-P,Triethanolamine,1.0
ENSMUSG00000030616-P,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",1.0
ENSMUSG00000030616-P,Isofucosterol,1.0
ENSMUSG00000003949-P,"2,5-Piperazinedione, 3-benzyl-6-isopropyl-",1.0
ENSMUSG00000003949-P,"Furan, 2-pentyl-",1.0
ENSMUSG00000003949-P,Tributyl acetylcitrate,-1.0
ENSMUSG00000066595-P,13-Docosenamide,-1.0
ENSMUSG00000066595-P,"Carbonic acid, eicosyl vinyl ester ",-1.0
ENSMUSG00000066595-P,"Dodecanamide, N-(2-hydroxyethyl)-",-1.0
ENSMUSG00000046714-P,"2,5-Dimethoxymandelic acid",1.0
ENSMUSG00000004263-P,3-Aminobenzoic acid,-1.0
ENSMUSG00000021929-P,phenoxyethanol,-1.0
ENSMUSG00000028811-P,"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",1.0
ENSMUSG00000028811-P,2-Oxooctanoic acid,1.0
ENSMUSG00000025016-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1.0
ENSMUSG00000025016-P,Levulinic acid,1.0
ENSMUSG00000034957-P,"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",1.0
ENSMUSG00000024800-P,10-Heptadecenoic acid,1.0
ENSMUSG00000024800-P,"2,4-Imidazolidinedione, 5,5-dimethyl-",1.0
ENSMUSG00000024800-P,3-Hexenedinitrile,1.0
ENSMUSG00000024800-P,3-Methoxysalicylic acid,-1.0
ENSMUSG00000024800-P,"3,5-Dimethylpyrazole",1.0
ENSMUSG00000024800-P,"6,7,4'-Trihydroxyisoflavone",1.0
ENSMUSG00000024800-P,"Benzimidazole, 5-trifluoromethyl-2-methyl-",1.0
ENSMUSG00000024800-P,"Benzoic acid, pentadecyl ester",1.0
ENSMUSG00000024800-P,Dinoseb ,1.0
ENSMUSG00000024800-P,Heptanoic acid,1.0
ENSMUSG00000024800-P,Levulinic acid,1.0
ENSMUSG00000024800-P,"Propanetriol, 2-methyl-",1.0
ENSMUSG00000078201-P,"2-Heptanone, 4,6-dimethyl-",1.0
ENSMUSG00000078201-P,Azatadine,1.0
ENSMUSG00000042506-P,"2,5-Dimethoxymandelic acid",1.0
ENSMUSG00000042506-P,Benzyl alcohol,1.0
ENSMUSG00000101059-P,Pimelic acid,1.0
ENSMUSG00000049287-P,"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",-1.0
ENSMUSG00000033792-P,2-Hydroxybutyric acid,1.0
ENSMUSG00000033792-P,Cyclo-(l-leucyl-l-phenylalanyl) ,1.0
ENSMUSG00000033792-P,Dodecylcyclohexane,-1.0
ENSMUSG00000033792-P,L-Lysine,1.0
ENSMUSG00000018707-P,3-Methoxysalicylic acid,1.0
ENSMUSG00000018293-P,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",-1.0
ENSMUSG00000026527-P,"2,5-Dimethoxybenzhydrazide",-1.0
ENSMUSG00000026527-P,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",-1.0
ENSMUSG00000026527-P,4-Pyridinol,-1.0
ENSMUSG00000026527-P,"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",-1.0
ENSMUSG00000026527-P,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-1.0
ENSMUSG00000085945-P,Bis(trimethylsilyl)histidine,1.0
ENSMUSG00000015970-P,"2,5-Dimethoxy-4-methylamphetamine",1.0
ENSMUSG00000015970-P,"2,5-Dimethoxybenzhydrazide",1.0
ENSMUSG00000015970-P,"3,5-di-tert-Butyl-4-hydroxyacetophenone",-1.0
ENSMUSG00000015970-P,beta-Methylphenethylamine,1.0
ENSMUSG00000015970-P,"D-(+)-Talofuranose, pentakis",1.0
ENSMUSG00000017314-P,Butanedioic acid,-1.0
ENSMUSG00000041685-P,5-Hydroxyquinoline,1.0
ENSMUSG00000046807-P,"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",-1.0
ENSMUSG00000031715-P,"Benzaldehyde, 2,5-dimethyl-",1.0
ENSMUSG00000031715-P,Isopropyl palmitate,1.0
ENSMUSG00000005699-P,"Acetic acid, bis[(trimethylsilyl)oxyl]-",1.0
ENSMUSG00000042594-P,10-Heptadecenoic acid,1.0
ENSMUSG00000042594-P,Levulinic acid,1.0
ENSMUSG00000102664-P,Hexanoic acid,-1.0
ENSMUSG00000102664-P,Tributyl acetylcitrate,1.0
ENSMUSG00000031079-P,"2,6-Dimethoxybenzylamine",-1.0
ENSMUSG00000031079-P,"3-Buten-2-one, 4-(4-methoxyphenyl)-",1.0
ENSMUSG00000031079-P,Campesterol,-1.0
ENSMUSG00000031079-P,"Cholesta-3,5-dien-7-one",1.0
ENSMUSG00000031079-P,"Propanoic acid, 2-oxo-",-1.0
ENSMUSG00000039000-P,"2,5-Dimethoxy-4-methylamphetamine",1.0
ENSMUSG00000039000-P,4-Hydroxybenzoic acid,1.0
ENSMUSG00000039000-P,4-Pyridinol,1.0
ENSMUSG00000039000-P,Pipecolic acid,1.0
ENSMUSG00000039000-P,Pyroglutamic acid,1.0
ENSMUSG00000027349-P,3-Aminobenzoic acid,1.0
ENSMUSG00000027349-P,Supraene,1.0
ENSMUSG00000027646-P,p-Toluic acid,1.0
ENSMUSG00000027646-P,Supraene,1.0
ENSMUSG00000038827-P,"Arabinofuranose, 1,2,3,5-tetrakis-O-",1.0
ENSMUSG00000038827-P,"N,N-Dimethyl-2-cyclohexyloxyethylamine",1.0
ENSMUSG00000038827-P,Pentadecanoic acid,1.0
ENSMUSG00000025231-P,2-Hydroxybutyric acid,-1.0
ENSMUSG00000025231-P,Guanabenz,-1.0
ENSMUSG00000020546-P,10-Heptadecenoic acid,1.0
ENSMUSG00000020546-P,Alloxanic acid,1.0
ENSMUSG00000020546-P,D-Fructose,1.0
ENSMUSG00000020546-P,Isopropyl palmitate,1.0
ENSMUSG00000020546-P,Levulinic acid,1.0
ENSMUSG00000020546-P,Methyl aminoacetate,1.0
ENSMUSG00000019088-P,phenoxyethanol,-1.0
ENSMUSG00000037408-P,10-Heptadecenoic acid,1.0
ENSMUSG00000037408-P,3-Aminobenzoic acid,1.0
ENSMUSG00000037408-P,Alloxanic acid,1.0
ENSMUSG00000037408-P,Nonanoic acid,1.0
ENSMUSG00000023046-P,"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-",-1.0
ENSMUSG00000023046-P,4-Pyridinol,-1.0
ENSMUSG00000023046-P,"Cholesta-3,5-dien-7-one",-1.0
ENSMUSG00000023046-P,L-Threonine,-1.0
ENSMUSG00000023046-P,Pipecolic acid,-1.0
ENSMUSG00000023046-P,Pyroglutamic acid,-1.0
ENSMUSG00000023046-P,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-1.0
ENSMUSG00000023046-P,Serine,-1.0
ENSMUSG00000024976-P,D-Mannose,1.0
ENSMUSG00000039450-P,"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",1.0
ENSMUSG00000039450-P,Malic acid,1.0
ENSMUSG00000066057-P,"2-Propenamide, 3-phenyl-N-2-propenyl-",1.0
ENSMUSG00000066057-P,"2,5-di-tert-Butyl-1,4-benzoquinone",-1.0
ENSMUSG00000041649-P,4-Pyridinol,-1.0
ENSMUSG00000042699-P,3-Amino-2-piperidone,1.0
ENSMUSG00000022177-P,"1-Decene, 8-methyl-",1.0
ENSMUSG00000024772-P,2-Methylglutaconic acid,-1.0
ENSMUSG00000021000-P,"2,2-Diallylpyrrolidine",1.0
ENSMUSG00000021000-P,"D-(-)-Fructofuranose, pentakis",-1.0
ENSMUSG00000030557-P,"6,7,4'-Trihydroxyisoflavone",1.0
ENSMUSG00000030557-P,N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,1.0
ENSMUSG00000021990-P,1-(3-Methylphenyl)piperazine,-1.0
ENSMUSG00000021990-P,12-Oxooctadecanoate,-1.0
ENSMUSG00000021990-P,Tributyl acetylcitrate,1.0
ENSMUSG00000029265-P,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",-1.0
ENSMUSG00000031479-P,4-Hydroxyphenyllactic acid,1.0
ENSMUSG00000031479-P,Benzophenone,1.0
ENSMUSG00000031479-P,Methyl aminoacetate,1.0
ENSMUSG00000039813-P,Erythritol,-1.0
ENSMUSG00000038135-P,"2-Allyl-1,4-dimethoxybenzene",-1.0
ENSMUSG00000038135-P,2-Amino-4-methylphenol,-1.0
ENSMUSG00000038135-P,4-Hydroxybenzeneacetic acid,-1.0
ENSMUSG00000038135-P,L-Threonine,-1.0
