ID,101.0,100.0,102.0,896.0,897.0,T0.5,T0.6,T0.7,T0.8,UNK12,73.0,76.0
ENSMUSG00000021188-C,6.860349042318057,6.287966843035933,6.166609531546765,7.1342137522882405,7.0886220123890595,6.147585617107683,6.207077531738572,6.292697624456565,6.294662308031573,,,
ENSMUSG00000021273-C,5.672095915793873,6.220154457779168,6.087586357063392,5.747655377626174,5.796062403242659,5.823095762150384,5.707152316760243,5.926991552061997,5.828706783011564,,,
ENSMUSG00000021294-C,4.6385068462710315,5.431530724349425,4.332315566341713,4.728709970956263,3.806456095533223,4.991560559280916,5.504943710830131,5.141976874590495,4.832930632533778,,,
ENSMUSG00000021476-C,9.434927068351184,9.66826113674728,9.503070617662836,8.797507219010988,9.184156880618817,9.188459130384569,9.096943798219415,9.240799676390893,9.227256829936398,,,
ENSMUSG00000021495-C,6.860349042318057,6.531228324910312,6.731928068898412,6.866237412701891,6.7659010453574595,7.397414365143903,6.6283380797813285,7.1998102868606715,7.060737711750018,,,
ENSMUSG00000021508-C,7.5455535942389504,7.530424493610106,7.5954621253649135,6.8871197989307715,7.11590274378067,7.514705700905979,7.31544324208417,7.4960586573135055,7.5065147494796065,,,
ENSMUSG00000021519-C,3.568887481409009,3.181526091046473,1.5432246700768597,3.690056043985187,2.6314563966651643,3.933512117083069,2.969442418789574,3.1665403446796927,3.564823156854149,,,
ENSMUSG00000021550-C,3.430329504878941,4.493589803149428,4.3992905121214605,4.420321031248732,4.160973786948527,4.462266083562532,3.9821623310526646,3.8643493295108,4.209493185613544,,,
ENSMUSG00000021585-C,4.973964555919673,3.8534406654036033,4.188248079279862,3.868660751385197,4.607880936945847,4.68935462916142,4.426063711373963,4.213627421589719,3.8413414125129752,,,
ENSMUSG00000021661-C,7.037869848916291,6.5171688966204835,6.9597951630361505,7.006438635040006,6.881683265171662,6.781019402612748,7.080756240730833,6.95274376840545,6.948408986115428,,,
ENSMUSG00000021709-C,5.364853430573178,4.935448658080091,3.940955124187888,5.65329065696997,5.691143114577372,4.771044768205046,5.430711149982712,5.040701372412272,5.202981011204615,,,
ENSMUSG00000021913-C,7.163480055529172,7.311661248366002,7.757395720606491,6.455316053799703,7.129352066899541,6.885587212094523,6.6773151115271885,6.998473898847852,7.024258009408596,,,
ENSMUSG00000021943-C,2.418679371923628,3.03134235656842,3.265291998573044,2.9641894307294048,2.292011360782609,2.9567828186877194,2.742784982129466,2.3188822613527895,3.08749998429564,,,
ENSMUSG00000021969-C,6.95183817336244,6.994033431536051,6.795468173625154,6.734167100628439,6.943898315259627,7.082432152712378,6.858117393061888,6.721423561849997,6.609836018075698,,,
ENSMUSG00000021986-C,7.494304070655812,7.210445962393418,7.404901259020248,7.3896939138134865,7.207516799063248,7.000125562234353,7.219496901464649,7.26861287687052,7.431887638552392,,,
ENSMUSG00000022199-C,10.072583308960516,10.171923479300965,10.44179488813906,9.996586816530394,10.158525814469012,10.035356637087116,9.94042923309742,10.1583345579042,10.04329723498742,,,
ENSMUSG00000022211-C,4.200634153951173,3.8534406654036033,4.524577674221481,3.690056043985187,4.052201677285168,4.68935462916142,3.337679642492369,4.442622844884783,4.209493185613544,,,
ENSMUSG00000022216-C,5.326297240154299,5.338650929572969,6.795468173625154,5.9985516587800705,6.254545417146843,5.7240122560779145,5.575542892711737,5.869085534204049,5.828706783011564,,,
ENSMUSG00000022223-C,6.366370377805895,6.352734362774192,6.624057820517499,6.073342880936644,6.349541123414712,5.6395342968934665,5.991629204306204,6.186068497582383,5.828706783011564,,,
ENSMUSG00000022235-C,3.1054976846716587,3.181526091046473,3.527256332227863,3.690056043985187,3.136645565127414,3.784113270972422,4.34754389195081,3.696924723560992,4.000039464453881,,,
ENSMUSG00000022354-C,9.22041087638373,9.317058508867175,9.620004541710474,8.808495554807088,8.807033008847922,8.917348285118825,9.08791522859581,8.971760683670405,9.00426247972111,,,
ENSMUSG00000022371-C,0.0,0.0,0.0,0.0,2.292011360782609,2.002227548217203,0.0,1.7628475801227037,1.4150638090347123,,,
ENSMUSG00000022407-C,4.759202787955333,4.848289405663465,4.893205936692166,3.2486616392715377,3.136645565127414,4.810218281410929,3.4916609888554997,4.4946112912842064,4.333940744587301,,,
ENSMUSG00000022494-C,5.245948725748981,5.132765089366312,5.2604704110588365,5.386231883212921,5.893866047192009,5.6395342968934665,5.609587820742397,5.767090587794956,5.497227704024088,,,
ENSMUSG00000022516-C,7.570511429049666,7.351824631997019,7.529722558928957,7.235392982339609,7.524949524522691,7.219695217539458,7.837593183861813,7.417437249448752,7.459473474841566,,,
ENSMUSG00000022523-C,7.432117052007,7.375396695195939,7.329632638559759,7.418668187195486,7.181929566750247,7.466476867879641,7.756346446592272,7.675690403258799,7.583751493356099,,,
ENSMUSG00000022604-C,5.761510440637426,5.132765089366312,5.068055298289106,5.386231883212921,4.607880936945847,5.526466771622464,5.181913381409071,5.0752558596257895,5.357593073295224,,,
ENSMUSG00000022750-C,6.184328378502964,6.271310222705528,6.807847149878779,5.836224944522409,6.09918279636949,6.250857783987588,5.884472034444143,5.9826627834069726,6.369275395833852,,,
ENSMUSG00000022768-C,1.0612255463732776,2.1978183102091036,1.9529590040861384,2.9641894307294048,2.9060517082773543,1.702496038550303,1.0967492717572764,1.3761692453425427,1.4150638090347123,,,
ENSMUSG00000022801-C,5.2866822703791,4.604132233530103,4.893205936692166,5.9985516587800705,5.36712533199982,5.182796560827378,5.226474560140212,4.5932844116131974,5.357593073295224,,,
ENSMUSG00000022833-C,2.418679371923628,3.03134235656842,2.753466800942782,2.609495240548126,0.0,1.702496038550303,1.0967492717572764,2.884232195671641,2.584997580289027,,,
ENSMUSG00000022842-C,3.568887481409009,2.1978183102091036,2.753466800942782,4.1706999010872465,3.136645565127414,3.0900831294315263,1.0967492717572764,2.532901923184754,2.36926775764794,,,
ENSMUSG00000022893-C,4.112746069128248,3.181526091046473,3.1140018458952654,3.2486616392715377,4.052201677285168,3.428958098989189,2.969442418789574,3.9412977455678506,4.502540578785094,,,
ENSMUSG00000022914-C,7.570511429049666,7.192864217808702,7.056336324615355,7.474927369703451,7.441151700411074,7.538228686620701,7.543896092259391,7.390248268854717,7.4178943640967505,,,
ENSMUSG00000022974-C,6.095409897585464,4.935448658080091,5.796023605435988,5.919670148612942,6.481245767293226,6.019731776832281,5.540675110564346,5.907946627080504,5.849707092327451,,,
ENSMUSG00000022983-C,5.702520673048388,5.431530724349425,5.58207649310931,5.13008005046512,5.691143114577372,4.73077781700734,5.352450839332474,4.772434856206455,4.790117504506528,,,
ENSMUSG00000023025-C,7.096324309270819,6.237408711394006,5.982302099165885,5.747655377626174,6.254545417146843,6.43756323599421,6.293391208889089,6.596143856587608,6.426306360607094,,,
ENSMUSG00000023064-C,1.0612255463732776,0.9236912118413654,1.5432246700768597,2.9641894307294048,0.0,0.8086282278702569,0.0,0.846305570751632,1.4150638090347123,,,
ENSMUSG00000023089-C,9.658962308113406,9.624667715228489,10.05981734463758,8.856932932955958,9.286745938626176,9.559950320296176,9.21774720092746,9.623000670529624,9.5511093879296,,,
ENSMUSG00000023094-C,5.872712543514277,5.974768302759348,5.937938483131097,5.65329065696997,5.691143114577372,5.897737210193262,5.642847838439732,5.808757778829849,6.183263340148987,,,
ENSMUSG00000023755-C,5.402405966970471,5.401230358940632,5.2604704110588365,4.633055610115746,5.538211644710603,5.090344896689942,5.2697004967133365,5.205748127152371,5.066130029276167,,,
ENSMUSG00000024019-C,6.072296777669593,6.054810880357172,5.7194629034599025,6.455316053799703,6.126266413056869,5.897737210193262,5.76871247212031,5.964343368821456,6.098073563817369,,,
ENSMUSG00000024038-C,8.59941601926015,8.771237912349385,9.003140993058283,7.488655933275176,8.240303387082932,8.409165562487832,8.517787109373456,8.772962398350144,8.592499023593371,,,
ENSMUSG00000024059-C,6.6264873977528485,6.775214809628071,6.731928068898412,6.948012406297396,6.943898315259627,6.974489218961068,6.858117393061888,6.61974611797455,6.585004157613044,,,
ENSMUSG00000024083-C,9.832348017370238,9.826277015005092,9.710144414539531,10.28518124976142,9.946962089914305,9.703405453574694,9.983258049707295,9.667560525499622,9.802019792826046,,,
ENSMUSG00000024209-C,0.0,0.0,0.9688103744562226,0.0,0.0,0.0,0.0,2.067488679955821,1.4150638090347123,,,
ENSMUSG00000024220-C,8.096781297864993,8.023600138870682,7.873832579687914,7.881012716480749,7.859502434872598,7.655799534449577,7.967976765903055,7.789324450086992,7.571162449589377,,,
ENSMUSG00000024234-C,4.6385068462710315,5.095401878315402,4.797133827951933,5.499053189622769,4.821796373391439,5.090344896689942,5.1359318331393675,5.0752558596257895,5.136177586357087,,,
ENSMUSG00000024236-C,3.811516312554619,3.3175393399239037,1.9529590040861384,3.4861740589936105,3.934555044755374,3.2121019552631123,2.4737582927568313,3.2893625141918443,3.754926479408451,,,
