NAME,DSS_73_090224,DSS_76_090224,DSS_B896_090224,DSS_T0.7_090224,DSS_T0.8_090224,935_CTR_LPS_CSF_070224,936_CTR_LPS_CSF_070224_2,937_CTR_LPS_CSF_070224,941_CTR_LPS_CSF_070224,942_CTR_LPS_CSF_070224,943_CTR_LPS_CSF_070224,3297_VECPAC_190224,3679_VECPAC_190224,3681_VECPAC_190224
,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL
"(2,5-Dimethoxyphenyl)acetone",16.548397760488008,13.783405868376024,15.564115838261685,16.027442504336406,15.396569884715458,14.221836516529189,15.396569884715458,14.77794148459306,15.794924887690243,16.10708189958663,15.684213392506413,16.649394651426014,16.38716185479659,17.504940337930993
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",18.299161313868304,19.044780457273152,21.034151274871636,19.362057807890636,19.044780457273152,17.84805672565492,18.697253042531315,18.145516841146947,17.917954706335404,19.906286991796538,19.906286991796538,20.349076790547734,19.511528355008895,19.97707034884968
(4-Fluorophenyl)phenylmethanol,0.6710349254046407,0.014081808016110618,0.13464842148425177,0.33502880693632536,0.0,0.019212108667251964,0.08149266967252367,18.572420897099427,0.08149266967252367,0.08149266967252367,0.02710309122721044,0.6072744785837475,0.33502880693632536,17.313901308851932
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",25.24824559925196,27.70606970193909,27.43959457552651,28.328763097489578,28.220824986859178,27.60464096162688,28.139723574834868,27.219348259596465,25.49180713491702,24.059471680211114,27.219348259596465,30.573336989554633,28.328763097489578,26.502962672275398
"3,4,5-Trimethoxyamphetamine",21.89766089201072,6.637474595960846,23.77270330773383,24.059471680211114,23.58421358825203,24.69908251133796,25.40480297318097,23.99000942053065,17.044039991717742,11.432133533201073,24.361767611067517,0.6072744785837475,17.044039991717742,14.443449973038478
Oxypeucedanin,0.6710349254046407,0.014081808016110618,0.13464842148425177,0.33502880693632536,0.0,0.019212108667251964,0.08149266967252367,0.014081808016110618,0.08149266967252367,0.08149266967252367,0.02710309122721044,0.6072744785837475,0.33502880693632536,0.29127029941583454
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",0.6710349254046407,23.953297105679837,26.847106853477303,26.124112340107263,25.96252317418443,0.019212108667251964,24.49178928886131,23.920579189958953,0.08149266967252367,27.084943944408092,27.60464096162688,23.48414331026774,0.33502880693632536,23.99000942053065
"1-(2,4-Dimethoxyphenyl)-propan-2-one",16.78619280811605,18.145516841146947,18.478624305733366,18.766379142030807,17.917954706335404,18.145516841146947,0.08149266967252367,18.090663406345644,18.299161313868304,18.090663406345644,18.090663406345644,15.794924887690243,18.964499198463745,16.894290018224726
"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",25.313618060977973,24.79115846158777,24.304911461865277,25.582984946007972,24.69908251133796,25.96252317418443,25.656365949001593,25.313618060977973,25.050447238005177,25.49180713491702,25.49180713491702,25.24824559925196,25.49180713491702,25.741137750046672
