,LPS944_160124,LPS945_160124,LPS946_160124,LPS947_160124,LPS948_160124,LPS949_160124,LPS950_160124,LPS951_160124,LPS952_160124,LPS953_160124,LPS955_160124,LPS956_160124,LPS957_160124,LPS958_160124,LPS959_160124,LPS960_160124,LPS961_160124,LPS962_160124,LPS963_160124,LPS934_150124,LPS935_150124,LPS936_150124,LPS939_150124,LPS940_150124,LPS941_150124,LPS942_150124,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124,DSS107_190124,DSS901_190124,DSS902_190124,DSST1.5_190124,DSST1.6_190124,DSST1.7_190124,DSST1.8_190124,pls_116_12012022,pls_118_a_12012022,pls_119_13012022,pls_89_14012022,pls_120_13012022,pls_88_13012022,DSS85_230124,DSS87_230124,DSS90_230124,DSS117_REP_310124,DSS122_230124,DSS906_230124,DSS907_230124,DSST3.6_230124,DSST3.7_230124,DSST3.8_230124,pls_129_12012022,pls_127_a_12012022,pls_70_a_12012022,pls_97_13012022,pls_123_13012022,pls_96a_14012022,pls_128_rep_14012022,pls_126_14012022,pls_124_14012022,pls_125_13012022,DSS91_REP_310124,DSS94_250124,DSS95_250124,DSS125_250124,DSS126_250124,DSS127_250124,DSS129_250124,DSS912_REP_250124,DSST5.5_REP_250124,DSST5.6_REP_250124,DSST5.8_250124,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124,VECPAC_3352_290124,VECPAC_3355_290124,VECPAC_3664_290124,VECPAC_3665_290124,VECPAC_3689_290124,VECPAC3296_300124,VECPAC3303_300124,VECPAC3304_300124,VECPAC3306_300124,VECPAC3318_300124,VECPAC3328_300124,VECPAC3330_300124,VECPAC3334_300124,VECPAC3356_300124,VECPAC3370_300124
1-(4-Hydroxybenzylidene)acetone,-0.54339462,-0.54452735,0.8335131,0.74087657,-0.54407832,-0.54511878,-0.54842462,-0.54395099,-0.54723481,-0.54415594,-0.54165211,-0.5451635,-0.54348926,-0.54488443,-0.54220817,2.51361758,4.09934075,-0.5469188,-0.54114846,0.6057019,0.47286016,0.8624672,-0.54222408,-0.53904028,-0.5404648,-0.53807809,-0.55601539,0.30197485,-0.55793632,-0.56080634,-0.55139422,-0.55362143,-0.55580482,-0.56120704,-0.55826575,-0.55649592,-0.55642462,-0.38463679,-0.33620711,-0.55385656,0.80928123,-0.51416576,-0.05900857,-0.18058363,-0.31580682,0.16441292,0.45738045,-0.56023114,-0.5585981,-0.55792096,1.87433211,-0.55688997,-0.05459057,0.85559237,-0.38566875,-0.55338776,-0.54273024,-0.18011568,0.54323892,-0.11484806,0.48671127,0.37452398,-0.56334348,-0.56130924,-0.46783611,-0.07107161,-0.55994552,-0.56301713,-0.56161719,-0.56363922,-0.55943553,-0.12649286,-0.39693896,-0.28625429,0.0978595,-0.34313357,1.86384534,-0.55749092,-0.55783881,-0.14079769,2.07848991,0.53388049,0.45886011,3.69483902,-0.53622445,-0.5380399,1.54706774,-0.54180342,-0.54072175,1.61514539,3.48075409,-0.53807637,1.35721378,-0.54140619,0.81256587,1.02985462,-0.54774063,-0.54471416,-0.54142687,-0.54628639,-0.5390966,-0.54548758,-0.54300428,-0.54914887,-0.54926058,-0.54379796,2.37965433,0.76634471,-0.54634828,-0.54153144,1.60428286,3.51021056,-0.54368965,-0.54846226,-0.54525846,-0.53799695,0.32795717
"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",-0.77641459,-0.77642675,0.04699317,-0.77641266,-0.77642193,-0.7764331,-0.77646858,-0.77642056,0.26449618,-0.25643332,2.01994786,1.85179354,-0.23302516,-0.77643058,-0.35184303,-0.35366903,1.51587187,-0.77645241,-0.77639049,-0.77631481,-0.77637454,-0.77637678,-0.77640203,-0.77636786,-0.77638315,-0.20324042,-0.24984213,-0.31152653,-0.14314703,-0.71343485,-0.21710376,-0.02238406,-0.07347316,-0.21709434,-0.42321116,0.59897686,0.41923709,0.73025568,-0.24961561,0.30221766,-0.77617161,-0.04325919,0.6854763,-0.77621766,0.01922664,0.89964568,-0.12036037,-0.54090394,-0.56196317,-0.39322339,-0.44134352,-0.2376516,1.46292796,0.89901828,0.67948206,0.89075995,3.94334869,0.73552799,0.56769765,0.07477164,-0.77606882,-0.77624105,-0.59413057,-0.55006194,-0.42328337,-0.63434642,-0.22731818,-0.66832853,-0.62721783,-0.669452,-0.50534653,-0.67931855,0.36558659,-0.77652783,1.2551406,1.44088342,3.45478207,0.67844879,1.26000579,0.91316804,-0.39762097,0.66869626,0.13199705,-0.39846746,-0.68374753,-0.75981467,-0.67236638,-0.52540418,-0.69806399,-0.77537811,2.94840074,-0.77635752,3.67632423,-0.72476341,-0.7764064,2.01569437,-0.77646123,-0.77642875,-0.77639348,1.41391359,-0.77636847,-0.77643705,2.17249002,0.05678249,2.44137724,-0.77641892,1.83065521,0.05350763,-0.77644629,-0.7763946,-0.77642648,-0.7764123,-0.28435768,0.84899748,-0.7764346,-0.11770381,-0.11107295
1-Aminocyclopropanecarboxylic acid,-0.37588732,-0.37369317,-0.35983041,-0.38794039,-0.37359273,-0.37716945,-0.38552408,-0.37612297,-0.38312157,-0.37978209,-0.35210194,-0.38496343,-0.36935147,-0.37201053,-0.37896495,-0.38260745,-0.38451366,-0.38534503,-0.37780461,-0.36755332,-0.37757417,-0.36937827,-0.37417245,-0.35866469,-0.36452256,-0.35703863,-0.25253008,-0.19063898,-0.33639807,-0.01121025,-0.344749,-0.27755519,-0.20292007,-0.37860439,-0.24453522,4.45824968,2.84802842,-0.39451898,0.37233369,4.63163866,0.62049947,0.28315258,0.50983931,0.27760549,0.25256317,0.37360681,-0.2813663,-0.31694694,-0.16282775,-0.13046831,-0.27310456,-0.34072442,1.62418421,0.73132627,2.34512394,1.00311503,0.94479718,-0.04291314,-0.13133551,0.0485723,0.58801642,0.49571299,-0.14789269,-0.18193172,-0.26279501,-0.15476975,-0.33108633,-0.09134546,-0.22902245,-0.18986086,-0.19479991,-0.23016122,4.11181858,1.50625389,-0.01474979,-0.3950782,0.27889776,6.75159052,-0.32855539,-0.43706027,-0.28900009,-0.27763416,-0.31955185,-0.36839419,-0.34559351,-0.35583887,-0.34022724,-0.36004586,-0.39860649,-0.40178644,-0.37797993,-0.36418033,-0.38895587,-0.38503181,-0.36950671,-0.3787609,-0.38225226,-0.38828972,-0.37309427,-0.39010062,-0.37310876,-0.3847615,-0.35902504,-0.39189895,-0.38435499,-0.37133883,-0.38584412,-0.40015965,-0.37561192,-0.35991562,-0.4172115,-0.38330237,-0.41975248,-0.38462826,-0.39884615,-0.36909189,-0.43398652
"1-Butanamine, N,N-diethyl-",-0.214894751,-0.187886821,0.064134711,-0.147195777,-0.222294146,-0.232165909,-0.481593582,-0.161016611,-0.345082969,-0.003946087,0.169055359,-0.102533441,0.022284853,-0.150962935,0.065220037,-0.165872314,-0.285876493,-0.234942879,0.0922829,0.157413971,-0.098393458,-0.028518833,-0.165461036,0.102786303,-0.021355991,0.232071193,-0.907438004,-1.047947119,-0.879086061,-1.075839791,-0.439261509,-0.671775768,-0.754850478,-1.136651602,-1.018387541,-0.805531654,-0.803118118,-0.42427411,1.853816872,-0.569627068,2.038670026,2.523465866,2.36748777,1.601169817,0.860437415,1.474994289,-1.049403265,-1.108792954,-0.957021477,-0.91721419,-1.149210463,-0.793664919,-0.215905575,-0.558257682,-0.709688923,-0.539345711,0.458650604,0.835873657,2.326143644,2.271051528,2.348507388,1.412921179,-1.332766744,-1.142996571,-1.254515033,-1.378737489,-1.057929414,-1.33919099,-1.270666377,-1.32836395,-1.077665931,-1.364672651,-0.7732806,-0.490820689,-0.367310268,-0.553979377,0.326166612,-0.774375156,-0.816874009,1.574177318,1.879628359,1.795461166,0.96619732,0.6809203,1.025792977,0.344345717,1.604531201,0.538532284,0.165673769,0.153357445,0.119492684,0.364847617,0.227595966,0.093658088,0.005666019,-0.221067647,-0.306991418,-0.122476531,0.200824779,-0.178241172,0.276232259,0.071820515,0.113997153,-0.311973917,-0.377352429,0.17659444,-0.239688602,-0.309565355,0.209896325,0.545208791,0.018694996,0.490366714,0.077983514,-0.300053858,0.30311648,0.385284864,-0.627678946
"1-Cyclohexanone, 3-butyl-3-methyl-",-0.42109037,-0.42109328,-0.42108102,-0.4210899,-0.42109213,-0.42109481,-0.42110333,-0.4210918,-0.42110026,-0.42109233,-0.42108588,-0.42109492,-0.42109061,-0.4210942,-0.42108731,-0.4210977,-0.42110028,-0.42109945,-0.42108458,-0.42106641,-0.42108075,-0.42108129,-0.42108735,-0.42107915,-0.42108282,-0.42107667,-0.42112289,-0.26405272,-0.42112784,0.0340998,-0.42111098,-0.42111672,-0.42112234,-0.31888657,-0.33210028,-0.41814152,-0.4197077,-0.42029463,-0.42103357,-0.41946819,-0.42103203,-0.42101505,-0.42101533,-0.42104308,-0.42106926,-0.4210511,-0.42113208,-0.35286712,-0.33242911,-0.25863844,-0.33956297,-0.42112514,-0.42092149,-0.42046013,-0.41979441,-0.41905615,-0.42108865,-0.42108043,-0.42104037,-0.42101977,-0.42100735,-0.4210487,-0.24422389,-0.24273564,-0.32655519,-0.16175939,-0.42113301,-0.0115881,0.15837645,-0.29612882,-0.31999022,-0.07951026,-0.42015049,-0.42074535,-0.42011769,-0.41901922,-0.42069712,-0.41996738,-0.42025013,-0.42105415,-0.42103931,-0.42106584,-0.42107537,-0.42108263,-0.42107189,-0.42107657,-0.42105603,-0.42108627,-0.42108348,-0.42109057,-0.42108219,-0.42107666,-0.42108178,-0.42108524,-0.4210884,-0.42109741,-0.42110156,-0.42109377,2.02917971,2.8755692,4.02524723,1.51916677,-0.42108936,2.20002371,1.217816,3.39567666,2.50973248,2.39500219,2.94177505,0.67793292,1.45927926,3.59776122,2.89414897,2.26879543,-0.42109517,2.99119949,1.62496529
1-Cyclopentylethanol,-0.11099993,-0.72059777,-0.56732084,0.06789502,-0.48846719,-0.02953565,-0.25957712,0.07882639,-0.11674325,-0.07876757,0.35492734,0.21322235,0.2410285,-0.42920287,0.31127313,0.066517,-0.04608645,-0.04083051,0.31667938,-0.72493285,-0.5845153,-0.57276032,-0.67473166,-0.50693919,-0.64626583,-0.45880984,-0.45537412,-0.76794932,-0.4990764,-0.91125455,-0.22565927,-1.45629416,-1.45977144,-0.84156643,-1.46369073,-0.44643504,-0.53055456,-0.24675762,2.03927894,-0.15155957,0.43201681,2.8177911,3.07610295,1.89763363,1.11360836,0.86575642,-0.84068957,-0.41141205,-0.67637869,-1.46314162,-0.75930089,-0.3499671,0.04259249,-1.45554462,-0.63637431,-0.11312839,0.60716888,1.00670268,2.32094661,2.16899997,2.5601606,1.65481889,-1.08857324,-1.46853779,-0.93215512,-1.08388584,-0.74721674,-1.47125779,-0.98836242,-1.07730646,-1.46555371,-1.47264744,-0.79960018,0.07237847,0.4299855,-0.25992674,0.65495076,-0.77917594,-0.53200992,1.74905019,2.19277833,2.41988409,0.62984539,-0.02910297,0.89276416,-0.60718591,1.36178416,0.4954161,0.20750448,-0.0862847,0.32088085,0.47765829,0.37220636,0.19035352,-0.25073966,0.02598869,-0.11724353,0.11294627,0.45225824,-0.01376245,0.53790967,0.23018646,-0.6023469,-0.18976547,-0.82753185,0.22428314,-0.12448707,-0.14837606,0.3825049,-0.03877929,-0.13085662,0.45628177,0.02414352,-0.42562217,0.29272035,0.41357477,-0.43008693
"1-Decanol, 2-methyl-",-0.34984327,-0.34985342,-0.34981076,-0.34984166,-0.3498494,-0.34985872,-0.34988835,-0.34984826,-0.34987768,-0.34985009,-0.34982766,-0.34985912,-0.34984412,-0.34985662,-0.34983264,-0.34910174,-0.34987777,-0.34987485,-0.34982314,-0.34975995,-0.34980983,-0.3498117,-0.34983278,-0.34980425,-0.34981702,-0.34979563,-0.18132862,-0.21280988,-0.16062098,-0.25869678,-0.12108715,-0.14701004,-0.16842698,-0.26747824,-0.20717352,-0.34996068,-0.34996004,-0.34993262,-0.34964575,-0.34993703,-0.34964038,1.65331469,-0.19431552,-0.21629996,-0.34976986,3.15608992,-0.22950129,-0.2430961,-0.22568588,-0.21012802,-0.25555268,-0.18606428,1.04756726,-0.3499307,-0.13291203,-0.34993282,-0.34983732,-0.34980873,3.6652466,3.01847788,-0.34955454,3.94044204,-0.35002204,-0.25953823,-0.25743556,-0.29120569,-0.23215188,-0.30039154,-0.25915447,-0.30650101,-0.22830387,-0.28515713,0.65089318,1.05271438,1.15225275,0.61960227,1.45005482,0.38836926,-0.03526934,-0.3497173,3.99523678,4.65062452,2.70395592,-0.34981636,-0.34977902,-0.34979529,-0.34972386,-0.34982901,-0.34981932,-0.33011398,-0.34981484,-0.34979561,-0.3498134,-0.34982545,-0.34983643,-0.34986776,-0.34988222,-0.3498551,-0.34982564,-0.34986919,-0.34980475,-0.34986203,-0.34983977,-0.34989484,-0.34989584,-0.34984689,-0.32242546,-0.34989192,-0.28526532,-0.34982657,-0.32586573,-0.29898025,-0.34984592,-0.32486818,-0.34985997,-0.31259918,-0.34992918
"1-Decene, 8-methyl-",-0.3966194,-0.38650508,-0.39660866,-0.39661886,-0.35370036,-0.38723656,0.87659552,2.14223228,2.81085425,-0.39662165,-0.39661424,-0.38788676,-0.39661968,-0.39662381,-0.39661588,-0.39662782,-0.39663079,1.95744777,-0.39661275,-0.39659187,-0.39660835,-0.38506773,-0.39661593,-0.39660651,-0.39661072,-0.39660366,0.63536952,-0.39666503,-0.05996181,-0.33896772,-0.23253605,0.7226082,-0.39665613,-0.32991088,-0.29036007,-0.39665818,-0.39665796,-0.39574097,-0.39655415,-0.39613951,-0.39655238,-0.39653288,-0.3965332,-0.39656508,-0.39659515,-0.39657429,-0.20998926,-0.39666923,-0.3966644,-0.12185352,-0.06814414,-0.1759397,-0.39626501,-0.39664827,-0.39665381,-0.39664898,-0.39567306,-0.39660799,-0.39656196,-0.39394049,-0.39652403,-0.39657153,-0.35384266,-0.39667242,-0.39667372,-0.23798508,-0.2182716,-0.15538864,-0.36794472,-0.21519203,-0.28857194,-0.22030991,-0.39665987,-0.39665063,-0.39616324,-0.39665593,-0.39634448,-0.39666112,-0.3965202,-0.39544429,-0.39656075,-0.39553784,-0.39570259,-0.39661051,-0.37752169,-0.39660355,-0.39657995,4.29877429,-0.3385806,-0.35507899,2.79486354,0.50491508,-0.39660953,-0.39661351,-0.39661714,-0.39662749,-0.35862823,-0.34305917,-0.39661357,-0.39662795,-0.39660667,-0.39662559,1.57979085,1.68291798,2.44527966,-0.37387695,2.7496398,-0.37955587,3.02584067,3.70885061,-0.39662267,-0.39661876,-0.3949487,-0.39013418,3.94100515,-0.38018625,-0.39664777
1-Deoxypentitol,1.718913504,1.312299984,2.930495725,-0.718448532,2.835223681,-0.718583283,-0.718817258,-0.718500631,2.110527335,0.506640843,1.536590505,-0.200459041,1.673409133,-0.718566697,1.705947117,-0.718662724,1.213518342,0.5560304,-0.718302279,2.805913277,2.221639076,2.167689587,1.823239689,1.321266986,-0.706882118,1.269904512,-0.719354503,-0.719552489,-0.719490459,-0.719693588,-0.719027435,-0.719185068,-0.7193396,-0.680571055,-0.719513775,-0.203668658,-0.421633297,0.066896124,0.005740185,-0.299236107,-0.716858822,0.44231894,1.025396265,-0.717162486,-0.450444244,0.213986639,-0.719607148,-0.719652878,-0.719537298,-0.719489372,-0.719681479,4.128727094,-0.718906277,-0.719151758,-0.719284119,-0.71916853,-0.718414232,-0.718188446,-0.717087937,-0.716522254,-0.662936468,-0.717316731,-0.111218853,-0.719729181,-0.706364659,-0.719893474,-0.719632662,-0.71985006,-0.67107103,1.371667447,-0.719596567,-0.719911817,-0.719428927,-0.3897199,-0.719087626,-0.719334794,-0.711887816,-0.719458936,-0.719483558,-0.717466347,-0.546187794,-0.717787468,-0.718049335,-0.413403877,1.211053312,0.534309069,0.965564262,0.907923983,-0.718272078,0.363340064,0.896846622,1.227951954,-0.718225361,1.554937193,0.98069182,-0.7186547,-0.718768847,-0.082770112,1.11724847,0.145754098,-0.038072238,0.534506317,1.220754231,0.303116566,0.803650628,-0.718489801,0.667999367,0.971895836,0.150122014,-0.033931833,-0.031750499,-0.718446131,0.848717817,0.065298984,-0.718593169,0.291170093,-0.045414633
1-Hexadecanol,1.18771852,1.32968483,-0.31488414,-0.31602544,3.34846695,4.12913947,-0.31774972,-0.31626908,0.35295679,-0.31633691,-0.31550821,-0.31667038,-0.31611626,-0.31657802,-0.31569225,-0.31702707,-0.31735892,-0.31725134,-0.31534152,-0.31300772,4.03192603,0.99907779,4.79474212,-0.31464377,-0.31511525,-0.31432531,-0.22942235,-0.14889911,-0.24579229,-0.27230928,-0.0408589,-0.07519852,-0.22664162,-0.28019814,-0.15652407,-0.3204211,-0.3203975,-0.31938497,-0.3087898,-0.31954754,-0.30859145,-0.306411,-0.30644685,-0.31001148,-0.31337356,-0.31104156,-0.24042962,-0.20388566,-0.24757935,-0.26037327,-0.15965331,-0.14118689,-0.318166,-0.31931395,-0.31993292,-0.31939238,-0.31586504,1.14235611,-0.30966286,-0.30701755,1.76730297,-0.31073278,-0.32268745,-0.20633391,-0.23184241,-0.29191617,-0.16947682,-0.19488697,-0.27896413,-0.29042622,-0.25774837,-0.24605134,-0.32061009,-0.31957723,-0.31901405,-0.32016989,-0.31635655,-0.32075042,-0.32086556,-0.31143243,1.62141828,-0.3129341,-0.31415867,-0.31509109,-0.31371181,-0.31431267,-0.31167483,-0.31555829,-0.31520029,-0.31611153,-0.31503484,-0.31432474,-0.31498182,-0.31542682,-0.31583238,-0.31698955,-0.31752334,-0.31652166,-0.31543366,-0.31704203,0.34174195,-0.31677765,-0.31595574,-0.31798943,-0.3180264,-0.31621843,-0.31764757,-0.31788175,-0.31706251,-0.31546827,-0.31645155,-0.31601422,-0.31618258,-0.31776218,-0.27674789,-0.31429845,-0.31925784
1-Hexanol,-1.0551954,0.2741975,0.42752404,0.92656285,0.76349412,0.64892418,-0.85720191,0.37775963,-0.39266363,-1.05597907,1.26466608,1.11338721,0.79008505,-0.39657332,1.12861992,-0.24338,0.70926466,-1.05882306,-0.78918722,-0.69140641,0.98889572,-0.04699377,0.90758996,0.87399513,0.43014511,0.18970974,-1.06818675,1.21738923,-1.07016407,-0.08323024,-0.29888938,-1.06572249,0.11104189,-1.07353084,-1.07050318,-0.43103938,-0.47500972,-1.06545889,-1.03250669,-0.74352766,1.11383846,3.23638742,1.42604204,-0.07510681,0.25429146,0.76595251,0.88864186,-1.07252628,-0.28383016,0.13858602,-1.07294225,-1.069087,-0.78903796,-0.9989692,-0.79910895,0.01233724,-1.05451152,0.97980139,2.19994281,0.88228725,-0.5418646,0.04391331,-1.07573001,-1.07363603,-0.68537217,-1.07602548,-1.07223227,-1.07539407,-1.07395302,-1.07603442,-0.49346965,-1.07629226,-0.93029046,-0.85133928,-0.55271811,-0.69031806,0.21674303,-0.6966802,-0.80263024,0.58749276,2.00454851,2.19173113,-0.0503534,1.91102489,-0.70974638,-1.04968346,1.65685038,0.52224821,0.43547027,-1.05527813,-0.72139931,-1.049721,1.30884926,0.56014082,0.46557402,-0.24216012,0.46956868,-0.62852969,3.86045811,-0.25001834,1.74425981,1.03645586,0.30829853,0.10001314,0.04764438,-1.05561059,0.63121778,0.32140392,1.02841021,1.28082219,0.48246135,1.38563196,0.19383329,-1.06041184,1.61743787,-1.04963925,-0.25589761
1-Hydroxy-3-methoxy-6-methylanthraquinone,-0.34818059,-0.38084938,-0.48197815,-0.35786576,-0.31364504,-0.36359122,-0.37937581,-0.37277049,-0.48198766,-0.34439437,-0.39589591,-0.34222345,2.93718968,1.90243509,1.55858745,0.32303722,1.10573509,1.60384194,2.41565156,-0.38258594,-0.48197802,-0.48197828,-0.37082734,-0.3074202,-0.32597668,-0.34615851,-0.48199884,-0.4820024,-0.48200128,-0.48200494,-0.48199296,-0.48199579,-0.48199857,-0.48200545,-0.4820017,-0.48199945,-0.48199936,-0.48094827,-0.48015421,-0.48199609,-0.48195394,-0.47871525,-0.48167391,-0.47968785,-0.48034125,-0.48196337,-0.48200338,-0.48200421,-0.48200213,-0.48200127,-0.48200472,-0.48199995,-0.48199078,-0.48199519,-0.48199757,-0.48199549,-0.48198192,-0.48197786,-0.48195807,-0.48194789,-0.48194175,-0.48038983,0.26987968,-0.24009553,-0.37777356,-0.48200853,-0.14412378,0.44421591,-0.48200597,0.04898192,0.16961913,0.27019244,-0.48155299,-0.4819962,-0.48199404,-0.48199848,-0.48198381,-0.48200072,-0.48200116,-0.48196487,-0.48195754,-0.48107304,-0.48139912,-0.27503427,-0.48197364,0.49451106,-0.48196581,-0.48198074,0.45043633,4.15357319,2.82806568,1.78171773,-0.17050818,0.83439097,1.84097567,1.90795824,2.9444007,2.34114042,2.89502738,1.13814627,3.13775433,4.67629942,0.18381309,-0.09386476,-0.04599739,-0.37650336,-0.29068444,-0.32599082,-0.48198653,-0.36938702,-0.30303123,-0.4819825,-0.36722754,-0.25565572,-0.48198514,0.52502401,0.09947695
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",-0.367435707,-0.522580881,-0.065986197,-0.290893246,-0.151439739,-0.514612421,-0.470308547,-0.580464687,-0.425498073,0.074687526,0.001281189,-0.455954985,-0.395857366,0.022408916,-0.12238102,-0.538155278,-0.389604647,-0.447178818,-0.523200053,-0.247133136,-0.420143591,-0.170809693,-0.407347166,-0.3546765,-0.446818993,-0.425162345,-0.724036222,-0.196231969,-0.469801564,-0.663449898,-0.353951854,-0.269634093,-0.201417234,-0.378944729,-0.698665528,1.191691643,1.485557565,1.731327368,0.39953117,-1.016310048,1.596182171,1.396676525,1.66761602,0.819468759,1.060456644,0.415404926,-0.688643869,-0.607062555,-0.651573578,-0.744691083,-0.609012916,-0.590010226,2.119778692,2.141878928,1.2684847,3.23981888,2.981276734,0.144127012,0.229274091,0.874800825,3.236943549,0.27497891,-0.926317755,-0.824407207,-0.555787035,-0.821240891,-0.562237383,-0.766288308,-0.640933534,-0.901480757,-0.407634605,-0.81388046,1.209196198,2.441107855,2.330741565,1.923233944,4.372318538,2.332088552,0.822842053,-0.132739547,1.081495282,-0.067089705,-0.546490424,-0.49735475,-0.17229878,-0.496213148,-0.601507902,-0.331040299,-0.493244475,-0.707578707,-0.228835884,-0.328143572,-0.439236287,-0.516332709,-0.613000081,-0.623334803,-0.658608121,-0.601452019,0.018252616,-0.650473252,-0.607872215,-0.652844917,-0.384485602,-0.641584137,-0.68772894,-0.515883514,-0.591560795,-0.557349672,-0.622063176,-0.590505335,-0.564785445,-0.356234836,-0.465120553,-0.665286455,-0.411216768,-0.824681933,-0.850698027
1-Monoacetin,-0.48786194,-0.3416263,-0.31063193,-0.31766678,-0.31928996,-0.34679611,-0.35389714,-0.48816494,-0.36113938,-0.48827656,-0.26262731,-0.30255803,-0.31274924,-0.30565477,-0.27781067,-0.31569238,-0.32833709,-0.32231634,-0.27691549,-0.30636396,-0.30694838,-0.29593586,-0.33830547,-0.27917757,-0.48626636,-0.27501008,-0.26908774,-0.07592413,-0.19816699,0.2147433,-0.45682946,-0.13248357,-0.12521871,-0.30060585,-0.25689887,1.58033235,1.39263325,1.93450407,-0.47585805,5.28097332,-0.47553167,-0.47194382,-0.47200281,-0.47786828,-0.48340047,-0.47956325,-0.31043845,-0.26077698,-0.23762475,-0.28605913,-0.17413882,-0.11015228,1.24047133,2.94362248,1.70046527,2.79144514,5.20164769,-0.15010213,-0.47729465,-0.47294187,-0.47031554,-0.47905515,-0.3117812,-0.3371108,-0.19970633,-0.28185688,-0.25090219,-0.21641616,-0.14261872,-0.22859975,-0.0136561,-0.28432993,3.12589238,1.58809458,0.73844054,1.4319917,2.96146993,3.49861117,2.28430357,-0.48020641,-0.47707181,-0.48267735,-0.48469234,-0.15553914,-0.10977141,-0.40721954,-0.03687095,-0.17520675,-0.28062396,-0.30245264,-0.48613406,-0.28827205,-0.294,-0.3045844,-0.28444286,-0.40945437,-0.49022879,-0.30459291,-0.26088584,-0.31214584,-0.48552123,-0.27960968,-0.30159676,-0.32175012,-0.32980618,-0.25766647,-0.30920994,-0.30935278,-0.22684638,-0.16970302,-0.4884652,-0.19597268,-0.26616832,-0.31804196,-0.21063892,-0.27615188,-0.36609674
1-Octadecanol,-0.1167136,-0.43995053,-1.36280612,-0.3046274,-0.31634643,-0.14888083,-0.33587743,-0.13352407,-0.06146863,0.50106922,-0.42985288,-0.12227988,0.41562739,0.21360863,0.49597574,-0.09933171,-0.40691272,0.83263226,0.2347444,0.24936675,-0.08039183,-0.17836712,-0.12869513,-0.08985412,-0.24865177,-0.20604535,-1.11092708,-0.48883414,-1.07562141,-1.15053612,-0.79981711,-0.30888926,-0.89095308,-1.41513648,-0.71336043,-0.93226678,-0.78320078,-0.96692364,0.78336142,-0.61952317,3.60194102,1.41827492,1.31619192,0.91026206,1.9117824,1.00062075,-1.11352192,-0.93350885,-0.98169245,-1.40711606,-0.47848382,-0.59448617,-0.52746741,-1.39547338,-0.97013442,-0.92894447,-1.12685234,1.35685012,0.95754118,1.72699844,1.60341681,0.86956974,-1.31006415,-0.94721853,-0.91385483,-1.27019098,-0.67539024,-0.8265187,-1.14837452,-1.30308158,-1.06634852,-1.42168411,-1.08781939,-0.56813046,0.75807583,-0.46495211,-0.01663384,-0.97619996,-1.0761983,0.64322097,1.02989184,0.29669224,1.85635015,0.78337687,1.56075679,0.38513184,1.91786995,1.48293912,0.85684956,0.16076486,-1.36391744,0.48639302,0.28432842,-0.01264235,0.44792986,-0.27473933,-0.15162111,-0.02844448,0.24870656,-0.08264751,-1.36117096,0.27198729,0.3630427,-0.12172526,0.07147056,1.2802157,-1.38318478,0.8312105,1.01711711,0.9965017,0.18909032,1.00547739,1.14185487,-0.05405859,0.62040158,0.74379535,-0.34550234
