0,1,2,3,4,5,6,7,8,9,10,11
ENSMUSG00000050910-P,6.233662102035998,6.647512770599751,6.663365969133095,6.480884530193858,7.1321897998874695,6.182482705645769,6.705657943588403,6.387065528694904,6.6045242579786025,6.512713965979975,
ENSMUSG00000061533-P,3.611664809697399,3.744884634769628,4.220792566333152,4.316533778507413,4.60827290644347,4.526058171975563,3.5140662175469872,4.940443394064977,4.676324781005206,3.5987437213043223,
ENSMUSG00000102840-P,1.844061592155304,2.0362151213135182,0.0,0.9269160351229908,1.0449005473594477,3.4726942555145923,0.0,2.3260509354779892,0.0,1.256646745267199,
ENSMUSG00000058756-P,8.509737339841926,8.523688161840234,8.96433763023702,8.46504453897955,8.774738031009534,8.868852601923072,8.71924197649999,8.863743346590763,8.86978295957554,8.826368971924536,
ENSMUSG00000004698-P,3.3919568509004905,1.6171983216374568,2.7036252497054964,4.179745383959693,3.666241375023308,3.5873547938288626,3.718304873875811,3.87269590566056,4.063862773336467,3.896656719144944,
ENSMUSG00000033948-P,3.8022932576398825,3.744884634769628,3.8313182420880993,3.3236691687308055,2.3931131584133563,2.2244432010631345,3.276069326843094,1.7691731579606451,2.301892742392315,4.025327408372177,
ENSMUSG00000028655-P,0.0,0.0,2.4360270815356015,3.037322543347878,1.644524637198008,3.3481279439952973,2.1618399888854016,2.5403176978191047,4.146242312574113,1.256646745267199,
ENSMUSG00000106032-P,0.0,1.6171983216374568,1.680660685039108,2.8695660282412425,1.0449005473594477,3.061190366563252,2.1618399888854016,2.0743161096747316,0.9875105484522038,0.0,
ENSMUSG00000086610-P,0.0,1.024244140368041,1.680660685039108,0.0,0.0,0.0,2.6351224146044943,2.0743161096747316,1.9812250416989712,1.256646745267199,
ENSMUSG00000026309-P,6.919009855385237,6.775561794448292,6.894908420027317,6.451473653442934,6.257178737709851,6.911480829386304,6.526927452925765,6.794312790415974,6.893984404468084,6.717056660514422,
ENSMUSG00000021903-P,2.154969169385692,3.3652784141602017,1.680660685039108,0.0,2.88349271729182,4.054114469738946,1.8504550266253927,1.381684084294751,2.301892742392315,3.5987437213043223,
ENSMUSG00000037262-P,4.257867101002995,4.367648993001565,4.039158644825996,4.179745383959693,3.0776820435059644,5.050563464362287,4.266259830301659,4.73831271207171,5.0631190143554665,5.26730081503223,
ENSMUSG00000026603-P,4.191243353545801,5.091047813418894,4.8365220755324145,4.179745383959693,4.476672173666001,3.2117810542972003,3.897183129176211,3.410658846623913,4.78317050436923,4.621744423540839,
ENSMUSG00000005514-P,7.881690362130566,8.396670658364636,8.222919870300172,8.149641302898415,8.28782626040534,8.067342604925344,7.662073159502611,7.839284158487308,7.81422632691213,8.049769511958633,
ENSMUSG00000033808-P,5.698787209343951,5.404485594814009,5.996926418439346,5.874730167948002,6.19572634422963,6.048784678660597,5.822669814570844,6.34493822595115,5.882224354039638,5.891290019019173,
ENSMUSG00000015461-P,7.855038001441902,7.796060444194375,8.264906384274664,8.074461815651496,8.018831444724023,7.63922109660168,7.4633611252661565,7.609493185949515,7.498611520075851,7.671378317446801,
ENSMUSG00000045128-P,8.414383952080497,8.39223796561464,8.528883011609391,8.772098289327745,8.930609171795055,8.217324662251226,8.595102961127814,8.227204845453269,8.269613373869158,8.247398774225251,
ENSMUSG00000047146-P,3.970647817897496,2.0362151213135182,1.680660685039108,2.6797042233767265,1.0449005473594477,0.9398481031782112,2.8239513059645196,3.410658846623913,3.147646225708344,4.252640047634348,
ENSMUSG00000070705-P,5.115720588777774,3.951821733501041,4.132832161798551,3.1875884978886755,3.4017693127773,3.88507585564206,3.718304873875811,4.503175016645742,3.436642487092037,5.0424752552067345,
ENSMUSG00000040795-P,4.551414098654131,4.801222359471953,4.4564512721831075,3.9466673111887647,4.543972575687705,3.693569618937979,3.718304873875811,4.822592599363206,4.78317050436923,4.700947400377628,
ENSMUSG00000031511-P,6.21701381247031,6.197168427069662,5.996926418439346,6.022051183825807,6.788060331245916,6.028631865276134,6.00934829632599,6.21063094000576,6.062746991028016,5.7862433228761505,
ENSMUSG00000024805-P,4.653927843638256,4.569591773132513,3.714971891269714,4.762084009432767,3.0776820435059644,3.88507585564206,4.329962151117591,4.822592599363206,4.063862773336467,4.915393872976637,
ENSMUSG00000029198-P,6.1831295567771765,5.954189718356429,6.116409774256625,5.896719670711514,5.130237847052339,5.607418061891334,6.499486215492488,5.817558430853102,6.125015547874256,5.957298958075648,
ENSMUSG00000032482-P,7.827883982638707,6.632557348477747,6.960255061028064,7.217211693695278,6.335244011574411,7.685006315864809,7.241147567736648,7.051691178939626,7.008528205166074,7.171005810733309,
ENSMUSG00000021288-P,8.036775521257937,8.172039373857823,7.86172875638175,8.203561691771286,8.943128826575869,8.19036508462023,7.769363504523586,8.387976450815255,8.073036473179638,8.247398774225251,
ENSMUSG00000024151-P,4.882258028670256,5.570621025531544,5.723423689788241,6.061520270843222,5.545926290761863,5.237756819550208,5.473645713251648,4.9022195597211295,5.590138259223642,6.167102195354035,
ENSMUSG00000023243-P,2.4106095149466364,4.43815110849776,1.680660685039108,0.0,2.659038723635503,2.7026481294738556,1.4528199824800077,2.726838355924407,2.978071989188756,1.256646745267199,
ENSMUSG00000030591-P,8.39970581557571,8.915265050177117,8.868870522153948,8.833237396741719,9.204635122879674,8.671783519208807,9.107907657311202,8.686729005180398,8.69948571068218,8.721056025782945,
ENSMUSG00000052751-P,6.3903614371705455,6.1134707103447194,5.564399275391578,6.191732474661941,6.37274768308604,6.253663201204862,6.499486215492488,5.817558430853102,5.5300392365001345,6.167102195354035,
ENSMUSG00000020389-P,2.6276971664426285,3.042163567535062,2.1072261594039285,2.461014499836793,4.60827290644347,3.061190366563252,3.9789388725895143,4.397224232267905,3.784073490652618,4.1434560588218705,
ENSMUSG00000028959-P,6.755706536565383,6.53941508874529,7.151451176712015,6.721647112875435,6.801873991396523,6.736165386393779,6.820995566065074,6.467800156646568,6.5143429382524,6.8619550407191126,
ENSMUSG00000025474-P,4.603581321000287,4.904436798809246,4.4564512721831075,5.21133551557592,4.669829260738149,4.8810828168733815,4.056309034141006,4.6018743381215605,3.784073490652618,4.847392928297673,
ENSMUSG00000064370-P,15.466619330314078,15.963476072569172,15.73899728634366,15.478607789051544,15.778578540773507,15.87302442676576,15.763392822295453,15.670848381401688,15.682864726873891,15.853624957400012,
ENSMUSG00000005580-P,4.839391786542013,5.091047813418894,4.720611921530422,4.762084009432767,2.3931131584133563,5.494404734686569,4.129740263105423,4.6018743381215605,4.730736538492143,5.10205063677679,
ENSMUSG00000030663-P,6.789879507469941,6.705830727554718,6.631624570874712,6.658697602368062,5.701403726240479,6.578751635158912,6.907055092321994,7.254942472704976,7.287954142878638,7.437005149594579,
ENSMUSG00000035941-P,6.571530635196595,5.404485594814009,6.3874232372913085,6.451473653442934,6.153253931343048,5.945081688631868,6.399110403013428,6.605011537918345,6.589880090019639,6.194730429945663,
ENSMUSG00000036501-P,4.12139332639326,3.6291034458245943,4.4564512721831075,5.24600933394438,3.540057190346136,4.342330823303554,3.399969917711489,5.150683891235962,5.401765208785627,5.367808596147874,
ENSMUSG00000033411-P,4.749638027218644,4.690050736586522,4.8365220755324145,4.556440986587682,4.331850957763941,5.010023058549755,5.555871048302709,5.013980781063252,5.297472671066822,5.26730081503223,
ENSMUSG00000035934-P,6.635570879825462,6.217355565011174,6.348901173749178,6.061520270843222,6.064363292374095,5.464711844936787,6.242398993860168,5.897456161246051,5.730268111645454,6.274575705700078,
ENSMUSG00000003344-P,6.1831295567771765,6.705830727554718,6.069797048200696,6.244130255391919,6.496827043436045,5.6343403516681505,6.36910041583893,6.0967761409997285,6.2040681132011395,5.891290019019173,
ENSMUSG00000037608-P,7.544041216399297,7.295703916697931,7.238316963204603,7.751459681686853,6.829110740477407,7.672072418567144,6.988268714441404,8.538856907287869,8.051821355517736,8.151965559820706,
ENSMUSG00000026333-P,4.12139332639326,3.852060334742067,4.779730753820537,3.767326996465912,3.0776820435059644,4.467377558871165,4.890812891197387,4.8629553682010584,4.78317050436923,4.5379393841988005,
ENSMUSG00000003527-P,5.285013906952614,3.3652784141602017,4.220792566333152,3.562485519943336,4.406077991232827,3.4726942555145923,5.19445089846857,4.451172027377437,4.9757026692765285,3.7553763845397103,
ENSMUSG00000058420-P,5.377807365961753,5.6016698121635295,5.597637418736228,5.6077445694465435,5.787234727124673,5.272447884966189,5.777688160965564,5.775886569943317,5.8082459653885605,5.7862433228761505,
ENSMUSG00000019907-P,7.181772809713556,7.8292323083543955,7.320248200543911,7.435717275112043,7.041950041210445,7.735612644506041,7.281984877526134,8.046243724032452,7.323795436339765,7.641573559779625,
ENSMUSG00000025410-P,7.563926308492626,7.523555292373896,7.524165738389974,7.243189797521107,7.829511791683296,7.61239058382234,7.329511089081357,7.621306732895197,7.560006334438178,7.661511655817156,
ENSMUSG00000061718-P,10.85698190101067,11.38569121525294,11.53460791795927,11.295520226795182,11.54271446484768,10.856567440760063,11.185050197514975,11.09539412462399,11.406418797421068,11.456539896001123,
ENSMUSG00000008690-P,6.64804473681017,6.456922005195935,6.7097058591098095,6.684207945372457,6.131539442339836,6.46337713861949,6.593330340325236,6.286783861717844,6.450929785968784,6.274575705700078,
ENSMUSG00000092417-P,5.079340446544817,5.6909975677284805,5.224766906985408,5.852400307614175,4.785582100135434,5.5234988029138705,3.5140662175469872,5.666115557722789,5.367831884023063,4.621744423540839,
ENSMUSG00000004895-P,3.888924901803752,4.367648993001565,1.0723621528571825,3.4480132671647272,2.88349271729182,3.4726942555145923,4.758164065750714,2.891981879899189,3.883488798682337,1.9179260834722285,
ENSMUSG00000025934-P,0.0,2.848670211699394,2.7036252497054964,0.0,3.540057190346136,0.0,2.6351224146044943,2.726838355924407,3.784073490652618,2.713165506010181,
ENSMUSG00000028273-P,7.084171236115212,6.905660810123933,6.406305288417043,6.884561063915415,6.041257694906058,6.922444532036529,7.199120548198699,7.262505943454566,7.314918243284739,7.040052337320204,
ENSMUSG00000026520-P,6.329708448458931,6.439841865317033,7.349811300552166,7.302045855505167,7.335808745512428,6.354253090518008,6.619058717744001,6.804710971439467,6.619021271823814,6.929288748155309,
ENSMUSG00000024193-P,6.504515105939815,6.473802296145793,6.069797048200696,5.759455353363163,7.087775361292764,6.417616523328105,5.88761719311416,6.875472478136167,6.647585462651965,6.7731126614443875,
ENSMUSG00000083899-P,2.8163508271258757,3.042163567535062,2.929268684986816,3.3236691687308055,1.0449005473594477,2.4832692272691506,2.990901167612543,4.1586681136641985,2.301892742392315,3.5987437213043223,
ENSMUSG00000030879-P,6.266393185085894,7.237588172279869,7.310257662816774,6.733913998053996,7.657849760664851,6.785038144003301,7.698730346010568,7.034123422400831,7.030384734462175,7.225597970456422,
ENSMUSG00000021585-P,7.224044383251313,7.013493463172993,6.289117989184021,6.451473653442934,5.969634007166271,7.106752531680339,6.764479044957173,6.9334798137695675,7.094035159175282,6.638757457725568,
ENSMUSG00000026623-P,8.655864789439324,8.832615184785892,8.168657793034864,8.404940709634083,7.809138292620712,8.549818488277271,8.257002453593868,8.554345073676075,8.574890096399079,8.6678353862637,
ENSMUSG00000056215-P,4.0479885797341195,3.503213242074548,2.7036252497054964,2.461014499836793,3.0776820435059644,2.4832692272691506,2.417802590081342,3.705195797462184,4.435493525991653,4.1434560588218705,
ENSMUSG00000001964-P,5.768995847214712,5.632064439781246,6.7097058591098095,6.537966466119466,6.427236233216999,6.933325544477558,7.092960377937215,6.330617921309654,6.4181463863879,6.374595070117787,
ENSMUSG00000057367-P,5.547205637960441,5.53888930150436,5.782429735667016,5.102014708421716,4.253596790705888,5.202210976077506,5.445161808589668,5.877892712891693,5.560401671877235,4.915393872976637,
ENSMUSG00000036613-P,6.490730177331259,6.905660810123933,7.010481565702379,6.436540276334898,6.611074908457811,5.686723047594573,6.322881482060759,6.427997517604973,6.184707347148136,6.167102195354035,
ENSMUSG00000045100-P,3.8022932576398825,2.848670211699394,4.039158644825996,4.380353079586573,3.0776820435059644,3.4726942555145923,3.1405197238510687,2.891981879899189,3.147646225708344,3.7553763845397103,
ENSMUSG00000031010-P,5.316612880481493,5.256262143986395,3.588413176024308,5.660107599879281,3.889659817380317,4.582444986914676,4.8479376206572,6.146675148673491,6.4014710269899595,6.300238100600774,
ENSMUSG00000015839-P,7.3891863000441935,7.440123465577508,7.320248200543911,6.7819643831773115,7.030262608670507,7.181671303033326,7.305943679430929,7.453032007690899,7.675473413576067,7.238929229176315,
ENSMUSG00000038859-P,6.298398126909619,7.145774410803718,6.812372898630292,7.389940141254915,7.505796481526476,6.832309392017878,7.055763743235128,7.042934040916285,6.940898759950688,7.278199440565441,
ENSMUSG00000044296-P,0.0,1.024244140368041,1.680660685039108,0.0,0.0,0.0,2.6351224146044943,1.7691731579606451,2.301892742392315,0.0,
ENSMUSG00000032633-P,7.273187747053098,6.954584004898871,6.82646090451578,6.436540276334898,6.37274768308604,6.797001955419923,6.809867994605806,6.751954012747458,6.92931241817933,6.555963629727359,
ENSMUSG00000032724-P,3.1326723206593874,4.045128618482634,2.7036252497054964,1.4866706657115965,2.3931131584133563,3.4726942555145923,2.6351224146044943,2.726838355924407,1.9812250416989712,1.9179260834722285,
ENSMUSG00000024235-P,2.6276971664426285,2.360525538656084,1.680660685039108,2.203147957548002,2.88349271729182,3.5873547938288626,3.276069326843094,1.7691731579606451,0.0,2.3696596197532793,
ENSMUSG00000023236-P,7.570494228271906,7.617694253925238,7.679702615304077,7.551131165295002,7.829511791683296,7.723126507686901,7.405399551902103,7.277514957660255,7.604396459936451,7.526698291546111,
ENSMUSG00000026483-P,4.839391786542013,4.045128618482634,3.714971891269714,4.316533778507413,3.2488069851981782,3.792498022370616,3.399969917711489,3.87269590566056,2.785877769442253,2.99040787202365,
ENSMUSG00000057738-P,9.041136935987351,9.351793500485536,9.320944539598385,9.144803864017748,9.421468082722484,9.17649036608712,9.161417028918194,9.012449365993785,9.14488096768125,9.102794385534812,
ENSMUSG00000032301-P,6.448567032465028,6.387353583957617,6.531981979840145,6.770100986655095,6.611074908457811,6.4930972302478285,7.173303837830463,7.603549937495282,6.689398550647538,7.611140050869522,
ENSMUSG00000010607-P,5.745970523677772,5.332276604788663,5.811051758636241,6.359462826882996,6.216502681343285,4.925355762362475,5.386449253824183,5.522315119058797,5.997669135225367,5.5065484011192165,
ENSMUSG00000030862-P,4.749638027218644,4.853752413575151,4.9438082645706585,4.500099726422591,4.840152365914312,5.607418061891334,5.528979967718544,5.3341473795355485,4.063862773336467,5.5065484011192165,
ENSMUSG00000035505-P,4.702576481501708,5.439278499845394,4.994600610353493,4.249760164574368,5.295578618849955,5.5234988029138705,5.012285674905034,3.949676189373547,4.83376542989838,4.448964308292506,
ENSMUSG00000022283-P,8.227546862173314,8.166858524910156,7.369188756565237,8.369998422586505,6.8950344888103166,7.416927179805033,7.885215765526151,8.47843711381562,8.668460115622466,8.725798309621222,
ENSMUSG00000050989-P,5.624986311597421,6.001520874228293,5.597637418736228,6.22687491803298,6.236984059880915,6.145530636482204,6.258858687197653,5.817558430853102,6.4829847469129565,6.221839498569228,
ENSMUSG00000014195-P,7.381736586386154,7.515425910070674,7.928560998329808,7.745413416081257,7.795394344138136,7.747991643759369,7.265788402000656,7.536505375244331,7.845384897198156,7.864367833053538,
ENSMUSG00000036718-P,1.844061592155304,2.360525538656084,1.680660685039108,4.028615856195515,2.88349271729182,3.5873547938288626,3.718304873875811,3.410658846623913,3.677297157552445,3.7553763845397103,
