ID,73,76,896,T0.7,T0.8
"(2,5-Dimethoxyphenyl)acetone",16.548397760488008,13.783405868376024,15.564115838261683,16.027442504336406,15.396569884715458
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",18.299161313868304,19.044780457273152,21.034151274871636,19.362057807890636,19.044780457273152
(4-Fluorophenyl)phenylmethanol,,,,,
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",25.24824559925196,27.70606970193909,27.43959457552651,28.328763097489578,28.220824986859174
"3,4,5-Trimethoxyamphetamine",21.89766089201072,6.637474595960846,23.77270330773383,24.05947168021111,23.58421358825203
Oxypeucedanin,,,,,
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",,23.953297105679837,26.847106853477303,26.124112340107263,25.96252317418443
"1-(2,4-Dimethoxyphenyl)-propan-2-one",16.78619280811605,18.145516841146947,18.47862430573337,18.766379142030807,17.917954706335404
"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",25.313618060977973,24.79115846158777,24.304911461865277,25.582984946007972,24.69908251133796
"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",16.954735439681233,21.42405899916408,20.15904926976159,21.034151274871636,21.89766089201072
1-(Cyclohexylmethyl)-4-piperidinylamine,,14.91150018039568,15.925482683255618,,7.548625323304745
1-(tert-Butyldimethylsilyl)-4-methyl-1H-pyrazole,18.87000098295748,18.52706574,18.816900848646984,19.236639097669983,18.145516841146947
"1,2,4-Butanetriol, (S)",,,,,
"1,2-Benzenedicarboxylic acid, butyl octyl ester",,,,,
"1,2-Bis(trimethylsiloxy)cyclohexene",,,19.906286991796534,,17.044039991717742
"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",12.340219003345362,,,11.999708944648896,13.019379474962218
"1,2-Cyclohexanediol, (Z)",17.259371352214917,16.267931772699097,17.313901308851932,17.259371352214917,16.548397760488008
"1,3-Butanediamine",,,,,
"1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-",27.92524459775121,28.139723574834868,28.139723574834868,28.73936053878384,27.78907181958203
"1,3-Propanediol",,,,,
10-Undecynoic acid,,,,,
"13-Docosenamide, (Z)",,,,,
1-Butanol,26.847106853477303,,,27.92524459775121,27.084943944408092
"1-Heptanol, 2-propyl-",,,,,
1-Hexacosanol,,,,,
1-Octadecanol,13.019379474962218,,10.589741767314075,,3.026346101989217
"1-Octanol, 2-butyl-",26.023750424771674,25.656365949001593,25.96252317418443,26.20092992,25.792817913981185
"1-Pentene, 1,3-diphenyl-1-(trimethylsilyloxy)-",,,,,33.78547332532239
"2(1H)-Quinolinone, 3-[3-(4-methoxyphenyl)-1-oxo-2-propen-1-yl]-4-phenyl",,,,,
"2(5H)-Furanone, 4-(hydroxymethyl)",18.52706574,18.766379142030807,18.766379142030807,18.964499198463745,18.92945649510279
"2-(Ethylamino)ethanol, N-acetyl",32.65987336076065,32.65987336076065,32.00781944442083,32.65987336076065,31.66895118660998
2-(Methylamino)ethanol,26.20092992,26.387010738920868,26.124112340107263,27.004989997162102,25.741137750046672
"2,2'-Bipyridine",21.566275994088834,21.36156896985457,21.278227382097494,21.566275994088834,20.85775323035947
"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",15.564115838261683,18.007855678299713,17.79122014145856,17.96713333278627,17.79122014145856
"2,3-Dihydroxybutanoic acid",30.370043719919497,,33.78547332532239,33.78547332532239,32.00781944442083
"2',3'-Di-O-acetyladenosine",,,,6.033603261326804,2.229733197380392e-06
"2,4,4'-Trihydroxybenzophenone",20.629268756277405,19.97707034884968,19.97707034884968,20.239280036683244,18.20683760099299
"2,4,6-Cycloheptatrien-1-one",22.101363876554025,,24.69908251133796,,23.953297105679837
"2,4-Dihydroxyacetophenone",,,,,
"2,4-Dimethoxybenzaldoxime",,,,,
"2,4-Di-tert-butylphenol",23.417291798715077,23.07253835902855,22.991190162689342,23.531915929861224,22.81629933915454
"2,4-Imidazolidinedione, 5,5-dimethyl",22.663346963173684,20.85775323035947,20.349076790547738,21.278227382097494,18.47862430573337
"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",21.42405899916408,20.437043584347983,19.511528355008895,18.572420897099427,
"2,5-Dimethoxybenzhydrazide",22.60513085670781,24.304911461865277,25.24824559925196,25.313618060977973,25.40480297318097
"2,5-Dimethoxybenzonitrile",19.044780457273152,19.558409329528477,20.53009211757007,21.151328125650917,20.629268756277405
"2,5-Dimethoxyphenol",22.54252442178062,22.991190162689342,23.87038662787806,24.241680361020347,23.99000942053065
"2',5'-Dimethoxypropiophenone",24.41996340567163,25.050447238005177,25.656365949001593,26.34118766,26.452360867753725
"2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",21.278227382097494,21.9535073,,,20.349076790547738
"2-Allyl-1,4-dimethoxybenzene",25.49180713491702,25.49180713491702,25.582984946007972,26.023750424771674,25.582984946007972
2-Amino-4-methylbenzophenone,16.894290018224726,18.40008695193352,17.96713333278627,18.007855678299713,19.19254656459398
2-Aminoquinolin-8-ol,,,,,24.13416838153766
2-Butanol,,,,,
2-Buten-1-ol,,17.313901308851932,21.151328125650917,20.715974098065836,
"2-Butene-1,4-diol",,,20.629268756277405,16.38716185479659,
2-Butenedioic acid,22.991190162689342,25.741137750046672,24.49178928886131,25.24824559925196,25.140663431027427
"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",24.79115846158777,26.34118766,26.34118766,26.50296267,26.96160059936936
2-Butoxyethanol,15.925482683255618,13.019379474962218,14.221836516529187,15.564115838261683,11.053448878828178
2-Cyanobenzaldehyde,,,,,
"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",19.362057807890636,19.723751953711417,19.829178934814973,18.87000098295748,19.41868971884918
"2-Cyclohexen-1-one, 3-methyl-",18.92945649510279,20.629268756277405,21.49512426745769,22.017772579784815,21.278227382097494
2-Decanol,19.236639097669983,18.697253042531315,18.697253042531315,19.19254656459398,18.007855678299713
2-Ethyl-1-butanol,,19.906286991796534,20.85775323035947,,20.437043584347983
2-Ethylhexanoic acid,26.50296267,26.56725426205953,26.56725426205953,26.56725426205953,26.06651650878252
2-Ethylhexanol,,,,,
"2-Furancarbodithioic acid, methyl ester",,,,,
2-Furoic acid,17.313901308851932,16.207484324420978,17.044039991717742,17.128341573761485,15.684213392506413
2-Hexanol,24.241680361020347,26.269939079141068,25.741137750046672,25.792817913981185,26.50296267
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",14.221836516529187,7.548625323304745,,13.019379474962218,4.357485352481383
"2-Hydroxy-2',4',6'-trimethoxychalcone",,,,,
2-Hydroxy-3-methylbutyric acid,13.487298878543296,5.451927105105692,8.959893012120764,10.589741767314075,2.0053360546098284
"2-Hydroxymethyl-17alpha-methylandrosta-1,4-diene-11alpha,17beta-diol-3-one",,,,,
2-Isopropyl-5-methyl-1-heptanol,,28.73936053878384,,,
"2-Methyl-1,3-butanediol",23.531915929861224,22.92787490413422,22.81629933915454,23.07253835902855,22.262186034564476
2-Methyl-3-pentanol,,15.794924887690245,16.700122639813483,18.090663406345644,
"2-Methylcyclohexanol, (Z)",17.96713333278627,16.78619280811605,16.954735439681233,16.954735439681233,15.564115838261683
"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",,21.89766089201072,21.89766089201072,,21.42405899916408
2-Naphthol,17.917954706335404,15.925482683255618,16.267931772699097,16.78619280811605,15.26700100821458
2-Norbornanemethanol,,,,,25.892171973253088
"2-Oxiraneethanol, 2-t-butyldimethysilyloxymethyl- acetate",,,,,
2-Pentadecanone,10.589741767314075,1.8466198968201704,5.2319467103497415,7.548625323304745,0.3939723285303532
"2-Pivaloyl-1,3-indandione",,,,,
2-Propyl-1-pentanol,,20.715974098065836,23.352575491764732,23.29594091395716,22.43076696099444
2-Pyrrolidone-5-carboxylic acid,28.597049460306497,29.436704600398055,29.436704600398055,31.66895118660998,29.436704600398055
"2-Thiophenecarboxylic acid, 4-cyanophenyl ester",,,,,
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",19.41868971884918,20.776972835570746,21.63965483051689,21.811268708817973,21.707611982774388
3-(4-Methoxyphenyl)coumarin,,,,,
"3,3-Bis{4-[(trimethylsilyl)oxy]phenyl}-2-benzofuran-1(3H)-one",,,,,
"3,3-Dimethylacrylic acid",,,,,22.33603249982125
"3,4-Dihydroxybenzaldehyde",,,,,
"3,4-Methylenedioxyamphetamine",27.78907181958203,,27.084943944408092,,
"3,5-Dimethoxy-4-(tert.-butyldimethylsilyl)oxybenzaldehyde",,,,,
"3,5-Dimethylphenol",15.794924887690245,12.73466395698144,14.021419364841742,14.91150018039568,11.432133533201071
3-Amino-5-methylisoxazole,22.92787490413422,22.43076696099444,22.92787490413422,23.222075930761207,22.663346963173684
3-Aminobenzoic acid,24.49178928886131,24.13416838153766,22.761181078553825,24.49178928886131,21.034151274871636
3-Buten-2-one,18.816900848646984,17.605330159289814,17.73101607564761,18.20683760099299,17.128341573761485
3-Heptanol,,22.33603249982125,23.07253835902855,22.262186034564476,22.991190162689342
"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",11.73344589311528,0.9266751030624764,,,
3-Hydroxymethyl-2-trimethylsilyloxypentane,,,,,13.17498269461429
3-Methyl-3-buten-1-ol,,,15.396569884715458,,16.027442504336406
3-Nonene,,,,,
3-Phenyl oxindole,,,,,
"4,4'-Dichlorobenzophenone",,,,,
"4,5-Dihydro-1H-pyrazole",,24.05947168021111,25.140663431027427,,25.24824559925196
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",21.811268708817973,21.811268708817973,20.944682697362236,21.9535073,20.53009211757007
4-Aminobutanoic acid,16.267931772699097,18.87000098295748,18.145516841146947,17.73101607564761,13.783405868376024
4-Hydroxybutanoic acid,,,,,
4-Methoxyphenol,,26.651849462366908,,,28.504702814838293
"4-Methylquinoline-2,7-diol",,,,,
4-Methylvaleric acid,18.994720196960333,19.362057807890636,19.791251716821705,18.92945649510279,18.40008695193352
4-Oxohexanoic acid,19.511528355008895,18.816900848646984,18.87000098295748,19.62687130851099,18.090663406345644
"4-Phenyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",,,,,
4-tert-Butyldimethylsiloxy-3-penten-2-one,26.269939079141068,24.49178928886131,,,
5-Aminovaleric acid,,,,,
