,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS73_REP_190124,DSS76_REP_190124,DSS77_REP_190124,DSST0.7_180124
,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0
Allylescaline ,30769915.58,31700839.09,16223083.86,52257067.56,18292843.57,27497622,29650243.09,29922445.35,15571398.14,0,26863025.38,58999821.59,35207750.35
alpha-D-Mannopyranose,0,0,0,0,0,0,0,0,0,0,0,0,112993767.9
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",154163.3303,144000.3845,338123.1411,153027.6616,15570.05589,229145.5956,248191.2867,452557.2141,330037.4961,0,0,0,624443.9474
alpha-Linolenic acid,20158.20875,21395.56154,44432.52544,2089.661175,13488.30305,0,38737.4935,32010.90222,32757.12335,0,0,0,0
alpha-Tocopherol,5898.064621,1243.380518,11134.70303,85451.60009,7123.206593,9266.564388,15131.65179,3062.368408,6934.051918,14381.56233,2735.897148,12288.03515,10921.32334
Ammeline,444850084.6,828029179.7,5513096627,192838788.3,6697637657,4549252280,0,6237595960,0,6291184343,13268461742,0,0
"androst1-2,4,6,16-tetraene-3,6,17-triol",0,0,0,0,10833.46258,0,0,0,0,0,0,0,0
Arabinaric acid,1298.937059,0,0,0,0,0,0,459.7395481,1612.154596,9121.392967,7272.362073,4386.676956,0
"Arabinofuranose, 1,2,3,5-tetrakis-O-",688899.5447,658968.169,828141.9128,873489.017,491381.0781,604820.4208,744303.9913,0,928579.9675,4019491.483,2310246.394,555522.721,1645190.268
"Arabinonic acid, 2,3,5-tris-O-(trimethylsilyl)-, gamma-lactone",0,648.7115739,0,0,0,1229.821064,0,0,0,0,0,0,0
Arachidonic acid,88382.01304,125289.0018,0,89633.87058,50279.7406,91382.89926,0,74565.60882,0,403.4268253,333.4450037,60392.32068,3429.581013
Arsenous acid,0,0,10059.22491,0,0,0,0,12398.97779,28897.82159,9017.079148,32051.30816,282799.9545,0
Aspartic acid,558046223.9,547588624.1,506582285.7,490077289.5,364081305.8,370310204.7,518430782,575850711.8,468691744.1,0,0,0,0
Atrazine desethyl,0,745177.9886,0,8074904.128,0,0,0,514126.0258,306001.3095,84050.74219,54855.50784,46133.95564,244.1292612
Azatadine,20847.02388,26331.47419,0,18548.85711,0,14017.45431,0,0,0,118.7936178,0,43.73713775,0
"Azetidine, 1-acetyl-2-methyl-",1054876968,1236257422,978513591.5,1680567985,868296247.7,1840478103,651761366.3,1503053252,1245744285,7709517344,3662991502,0,20896644684
"Aziridine, 1-(2-buten-2-yl)-",9650966.322,20988530.42,6368555.699,90794998.7,2460408.936,3381711.912,7025532.954,24085533.76,11431877.41,0,0,0,0
"Benzaldehyde, 2,5-dimethyl-",62655.59113,92042.80248,30883.29227,19734.72254,33028.70546,12110.66855,33509.2416,103394.288,34558.41023,196626.6573,176591.822,191217.3215,16329.83931
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",0,0,0,0,0,0,0,0,0,27642.98076,47497.78133,0,0
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",619770.4396,839304.5263,0,705158.6937,0,853200.2013,410198.766,346892.4092,377958.6677,524694.9192,128382.2426,95695.50775,276537.5212
"Benzene, 1,3-bis(1,1-dimethylethyl)-",0,0,0,0,0,0,0,0,165808.6312,0,1453867.436,0,1514598.672
"Benzene, 3-cyclohexen-1-yl-",180399.9368,144230.2504,126529.6532,109805.5334,69465.31783,158612.7893,67632.58108,142194.141,179311.357,22982.69023,24344.43675,13809.5711,0
"Benzene, 4-ethenyl-1,2-dimethoxy-",5484.795424,4678.864469,9580.878865,3566.492102,5575.992974,6908.076038,4880.615101,20106.2762,6725.287304,19870.89873,10530.44945,0,4288.729679
Benzeneacetamide,0,0,0,0,0,437891.4164,598722.3217,1278365.968,0,1328549.675,1316718.783,523165.3683,0
Benzeneacetic acid,26803.93281,68007.11978,35713.23544,35864.96195,42223.05178,3562.983053,40030.4912,56322.21639,54945.85235,487669.9226,451600.623,186590.9541,30751.16759
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",1081649.969,0,0,31993308.32,0,0,243868.1195,370842.3821,2380842.167,33325009.96,18607839.98,4959829.441,0
"Benzenemethanamine, 2,3-dimethoxy-",0,0,0,0,0,47172.21722,0,54872.53886,0,997.3906653,921.7004185,0,0
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",1740960.821,2581912.634,2083393.929,2664779.407,3199557.715,1999818.849,1983977.895,2677058.21,1836632.365,3755797.293,2694012.304,0,0
Benzenepropanoic acid,1009105.584,1124817.402,3552376.159,0,11080825.9,1873667.007,5734655.268,8962391.053,1683097.697,200200.4999,205568.2381,286948.4364,0
"Benzimidazole, 5-trifluoromethyl-2-methyl-",63485.03787,45524.75153,45164.44061,101646.9021,70648.0872,68032.04658,53426.32994,49786.33261,68422.84128,45551.77624,49156.97543,57942.09987,68258.00284
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",796.673955,3413.73444,0,0,876.9777379,1274.944388,2904.096116,8143.908654,2664.475601,250.8692933,405.0458369,92.81154716,0
"Benzoic acid, methyl ester",426330.8945,431422.1011,438425.9393,422615.3968,448459.2262,434751.715,431961.1266,536186.1525,462121.5053,414073.8156,2054012.108,1004255.077,436637.141
"Benzoic acid, pentadecyl ester",12210.07446,71831.58775,30014.56515,35626.82113,65686.47554,67605.16392,21910.84473,0,75028.00921,69224.89554,57521.43312,53102.42462,47808.83444
Benzoic Acid,289898.7685,446916.7982,322444.1285,296682.3435,397449.8795,415000.0943,292152.0921,367228.5231,679445.1283,240571.1416,242488.2312,258192.4368,2153593.514
Benzoin,0,0,0,573640.5292,0,0,0,0,0,171915.6451,0,0,0
Benzophenone,10414.60408,14162.49848,9696.14163,54282.85041,24523.41135,42288.79903,39195.06932,30939.31247,11223.88797,39096.25978,38515.45615,32380.37357,25601.70549
Benzyl alcohol,8994233.98,9870455.003,10086700.45,12500527.48,7535204.899,8364497.387,8877155.259,10805440.63,9180103.175,8403481.411,8830219.936,7701412.268,6606254.03
"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",215337.2013,312898.9938,1132783.788,26267.42736,182127.5618,0,534756.0573,1720740.729,309971.2261,2374326.32,0,1853608.39,0
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",1092.543131,0,1430.83118,3350.381151,3242.817992,0,670.6916543,923.240142,4511.399759,0,0,0,8855.896185
beta-D-Glucopyranose,643525806.6,451006737.9,1694551540,0,0,332946856,723088565.3,934509921.1,769011081.3,0,0,0,30499420.24
beta-Hydroxypyruvic acid,12441.44901,17031.45339,1275.898666,11052.37941,4024.682842,2339.74387,22063.22829,13498.51503,36133.72859,0,0,0,0
beta-Lyxopyranose,0,0,0,0,55145.40529,0,4445.999578,0,0,0,11515.02837,0,134562.9587
beta-Methylphenethylamine,22467.78327,35552.31791,15501.27456,73579.72085,96509.46122,0,163171.792,42959.98583,0,0,1508024.047,0,0
 5-Hydroxyhexanoic acid,421.7509953,942.217908,1113.223556,895.8271178,2488.349522,470.9962713,962.8054033,1972.449756,659.3611047,14746.16282,3872.769062,4903.092931,0
Bis(trimethylsilyl)acetylene,3914541936,0,0,4460901407,0,0,3248027026,3163392723,0,1130488325,1093143499,934642524.2,0
Bis(trimethylsilyl)histidine,0,0,0,0,0,0,0,0,0,0,19627370.8,10728843.52,2474947.558
Boric acid,1229842.258,5071670.596,421456.5542,0,876410.2851,702465.6017,1642237.981,164229.508,177352.7299,182211.7936,181875.2857,147917.7281,452804.9198
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",0,0,0,0,0,0,0,0,0,0,0,0,0
Butanedioic acid,85213222.7,103340341.9,0,364924481.2,190786947.9,101362354,168603380.9,359997821,108983488.6,477701169.4,258228902.7,333960905.7,92684109.6
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",0,804871.2216,1172022.363,2882420.237,2378236.294,523946.5957,2607005.653,2141700.094,775581.0705,0,1247239.854,0,1954952.869
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",46965.40255,64728.67977,70464.22221,45425.83377,35388.30233,54478.30221,53063.85762,61798.47794,64640.21927,0,0,0,0
Butylated Hydroxytoluene,385195.1389,441733.0801,460351.6479,28573.63839,538460.702,525977.0034,596769.7458,908999.7405,769016.5286,561471.3342,431075.9611,1900690.034,394760.0109
Butylmethylamine,73172.19328,108773.9197,64309.20174,67479.55273,53848.21811,40927.36593,106933.9552,47446.24425,20045.04486,0,0,0,124315.7436
Butyrovanillone,0,395739.932,0,0,0,0,98010.77223,0,0,390702.3059,0,0,0
Cadaverine,1687.970371,0,0,0,0,1477.711959,0,0,0,38195.45924,17708.16431,15404.21114,0
Campesterol,583411.5852,482968.0547,829844.2101,1141017.379,345920.5825,125006.2727,763878.853,787311.2899,498377.7744,713119.6046,1207611.466,1073513.877,777923.5878
"Carbonic acid, eicosyl vinyl ester ",0,0,0,0,0,0,0,198620.6522,0,783588.2033,481686.7037,291516.7356,87999.34613
"Carbonic diamide, N,N'-dibutyl-N'-methyl-",62206.30309,86835.75314,77417.93075,104852.4098,76846.96632,88483.90833,85844.13829,94878.90482,87122.43876,1515361.041,0,1554656.286,0
Carfentrazone-ethyl,0,0.234947901,0,0,0,0,0,0.307886965,0,0.214581896,0.161532723,0.169600548,0
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",42821.57094,144103.209,46008.90878,11796.72726,18840.6978,39841.03543,126038.3534,167725.4283,35209.37056,22595.31705,13022.00603,5219.961938,0
"Cetaben, N,O-bis(trimethylsilyl)-",301807.0519,0,390982.191,588995.4957,644649.9349,410825.2969,111647.2962,270966.7875,963476.4823,0,0,0,2643139.259
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",15983464.16,11750338.74,27533811.11,30325369.96,0,25262906.85,6238241.972,8150945.45,28237348.28,0,0,16268136.32,45847451.36
"Cholest-5-ene, 3-(1-oxobuthoxy)-",0,0,0,0,0,0,0,0,0,0,0,269.8943766,0
"Cholest-7-en-3-ol, (3beta,5alpha)-",2086.253692,2707.223186,7343.836411,17410.61804,1303.530913,3297.027918,2848.196134,4551.131826,3473.074366,0,4732.710281,0,882.7867796
"Cholesta-2,4-diene",899.8845831,0,1620.101041,2402.560249,981.1176181,1500.873051,1619.152794,0,1470.86799,0,133.9766084,21.69100555,127.4024689
"Cholesta-3,5-dien-7-one",3897.544397,655969.8538,110250.5934,2561.017069,76111.03606,15008.00404,54973.80562,419027.1057,13397.09967,56974.46806,1338208.293,0,0
"Cholesta-3,5-diene ",294162.9964,403715.94,580270.0534,710438.4268,515905.8503,502386.8917,514870.8042,431256.7447,63880.53131,3435816.089,144672.732,1098467.824,91879.77718
"Cholesterol, pentafluoropropionate",0,0,849.6046044,0,0,0,235.8171497,1592.722544,0,0,157.9455291,234.9080593,0
Cholesterol,260082.6493,638930.9986,194472.2481,971113.0755,93332.73676,183890.1317,344439.6145,206967.7451,98200.35072,766780.3731,595609.803,899754.6213,1573297.07
Cinnamic acid,3813.95645,4078.569549,12636.70798,1656.60848,16619.87894,8943.976864,0,0,5579.087391,0,15093.93881,16341.01435,0
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,0,1630.401135,384.4410358,0,215.8954343,0,0,1008.244577,0,0,0,146.585878,0
"cis-4,5-Dihydroxy-o-dithiane, 2O-",243711.3046,267647.6357,304962.9484,361458.41,200132.0911,300536.0326,297347.1925,325949.4054,321774.8759,305635.3684,359804.1759,322896.3211,304363.5474
Citric acid,0,0,0,0,0,0,0,4122726.747,0,7449950.296,8104917.594,6505498.328,4400617.832
Cyclo-(l-leucyl-l-phenylalanyl) ,0,270.6115057,0,14180.15345,0,0,0,1119.993903,0,44711.09265,17271.61827,0,0
Cyclo(L-prolyl-L-valine) ,475676.4746,441261.5779,0,2369519.373,0,0,86860.59425,254208.1557,165420.5107,10601454.83,5996758.124,5324266.841,0
cyclobutanecarboxylic acid,277983.8969,1773595.926,870082.1433,294896.5425,419164.1781,369630.4346,245500.1322,2558015.135,318336.829,2791724.579,11748630.14,972597.3345,900265.3948
Cyclobutanol,3133183.801,2993426.635,3284562.755,3493290.441,3192095.646,2955707.885,3154511.695,3466425.938,2649997.544,0,7812024.951,0,11346377.49
Cyclohexanol,32369.38015,36969.26132,39698.39462,42161.55708,32850.80415,32141.49638,30562.98452,34056.36672,29065.55321,32984.10824,33690.74069,20706.54851,44604.92868
"Cyclohexanone, 3,3,5-trimethyl-",16354988.01,21767551.33,18504653.02,19148509.41,14858677.36,20698355.78,18382840.79,12732600.92,27834058.08,15754994.64,16362582.41,22445539.84,19063719.69
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",2257687.596,1624542.666,0,544455.0942,0,2439470.528,0,2266770.022,0,0,0,0,0
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",67383.0017,43036.7811,14894.53466,96164.49155,2800.502143,21748.3501,21014.0152,85391.22331,44393.43013,0,0,0,0
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",1925.200775,22790.91352,9700.735547,12265.78032,25298.73916,29009.03646,0,8993.78318,28391.59582,14291.94776,12489.29681,0,22199.72828
"Cyclopentanone, 2,2,4-trimethyl-",699080.3509,720679.8744,775316.3036,843788.232,724082.4892,748635.6824,706888.0728,732527.9953,743762.828,0,0,0,0
D-(-)-Citramalic acid,0,0,0,0,963.5093916,0,0,0,0,259.6075,0,0,0
"D-(-)-Fructofuranose, pentakis",0,0,0,0,0,0,0,0,0,828329.6799,354684.2507,0,0
"D-(-)-Lyxose, tetrakis",0,619654.845,1423535.129,69012.47361,0,0,1710000.926,0,938114.2612,652391.5273,567256.7829,83772.39528,46217.96766
"D-(-)-Ribofuranose, tetrakis",834240.3435,66123.39437,1716156.765,281489.3257,1149706.98,0,1474541.186,2702317.653,0,3089536.409,0,0,723210.7298
D-(+)-Glucosamine,0,402272.4889,0,0,0,469594.6028,0,0,0,4181555.893,1612494.905,2213764.092,0
"D-(+)-Ribono-1,4-lactone (R,S,R)-",0,461.2294466,0.678049315,2317.847512,0,2912.713163,0,0,0,0,0,0,337.8259772
"D-(+)-Talofuranose, pentakis",35723.93932,0,0,47136.21698,0,0,1233.909852,0,104385.623,63963.7865,52552.26527,95263.63721,176431.7496
"D-(+)-Xylose, tetrakis",0,505374.7103,937715.5771,1791781.248,217123.9663,0,992427.5077,670042.5528,985806.0671,0,0,0,19240.82809
D-Arabinose,0,0,0,0,0,0,0,0,0,342.5405949,0,284.46401,1194.958792
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",8074158.227,842473.1355,49270876.99,31804.75957,3597115.095,10597984.34,757752.4422,27176329.52,25102567.96,15337023.79,21355668.02,16845716.12,8320627.848
D-Fructose,3623.872231,3514.533609,5697.68148,111.5830118,3109.144472,4060.104318,2810.487548,7631.709313,5737.978073,23606.16963,18157.6269,21556.65486,6121.342399
D-Fucitol,315705.9237,175229.5747,599445.3307,684384.808,102875.1474,262898.4116,247427.821,233694.268,619720.8886,0,0,0,0
"D-Isoleucine, N-acetyl-",443038.8962,539053.4055,1014484.838,1155155.423,419029.323,256483.6685,1201686.683,1915367.353,760570.1735,2664357.898,1717363.576,1463726.556,300637.2182
D-Leucylglycylglycine,0,0,0,15471361.85,0,0,0,0,0,8143373.798,0,847910.325,0
D-Mannose,435352537.6,370768783.3,623710951.9,0,0,0,0,561641434.7,360218120.2,0,0,0,14283674.21
D-Ornithine,0,0,0,3665501.858,0,0,0,0,0,3372539.315,3303309.009,1694330.386,868905.1256
D-Proline,55826.70798,122764.1422,0,630598.9424,0,0,96369.79666,0,0,0,0,0,0
"D-Psicofuranose, pentakis",8715435.974,6861326.11,7695469.633,8554799.795,3110086.845,5485195.08,11524677.65,11891735.88,7393982.025,0,0,0,573759.7865
D-Ribose,299660.6082,594597.6919,2310053.778,0,1518976.477,1014078.661,0,2042566.101,485616.2325,7944140.874,0,1076530.168,1698541.311
D-Threitol,11640.55794,8994.191889,0,0,0,0,0,0,0,306203.6472,657351.6784,231336.6284,57445.85359
"D-Xylofuranose, 1,2,3,5-tetrakis-O-",81424723.45,47908509.13,24621787.36,114231672.8,83112797.65,96466980.59,107544139.5,59533809.56,27009102.32,276467663.9,253079211.5,445243799.9,13696436.05
Decanoic acid,316030.8493,545929.8928,362216.3143,571041.8247,354161.189,578512.2217,350619.0371,471622.2089,492312.6516,0,0,498.0484749,0
Dehydronorketamine,17549.82653,457.093028,16195.27513,346.2261238,0,80715.0679,11571.42821,0,42223.22507,0,0,0,0
Delorazepam,0,179097.0673,0,5835855.951,0,0,127735.6157,0,0,1024363.015,0,635243.8465,725358.4173
Deoxycholic Acid,0,3142.44733,5194.74914,0,274565.0229,0,2766.221574,2423.461939,8695.699163,19951.45105,10573.53911,10095.44684,162284.6025
Desmosterol,6191.03084,6594.00517,13516.08141,12374.29346,3592.604627,8033.66415,8773.068822,11478.73916,12196.27694,0,9501.288243,7507.456131,6017.638403
Dicyclohexylamine,0,0,13537189.19,0,0,0,7876391.085,0,0,771359.9438,0,0,7305582.659
Dihydrouracil,4551478.247,7749264.723,5772144.203,10014149.23,3846130.611,3737084.047,4846664.44,8488015.814,5647450.934,54300608.59,39175247.21,27191903.45,7900340.924
Dimethyl fumarate,21188.43812,32030.67701,68666.13971,0,31444.92965,37191.41086,39361.14817,60833.3524,25758.52235,37819.15288,37341.26143,0,0
"Dimethyl hexopyranosiduronate, alpha-D-",0,0,0,0,0,391848.3448,0,0,3019841.656,1600475.709,1545285.638,4616688.376,310327.5498
Dinoseb ,0,0,0,17294.02678,0,0,0,0,0,1029.642311,890.083598,489.6241812,1012.213679
Diphenyl ether,21176.73611,28052.12832,46577.92879,56069.14766,21814.64814,47049.07715,29426.19885,42294.04132,20545.39106,42273.64342,36444.47969,36407.66065,36718.79408
DL-Glyceraldehyde,5876.350094,6993.137498,16055.92015,0,8360.878373,12281.2869,14913.84777,0,0,48252.13789,28077.73517,0,0
DL-Ornithine,4674259.206,2477128.205,1907306.758,2509759.953,1285939.941,2149836.263,2944182.446,2267660.045,1829829.009,17741525.89,32969807.15,10779662.98,2757507.659
DL-Phenylalanine,768730899.4,1469567222,638757663.4,3737983222,1108708974,614351605,1566099687,1649109647,775824658.7,7689978710,7537540917,4654042371,2077572737
"DL-Proline, 5-oxo-",0,0,0,634399.693,0,0,0,0,0,4555.571714,14730.77832,14107.32022,13759.1154
Dobutamine,0,0,75637.54951,0,74598.68026,30638.61411,0,86641.0678,90626.41816,6195.732167,21479.07838,0,0
Doconexent,92845055.47,108116692.4,188139618.8,109819875.5,67366774.53,114150724.9,141554956.2,89730505.73,148629506.3,719371633.7,779387257.3,1094181203,0
Docosyl octyl ether,0,0,0,0,0,0,1719525.185,1734120.595,369766.4717,533956.4686,655439.0732,288219.3619,375419.2194
Dodecanamide,3275959.844,5290930.637,4866514.885,17838821.04,8084601.434,2249597.615,9195640.366,6063812.906,4559625.023,0,103630182,0,0
"Dodecanamide, N-(2-hydroxyethyl)-",1571811.862,1425501.89,1607953.808,1865767.431,1088305.805,1738759.136,1605780.128,1623467.321,1964409.659,0,0,0,0
"Dodecane, 4,6-dimethyl-",0,0,0,0,0,1981594.094,0,0,23735628.26,4590838.229,4165550.529,2622975.645,2338969.339
"Dodecanoic acid, 1-methylethyl ester",11093.63047,8011.892227,0,10669.86459,3860.321942,0,7934.033448,8369.897213,0,0,0,34837.28374,5698.134979
Dodecanoic acid,436849.5435,463075.3441,322491.1942,1155244.494,505533.5348,0,473014.3095,623794.3302,469644.9096,453943.891,536864.2507,407367.8347,424682.0717
Dodecylcyclohexane,0,0,3929548.447,0,5274638.753,0,4538066.665,0,3739615.521,0,0,0,0
Dopamine,34131352.8,28584491.18,31772496.8,33892796.86,16119490.44,2460.666627,21235694.38,55969392.77,0,14010528.87,0,83715202.14,0
Ecgonine,820388.9549,1138689.369,402380.4013,0,0,407352.5017,0,1378491.122,606020.5602,0,0,0,0
Eicosapentaenoic acid,541695.6032,0,0,0,0,0,0,0,0,604224.0305,0,1151796.149,0
Erythritol,11407089.49,10098331.78,12531462.45,9289305.527,109616.1108,9223342.47,10944814.91,883744.9769,13642462.12,0,29911194.14,21559596.23,4425858.831
"Erythrono-1,4-lactone, (Z)-",614644.5053,840634.0491,852380.9236,517226.0418,697888.6969,921170.9979,1680526.465,1498496.091,568644.2221,3669597.698,3032490.834,3167886.399,307178.4528
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",2428.777044,0,0,0,0,0,3059.859748,4095.550035,0,0,0,0,0
"Ethanol, 2-(9-octadecenyloxy)-",7353.703529,6698.980991,6885.444725,7706.641632,6041.858841,7274.85083,1454.402079,7041.030611,0,5442.945671,2982.993023,2636.692583,0
Ethanolamine,663241641.1,1192913436,878409946.3,1565499.962,1108888936,744918774.8,1072680657,1918467208,1053088402,9087324226,4630555316,7329484278,779985526.3
"Ethanone, 1-(2,5-dimethoxyphenyl)-",177428.7196,182118.6285,259856.2917,70013.17868,169306.1135,225224.7306,211812.1028,359991.149,175880.995,303862.9807,294096.0472,201207.9079,30089.70338
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",926.8435868,3714.753165,6220.165405,0,3190.827648,5240.843343,4952.199889,7288.167176,3618.075467,0,0,0,4962.843884
Ethyl alpha-D-glucopyranoside,0,0,28641.12413,0,57778.96608,0,0,0,6565.546019,193.4775987,629.2523941,0,0
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,9147833.395,5446381.234,10558155.99,8836556.868,8273129.072,10343346.12,10368458.95,10586196.52,12591521.86,10436900.58,3252858.37,5152276.884,6023814.158
Fenitrothion,3237797.241,6236552.095,7852891.201,5507543.361,6778964.556,6866933.526,10432415.76,12507068.18,6751668.117,7587886.383,6839166.313,1931063.378,2029965.155
"Furan-2-carboxaldehyde, 5-(1-piperidyl)-",0,0,0,17223.28422,0,0,0,0,0,0,0,0,13.35743407
"Furan, 2-pentyl-",0,259800.7501,211165.7099,45758.74858,151088.5172,0,123054.7681,253841.9241,0,0,681427.4048,0,0
Galactopyranose,103370.8437,206217.6911,188857.6453,138875.0028,262205.3993,135167.5754,160625.6325,286385.2191,127863.2159,7194.911736,2276.049281,198413.2256,99641.49628
Gln-Ala,0,0,1640255.753,398523.2702,0,0,0,0,0,0,0,0,0
Glucopyranose,0,0,0,0,0,0,0,0,227196934.5,12906230075,11282852800,15761884766,11605159822
Glucose,489865.4759,2509.425243,15018068.91,0,87842.19647,77764.78627,34757.79782,6383499.478,1774136.834,0,6088782.142,15380485.51,0
Glyceric acid,39499824.5,96327991.91,64769696.32,42566169.22,20906880.82,45627665.36,86219994.9,121533018.5,52556200.23,0,0,0,0
Glycine,1967254.061,2063907.591,1681504.777,64558352.23,742536.4183,1089388.124,1384757.705,7307818.125,2747144.716,289764764.3,216803238.3,102948232.6,213628083.1
"Glycine, N-(1-oxobutyl)-",374529.7918,208629.8317,4050981.311,5309178.914,1593886.651,1270833.825,10417227.32,19245267.5,637530.9164,8097924.117,3441755.616,9848375.688,414053.9415
"Glycine, N-(N-DL-leucylglycyl)-",0,0,0,0,0,949926.4192,0,0,3025196.808,0,0,0,0
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",1219999.828,1361375.207,4564956.89,4622510.947,0,3628436.897,6584338.302,7737185.187,1906092.813,18937278.35,17237728.67,16510852.45,1682160.01
Glycolic acid,41705024.08,51517329.71,52300236.1,48235249.69,37294584.8,46095546.19,44238122.1,54061327.7,53078707,169912106.4,151606930.7,151632914.1,29304020.32
Glycyl-l-glutamine,0,114397.0846,0,166424.1998,0,0,0,0,0,2387149.673,2677174.402,1065130.915,0
Glyoxime,237903.8005,419087.6536,377383.6211,186406.9211,258221.1013,304988.5896,334902.8992,491919.9134,317650.8015,1110448.854,1193351.074,850082.1906,426777.8939
Guanabenz,87914623.29,236591720.5,88807686.91,264171490.1,134896111.5,36385416.28,131191694.7,63401444.78,21163929.41,0,0,0,211580570.3
"Guanidine, N,N-dimethyl-",69456402.06,87642340.52,62936107.51,79903347.29,56906806.85,52566003.59,76816482,48427528.66,49292443.24,46113911.04,53818085.53,51076421.65,54762309.64
"Gulonic acid, gamma-lactone",0,0,0,496171.9304,0,0,21383.43359,437947.8658,0,0,0,0,0
Heptadecanoic acid,7152389.199,7018101.09,7758415.612,7559762.637,6798628.675,8188479.677,8205530.234,10222574.76,6773192.727,14732560.77,17900090,14753344.78,7526768.896
Heptanoic acid,502741.3595,1160866.629,413875.4128,568873.3623,532392.2659,875779.5531,339713.8411,733471.3155,511945.4034,353933.6244,592492.196,442400.8291,424124.8544
Hexanedioic acid,246094.101,332938.1639,246873.3632,250367.54,1001815.282,504334.3798,235975.8948,421421.5601,319061.5125,655996.742,719461.8847,683646.5693,186154.4839
Hexanoic acid,9796631.871,101232796.5,26628362.63,11883524.56,26936976,15173436.05,16195910.26,57078233.25,15452259.28,31742917.87,83681360.86,32744263.06,32022268.48
Hexanoylglycine,2203.587387,5138.674554,34722.92325,22116.76013,20130.97945,4309.531762,41718.89488,75075.50001,15906.69782,94104.8408,47386.82384,47706.28919,8784.501442
Hippuric acid,2250722.267,2170141.259,5724249.349,1655329.849,3213011.951,5883664.317,3481766.824,5079477.383,2027576.81,6700950.214,7653746.605,6016293.07,2527327.979
Homocysteine thiolactone,3837.609909,12526.65732,9083.368335,59240.60637,4563.868305,6928.502193,8834.608408,10475.03048,23784.81034,720697.8641,547642.9191,269433.3558,0
Hydantoic acid,0,0,0,0,0,0,0,0,1050480.636,5691446.08,0,4896712.754,0
Hydracrylic acid,2506803.832,2340746.538,3311665.254,1882322.487,2629622.532,1992486.103,3054366.914,3094544.98,3017339.508,10185125.33,6952808.795,7582489.41,1615767.506
Hydroquinidine,30775.44527,155464.0083,28740.92236,101780.6253,0,20071.42317,38040.24749,156254.4769,21179.47596,0,52788.47179,40564.68244,0
Hydroquinone,191488.4666,366681.8094,231177.9587,93184.47835,149396.7027,271114.2996,219759.0146,253477.3308,218343.3119,1023302.321,1560752.707,0,0
Indole-3-carboxaldehyde,0,0,0,0,0,0,4123.918439,18248.19506,54425.99602,274473.1297,156395.7007,171733.6905,0
Indole-3-lactic acid,4052354.635,1326741.181,703963.1029,14137854.02,1017239.789,0,1291763.759,7058171.517,4381509.068,25097160.19,0,0,16689404.94
Indole-5-carboxylic acid,6461.708353,1061.643428,10021.26936,7413.297226,11197.02348,12995.4077,1768.606527,11001.51621,16093.25766,57598.96695,71988.55589,42654.92408,0
"Inosose-2, 1,3,4,5,6-pentakis-",9851296.012,9480556.934,4296831.941,12389452.42,8722751.311,7994667.946,10281267.99,12457329.55,8036724.785,21296131.3,24394494.58,25830513.76,11928015.59
Isofucosterol,0,0,3904.583453,0,1502.336551,2857.067653,0,3687.805301,1976.31268,1220.817808,5879.869321,5537.348389,6765.446561
Isonicotinic Acid,2478309.324,2746278.719,2868793.937,2898504.533,2377788.475,2665364.195,2616802.361,3063359.153,2840244.216,18019.01145,0,16281.54627,0
Isopropyl palmitate,0,0,3353.26627,5049.606235,6354.113692,0,0,0,6195.074527,1813.482403,1972.338092,2021.543588,1952.324429
