cpx_gene,pls_metabolite,edge_dir
ENSMUSG00000026687-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000064294-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000021482-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000023249-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000022561-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000097626-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000030605-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000042349-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000056598-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000095677-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000038990-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000025437-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000021686-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000002844-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000021215-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000031112-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000050321-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000052566-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000028030-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000034579-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000042831-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000105970-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000090110-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000048106-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000047067-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000047181-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000038880-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000085207-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000024190-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000005575-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000034768-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000030697-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000031970-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000037646-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000077767-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000055239-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000025869-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000004085-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000005609-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000054717-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000029438-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000002324-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000030403-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000089875-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000020491-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000029551-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000086851-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000037110-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000097318-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000048330-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000045284-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000024873-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000067148-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000006800-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000014846-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000046806-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000023826-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000000127-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000028811-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000034957-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000049287-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000018707-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000005699-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000020219-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000022774-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000026113-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000027646-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000038827-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000037408-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000020899-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000021000-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",-1
ENSMUSG00000056938-P,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",1
ENSMUSG00000027374-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000028991-P,"Benzoic acid, methyl ester",1
ENSMUSG00000044224-P,"Benzoic acid, methyl ester",1
ENSMUSG00000069727-P,"Benzoic acid, methyl ester",1
ENSMUSG00000049097-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000070348-P,"Benzoic acid, methyl ester",1
ENSMUSG00000002319-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000026273-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000020308-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000102840-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000058756-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000028655-P,"Benzoic acid, methyl ester",1
ENSMUSG00000106032-P,"Benzoic acid, methyl ester",1
ENSMUSG00000005514-P,"Benzoic acid, methyl ester",1
ENSMUSG00000023243-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000052751-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000064370-P,"Benzoic acid, methyl ester",1
ENSMUSG00000003527-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000025410-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000044296-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000032724-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000026483-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000032301-P,"Benzoic acid, methyl ester",1
ENSMUSG00000024170-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000030058-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000022711-P,"Benzoic acid, methyl ester",1
ENSMUSG00000038644-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000004040-P,"Benzoic acid, methyl ester",1
ENSMUSG00000019897-P,"Benzoic acid, methyl ester",1
ENSMUSG00000031451-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000036819-P,"Benzoic acid, methyl ester",1
ENSMUSG00000001687-P,"Benzoic acid, methyl ester",1
ENSMUSG00000041438-P,"Benzoic acid, methyl ester",1
ENSMUSG00000029790-P,"Benzoic acid, methyl ester",1
ENSMUSG00000008140-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000001855-P,"Benzoic acid, methyl ester",1
ENSMUSG00000030979-P,"Benzoic acid, methyl ester",1
ENSMUSG00000022463-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000026784-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000027690-P,"Benzoic acid, methyl ester",1
ENSMUSG00000106718-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000024491-P,"Benzoic acid, methyl ester",1
ENSMUSG00000055044-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000091549-P,"Benzoic acid, methyl ester",1
ENSMUSG00000058492-P,"Benzoic acid, methyl ester",1
ENSMUSG00000026029-P,"Benzoic acid, methyl ester",1
ENSMUSG00000027706-P,"Benzoic acid, methyl ester",1
ENSMUSG00000019699-P,"Benzoic acid, methyl ester",1
ENSMUSG00000020477-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000023249-P,"Benzoic acid, methyl ester",1
ENSMUSG00000072704-P,"Benzoic acid, methyl ester",1
ENSMUSG00000046947-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000104339-P,"Benzoic acid, methyl ester",1
ENSMUSG00000022812-P,"Benzoic acid, methyl ester",1
ENSMUSG00000068762-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000054364-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000066113-P,"Benzoic acid, methyl ester",1
ENSMUSG00000070319-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000024472-P,"Benzoic acid, methyl ester",1
ENSMUSG00000007476-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000034579-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000065799-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000029840-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000105607-P,"Benzoic acid, methyl ester",1
ENSMUSG00000067928-P,"Benzoic acid, methyl ester",1
ENSMUSG00000034786-P,"Benzoic acid, methyl ester",1
ENSMUSG00000047371-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000024190-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000038064-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000034768-P,"Benzoic acid, methyl ester",1
ENSMUSG00000056952-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000030697-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000024191-P,"Benzoic acid, methyl ester",1
ENSMUSG00000039715-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000007379-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000030352-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000049571-P,"Benzoic acid, methyl ester",1
ENSMUSG00000017831-P,"Benzoic acid, methyl ester",1
ENSMUSG00000025478-P,"Benzoic acid, methyl ester",1
ENSMUSG00000064246-P,"Benzoic acid, methyl ester",1
ENSMUSG00000004085-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000029438-P,"Benzoic acid, methyl ester",1
ENSMUSG00000024002-P,"Benzoic acid, methyl ester",1
ENSMUSG00000006476-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000022199-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000044365-P,"Benzoic acid, methyl ester",1
ENSMUSG00000028890-P,"Benzoic acid, methyl ester",1
ENSMUSG00000040242-P,"Benzoic acid, methyl ester",1
ENSMUSG00000039959-P,"Benzoic acid, methyl ester",1
ENSMUSG00000020297-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000061689-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000022427-P,"Benzoic acid, methyl ester",1
ENSMUSG00000020553-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000031198-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000001014-P,"Benzoic acid, methyl ester",1
ENSMUSG00000018570-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000027957-P,"Benzoic acid, methyl ester",1
ENSMUSG00000051297-P,"Benzoic acid, methyl ester",1
ENSMUSG00000078486-P,"Benzoic acid, methyl ester",1
ENSMUSG00000022674-P,"Benzoic acid, methyl ester",1
ENSMUSG00000025894-P,"Benzoic acid, methyl ester",1
ENSMUSG00000030201-P,"Benzoic acid, methyl ester",1
ENSMUSG00000035539-P,"Benzoic acid, methyl ester",1
ENSMUSG00000027710-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000031637-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000043411-P,"Benzoic acid, methyl ester",1
ENSMUSG00000018171-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000086769-P,"Benzoic acid, methyl ester",1
ENSMUSG00000031617-P,"Benzoic acid, methyl ester",1
ENSMUSG00000046806-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000016487-P,"Benzoic acid, methyl ester",1
ENSMUSG00000036197-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000022751-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000070643-P,"Benzoic acid, methyl ester",1
ENSMUSG00000022568-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000022010-P,"Benzoic acid, methyl ester",1
ENSMUSG00000042594-P,"Benzoic acid, methyl ester",1
ENSMUSG00000019933-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000102664-P,"Benzoic acid, methyl ester",-1
ENSMUSG00000027374-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000042626-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000028412-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000032216-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000025979-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000051343-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000044224-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000030216-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000033237-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000039253-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000031916-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000025477-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000022781-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000030060-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000027642-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000105382-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000049097-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000070348-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000026273-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000061533-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000028655-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000086610-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000037262-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000015461-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000070705-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000032482-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000052751-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000035934-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000026333-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000003527-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000019907-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000025410-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000004895-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000025934-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000028273-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000026520-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000083899-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000026623-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000056215-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000038859-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000026483-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000032301-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000010607-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000028885-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000059495-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000024170-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000030058-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000028772-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000035133-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000025060-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000013858-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000020777-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000024150-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000030016-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000005510-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000020496-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000032641-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000022711-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000062937-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000018372-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000017405-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000040158-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000019897-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000030691-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000032555-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000035640-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000024168-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000001687-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000029790-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000008140-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000000305-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000042010-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000036478-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000032238-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000030979-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000026784-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000027690-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000096971-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000024491-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000055044-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000032009-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000028041-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000043639-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000040701-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000041408-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000021254-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000064294-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000022312-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000020248-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000072704-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000031657-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000046947-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000022561-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000037742-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000031157-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000037012-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000056598-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000037736-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000104339-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000019464-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000024975-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000002844-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000022812-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000068762-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000031112-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000054364-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000050321-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000030256-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000045817-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000027523-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000029840-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000030268-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000026563-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000067928-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000047181-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000028701-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000061838-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000048175-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000041841-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000039157-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000038064-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000050856-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000056952-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000024191-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000034377-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000104682-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000022023-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000091183-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000030352-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000077767-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000031489-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000032306-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000025869-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000017831-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000025478-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000028032-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000029772-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000028599-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000022426-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000011831-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000004085-P,"Benzoic acid, pentadecyl ester",-1
ENSMUSG00000058351-P,"Benzoic acid, pentadecyl ester",1
ENSMUSG00000007739-P,"Benzoic acid, pentadecyl ester",1
