cpx_gene,pls_metabolite,edge_dir
ENSMUSG00000051297-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000078486-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000051285-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000098098-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000051510-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000027770-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000036815-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000030677-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000025789-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000030801-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000030201-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000016018-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000074994-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000022439-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000045767-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000043241-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000015748-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000020380-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000039145-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000015363-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000027680-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000035539-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000045284-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000043614-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000007570-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000033021-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000067148-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000006800-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000022843-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000038884-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000063801-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000059456-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000036202-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000014846-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000030611-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000034563-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000020886-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000008348-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000042659-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000021709-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000071650-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000024098-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000040661-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000016487-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000036197-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000105302-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000031513-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000033585-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000038058-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000026096-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000072662-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000023764-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000064340-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000019971-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000023826-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000024548-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000057440-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000024083-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000072763-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000030616-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000003949-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000085184-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000046714-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000000127-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000075256-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000025016-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000034957-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000025862-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000024800-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000078201-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000042506-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000101059-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000022629-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000033792-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000018707-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000018293-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000026527-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000093606-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000032307-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000062866-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000041685-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000031715-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000005699-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000019933-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000020219-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000022774-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000021149-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000048776-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000035173-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000038780-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000090247-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000009013-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000027349-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000027646-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000038827-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000020546-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000020330-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000019088-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000020074-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000037408-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000031776-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000024976-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000003199-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000066057-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000042699-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000032348-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000022177-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000024772-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000021000-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000056938-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000060279-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000030557-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000023118-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000021583-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000021990-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000036087-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000031479-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",1
ENSMUSG00000038135-P,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",-1
ENSMUSG00000027374-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000028412-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000024425-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000025979-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000035443-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000033900-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000030216-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000016495-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000033237-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000027536-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000039253-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000036371-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000041126-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000035295-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000057421-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000024941-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000002319-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000020108-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000022246-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000020308-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000050910-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000061533-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000058756-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000026309-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000026603-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000005514-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000040795-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000032482-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000023243-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000028959-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000064370-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000035941-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000036501-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000058420-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000025410-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000061718-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000024193-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000083899-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000001964-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000038859-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000032724-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000010607-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000050989-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000014195-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000028885-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000062044-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000019080-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000049624-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000003099-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000028772-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000020777-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000024150-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000043467-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000024921-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000056531-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000050493-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000032615-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000035873-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000020496-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000032641-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000056054-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000018372-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000039804-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000031451-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000029623-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000036819-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000017548-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000041438-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000001855-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000007892-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000000305-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000042010-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000021431-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000047264-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000036478-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000039323-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000021244-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000022463-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000026784-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000033487-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000087368-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000030782-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000032372-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000031864-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000058492-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000020080-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000040701-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000102687-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000022312-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000103657-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000026896-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000044317-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000021886-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000031157-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000040640-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000037736-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000031918-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000038717-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000021686-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000024975-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000029270-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000017697-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000025323-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000034863-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000068762-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000085197-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000091007-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000028700-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000054364-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000021957-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000052566-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000038084-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000028030-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000021676-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000027523-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000037716-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000024472-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000041308-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000034579-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000105607-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000044813-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000028977-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000090110-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000026563-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000047181-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000038880-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000053746-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000047371-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000085207-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",-1
ENSMUSG00000045302-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
ENSMUSG00000036435-P,"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene",1
