node1,node2
Gdap1-T,Trimethylolpropane-F
Dhtkd1-T,"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal-F"
Dhtkd1-T,Adipoyl-L-carnitine-F
Dhtkd1-T,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester-F"
Dhtkd1-T,Mevalonolactone-F
Gria4-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Carf-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Gls-T,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester-F"
Zfand2b-T,Glycine-F
Cfh-T,Adipoyl-L-carnitine-F
Csrp1-T,"2,4-Di-tert-butylphenol-F"
Csrp1-T,alpha-Hydroxyisobutyric acid-F
Csrp1-T,Ethanolamine-F
Tor1aip1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Cdc42bpa-T,Adipoyl-L-carnitine-F
Atp1b1-T,alpha-Hydroxyisobutyric acid-F
Sec16b-T,Cholesterol-F
Soat1-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Trdmt1-T,"2,4,6-Cycloheptatrien-1-one-F"
Trdmt1-T,Lignoceric acid-F
Spopl-T,Curcumin-F
Lrp4-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Vps39-T,"Benzoic acid, methyl ester-F"
Cpxm1-T,"2,2'-Bipyridine-F"
Mrgbp-T,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene-F"
Mmp24-T,Benzophenone-F
Rpn2-T,Aconitic acid-F
Slc7a11-T,"2,4-Di-tert-butylphenol-F"
Slc7a11-T,Lignoceric acid-F
Casq2-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Ctso-T,Phytanic acid-F
Iqgap3-T,"2,4-Di-tert-butylphenol-F"
Iqgap3-T,"2-Cyclohexen-1-one, 3-methyl--F"
Iqgap3-T,2-Pyrrolidone-5-carboxylic acid-F
Iqgap3-T,8-Methylnonanoic acid-F
Iqgap3-T,Butyric Acid-F
Iqgap3-T,Hydracrylic acid-F
Iqgap3-T,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)--F"
Iqgap3-T,"Oxymorphone, bis(trimethylsilyl) ether-F"
Iqgap3-T,Pentanoic acid-F
Iqgap3-T,Picolinic acid-F
Iqgap3-T,Propylene glycol-F
Iqgap3-T,Trimethylolpropane-F
Ndufaf4-T,L-Glutamic acid-F
Nans-T,Azelaic acid-F
Nans-T,Monocaproin-F
Nudt2-T,2-Pyrrolidone-5-carboxylic acid-F
Nudt2-T,8-Methylnonanoic acid-F
Nudt2-T,Cyclobutylamine-F
Nudt2-T,L-Glutamic acid-F
Nudt2-T,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)--F"
Nudt2-T,"Oxymorphone, bis(trimethylsilyl) ether-F"
Nudt2-T,Picolinic acid-F
Nudt2-T,Trimethylolpropane-F
Plin2-T,"3,5-Dimethylphenol-F"
Plin2-T,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine-F
Macf1-T,Norephedrine-F
Ccdc28b-T,alpha-Hydroxyisobutyric acid-F
Yars1-T,Azelaic acid-F
Errfi1-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Hycc1-T,N-Acetylaminoethanol-F
Dnajb6-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Agk-T,"2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol-F"
Wbp1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Wbp1-T,Trimethylolpropane-F
Ift122-T,alpha-Hydroxyisobutyric acid-F
Ift122-T,Ethanolamine-F
Psd3-T,Curcumin-F
Mtmr10-T,DL-Glyceraldehyde-F
Mtmr10-T,Glycerol-F
Mtmr10-T,Methyl lactate-F
Furin-T,Azelaic acid-F
Furin-T,Ethanolamine-F
Spns1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Rpgr-T,Phytanic acid-F
Heph-T,4-Methoxyphenol-F
Heph-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Heph-T,Trimethylolpropane-F
Flna-T,DL-Glyceraldehyde-F
Eif4ebp1-T,"2-Methylcyclohexanol, (Z)-F"
Eif4ebp1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Wwc2-T,L-Glutamic acid-F
Star-T,"3,5-Dimethylphenol-F"
Msmo1-T,L-Glutamic acid-F
Msmo1-T,Trimethylolpropane-F
Nr3c2-T,Lignoceric acid-F
Nek1-T,2-Pyrrolidone-5-carboxylic acid-F
Nek1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Nek1-T,Synephrine-F
Nek1-T,Uracil-F
Nek1-T,Xylazine-F
Sall1-T,"Cyclohexanone, 3,3,5-trimethyl-F"
Sall1-T,N-Acetyl-L-alanine-F
Rfx1-T,"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol-F"
Rfx1-T,L-Glutamic acid-F
Bean1-T,Adipoyl-L-carnitine-F
Vps4a-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Zpr1-T,Cholesterol-F
Il10ra-T,"Benzaldehyde, 2,5-dimethoxy-F"
Ddx6-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Dock6-T,Glycerol-F
Nptn-T,Aconitic acid-F
Mto1-T,Aconitic acid-F
Csnk1g1-T,Niacin-F
Rasa2-T,Phytanic acid-F
Me1-T,L-Glutamic acid-F
Kif9-T,N-Ethyldiethanolamine-F
Kif9-T,Norephedrine-F
Trib1-T,"2,4,6-Cycloheptatrien-1-one-F"
Trib1-T,alpha-Hydroxyisobutyric acid-F
Trib1-T,Ethanolamine-F
Lyzl4-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Mrpl3-T,Hydracrylic acid-F
Mier3-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Map3k13-T,Cholesterol-F
Cep350-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Gpbp1l1-T,"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal-F"
Gpbp1l1-T,Adipoyl-L-carnitine-F
Gpbp1l1-T,"N,N-Dimethyl-2-aminoethanol-F"
Tmem132c-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Cops8-T,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine-F
Pkd2-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Mrpl34-T,"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal-F"
Mrpl34-T,Cyclobutylamine-F
Mrpl34-T,Cyclooctylamine-F
Mrpl34-T,Picolinic acid-F
Mrpl34-T,Trimethylolpropane-F
Arhgap5-T,3-Amino-5-methylisoxazole-F
Zc3h12c-T,3-Heptanol-F
Zc3h12c-T,Trimethylolpropane-F
Vps13c-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Vps13c-T,"N,N-Dimethyl-2-aminoethanol-F"
Tsen34-T,Benzoic Acid-F
Grhpr-T,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine-F"
Lrfn5-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Lrfn5-T,Synephrine-F
Lrfn5-T,Xylazine-F
Atosb-T,Hydracrylic acid-F
Atosb-T,N-Acetylaminoethanol-F
Atosb-T,N-Acetyl-L-alanine-F
Atosb-T,Picolinic acid-F
Thap11-T,Aconitic acid-F
Rnf13-T,"2,5-Dimethoxybenzhydrazide-F"
Rnf13-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Rnf13-T,Adipoyl-L-carnitine-F
Zcchc12-T,4-Aminobutanoic acid-F
Zcchc12-T,Hydracrylic acid-F
4921524J17Rik-T,Adipoyl-L-carnitine-F
4921524J17Rik-T,"N,N-Dimethyl-2-aminoethanol-F"
Ss18-T,L-Glutamic acid-F
Fam91a1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Fam91a1-T,"Cyclohexanone, 3,3,5-trimethyl-F"
Fam91a1-T,N-Acetyl-L-alanine-F
Nudt22-T,Cholesterol-F
Ubr5-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Atp8a1-T,4-Methoxyphenol-F
Atp8a1-T,Adipoyl-L-carnitine-F
Ddhd1-T,4-Aminobutanoic acid-F
Dzip1l-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Crygn-T,Curcumin-F
Notch3-T,L-Glutamic acid-F
Scarf1-T,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate-F"
Scarf1-T,Butachlor ESA-F
Scarf1-T,N-Acetylaspartic acid-F
Scarf1-T,Suberic acid-F
Bend3-T,Monocaproin-F
Bend3-T,Oleamide-F
Kcnh2-T,"3,4,5-Trimethoxyamphetamine-F"
Atp5mf-T,Azelaic acid-F
Sema6c-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Sema6c-T,Trimethylolpropane-F
Ctu1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Rsad1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Zc3hc1-T,alpha-Hydroxyisobutyric acid-F
Ndst2-T,L-Glutamic acid-F
Myo9a-T,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether-F"
Plekhg5-T,"2,4,6-Cycloheptatrien-1-one-F"
Nhsl1-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Epcip-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Epcip-T,Trimethylolpropane-F
2310057M21Rik-T,2-Pyrrolidone-5-carboxylic acid-F
Ankib1-T,4-Methoxyphenol-F
Ankib1-T,Norephedrine-F
Wdr47-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Wdr47-T,Trimethylolpropane-F
Cfap69-T,"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]-F"
Cfap69-T,N-Acetylaminoethanol-F
Manea-T,"2,5-Dimethoxybenzhydrazide-F"
Manea-T,"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]-F"
Manea-T,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol-F"
Manea-T,Adipoyl-L-carnitine-F
Manea-T,Salsoline-F
Oaz2-T,Ethanolamine-F
Oaz2-T,Salsoline-F
Appl1-T,Butylmethylamine-F
Appl1-T,Monocaproin-F
Arhgef1-T,"2,4-Di-tert-butylphenol-F"
Arhgef1-T,8-Methylnonanoic acid-F
