ID,73,76,896,T0.7,T0.8,935,936,937,941,942,943,3297,3679,3681
"(2,5-Dimethoxyphenyl)acetone",16.55,13.783405868376024,15.564115838261683,16.027442504336406,15.396569884715458,14.221836516529187,15.396569884715458,14.77794148459306,15.794924887690245,16.10708189958663,15.684213392506413,16.649394651426014,16.38716185479659,17.504940337930993
"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",18.299161313868304,19.044780457273152,21.034151274871636,19.362057807890636,19.044780457273152,17.84805672565492,18.697253042531315,18.145516841146947,17.917954706335404,19.906286991796534,19.906286991796534,20.349076790547738,19.511528355008895,19.97707034884968
(4-Fluorophenyl)phenylmethanol,,,,,,,,18.57,,,,,,17.313901308851932
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",25.24824559925196,27.70606970193909,27.43959457552651,28.328763097489578,28.220824986859174,27.60464096162688,28.139723574834868,27.219348259596465,25.49180713491702,24.05947168021111,27.219348259596465,30.573336989554633,28.328763097489578,26.50
"3,4,5-Trimethoxyamphetamine",21.89766089201072,6.637474595960846,23.77270330773383,24.05947168021111,23.58421358825203,24.69908251133796,25.40480297318097,23.99000942053065,17.044039991717742,11.432133533201071,24.361767611067517,,17.044039991717742,14.443449973038478
Oxypeucedanin,,,,,,,,,,,,,,
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",,23.953297105679837,26.847106853477303,26.124112340107263,25.96252317418443,,24.49178928886131,23.920579189958953,,27.084943944408092,27.60464096162688,23.48414331026774,,23.99000942053065
"1-(2,4-Dimethoxyphenyl)-propan-2-one",16.78619280811605,18.145516841146947,18.47862430573337,18.766379142030807,17.917954706335404,18.145516841146947,,18.090663406345644,18.299161313868304,18.090663406345644,18.090663406345644,15.794924887690245,18.964499198463745,16.894290018224726
"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",25.313618060977973,24.79115846158777,24.304911461865277,25.582984946007972,24.69908251133796,25.96252317418443,25.656365949001593,25.313618060977973,25.050447238005177,25.49180713491702,25.49180713491702,25.24824559925196,25.49180713491702,25.741137750046672
"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",16.954735439681233,21.42405899916408,20.15904926976159,21.034151274871636,21.89766089201072,18.994720196960333,22.33603249982125,20.06047460317695,17.67570612907752,21.95,22.176682287677355,,21.278227382097494,22.176682287677355
1-(Cyclohexylmethyl)-4-piperidinylamine,,14.91150018039568,15.925482683255618,,7.548625323304745,14.021419364841742,8.64,10.101353297214953,,12.73466395698144,11.053448878828178,,15.794924887690245,13.17498269461429
1-(tert-Butyldimethylsilyl)-4-methyl-1H-pyrazole,18.87000098295748,18.53,18.816900848646984,19.236639097669983,18.145516841146947,18.40008695193352,18.766379142030807,18.53,18.964499198463745,18.40008695193352,18.40008695193352,18.92945649510279,18.766379142030807,18.87000098295748
"1,2,4-Butanetriol, (S)",,,,,,,17.42065695008917,,,,,,,
"1,2-Benzenedicarboxylic acid, butyl octyl ester",,,,,,,,,,,,,26.06651650878252,
"1,2-Bis(trimethylsiloxy)cyclohexene",,,19.906286991796534,,17.044039991717742,,,,,,,,,17.605330159289814
"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",12.340219003345362,,,11.999708944648896,13.019379474962218,,,,8.64,,,,,
"1,2-Cyclohexanediol, (Z)",17.259371352214917,16.267931772699097,17.313901308851932,17.259371352214917,16.548397760488008,16.649394651426014,17.259371352214917,16.894290018224726,16.649394651426014,16.78619280811605,16.548397760488008,18.994720196960333,19.12715709241501,
"1,3-Butanediamine",,,,,,,,,,,,26.023750424771674,,
"1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-",27.92524459775121,28.139723574834868,28.139723574834868,28.73936053878384,27.78907181958203,28.504702814838293,27.43959457552651,27.70606970193909,28.504702814838293,28.022288157553156,28.022288157553156,27.78907181958203,27.43959457552651,28.139723574834868
"1,3-Propanediol",,,,,,,,,,,,,,
10-Undecynoic acid,,,,,,16.027442504336406,,,,,,,,
"13-Docosenamide, (Z)",,,,,,15.564115838261683,,,,16.548397760488008,16.894290018224726,,,
1-Butanol,26.847106853477303,,,27.92524459775121,27.084943944408092,26.779800290688797,26.452360867753725,,,,,26.56725426205953,,27.084943944408092
"1-Heptanol, 2-propyl-",,,,,,20.776972835570746,21.034151274871636,19.906286991796534,20.437043584347983,20.776972835570746,20.06047460317695,,,
1-Hexacosanol,,,,,,,,,,,,,,
1-Octadecanol,13.019379474962218,,10.589741767314075,,3.026346101989217,6.637474595960846,11.432133533201071,6.033603261326804,10.101353297214953,8.959893012120764,,,11.73344589311528,
"1-Octanol, 2-butyl-",26.023750424771674,25.656365949001593,25.96252317418443,26.20,25.792817913981185,25.49180713491702,25.49180713491702,25.050447238005177,26.269939079141068,25.792817913981185,25.050447238005177,24.49178928886131,23.531915929861224,25.313618060977973
"1-Pentene, 1,3-diphenyl-1-(trimethylsilyloxy)-",,,,,33.78547332532239,,,,36.317196840651846,36.98883560312424,,,36.98883560312424,
"2(1H)-Quinolinone, 3-[3-(4-methoxyphenyl)-1-oxo-2-propen-1-yl]-4-phenyl",,,,,,,,,,4.918347381516454,,,,
"2(5H)-Furanone, 4-(hydroxymethyl)",18.53,18.766379142030807,18.766379142030807,18.964499198463745,18.92945649510279,18.47862430573337,19.511528355008895,18.697253042531315,18.090663406345644,19.511528355008895,19.31134104659928,19.97707034884968,19.558409329528477,19.906286991796534
"2-(Ethylamino)ethanol, N-acetyl",32.65987336076065,32.65987336076065,32.00781944442083,32.65987336076065,31.66895118660998,33.78547332532239,32.65987336076065,31.210365143144713,31.66895118660998,31.210365143144713,31.210365143144713,31.66895118660998,32.65987336076065,32.65987336076065
2-(Methylamino)ethanol,26.20,26.387010738920868,26.124112340107263,27.004989997162102,25.741137750046672,26.56725426205953,26.651849462366908,25.96252317418443,26.56725426205953,26.269939079141068,17.73101607564761,26.387010738920868,25.792817913981185,26.56725426205953
"2,2'-Bipyridine",21.566275994088834,21.36156896985457,21.278227382097494,21.566275994088834,20.85775323035947,21.151328125650917,21.566275994088834,20.629268756277405,21.36156896985457,21.151328125650917,20.437043584347983,21.63965483051689,21.42405899916408,21.36156896985457
