Metabolite 1,Metabolite 2,Spearman Coefficient,p-value,Values Counted
ENSMUSG00000026988-S,8-Acetyl-7-hydroxycoumarin,nan,nan,0
ENSMUSG00000026988-S,8-Methylnonanoic acid,-1.0,0.0,3
ENSMUSG00000026988-S,"9,12-Octadecadienoic acid (Z,Z)",nan,nan,0
ENSMUSG00000026988-S,9-Ethyl-N-(trimethylsilyl)-9H-carbazol-3-amine,nan,nan,0
ENSMUSG00000026988-S,"9H-Xanthen-9-one, 1-hydroxy-3,5,6-trimethoxy",nan,nan,0
ENSMUSG00000026988-S,"9Z-Octadecenoic acid, (2S)-3-[(hydroxymercaptophosphinyl)oxy]-2-methoxypropyl ester ",nan,nan,0
ENSMUSG00000026988-S,Acetic acid,nan,nan,3
ENSMUSG00000026988-S,Aceturic acid,nan,nan,0
ENSMUSG00000026988-S,Aconitic acid,0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Adenine,-1.0,0.0,3
ENSMUSG00000026988-S,Adipic acid,nan,nan,0
ENSMUSG00000026988-S,Adipoyl-L-carnitine,nan,nan,0
ENSMUSG00000026988-S,alpha-Hydroxyisobutyric acid,nan,nan,0
ENSMUSG00000026988-S,Allylescaline,0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Aminoguanidine,nan,nan,0
ENSMUSG00000026988-S,Aniline,-1.0,0.0,3
ENSMUSG00000026988-S,Azelaic acid,-1.0,0.0,3
ENSMUSG00000026988-S,"Aziridine, 1-(2-buten-2-yl)",nan,nan,0
ENSMUSG00000026988-S,"Benz[a]anthracene-1,7,12(2H)-trione, 3,4-dihydro-8-hydroxy-3-methyl-, (3S)",nan,nan,0
ENSMUSG00000026988-S,"Benz[c]acridine, 5,10-dimethyl",nan,nan,0
ENSMUSG00000026988-S,"Benzaldehyde, 2,5-dimethoxy",nan,nan,3
ENSMUSG00000026988-S,"Benzene, 1,4-dimethoxy",-1.0,0.0,3
ENSMUSG00000026988-S,"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)",nan,nan,0
ENSMUSG00000026988-S,"Benzene, 1-ethyl-3,5-dimethyl",nan,nan,0
ENSMUSG00000026988-S,Benzeneacetic acid,nan,nan,0
ENSMUSG00000026988-S,Benzenepropanoic acid,1.0,0.0,3
ENSMUSG00000026988-S,"Benzenesulfonamide, N-butyl",-1.0,0.0,3
ENSMUSG00000026988-S,"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",-1.0,0.0,3
ENSMUSG00000026988-S,"Benzoic acid, methyl ester",-1.0,0.0,3
ENSMUSG00000026988-S,Benzoic Acid,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Benzophenone,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Benzyl alcohol,-1.0,0.0,3
ENSMUSG00000026988-S,Biphenyl,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Butachlor ESA,-1.0,0.0,3
ENSMUSG00000026988-S,Butanedioic acid,-1.0,0.0,3
ENSMUSG00000026988-S,Butylmethylamine,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000026988-S,Butyric Acid,-1.0,0.0,3
ENSMUSG00000026988-S,Chlorobenzilate ,nan,nan,0
ENSMUSG00000026988-S,Cholesterol,-1.0,0.0,3
ENSMUSG00000026988-S,cis-2-Decenoic acid,nan,nan,0
ENSMUSG00000026988-S,Citramalic acid,-1.0,0.0,3
ENSMUSG00000026988-S,Crotonic acid,-1.0,0.0,3
ENSMUSG00000026988-S,Curcumin,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Cyclobutylamine,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Cyclocurcumin,nan,nan,0
ENSMUSG00000026988-S,Cycloheptanol,-1.0,0.0,3
ENSMUSG00000026988-S,"Cyclohexanone, 3,3,5-trimethyl",-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Cyclooctylamine,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,"Cytosine, N-(tert-butyldimethylsilyl)-",-1.0,0.0,3
ENSMUSG00000026988-S,Desmethylverapamil,nan,nan,0
ENSMUSG00000026988-S,Diacetyl monoxime,-1.0,0.0,3
ENSMUSG00000026988-S,Dibutyldodecylamine,nan,nan,0
ENSMUSG00000026988-S,Diclofenac,nan,nan,0
ENSMUSG00000026988-S,Diethylamine,-1.0,0.0,3
ENSMUSG00000026988-S,DL-Glyceraldehyde,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000026988-S,DL-p-Hydroxyphenyllactic acid,-1.0,0.0,3
ENSMUSG00000026988-S,"Dodecanoic acid, 1-methylethyl ester",-1.0,0.0,3
ENSMUSG00000026988-S,Dodecanoic acid,-1.0,0.0,3
ENSMUSG00000026988-S,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",-1.0,0.0,3
ENSMUSG00000026988-S,Durapan,-1.0,0.0,3
ENSMUSG00000026988-S,"Erythrono-1,4-lactone",-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Ethanolamine,0.0,1.0,3
ENSMUSG00000026988-S,Formamide,-1.0,0.0,3
ENSMUSG00000026988-S,Frangulin,nan,nan,0
ENSMUSG00000026988-S,Glabridin,nan,nan,0
ENSMUSG00000026988-S,Glyceric acid,nan,nan,0
ENSMUSG00000026988-S,Glycerol,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Glycine,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,"Glycine, tert.-butyldimethylsilyl ester",-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Glycolic acid,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Guanosine,0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Heptanedioic acid,nan,nan,0
ENSMUSG00000026988-S,Heptanoic acid,-1.0,0.0,3
ENSMUSG00000026988-S,Heptylamine,-1.0,0.0,3
ENSMUSG00000026988-S,Hexacosanoic acid,nan,nan,0
ENSMUSG00000026988-S,Hexanoic acid,-1.0,0.0,3
ENSMUSG00000026988-S,Hydracrylic acid,-1.0,0.0,3
ENSMUSG00000026988-S,Hydroxylamine,nan,nan,0
ENSMUSG00000026988-S,"Hymexazole, tert-butyldimethylsilyl ether",-1.0,0.0,3
ENSMUSG00000026988-S,Hypoxanthine,-1.0,0.0,3
ENSMUSG00000026988-S,Iminodiacetic acid,-1.0,0.0,3
ENSMUSG00000026988-S,Indoprofen,nan,nan,0
ENSMUSG00000026988-S,Isobutanol,0.8660254037844387,0.33333333333333326,3
ENSMUSG00000026988-S,Isonicotinic Acid,-1.0,0.0,3
ENSMUSG00000026988-S,Isopropyl palmitate,-1.0,0.0,3
ENSMUSG00000026988-S,Isopropylamine,1.0,0.0,3
ENSMUSG00000026988-S,Isosorbide,nan,nan,0
ENSMUSG00000026988-S,Ketamine,-1.0,0.0,3
ENSMUSG00000026988-S,"Kojic acid, bis(tert-butyldimethylsilyl) ether",-1.0,0.0,3
ENSMUSG00000026988-S,L-(+)-Threose,nan,nan,0
ENSMUSG00000026988-S,Lactic acid,nan,nan,0
ENSMUSG00000026988-S,L-Alanine,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000026988-S,L-Asparagine,nan,nan,0
ENSMUSG00000026988-S,L-gamma-Glutamyl-L-glutamic acid,nan,nan,0
ENSMUSG00000026988-S,Leucylglycine,0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Levulinic acid,-1.0,0.0,3
ENSMUSG00000026988-S,L-Glutamic acid,nan,nan,0
ENSMUSG00000026988-S,L-Glutamine,-1.0,0.0,3
ENSMUSG00000026988-S,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)-",-1.0,0.0,3
ENSMUSG00000026988-S,Lignoceric acid,-1.0,0.0,3
ENSMUSG00000026988-S,L-Leucine,-1.0,0.0,3
ENSMUSG00000026988-S,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",nan,nan,0
ENSMUSG00000026988-S,L-Lysine,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,L-Norleucine,nan,nan,0
ENSMUSG00000026988-S,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",nan,nan,0
ENSMUSG00000026988-S,L-Ornithine,nan,nan,0
ENSMUSG00000026988-S,L-Pyroglutamic acid,nan,nan,0
ENSMUSG00000026988-S,L-Serine,nan,nan,0
ENSMUSG00000026988-S,L-Threonine,nan,nan,0
ENSMUSG00000026988-S,L-Tryptophan,-1.0,0.0,3
ENSMUSG00000026988-S,L-Tyrosine,nan,nan,0
ENSMUSG00000026988-S,Luciferin,nan,nan,0
ENSMUSG00000026988-S,Lupinine,nan,nan,0
ENSMUSG00000026988-S,L-Valine,-1.0,0.0,3
ENSMUSG00000026988-S,L-Val-L-Leu,nan,nan,0
ENSMUSG00000026988-S,Malic acid,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Maltol,nan,nan,0
ENSMUSG00000026988-S,Methanesulfonic acid,-1.0,0.0,3
ENSMUSG00000026988-S,Methyl lactate,-0.5,0.6666666666666666,3
ENSMUSG00000026988-S,Methylsuccinic acid,nan,nan,0
ENSMUSG00000026988-S,Methylthiouracil,-1.0,0.0,3
ENSMUSG00000026988-S,Mevalonolactone,-0.8660254037844387,0.33333333333333326,3
ENSMUSG00000026988-S,Monocaproin,nan,nan,0
ENSMUSG00000026988-S,m-Toluic acid,-1.0,0.0,3
