ID,External ID,Name,Tissue,Feature Type,Direction of Change (LPS & DSS),Median BiBC Percentile,Degree,Degree Percentile,Feces-Degree,Feces-Degree Percentile,Plasma-Degree,Plasma-Degree Percentile,Plexus-Degree,Plexus-Degree Percentile,Cortex-Degree,Cortex-Degree Percentile,Striatum-Degree,Striatum-Degree Percentile,Remaining-Brain-Degree,Remaining-Brain-Degree Percentile,"BiBC, Feces-Choroid Plexus, via Plasma","BiBC, Feces-Choroid Plexus, via Plasma (%ile)","BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics",Median BiBC Percentile,Subnetwork,Frustration,Total # of Inputs,# Inputs Indicating Up,# Inputs Indicating Down,"Mean Abundance, VECPAC, CRE-","Mean Abundance, VECPAC, CRE+","Mean Abundance, LPS, CTRL","Mean Abundance, LPS, 2.5h","Mean Abundance, DSS, CTRL","Mean Abundance, DSS, T1","Log2 Mean Fold Change, VECPAC","Log2 Mean Fold Change, LPS","Log2 Mean Fold Change, DSS",Actual Direction of Change in DSS,Predicted Direction Matches Actual Direction?,"Median Abundance, VECPAC, CRE-","Median Abundance, VECPAC, CRE+","Median Abundance, LPS, CTRL","Median Abundance, LPS, 2.5h","Median Abundance, DSS, CTRL","Median Abundance, DSS, T1",Minimum Median Control Abundance,Coefficient of Variation (Medians)
31,ENSMUSG00000094002,Silc1,Choroid Plexus,Gene,Up,58.6%,6,54.4%,1,80.7%,1,78.8%,1,50.1%,0,0.0%,1,64.7%,2,94.5%,215.0,57.5%,0.0,0.0%,560.7,78.7%,590.5,85.9%,215.0,63.5%,549.3,78.3%,610.7,86.5%,367.0,48.8%,0.0,0.0%,369.0,58.6%,298.8,47.2%,178.1,37.9%,1009.8,81.9%,1486.8,54.3%,58.6%,,,,,,1.533E+00,2.906E-01,7.801E-01,1.747E+00,9.839E-02,1.264E+00,-2.399,1.163,3.683,Up,True,1.919E+00,0.000E+00,8.886E-01,1.479E+00,0.000E+00,9.527E-01,0.000E+00,1.026
32,ENSMUSG00000039253,Fn3krp,Choroid Plexus,Gene,Down,87.2%,23,88.3%,12,99.3%,1,78.8%,3,78.3%,7,92.6%,0,0.0%,0,0.0%,150.5,49.8%,2213.8,97.6%,5082.1,99.9%,5007.6,100.0%,11.4,30.9%,844.6,87.2%,712.1,89.3%,294.1,44.5%,4687.4,98.8%,43.1,32.9%,2085.7,88.5%,1003.1,72.0%,645.7,69.6%,3734.4,80.1%,87.2%,gene_P_3,,,,,6.707E+00,6.947E+00,7.215E+00,7.029E+00,7.244E+00,7.077E+00,0.051,-0.038,-0.034,Down,True,6.717E+00,6.877E+00,7.216E+00,7.058E+00,7.328E+00,7.183E+00,6.717E+00,0.046
33,ENSMUSG00000031916,Cog8,Choroid Plexus,Gene,Up,69.6%,13,77.4%,0,0.0%,0,0.0%,7,89.8%,4,88.4%,1,64.7%,1,79.7%,20.1,27.1%,478.3,81.5%,345.2,68.3%,328.6,74.7%,271.2,69.6%,329.1,65.8%,265.1,69.4%,132.8,35.0%,557.3,69.6%,563.0,68.2%,1769.2,85.0%,1964.7,87.7%,1066.6,83.1%,4800.4,86.3%,69.6%,gene_P_2,,,,,6.240E+00,5.907E+00,6.273E+00,6.455E+00,6.045E+00,6.437E+00,-0.079,0.041,0.091,Up,True,6.269E+00,5.955E+00,6.253E+00,6.435E+00,6.243E+00,6.757E+00,6.243E+00,0.002
34,ENSMUSG00000025477,Inpp5a,Choroid Plexus,Gene,Up,66.7%,5,47.4%,0,0.0%,0,0.0%,3,78.3%,0,0.0%,1,64.7%,1,79.7%,1.4,16.5%,4.6,27.2%,0.7,19.0%,0.7,17.4%,430.0,77.9%,444.1,72.9%,446.0,80.3%,3.2,18.0%,6.3,24.1%,738.2,75.3%,67.4,29.2%,1261.0,78.0%,912.1,79.5%,2240.4,66.7%,66.7%,gene_P_2,,,,,6.792E+00,6.389E+00,6.686E+00,6.844E+00,6.892E+00,7.159E+00,-0.088,0.034,0.055,Up,True,6.571E+00,6.346E+00,6.645E+00,6.794E+00,6.750E+00,7.181E+00,6.571E+00,0.014
35,ENSMUSG00000036371,Serbp1,Choroid Plexus,Gene,Down,83.4%,46,96.7%,4,93.8%,0,0.0%,40,98.0%,1,60.6%,1,64.7%,0,0.0%,614.5,80.4%,240.3,68.3%,1785.5,97.5%,1155.6,96.0%,127.5,54.3%,668.7,83.2%,455.6,80.9%,1517.4,83.4%,658.0,72.9%,431.1,62.9%,3357.7,95.1%,2320.1,90.3%,1692.9,92.9%,7370.7,94.3%,83.4%,gene_P_1,,,,,9.485E+00,9.598E+00,9.769E+00,9.631E+00,9.717E+00,9.596E+00,0.017,-0.021,-0.018,Down,True,9.476E+00,9.550E+00,9.811E+00,9.580E+00,9.720E+00,9.528E+00,9.476E+00,0.018
36,ENSMUSG00000094595,Fsbp,Choroid Plexus,Gene,Up,33.5%,3,28.4%,1,80.7%,0,0.0%,1,50.1%,0,0.0%,1,64.7%,0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,286.7,70.5%,156.8,48.7%,162.7,56.7%,0.0,0.0%,0.0,0.0%,315.3,54.1%,94.9,32.6%,335.0,46.4%,93.1,35.8%,523.0,33.5%,33.5%,,,,,,2.064E+00,1.716E+00,2.367E+00,2.896E+00,2.193E+00,2.749E+00,-0.267,0.291,0.326,Up,True,2.359E+00,1.795E+00,2.394E+00,3.177E+00,2.368E+00,2.174E+00,2.359E+00,0.008
37,ENSMUSG00000041126,H2az2,Choroid Plexus,Gene,Up,47.8%,4,39.1%,2,87.8%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,1,79.7%,,,0.0,0.0%,686.5,83.8%,298.6,73.4%,,,608.0,80.9%,164.7,57.0%,,,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,758.0,73.5%,758.0,38.6%,47.8%,,,,,,7.566E+00,7.287E+00,8.010E+00,8.245E+00,7.894E+00,8.093E+00,-0.054,0.042,0.036,Up,True,7.591E+00,7.345E+00,7.955E+00,8.237E+00,7.838E+00,8.053E+00,7.591E+00,0.024
38,ENSMUSG00000034064,Poglut1,Choroid Plexus,Gene,Up,63.1%,14,78.8%,2,87.8%,0,0.0%,0,0.0%,0,0.0%,11,96.7%,1,79.7%,,,,,241.1,61.0%,59.1,43.2%,231.2,66.7%,1322.2,94.4%,1197.0,95.9%,,,,,478.7,65.3%,254.2,44.7%,1148.1,75.8%,249.0,49.8%,1651.3,57.4%,63.1%,,,,,,6.382E+00,6.212E+00,6.703E+00,6.870E+00,6.409E+00,6.572E+00,-0.039,0.035,0.036,Up,True,6.386E+00,6.321E+00,6.665E+00,6.862E+00,6.505E+00,6.542E+00,6.386E+00,0.021
39,ENSMUSG00000004591,Pkn2,Choroid Plexus,Gene,Down,91.0%,93,99.9%,0,0.0%,0,0.0%,87,99.9%,5,90.2%,1,64.7%,0,0.0%,409.7,72.1%,915.1,91.0%,1056.3,92.0%,852.5,92.1%,253.1,68.6%,348.7,67.2%,250.6,68.3%,779.4,69.1%,1370.2,88.1%,479.1,65.3%,5847.6,99.0%,3733.1,96.9%,2485.9,97.4%,12066.6,98.7%,91.0%,gene_P_1,,,,,6.565E+00,7.105E+00,6.755E+00,6.249E+00,7.163E+00,6.867E+00,0.114,-0.112,-0.061,Down,True,6.857E+00,7.114E+00,6.809E+00,6.213E+00,7.214E+00,6.817E+00,6.809E+00,0.032
40,ENSMUSG00000035295,Wdr38,Choroid Plexus,Gene,Up,0.0%,2,16.1%,1,80.7%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,79.7%,,,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,2.011E+00,1.680E+00,2.297E+00,2.583E+00,2.035E+00,2.562E+00,-0.260,0.170,0.332,Up,True,1.912E+00,1.441E+00,2.253E+00,2.670E+00,1.839E+00,2.837E+00,1.839E+00,0.110
41,ENSMUSG00000085558,4930412C18Rik,Choroid Plexus,Gene,Down,54.6%,6,54.4%,0,0.0%,0,0.0%,2,69.1%,3,85.2%,1,64.7%,0,0.0%,215.0,57.2%,51.6,45.6%,174.0,51.6%,111.5,52.1%,216.4,64.7%,226.5,58.4%,226.1,65.4%,367.0,47.9%,95.7,40.7%,378.3,60.3%,752.8,63.9%,530.4,54.6%,290.1,52.2%,1573.3,56.1%,54.6%,gene_P_3,,,,,2.962E+00,3.391E+00,3.414E+00,3.095E+00,3.425E+00,2.756E+00,0.195,-0.141,-0.314,Down,True,3.343E+00,3.305E+00,3.506E+00,2.946E+00,3.383E+00,3.004E+00,3.343E+00,0.025
42,ENSMUSG00000057421,Las1l,Choroid Plexus,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,79.7%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,6.483E+00,6.293E+00,6.631E+00,6.889E+00,6.798E+00,6.998E+00,-0.043,0.055,0.042,Up,True,6.571E+00,6.274E+00,6.630E+00,6.937E+00,6.772E+00,6.923E+00,6.571E+00,0.016
43,ENSMUSG00000022781,Pak2,Choroid Plexus,Gene,Down,88.1%,38,94.9%,3,91.3%,3,89.0%,27,97.0%,3,85.2%,1,64.7%,1,79.7%,565.2,78.3%,1327.2,94.6%,550.0,78.3%,667.1,88.1%,245.0,68.1%,159.1,48.9%,174.6,57.5%,1106.4,76.8%,1760.1,91.8%,450.5,63.8%,3798.2,96.6%,2194.4,89.4%,2532.0,97.5%,8524.6,95.9%,88.1%,gene_P_2,,,,,7.272E+00,7.703E+00,7.418E+00,7.041E+00,7.745E+00,7.287E+00,0.083,-0.075,-0.088,Down,True,7.214E+00,7.780E+00,7.462E+00,7.049E+00,7.662E+00,7.444E+00,7.214E+00,0.030
44,ENSMUSG00000030060,Hmces,Choroid Plexus,Gene,Up,91.7%,10,70.9%,1,80.7%,2,85.2%,3,78.3%,4,88.4%,0,0.0%,0,0.0%,694.0,83.7%,1985.5,97.3%,985.0,91.0%,963.5,94.1%,19.3,35.3%,19.7,28.8%,17.1,30.7%,1812.9,88.1%,3770.2,97.9%,628.9,71.5%,4877.2,98.0%,2450.1,91.7%,1644.2,92.4%,8971.6,96.6%,91.7%,gene_P_11,,,,,4.329E+00,3.876E+00,4.138E+00,4.613E+00,4.205E+00,4.742E+00,-0.160,0.157,0.173,Up,True,4.295E+00,3.862E+00,4.132E+00,4.599E+00,4.676E+00,4.627E+00,4.132E+00,0.064
45,ENSMUSG00000015112,Slc25a13,Choroid Plexus,Gene,Down,90.7%,18,83.8%,0,0.0%,0,0.0%,12,93.5%,2,77.6%,4,91.6%,0,0.0%,133.6,47.7%,39.2,42.1%,384.7,69.6%,61.2,43.7%,938.8,91.0%,1139.2,92.2%,913.2,92.8%,265.7,43.4%,107.8,41.9%,1711.0,90.7%,1474.0,81.3%,3842.8,97.1%,1645.2,92.4%,6962.0,93.7%,90.7%,gene_P_1,,,,,5.689E+00,6.056E+00,6.218E+00,5.954E+00,6.254E+00,5.857E+00,0.090,-0.062,-0.094,Down,True,5.719E+00,6.008E+00,6.248E+00,5.794E+00,6.223E+00,6.063E+00,5.719E+00,0.049
46,ENSMUSG00000042426,Dhx29,Choroid Plexus,Gene,Up,68.9%,6,54.4%,0,0.0%,2,85.2%,3,78.3%,1,60.6%,0,0.0%,0,0.0%,241.7,61.3%,380.5,76.6%,4.1,22.7%,65.5,44.4%,65.6,46.7%,0.4,18.3%,12.1,27.4%,893.8,71.8%,1401.4,88.5%,579.2,68.9%,1166.5,76.6%,915.8,69.7%,604.1,68.1%,2686.5,71.8%,68.9%,gene_P_18,,,,,6.010E+00,5.813E+00,5.999E+00,6.156E+00,6.009E+00,6.118E+00,-0.048,0.037,0.026,Up,True,6.057E+00,5.902E+00,6.024E+00,6.074E+00,6.215E+00,6.182E+00,6.024E+00,0.017
47,ENSMUSG00000027642,Rpn2,Choroid Plexus,Gene,Up,96.6%,34,93.7%,1,80.7%,0,0.0%,29,97.2%,3,85.2%,1,64.7%,0,0.0%,255.9,62.6%,1733.8,96.6%,2670.5,99.2%,2095.1,99.1%,266.6,69.4%,1693.1,96.6%,890.6,92.6%,505.4,58.0%,3019.4,97.0%,485.9,65.4%,5633.1,98.9%,3467.3,96.2%,2345.9,96.7%,11446.3,98.3%,96.6%,gene_P_1,,,,,8.297E+00,7.934E+00,8.680E+00,8.852E+00,8.342E+00,8.545E+00,-0.065,0.028,0.035,Up,True,8.326E+00,7.863E+00,8.708E+00,8.913E+00,8.258E+00,8.431E+00,8.258E+00,0.029
48,ENSMUSG00000105382,Gm43339,Choroid Plexus,Gene,Down,77.3%,16,81.4%,3,91.3%,1,78.8%,8,91.0%,4,88.4%,0,0.0%,0,0.0%,1277.7,93.5%,2522.2,98.4%,1077.4,92.3%,1209.4,96.3%,749.7,87.6%,552.2,78.6%,385.1,77.3%,1118.2,77.0%,1081.5,83.5%,598.7,69.8%,603.1,58.8%,311.3,45.2%,188.0,45.4%,1102.4,47.8%,77.3%,gene_P_2,,,,,7.740E-01,1.044E+00,1.390E+00,0.000E+00,1.042E+00,7.333E-01,0.432,,-0.506,Down,True,4.857E-01,9.701E-01,1.469E+00,0.000E+00,1.082E+00,0.000E+00,4.857E-01,0.489
49,ENSMUSG00000024081,Cebpz,Choroid Plexus,Gene,Down,63.7%,75,99.3%,2,87.8%,0,0.0%,68,99.2%,2,77.6%,3,88.2%,0,0.0%,61.3,38.1%,13.1,32.8%,196.4,54.2%,127.4,54.8%,146.6,56.4%,850.8,87.7%,703.8,89.1%,334.3,46.4%,91.0,40.1%,449.6,63.7%,1182.8,77.1%,2438.1,91.4%,1076.4,83.4%,4697.3,85.7%,63.7%,gene_P_1,,,,,6.014E+00,6.369E+00,6.274E+00,5.997E+00,6.611E+00,6.337E+00,0.083,-0.065,-0.061,Down,True,6.198E+00,6.353E+00,6.135E+00,5.919E+00,6.545E+00,6.338E+00,6.135E+00,0.035
50,ENSMUSG00000079442,St6galnac4,Choroid Plexus,Gene,Up,55.9%,7,59.9%,0,0.0%,0,0.0%,3,78.3%,1,60.6%,1,64.7%,2,94.5%,8.4,22.6%,19.9,35.8%,40.5,35.7%,21.0,32.6%,140.7,55.8%,226.3,58.4%,177.7,58.0%,20.2,23.4%,38.8,33.3%,351.4,55.9%,933.5,71.0%,1021.8,72.6%,1349.9,88.6%,3305.3,77.4%,55.9%,gene_P_5,,,,,5.308E+00,4.962E+00,5.326E+00,5.546E+00,5.329E+00,5.424E+00,-0.097,0.058,0.025,Up,True,5.316E+00,4.950E+00,5.242E+00,5.772E+00,5.351E+00,5.547E+00,5.242E+00,0.011
51,ENSMUSG00000003184,Irf3,Choroid Plexus,Gene,Down,18.2%,2,16.1%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,1,64.7%,0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,79.1,48.2%,49.6,35.1%,9.0,26.1%,0.0,0.0%,0.0,0.0%,203.2,48.2%,22.7,21.6%,33.6,22.2%,7.1,18.2%,63.4,15.7%,18.2%,,,,,,6.042E+00,6.101E+00,6.422E+00,6.331E+00,6.192E+00,6.098E+00,0.014,-0.021,-0.022,Down,True,5.991E+00,6.152E+00,6.520E+00,6.363E+00,6.256E+00,6.013E+00,5.991E+00,0.042
52,ENSMUSG00000005469,Prkaca,Choroid Plexus,Gene,Up,66.8%,10,70.9%,0,0.0%,0,0.0%,6,88.3%,2,77.6%,0,0.0%,2,94.5%,269.2,63.3%,234.1,67.8%,318.7,66.8%,260.4,70.3%,29.6,38.8%,53.5,36.3%,18.6,31.5%,495.3,57.6%,452.8,65.6%,114.0,40.6%,1177.1,76.9%,1071.4,74.0%,1956.2,94.6%,4204.7,83.5%,66.8%,gene_P_0,,,,,8.128E+00,7.953E+00,8.298E+00,8.431E+00,8.191E+00,8.321E+00,-0.031,0.023,0.023,Up,True,8.172E+00,7.964E+00,8.229E+00,8.269E+00,8.237E+00,8.298E+00,8.172E+00,0.004
53,ENSMUSG00000030094,Xpc,Choroid Plexus,Gene,Down,51.6%,6,54.4%,1,80.7%,0,0.0%,3,78.3%,0,0.0%,1,64.7%,1,79.7%,22.1,27.8%,2.5,25.0%,535.4,77.4%,34.4,37.0%,105.7,51.6%,335.3,66.5%,173.0,57.3%,34.1,25.8%,23.2,29.6%,138.3,42.7%,412.8,52.4%,503.7,53.5%,320.8,53.7%,1237.3,50.2%,51.6%,gene_P_4,,,,,4.757E+00,5.348E+00,5.221E+00,4.738E+00,5.188E+00,4.796E+00,0.169,-0.140,-0.113,Down,True,4.550E+00,5.540E+00,5.067E+00,4.883E+00,5.284E+00,4.990E+00,4.550E+00,0.076
54,ENSMUSG00000024941,Scyl1,Choroid Plexus,Gene,Up,51.5%,24,89.2%,0,0.0%,1,78.8%,21,96.1%,1,60.6%,1,64.7%,0,0.0%,109.1,45.3%,62.3,47.7%,68.9,40.6%,43.5,39.4%,139.5,55.7%,52.6,36.1%,54.8,40.4%,387.8,51.5%,196.6,48.9%,422.3,62.5%,1219.6,77.6%,1170.8,76.5%,792.5,75.8%,3182.9,76.5%,51.5%,gene_P_0,,,,,6.732E+00,6.468E+00,6.969E+00,7.154E+00,6.963E+00,7.133E+00,-0.058,0.038,0.035,Up,True,6.692E+00,6.479E+00,6.943E+00,7.188E+00,7.001E+00,7.133E+00,6.692E+00,0.024
55,ENSMUSG00000049295,Zfp219,Choroid Plexus,Gene,Up,84.1%,10,70.9%,0,0.0%,2,85.2%,3,78.3%,0,0.0%,4,91.6%,1,79.7%,12.6,24.5%,2.8,25.3%,0.0,0.0%,1.0,18.6%,2371.2,98.1%,818.3,86.9%,1273.7,96.4%,221.2,41.2%,80.1,39.2%,5470.6,99.3%,1269.4,78.5%,1939.5,87.5%,1117.4,84.6%,4326.3,84.1%,84.1%,gene_P_0,,,,,6.776E+00,6.335E+00,6.974E+00,7.127E+00,6.877E+00,7.163E+00,-0.097,0.031,0.059,Up,True,6.747E+00,6.376E+00,6.938E+00,7.242E+00,6.858E+00,7.162E+00,6.747E+00,0.014
56,ENSMUSG00000049097,Ankrd34a,Choroid Plexus,Gene,Down,47.0%,3,28.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,3,88.2%,0,0.0%,,,,,,,,,218.6,64.9%,227.8,58.8%,227.1,65.7%,,,,,374.0,59.7%,12.8,19.3%,144.1,35.3%,18.0,22.0%,174.8,22.1%,47.0%,,,,,,3.078E+00,3.754E+00,2.639E+00,1.761E+00,2.598E+00,1.283E+00,0.286,-0.583,-1.018,Down,True,2.977E+00,3.703E+00,2.907E+00,1.420E+00,2.945E+00,1.018E+00,2.907E+00,0.012
57,ENSMUSG00000070348,Ccnd1,Choroid Plexus,Gene,Down,77.3%,12,75.7%,0,0.0%,1,78.8%,6,88.3%,1,60.6%,4,91.6%,0,0.0%,37.4,32.0%,415.2,78.5%,384.9,69.7%,387.8,78.0%,696.0,86.6%,468.2,74.6%,380.1,76.9%,67.0,30.0%,715.2,74.6%,1716.7,90.8%,977.0,72.1%,2860.2,94.0%,826.7,77.3%,4663.8,85.5%,77.3%,gene_P_0,,,,,5.550E+00,6.208E+00,5.843E+00,5.264E+00,5.739E+00,5.105E+00,0.161,-0.151,-0.169,Down,True,5.714E+00,6.093E+00,5.917E+00,5.052E+00,5.356E+00,5.472E+00,5.356E+00,0.050
58,ENSMUSG00000046711,Hmga1,Choroid Plexus,Gene,Up,23.0%,8,64.0%,1,80.7%,1,78.8%,0,0.0%,6,91.6%,0,0.0%,0,0.0%,0.0,0.0%,170.6,59.7%,752.5,85.9%,605.1,86.4%,0.0,0.0%,0.0,0.0%,5.4,22.9%,0.0,0.0%,2161.0,94.0%,0.0,0.0%,187.7,40.2%,31.5,21.9%,21.3,23.0%,240.5,24.9%,23.0%,,,,,,2.359E+00,1.472E+00,1.254E+00,1.757E+00,2.032E+00,2.538E+00,-0.681,0.486,0.321,Up,True,2.878E+00,1.608E+00,1.263E+00,1.880E+00,2.651E+00,2.578E+00,1.263E+00,0.386
59,ENSMUSG00000034647,Ankrd12,Choroid Plexus,Gene,Down,86.5%,69,98.9%,1,80.7%,1,78.8%,64,99.0%,1,60.6%,2,80.9%,0,0.0%,1692.4,95.5%,668.7,86.5%,790.4,86.8%,776.0,90.6%,1261.7,94.3%,697.6,84.0%,740.3,90.0%,3431.4,96.3%,1149.7,84.6%,2243.5,94.0%,1260.8,78.3%,1730.3,85.3%,758.5,73.6%,3749.6,80.4%,86.5%,gene_P_1,,,,,7.560E+00,8.269E+00,7.605E+00,7.157E+00,8.009E+00,7.407E+00,0.129,-0.088,-0.113,Down,True,7.784E+00,8.194E+00,7.585E+00,7.042E+00,8.316E+00,7.162E+00,7.585E+00,0.048
60,ENSMUSG00000002319,Ipo4,Choroid Plexus,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,1,60.6%,0,0.0%,0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,6.269E+00,6.000E+00,6.331E+00,6.566E+00,6.418E+00,6.638E+00,-0.063,0.053,0.049,Up,True,6.228E+00,5.982E+00,6.462E+00,6.581E+00,6.365E+00,6.619E+00,6.228E+00,0.019
61,ENSMUSG00000020108,Ddit4,Choroid Plexus,Gene,Up,57.2%,7,59.9%,1,80.7%,0,0.0%,3,78.3%,0,0.0%,1,64.7%,2,94.5%,215.0,56.0%,0.0,0.0%,33.0,34.1%,30.6,36.2%,215.6,64.6%,246.6,60.8%,244.3,67.5%,367.0,49.8%,0.0,0.0%,370.3,59.5%,547.9,57.2%,580.5,56.6%,715.0,72.0%,1843.3,60.8%,57.2%,gene_P_0,,,,,7.176E+00,6.496E+00,7.071E+00,7.662E+00,6.742E+00,7.553E+00,-0.144,0.116,0.164,Up,True,7.115E+00,6.489E+00,6.961E+00,7.575E+00,6.838E+00,7.487E+00,6.838E+00,0.020
62,ENSMUSG00000026273,Mterf4,Choroid Plexus,Gene,Up,26.1%,3,28.4%,0,0.0%,0,0.0%,1,50.1%,1,60.6%,0,0.0%,1,79.7%,0.0,0.0%,8.6,30.1%,11.0,26.1%,10.9,27.9%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,16.1,27.5%,0.0,0.0%,42.6,25.4%,176.5,37.8%,101.1,36.7%,320.2,27.5%,26.1%,gene_P_5,,,,,5.005E+00,4.624E+00,5.103E+00,5.522E+00,4.972E+00,5.413E+00,-0.114,0.114,0.123,Up,True,4.949E+00,4.755E+00,4.942E+00,5.514E+00,4.938E+00,5.686E+00,4.938E+00,0.001
63,ENSMUSG00000022246,Rai14,Choroid Plexus,Gene,Down,27.9%,4,39.1%,1,80.7%,1,78.8%,0,0.0%,0,0.0%,2,80.9%,0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.1,15.0%,1341.8,94.8%,1647.1,96.1%,1685.3,97.9%,0.0,0.0%,0.0,0.0%,3076.6,96.7%,62.5,28.5%,261.6,43.2%,6.9,18.1%,331.0,27.9%,27.9%,,,,,,6.268E+00,6.386E+00,6.636E+00,6.581E+00,6.546E+00,6.399E+00,0.027,-0.012,-0.033,Down,True,6.172E+00,6.445E+00,6.646E+00,6.583E+00,6.449E+00,6.458E+00,6.172E+00,0.037
64,ENSMUSG00000020308,Tpgs1,Choroid Plexus,Gene,Up,0.0%,1,5.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,79.7%,,,,,,,,,,,,,,,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0%,,,,,,6.265E+00,6.123E+00,6.312E+00,6.589E+00,6.365E+00,6.585E+00,-0.033,0.062,0.049,Up,True,6.335E+00,6.107E+00,6.211E+00,6.621E+00,6.432E+00,6.696E+00,6.211E+00,0.017
65,ENSMUSG00000050910,Cdr2l,Choroid Plexus,Gene,Up,61.7%,3,28.4%,0,0.0%,0,0.0%,1,50.1%,0,0.0%,0,0.0%,2,94.5%,,,,,,,,,,,,,,,,,,,,,739.9,63.6%,699.6,61.8%,446.3,61.4%,1885.7,61.6%,61.7%,,,,,,6.206E+00,5.928E+00,6.555E+00,6.751E+00,6.469E+00,6.741E+00,-0.066,0.043,0.059,Up,True,6.156E+00,5.768E+00,6.559E+00,6.897E+00,6.621E+00,6.595E+00,6.156E+00,0.039
66,ENSMUSG00000061533,Cep128,Choroid Plexus,Gene,Down,,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.795E+00,4.262E+00,4.176E+00,3.836E+00,4.015E+00,3.445E+00,0.168,-0.123,-0.221,Down,True,3.935E+00,4.282E+00,4.269E+00,3.936E+00,4.054E+00,3.693E+00,3.935E+00,0.041
67,ENSMUSG00000102840,Gm38037,Choroid Plexus,Gene,Down,0.0%,1,5.3%,1,80.7%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,,,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,,,,,,,,,,,,,,,0.0%,,,,,,8.544E-01,1.187E+00,1.291E+00,9.862E-01,1.424E+00,9.928E-01,0.474,-0.388,-0.521,Down,True,4.073E-01,1.222E+00,1.151E+00,0.000E+00,1.693E+00,9.960E-01,4.073E-01,0.596
68,ENSMUSG00000058756,Thra,Choroid Plexus,Gene,Up,82.9%,16,81.4%,0,0.0%,1,78.8%,10,92.4%,2,77.6%,2,80.9%,1,79.7%,116.9,46.2%,412.0,78.2%,277.8,63.9%,211.0,63.6%,591.7,83.8%,586.7,79.9%,479.2,82.3%,462.6,55.2%,1059.9,82.9%,1496.8,89.1%,1732.1,84.7%,2615.4,92.9%,1357.1,88.6%,5704.6,90.3%,82.9%,gene_P_0,,,,,8.716E+00,8.227E+00,8.739E+00,8.996E+00,8.484E+00,8.685E+00,-0.083,0.042,0.034,Up,True,8.633E+00,8.358E+00,8.801E+00,8.880E+00,8.549E+00,8.723E+00,8.549E+00,0.015
