,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124
,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL
Salsoline,155394.0195,140701.1538,94432.39815,141882.2818,108093.4283,75858.37064,110518.0784,62244.79981,71641.23496,75835.98859,0,82603.69393,74895.14533,84852.41925,81125.75468,129716.1736,95055.85851,112056.4846,81614.829
Sedoheptulose anhydride,0,0,148706343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ser-Leu,4152310.866,4311663.674,0,0,4948662.729,2465252.031,2573256.026,2975681.814,3299178.459,3914900.791,2447901.113,0,3530295.625,3158861.907,3670892.397,0,2993822.129,4013822.608,4478214.986
Serine,1355229270,3369770165,1593257811,1509159105,2932294365,2430945457,728087674.3,0,2093034211,0,0,992843800.1,0,0,0,2632965323,1816670819,2546204547,2991093577
Sertraline carbamoyl glucuronide,38.56918692,0,58.18940768,49.52730938,0,0,0,0,0,63.29534012,40.36921937,0,0,48.7700349,49.73636533,0,29.35361171,39.49089772,20.53377774
Sinomenin,0,0,0,137979793.2,0,14414634.2,134654022.6,0,0,31191187.05,142166982.2,0,149284148.5,0,0,0,0,0,0
"Spiro[cyclopenta[d]-1,3,2-dioxaborin-4(5H),1'-cyclopentane], 2-ethyl-6,7-dihydro-",1716110.612,3181472.337,1440451.825,3692179.339,4721631.14,354833.4811,478959.7713,1092708.725,970869.3109,998196.8306,651539.0203,943640.9845,765797.0663,709637.5343,1384124.783,1120195.355,666677.6056,1592357.355,1195312.036
Spironolactone,0,0,0,0,0,0,0,0,0,0,0,1066.473584,0,0,0,0,0,0,0
Stearic acid,211149.9885,417948.9525,827927.5942,24564521.61,51155999.22,1073909.778,39031937.31,956936286.5,270848.0712,3920145.892,38642250.82,590753307.8,46110161.8,120871414.1,664733.4786,141727326.3,741968771,65325686.46,202034257.7
"Stigmast-5-ene, 3beta-",2596.569176,1654.889352,1382.82268,2807.599034,2360.440167,1373.005922,2730.577434,1426.095892,1206.884591,1283.86217,281.536258,1891.562268,1896.000017,3000.874394,2644.664988,2234.445489,1499.128412,1542.826474,1162.520092
Suberic acid,7512.693779,12550.74949,8821.238748,10977.46158,0,21440.71945,5160.147066,11749.35521,7889.49169,13398.36097,21585.26155,19137.96147,18350.5018,12274.96731,9284.889174,16191.66109,12900.48644,14946.52948,0
Succinic anhydride,722535.0891,1889112.123,7047512.449,1541177.779,715748.3372,984582.9032,1146250.158,627083.4523,1044733.44,336245.6247,588086.0319,614047.8052,600047.1921,614138.4781,1683633.991,651777.1565,932097.1944,2895245.161,348192.3725
Supraene,8759.051126,27545.06133,10753.07376,18351.3452,16933.24133,29540.66481,15636.84273,6902.584265,6781.804713,9786.535293,12291.53524,28368.09342,8304.269097,3770.859677,11519.27635,21103.52852,0,11670.36035,9078.715692
Syringaldehyde,282640408,244438246.5,279943170.9,243277475.4,213841374.6,263122966.7,348788866.4,154836879,207003199.5,216701865.6,275062018.6,176348125.9,289178725,273494234.2,275143109.3,266434741.1,236567881.5,228415574.8,239746633.5
"Tacrine, N-trimethylsilyl-",0,38651.64791,0,0,0,0,0,47348.51845,0,0,40335.24593,0,64663.90595,0,0,0,43254.06382,0,55466.91753
"Talonic acid, gamma-lactone",2305792.168,0,979692.9134,1211016.216,2401446.994,2962810.275,3609385.575,0,0,0,0,0,0,0,0,0,0,0,0
Tartronic acid,1680.623625,1680.147662,1568.194379,1665.228624,1695.967468,1645.233971,1606.741059,0,1419.243029,1442.98123,0,0,822.6094574,1769.687843,1800.326328,0,0,0,0
Tetradecanenitrile,18299706.33,8829656.457,0,8636118.385,11709506.38,11521887.22,11593214.23,15886287.04,0,10038303.32,0,0,0,0,0,0,0,0,14027071.52
"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",250716.2742,248240.8903,351110.5332,262907.3948,0,411820.7901,438526.6432,432408.6102,456972.4166,423475.6752,458652.0667,0,0,471922.8474,53131.06033,494621.4685,512841.0034,0,531359.4652
Thymidine,0,0,0,0,0,0,5027.476176,0,0,1202.700632,2430.734506,0,0,1227.689355,0,0,0,0,0
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",0,7166.007044,5836.13597,7122.762539,0,0,6266.328117,0,6156.620563,0,0,6743.130406,7992.681071,6783.830383,0,0,0,0,0
Tributyl acetylcitrate,24554.54889,35495.63931,182950.6207,17105.67811,0,237338.743,464146.6562,430343.4716,273782.7678,64548.39508,338486.5246,224995.4383,488660.4134,291972.6728,633265.8038,283050.6629,109665.2936,335139.2833,647512.947
Tricine,0,0,0,0,0,0,349084151.7,0,185487592.1,0,343038780,0,0,0,0,0,0,0,0
Triethanolamine,1556.929364,967.3392859,470.6960021,774.760902,1203.855427,880.1621559,24.74343223,915.5938084,820.3458911,843.2690637,582.7930249,672.2490802,654.5264682,693.1264659,830.5074311,845.3701957,709.3367168,528.4448752,912.8326532
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",0,9872.525589,5142.692769,6344.314289,0,0,0,0,5251.801796,0,0,0,9267.596642,0,0,0,0,0,0
Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,36345.30011,1117.32544,17432.32876,1172.888952,1014.957361,22516.15804,40270.01577,31909.96431,29912.98669,28045.03227,22340.23262,33018.51381,29096.47207,35918.54111,35049.89934,38667.83933,27513.32917,14197.52284,45065.84959
Trimethylsilyl oct-2-enoate ,9477292.119,7508897.829,7926066.299,2457928.151,8302801.737,3821707.835,9461411.363,5286709.809,6674867.623,0,4184578.448,3956882.817,4245943.445,5839976.395,5187607.213,4454923.582,6143021.366,3678659.858,5024552.375
Trimidox,0,0,901488.4536,0,0,722665.58,2415385.355,1771945.367,827234.0845,0,2018689.072,810122.4135,1504457.462,0,2496420.415,1222976.016,0,1405170.168,2442015.001
Tris(trimethylsilyl)carbamate,198117409.1,210871418.5,176735620.7,212497795.5,223170765.2,138529780.5,119712047.1,192872949.4,156596159.7,187852313.3,163483386.1,160844376,198001135.4,193725721.7,204235338.1,209697608.3,189521326.5,207482072.5,219168995.4
Trisaminol,16027.19334,23567.63507,39769.66501,7198.253659,29313.02864,107128.0733,54828.41815,102393.2528,120008.9998,62422.83332,70703.07328,131938.6001,114842.644,72039.83429,98571.49618,72927.32922,69848.19779,35859.08774,149753.7589
L-Tyrosine,624572.197,981604.8199,371386.3324,690269.3358,1113029.896,626815.1582,519378.9254,1077018.56,1113622.443,680605.7598,669014.1691,704707.3346,911726.3375,837988.2084,702287.318,819908.8375,633206.1518,760243.1446,1192977.711
Undecanedioic acid,0,0,1122.99437,0,0,0,0,0,0,0,0,0,0,0,0,1733.57504,0,0,0
Uracil,4040094.153,6933197.758,0,4610590.361,8620387.777,7236317.049,3158943.897,3169683.571,5684531.564,8884751.896,8396874.453,1587450.336,7005451.179,3486010.4,4901203.138,4681431.371,2034488.25,3982533.084,13384527.24
Urea,38605649.82,35348844.17,31891494.81,65325462.7,87020431.02,66392821.88,88469423.5,73171473.02,57721855.73,118649952.5,93503040.71,74804683.98,101856892,96489628.28,57702180.95,85592936.09,30036614.84,43365596.28,59843117.53
Uridine,4272.537396,7039.065777,5421.629858,4785.373705,10794.56036,6939.598244,5078.694983,6197.62548,7109.502461,13006.39555,19071.12648,0,16071.19348,7930.037591,11483.99996,7071.76004,3696.13207,3983.584282,18574.05516
Valylglycine,5982142.327,6394320.419,0,6283617.327,0,5623105.936,4975041.287,5956583.489,5146579.594,5680606.283,0,6123337.479,5950200.039,5955528.773,6216994.249,6166361.441,6039383.206,5979907.738,6555215.634
Vanillylmandelic acid,12772.44175,0,15656.89732,0,11768.48472,0,25355.12367,0,0,0,0,0,0,0,0,14759.51338,0,0,0
Xylazine,8873339.084,0,13985928.01,0,0,10476373.86,10905451.29,4565013.258,11758707.3,12221432.5,14101951.4,7581252.675,10142423.72,6911139.703,11126790.22,7266616.182,9647684.633,7214894.511,4945277.011
Xylitol,5545114.918,2889697.726,5330887.922,1594795.66,1311432.656,5969091.259,2545352.382,1425398.521,2649486.065,1697968.511,1803178.625,1710589.05,2570672.488,2441275.986,2398530.006,1769535.276,1291741.87,1545577.963,1751873.864
"Xylonic acid, 2,3,4-tris-O-(trimethylsilyl)-, delta-lactone",0,0,0,206.4014021,0,0,0,0,0,0,0,0,0,0,0,0,0,2516.399725,0
Xylose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
