Name,Tissue,"BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics"
Ip6k2,Striatum,,,,,,,714.0,86.9%,56.6,36.8%,94.3,47.7%,,,,,579.0,68.8%,912.4,70.5%,717.5,62.5%,278.1,51.4%,1908.1,62.1%
Qars1,Striatum,,,,,,,215.0,62.2%,222.0,55.5%,223.0,64.6%,,,,,369.0,57.3%,697.7,61.6%,1223.3,77.3%,0.0,7.1%,1921.0,62.4%
Lmo2,Striatum,,,,,,,55.4,44.9%,1579.4,95.5%,1122.6,95.2%,,,,,405.0,61.8%,1047.7,73.6%,2659.6,93.2%,589.2,67.5%,4296.5,83.9%
Bet1,Striatum,,,,,,,430.0,77.7%,444.0,72.8%,446.0,80.2%,,,,,738.0,75.2%,228.1,43.2%,197.9,39.2%,436.5,60.9%,862.5,42.7%
Gtf3c1,Striatum,,,,,,,67.3,46.9%,385.6,69.5%,324.7,73.9%,,,,,200.1,47.9%,124.7,35.4%,538.8,54.9%,82.7,34.4%,746.2,38.1%
Alas1,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,839.6,68.3%,808.2,66.3%,791.4,75.8%,2439.2,69.5%
Rasgrp2,Striatum,,,,,,,59.1,45.7%,334.3,66.3%,146.7,55.1%,,,,,311.3,53.9%,253.3,44.6%,855.6,68.1%,136.6,40.4%,1245.5,50.3%
Inha,Striatum,,,,,,,430.0,77.8%,588.7,79.9%,568.9,85.3%,,,,,738.0,75.0%,644.8,59.9%,1444.4,81.4%,443.8,61.3%,2532.9,70.3%
Npat,Striatum,,,,,,,117.2,53.1%,337.1,66.6%,278.5,70.6%,,,,,253.2,50.9%,465.1,54.2%,725.4,62.9%,282.3,51.7%,1472.9,54.1%
Cntnap3,Striatum,,,,,,,0.0,0.0%,1.4,19.4%,1.3,17.4%,,,,,0.0,9.0%,772.4,65.6%,734.8,63.4%,637.0,69.3%,2144.2,65.3%
Podxl2,Striatum,,,,,,,300.5,71.1%,315.1,64.9%,209.2,61.2%,,,,,586.5,69.4%,1006.9,72.9%,1085.0,74.2%,577.2,67.1%,2669.1,71.6%
Szt2,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,189.3,40.4%,73.4,28.7%,205.8,46.8%,468.6,31.8%
Ipo13,Striatum,,,,,,,0.1,18.9%,1.9,20.3%,1.3,17.5%,,,,,0.2,18.7%,17.1,20.5%,10.2,17.5%,9.0,18.9%,36.3,14.2%
Fntb,Striatum,,,,,,,263.9,69.0%,399.8,70.2%,100.1,48.5%,,,,,748.7,75.9%,860.4,69.0%,1898.5,87.2%,618.3,68.8%,3377.1,78.0%
Cacul1,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,967.3,71.8%,169.5,37.2%,24.4,23.9%,1161.2,48.7%
Hacd3,Striatum,,,,,,,,,,,,,,,,,,,26.7,22.7%,6.1,16.5%,16.8,21.7%,49.7,14.8%
Ddx19b,Striatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Adra2a,Striatum,,,,,,,1182.0,93.8%,566.9,79.1%,487.4,82.7%,,,,,2629.7,95.7%,1591.6,83.4%,3285.8,95.7%,551.3,66.1%,5428.6,88.9%
Vav3,Striatum,,,,,,,87.6,49.1%,25.8,30.5%,54.2,40.2%,,,,,83.3,37.3%,308.7,47.9%,319.3,45.7%,263.8,50.7%,891.8,43.2%
Spr,Striatum,,,,,,,590.5,83.7%,578.1,79.5%,585.2,85.8%,,,,,919.9,80.0%,846.4,68.4%,2165.1,89.2%,515.5,64.4%,3527.0,79.0%
Gucy1a1,Striatum,,,,,,,335.2,73.6%,476.5,75.0%,411.4,78.7%,,,,,725.7,74.8%,650.8,60.1%,2395.5,91.2%,287.2,51.9%,3333.5,77.6%
Chmp2a,Striatum,,,,,,,218.7,65.0%,230.5,59.0%,229.3,66.1%,,,,,374.3,59.9%,335.6,49.5%,881.2,68.9%,31.0,25.8%,1247.8,50.4%
Jcad,Striatum,,,,,,,723.9,87.3%,1934.2,97.5%,1428.1,97.5%,,,,,1144.2,84.9%,566.6,57.8%,3143.2,95.2%,564.4,66.8%,4274.2,83.7%
Phka1,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Poglut1,Striatum,,,,,,,13.4,32.1%,56.4,36.7%,53.4,40.1%,,,,,62.1,35.0%,2133.2,88.9%,645.2,59.0%,1153.9,85.1%,3932.3,81.8%
Ino80,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,143.3,36.9%,103.3,32.0%,51.7,30.1%,298.4,26.8%
Tspoap1,Striatum,,,,,,,113.9,53.0%,100.3,42.9%,87.8,46.5%,,,,,155.4,44.4%,12.0,18.8%,109.5,32.5%,13.4,20.5%,134.9,20.1%
Fbxo16,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ttc21b,Striatum,,,,,,,502.1,80.8%,494.6,75.7%,533.6,84.7%,,,,,1114.0,84.4%,772.6,65.6%,1600.1,83.6%,7.1,18.2%,2379.8,68.7%
Rps29,Striatum,,,,,,,,,,,,,,,,,,,30.9,23.5%,6.7,16.7%,42.3,28.5%,79.9,17.0%
Ttc22,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,1021.0,73.1%,650.9,59.4%,339.7,54.7%,2011.5,63.8%
Parm1,Striatum,,,,,,,26.8,37.8%,100.4,43.0%,52.4,39.9%,,,,,120.6,41.3%,147.3,37.2%,561.6,55.8%,206.4,46.8%,915.2,43.9%
Rundc1,Striatum,,,,,,,6.6,27.9%,57.0,37.0%,4.3,21.8%,,,,,31.4,30.4%,708.6,61.9%,1171.4,76.5%,390.2,57.6%,2270.3,67.0%
Baz1a,Striatum,,,,,,,169.7,58.1%,130.6,46.0%,64.1,42.1%,,,,,346.9,55.5%,470.0,54.3%,1130.5,75.3%,852.3,77.8%,2452.8,69.6%
Elmod2,Striatum,,,,,,,0.5,20.7%,150.0,48.2%,114.4,50.7%,,,,,2.1,21.1%,120.7,35.0%,324.1,46.0%,458.9,61.9%,903.6,43.5%
Slfn8,Striatum,,,,,,,34.3,40.2%,10.0,24.9%,13.1,28.4%,,,,,41.6,32.5%,1140.5,76.1%,2144.3,89.1%,406.6,59.0%,3691.3,79.9%
Tpbg,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,8.5,17.7%,29.7,21.4%,4.8,17.4%,43.0,14.4%
Arx,Striatum,,,,,,,1.5,23.0%,0.4,18.2%,0.7,16.6%,,,,,2.2,21.2%,15.3,20.0%,35.5,22.5%,7.2,18.4%,58.0,15.4%
Plekhj1,Striatum,,,,,,,226.4,66.1%,327.8,65.6%,276.9,70.4%,,,,,470.7,65.2%,208.3,41.6%,1092.3,74.3%,349.1,55.3%,1649.7,57.4%
Klf16,Striatum,,,,,,,181.5,59.5%,50.8,35.4%,30.1,35.3%,,,,,268.1,51.5%,95.8,32.6%,301.1,44.7%,53.0,30.4%,449.8,31.2%
Tstd2,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Fam174c,Striatum,,,,,,,107.4,52.0%,94.3,42.3%,91.9,47.3%,,,,,219.0,49.4%,390.2,51.5%,678.8,60.2%,103.9,37.1%,1172.9,49.1%
Thrsp,Striatum,,,,,,,847.5,89.6%,73.2,39.4%,202.1,60.6%,,,,,1359.2,87.5%,536.5,56.9%,2110.2,89.0%,1050.1,82.7%,3696.9,80.0%
Cd99l2,Striatum,,,,,,,215.0,62.8%,222.0,55.0%,223.0,64.4%,,,,,369.0,58.6%,972.3,72.0%,821.5,66.8%,638.1,69.4%,2432.0,69.4%
Ints6l,Striatum,,,,,,,3.7,25.6%,44.7,34.2%,43.2,38.1%,,,,,14.1,26.0%,153.3,37.6%,293.3,44.3%,99.8,36.6%,546.4,33.8%
Fmnl2,Striatum,,,,,,,1204.4,94.0%,991.1,90.2%,1007.0,94.1%,,,,,598.9,69.9%,264.7,45.2%,859.4,68.2%,252.7,50.1%,1376.7,52.4%
Rpp25l,Striatum,,,,,,,,,,,,,,,,,,,,,,,,,,
Sostdc1,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ndufa13,Striatum,,,,,,,172.6,58.4%,240.8,60.2%,222.6,62.6%,,,,,177.1,46.1%,365.8,50.4%,565.9,56.1%,198.0,46.1%,1129.6,48.4%
Kctd1,Striatum,,,,,,,14.9,33.2%,216.1,54.3%,120.9,51.8%,,,,,76.2,36.5%,716.5,62.2%,921.6,69.9%,616.5,68.7%,2254.6,66.9%
P2ry14,Striatum,,,,,,,2.5,24.7%,8.9,24.5%,6.9,24.7%,,,,,6.2,23.9%,0.3,14.9%,34.8,22.4%,30.8,25.7%,66.0,16.0%
Fam13b,Striatum,,,,,,,234.7,67.0%,292.1,63.4%,252.9,68.4%,,,,,433.1,63.0%,823.5,67.7%,1896.2,87.1%,406.7,59.0%,3126.4,76.1%
Alg5,Striatum,,,,,,,1.7,23.3%,1.0,18.9%,0.9,16.8%,,,,,2.9,21.8%,0.0,7.1%,9.2,17.2%,0.0,7.1%,9.2,12.9%
Ago2,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,759.0,73.9%,759.0,38.9%
Slc39a12,Striatum,,,,,,,433.7,78.4%,484.5,75.1%,467.4,81.6%,,,,,747.5,75.7%,546.1,57.2%,609.9,57.5%,324.3,53.9%,1480.3,54.3%
Spryd3,Striatum,,,,,,,315.2,72.0%,405.7,70.5%,293.9,71.8%,,,,,939.6,80.2%,1088.6,74.8%,2212.3,89.6%,1201.9,86.1%,4502.8,85.0%
Arhgap10,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,46.6,25.9%,51.4,25.9%,57.4,31.2%,155.3,21.0%
Krt80,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Rsrp1,Striatum,,,,,,,1057.8,92.3%,531.7,77.5%,464.0,81.5%,,,,,667.8,72.8%,559.8,57.6%,1060.6,73.7%,414.2,59.5%,2034.5,64.0%
Dtl,Striatum,,,,,,,,,0.0,0.0%,0.0,0.0%,,,,,,,759.0,64.5%,0.0,6.8%,1518.0,91.0%,2277.0,67.2%
Zdhhc18,Striatum,,,,,,,215.4,64.6%,225.1,58.1%,224.2,65.1%,,,,,372.8,59.6%,91.1,32.1%,182.5,38.2%,15.7,21.2%,289.3,26.4%
Mcrs1,Striatum,,,,,,,375.1,75.5%,580.3,79.7%,429.1,79.3%,,,,,720.3,74.5%,310.2,48.1%,1971.1,87.8%,440.1,61.1%,2721.3,72.1%
Ddhd1,Striatum,,,,,,,,,,,,,,,,,,,28.7,23.2%,2.4,14.9%,6.8,18.0%,37.9,14.3%
Phf12,Striatum,,,,,,,492.8,80.4%,199.4,52.7%,279.7,70.8%,,,,,718.7,74.3%,1315.3,79.2%,1428.4,81.0%,688.9,71.3%,3432.6,78.3%
Ctnna1,Striatum,,,,,,,373.9,75.5%,262.7,62.1%,281.4,71.0%,,,,,761.1,76.6%,137.0,36.5%,1225.8,77.4%,89.3,35.3%,1452.1,53.7%
Scarb1,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Igsf8,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Mrm3,Striatum,,,,,,,11.1,30.6%,36.3,33.1%,23.5,33.2%,,,,,31.6,30.6%,168.8,38.9%,299.3,44.6%,249.5,49.8%,717.6,37.6%
Mturn,Striatum,,,,,,,33.8,40.0%,27.9,31.2%,24.2,33.5%,,,,,42.6,32.7%,488.6,55.4%,1110.1,74.8%,248.0,49.7%,1846.7,61.0%
Ano2,Striatum,,,,,,,933.6,90.9%,88.1,41.7%,267.3,69.5%,,,,,1198.4,85.5%,695.6,61.6%,612.1,57.5%,194.9,45.9%,1502.6,54.4%
P3h2,Striatum,,,,,,,1.5,22.9%,47.7,34.6%,28.5,34.8%,,,,,23.1,28.1%,39.4,24.9%,354.3,47.3%,51.4,29.9%,445.1,31.1%
Fbxo25,Striatum,,,,,,,42.0,42.0%,51.5,35.5%,12.2,27.5%,,,,,65.8,35.5%,212.1,41.9%,727.7,62.9%,30.1,25.5%,970.0,45.1%
Rbm8a,Striatum,,,,,,,94.6,49.9%,448.2,73.3%,372.5,76.4%,,,,,249.9,50.7%,481.7,55.2%,999.7,72.0%,222.8,48.0%,1704.1,58.3%
Mesd,Striatum,,,,,,,571.5,83.0%,752.4,85.4%,500.5,83.4%,,,,,2665.1,95.8%,293.1,46.8%,1668.2,84.5%,668.2,70.6%,2629.4,71.2%
Fchsd1,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,80.7,30.9%,87.3,30.4%,11.4,19.6%,179.5,22.3%
Efl1,Striatum,,,,,,,39.3,41.5%,95.6,42.3%,46.8,39.1%,,,,,183.6,46.6%,156.5,37.8%,299.5,44.6%,866.4,78.3%,1322.5,51.6%
Ift172,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,61.2,28.4%,26.3,20.8%,15.7,21.2%,103.3,18.2%
Dgki,Striatum,,,,,,,22.9,36.7%,66.1,38.1%,45.0,38.7%,,,,,426.2,62.7%,247.6,44.3%,818.5,66.6%,184.1,45.0%,1250.2,50.5%
Scube3,Striatum,,,,,,,135.1,55.0%,537.3,77.7%,242.8,67.4%,,,,,1743.2,91.1%,715.7,62.2%,3226.5,95.5%,537.3,65.5%,4479.5,84.7%
Kdm3b,Striatum,,,,,,,215.0,63.5%,223.5,57.9%,223.5,65.0%,,,,,369.2,59.3%,273.1,45.8%,581.3,56.8%,188.6,45.4%,1043.0,46.8%
Smurf1,Striatum,,,,,,,219.2,65.2%,50.1,35.2%,67.4,43.0%,,,,,360.9,56.4%,136.0,36.4%,517.9,54.0%,53.1,30.4%,707.0,37.4%
Shfl,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,198.2,41.0%,61.6,27.0%,39.5,27.9%,299.3,27.0%
Irs2,Striatum,,,,,,,104.5,51.4%,168.5,49.8%,119.1,51.6%,,,,,97.1,38.8%,137.0,36.5%,680.8,60.3%,1427.9,89.7%,2245.7,66.8%
Lmtk2,Striatum,,,,,,,265.5,69.3%,326.4,65.5%,272.7,69.9%,,,,,565.0,68.2%,969.5,72.0%,2501.0,92.0%,872.0,78.5%,4342.5,84.2%
Tspyl5,Striatum,,,,,,,787.8,88.2%,441.0,72.3%,434.2,79.5%,,,,,1437.7,88.4%,818.0,67.3%,2593.6,92.8%,768.1,74.8%,4179.8,83.3%
Abhd2,Striatum,,,,,,,171.5,58.3%,97.7,42.7%,99.3,48.5%,,,,,329.3,54.9%,58.5,28.0%,388.4,48.7%,59.4,31.5%,506.3,33.0%
Wdr17,Striatum,,,,,,,1435.4,95.3%,1725.3,96.9%,1469.6,97.7%,,,,,3625.7,98.2%,1854.3,86.1%,7594.0,99.6%,1404.9,89.4%,10853.2,98.0%
Pgap4,Striatum,,,,,,,717.1,87.0%,1023.9,90.6%,877.3,92.2%,,,,,1514.5,89.3%,1244.6,78.0%,4916.4,98.6%,1068.5,83.1%,7229.5,94.1%
Strip2,Striatum,,,,,,,839.9,89.6%,231.5,59.0%,379.0,76.7%,,,,,965.6,80.9%,512.2,56.4%,948.2,70.6%,231.7,48.6%,1692.1,58.1%
Coro7,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Dync2i2,Striatum,,,,,,,215.0,62.8%,222.0,55.0%,223.0,64.0%,,,,,369.0,59.1%,13.6,19.5%,770.8,65.2%,0.4,15.1%,784.7,40.6%
Dock3,Striatum,,,,,,,269.4,69.5%,508.0,76.4%,452.8,80.8%,,,,,695.9,73.6%,2607.7,92.1%,3369.7,95.9%,1112.3,84.4%,7089.7,93.9%
Polr2j,Striatum,,,,,,,51.6,44.1%,28.7,31.6%,31.3,35.4%,,,,,26.0,29.2%,815.8,67.3%,582.2,56.9%,865.1,78.1%,2263.1,66.9%
Ncoa5,Striatum,,,,,,,215.0,63.2%,222.0,55.1%,223.0,63.2%,,,,,369.0,58.3%,37.8,24.5%,44.0,24.7%,15.8,21.3%,97.6,17.8%
Stk32a,Striatum,,,,,,,754.2,87.7%,496.1,75.9%,600.2,86.3%,,,,,1282.0,86.5%,337.9,49.6%,1130.6,75.4%,333.7,54.4%,1802.2,59.9%
Rhou,Striatum,,,,,,,,,,,,,,,,,,,6.8,17.3%,74.7,28.9%,154.8,42.3%,236.3,24.5%
Dtx4,Striatum,,,,,,,523.8,81.5%,203.0,52.9%,215.8,61.9%,,,,,1078.3,83.2%,502.0,56.0%,1849.7,86.7%,376.6,56.8%,2728.2,72.2%
Gjb6,Striatum,,,,,,,,,,,,,,,,,,,35.3,24.1%,8.9,17.1%,36.6,27.3%,80.8,17.0%
Mrps35,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ttc12,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Trappc5,Striatum,,,,,,,305.7,71.6%,157.0,48.7%,157.0,56.1%,,,,,886.3,79.5%,1142.1,76.1%,1947.8,87.5%,1000.2,81.8%,4090.1,82.8%
Accs,Striatum,,,,,,,43.3,42.5%,31.5,32.2%,25.2,33.9%,,,,,71.8,35.9%,3761.1,96.4%,3015.6,94.6%,2005.5,95.0%,8782.3,96.3%
Hey1,Striatum,,,,,,,218.8,65.1%,330.3,65.9%,250.3,68.2%,,,,,457.6,64.3%,760.2,64.9%,2565.9,92.7%,2420.0,97.1%,5746.2,90.5%
Bcor,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,949.9,71.4%,844.3,67.8%,1989.4,94.8%,3783.6,80.8%
Cbln3,Striatum,,,,,,,83.5,48.7%,83.9,41.2%,73.0,44.0%,,,,,64.6,35.4%,653.9,60.4%,472.0,52.1%,1893.3,94.2%,3019.3,74.8%
Spns2,Striatum,,,,,,,95.0,50.1%,350.8,67.4%,194.2,59.8%,,,,,308.3,53.8%,287.9,46.5%,2091.8,88.8%,665.4,70.5%,3045.1,75.4%
Efhd2,Striatum,,,,,,,430.3,78.0%,445.9,73.1%,447.2,80.4%,,,,,741.7,75.3%,163.4,38.4%,1026.6,72.8%,94.8,36.1%,1284.8,51.2%
Psme4,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,485.3,55.3%,112.5,32.9%,107.9,37.6%,705.7,37.4%
Osbpl10,Striatum,,,,,,,,,222.0,55.3%,223.0,63.1%,,,,,,,1501.5,81.8%,1463.3,81.8%,2072.5,95.5%,5037.3,87.4%
Fbxw4,Striatum,,,,,,,73.1,47.5%,30.3,32.0%,29.2,34.9%,,,,,127.4,42.0%,0.0,7.1%,131.8,34.4%,0.0,7.1%,131.8,20.0%
Vps41,Striatum,,,,,,,12.1,31.3%,80.1,40.6%,19.8,31.9%,,,,,72.6,36.1%,2938.6,93.5%,1011.3,72.2%,366.2,56.2%,4316.2,84.0%
Car8,Striatum,,,,,,,0.0,0.0%,2.0,20.4%,1.9,18.8%,,,,,0.0,9.0%,1771.2,85.1%,180.5,38.0%,1234.3,87.0%,3186.0,76.5%
Tox,Striatum,,,,,,,31.2,39.2%,18.0,28.3%,14.6,29.1%,,,,,73.2,36.2%,15.9,20.2%,101.2,31.6%,11.8,19.9%,128.9,19.8%
Katnal1,Striatum,,,,,,,7.6,28.7%,2.3,20.5%,2.1,19.1%,,,,,15.2,26.5%,790.3,66.3%,796.7,66.0%,650.6,69.8%,2237.6,66.6%
Rgl2,Striatum,,,,,,,57.5,45.3%,67.2,38.4%,95.8,47.9%,,,,,248.9,50.6%,37.2,24.5%,520.9,54.0%,235.6,48.7%,793.6,40.8%
Mfsd6,Striatum,,,,,,,1294.5,94.6%,1234.8,93.0%,1096.3,95.1%,,,,,1804.3,91.9%,808.9,67.0%,4253.3,97.9%,1815.7,93.7%,6877.9,93.6%
Stx3,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,208.3,41.5%,65.0,27.5%,2.5,16.6%,275.8,25.9%
Irf8,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,9.1,19.0%,9.1,12.8%
Rnf123,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Entpd3,Striatum,,,,,,,101.2,51.0%,129.1,46.0%,76.8,44.9%,,,,,287.3,52.9%,598.8,58.6%,1155.0,76.1%,359.6,55.9%,2113.4,64.9%
Trpc5,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,2.3,16.2%,1.9,14.7%,351.8,55.4%,356.0,28.5%
Ubr7,Striatum,,,,,,,1.1,22.0%,80.0,40.5%,77.2,45.1%,,,,,7.3,24.3%,767.0,65.4%,458.0,51.4%,1476.7,90.4%,2701.7,71.9%
Dlx1,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Rapgef5,Striatum,,,,,,,2.7,24.8%,23.8,30.0%,26.5,34.3%,,,,,14.5,26.3%,0.8,15.4%,58.0,26.5%,1.9,16.4%,60.7,15.5%
Zfp386,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,759.0,73.9%,759.0,39.4%
Slc35e2,Striatum,,,,,,,41.2,41.7%,423.3,71.3%,367.2,76.1%,,,,,206.3,48.5%,392.9,51.6%,874.9,68.7%,169.3,43.8%,1437.1,53.5%
Tbc1d22b,Striatum,,,,,,,355.1,74.8%,508.7,76.5%,492.8,83.1%,,,,,663.6,72.6%,238.4,43.8%,1111.4,74.8%,198.8,46.2%,1548.6,55.8%
Sgsm1,Striatum,,,,,,,144.6,56.2%,249.9,61.1%,198.0,60.3%,,,,,279.4,52.4%,709.6,61.9%,623.7,58.2%,65.3,32.6%,1398.5,52.8%
Isl1,Striatum,,,,,,,207.9,61.2%,404.3,70.4%,301.6,72.4%,,,,,354.6,56.1%,3072.5,94.3%,1669.8,84.5%,856.8,78.0%,5599.1,90.0%
S100a13,Striatum,,,,,,,177.9,59.1%,4.3,22.1%,3.9,21.4%,,,,,760.2,76.5%,1338.3,79.6%,1176.7,76.6%,1280.8,87.8%,3795.7,80.9%
Arel1,Striatum,,,,,,,2630.1,98.4%,1254.3,93.3%,1285.1,96.6%,,,,,3984.5,98.4%,1903.1,86.8%,6122.7,99.2%,3125.1,99.0%,11150.9,98.2%
Osbpl6,Striatum,,,,,,,17.9,34.7%,234.5,59.5%,138.0,54.3%,,,,,187.7,47.0%,918.2,70.7%,1236.7,77.5%,553.1,66.2%,2708.0,72.0%
Ccno,Striatum,,,,,,,3.1,25.2%,2.9,21.1%,2.2,19.3%,,,,,12.0,25.4%,428.0,53.0%,445.8,50.9%,137.6,40.5%,1011.4,46.1%
AA986860,Striatum,,,,,,,5.9,27.4%,147.0,47.8%,23.0,33.0%,,,,,27.6,29.7%,403.1,52.1%,377.7,48.3%,243.5,49.3%,1024.3,46.4%
Itpr3,Striatum,,,,,,,238.6,67.4%,227.2,58.5%,239.0,67.1%,,,,,385.9,60.9%,376.4,50.7%,356.9,47.5%,937.5,80.2%,1670.8,57.6%
Trp53rkb,Striatum,,,,,,,,,,,,,,,,,,,121.0,35.1%,2.0,14.8%,0.8,15.5%,123.8,19.4%
Greb1l,Striatum,,,,,,,223.8,65.8%,255.5,61.5%,245.7,67.7%,,,,,450.4,63.8%,4.2,16.5%,773.2,65.3%,36.0,27.1%,813.4,41.4%
Zmpste24,Striatum,,,,,,,316.1,72.0%,346.9,67.1%,360.5,75.8%,,,,,583.3,69.3%,0.3,14.8%,507.9,53.6%,0.1,14.6%,508.2,33.2%
D17H6S53E,Striatum,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Tmem130,Striatum,,,,,,,84.5,48.8%,472.5,74.9%,125.3,52.4%,,,,,375.7,60.0%,1352.9,79.8%,3178.0,95.3%,637.5,69.3%,5168.4,88.1%
Trp53bp1,Striatum,,,,,,,58.3,45.5%,105.2,43.7%,108.3,49.5%,,,,,105.3,39.7%,293.6,46.9%,465.3,51.9%,37.3,27.5%,796.2,41.0%
Ncmap,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Nkrf,Striatum,,,,,,,0.0,18.6%,14.2,26.5%,6.0,23.8%,,,,,11.2,25.1%,93.0,32.3%,93.5,30.9%,67.3,33.1%,253.9,25.4%
Slc25a53,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,315.7,48.3%,165.8,36.8%,332.0,54.3%,813.5,41.4%
Hs3st5,Striatum,,,,,,,0.2,19.5%,0.0,17.3%,0.0,14.4%,,,,,0.4,19.3%,0.0,7.1%,0.4,14.0%,0.0,7.1%,0.4,12.2%
Zfp758,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Tmem201,Striatum,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,196.9,40.9%,187.4,38.3%,127.6,39.6%,511.9,33.3%
