ID,101,100,102,896,897,T0.5,T0.6,T0.7,T0.8,UNK12
ENSMUSG00000019872-S,,,,4.6945318867907435,4.171518637730202,4.3840474789020325,5.148275381397598,4.293934962094727,4.188661827798793,4.150292392721807
ENSMUSG00000019951-S,,,,7.309798305172879,7.294764984343796,7.390348075583331,7.785986938214819,6.955013826017562,7.423153272810813,7.0878804040841015
ENSMUSG00000019984-S,,,,4.319521475349487,4.315493310162991,5.045654161258824,5.148275381397598,4.045535688217926,4.438449685700989,4.565039174478663
ENSMUSG00000020014-S,,,,1.127908297400936,3.83164374781175,1.0734381410836893,1.0544969576130625,2.0365428043664457,3.1302528173062325,1.9844312973810097
ENSMUSG00000020015-S,,,,7.719859246604294,8.064176942521012,7.890876558552947,9.010676548070446,7.783006495476418,7.814158594934983,7.637519343777968
ENSMUSG00000020111-S,,,,6.998190673744029,7.1581799903024175,6.949454690443953,6.820272956491277,7.379141389391469,6.7179991885380685,7.487113895440174
ENSMUSG00000020142-S,,,,5.597431727078145,5.4445920537266215,5.998945244390941,6.036055601214968,5.930355012261218,6.2309672640563925,5.812461618212615
ENSMUSG00000020163-S,,,,8.064574245374011,7.896834728538255,8.332675663521917,8.618480094241788,8.203171583877038,8.043510122120313,8.754039051250095
ENSMUSG00000020178-S,,,,9.199135400034775,8.927815095872768,9.019545046731354,9.473175973733694,9.149096327795586,8.433401620010368,9.456991813564796
ENSMUSG00000020189-S,,,,7.433672241306105,7.259587908955042,7.427845809604192,7.920332765788729,7.197931968217582,6.895566649438642,7.066821020463239
ENSMUSG00000020193-S,,,,1.7531052066154809,0.96017781974354,0.0,0.0,0.0,0.8966708824695038,0.0
ENSMUSG00000020218-S,,,,0.0,0.0,0.0,0.0,1.0244644241439549,1.4454776237320806,0.0
ENSMUSG00000020238-S,,,,6.148518825008268,5.8978231981531675,6.463540120114827,6.214038969790307,6.156353685370624,5.766314813340103,6.3888415132686776
ENSMUSG00000020261-S,,,,6.412181562061996,6.563911904059496,6.936504651345083,6.480806310168945,6.2958204626854135,6.729760954535108,6.001894199416286
ENSMUSG00000020381-S,,,,3.9283702031886953,3.5110943465210323,3.8332251737724303,2.408161705255035,3.952227049760956,3.6091572619433543,4.734867257060523
ENSMUSG00000020589-S,,,,7.6363677090309725,7.980232219597326,8.019254683114731,7.373126697055267,7.9908414350102195,7.693220728155924,7.904102869881776
ENSMUSG00000020605-S,,,,2.792247919928092,3.0983517460910273,4.596535307053573,4.271193757560183,4.045535688217926,3.886378258490339,4.372518696933413
ENSMUSG00000020610-S,,,,6.148518825008268,6.443689869461377,6.1635857714445415,6.2755018589239215,6.113897766977886,6.214319396121361,6.319312747201733
ENSMUSG00000020623-S,,,,3.216907381183005,3.3861897080618717,2.70536152666095,3.683352025606547,2.0365428043664457,2.625408260291476,0.9896395548137256
ENSMUSG00000020635-S,,,,4.6945318867907435,5.0091294353646045,5.695001573053586,4.349499012537491,4.631493946766409,5.183183166298148,5.265143376514159
ENSMUSG00000020642-S,,,,6.546315595935331,6.519994235954224,5.922195443725697,7.060374352062666,6.587166567872407,6.387662860238232,6.149420064349307
ENSMUSG00000020672-S,,,,3.216907381183005,2.517968120511531,1.6820721526231242,3.683352025606547,2.3608744879735837,2.9807782637889133,1.9844312973810097
ENSMUSG00000020695-S,,,,2.1878468093344487,1.939846798669194,1.0734381410836893,3.557034900345428,1.0244644241439549,2.1528517044067006,1.9844312973810097
ENSMUSG00000020708-S,,,,8.740623916535052,8.537822048020068,8.994772114138177,8.286563436119707,8.93411639669101,8.628220639511456,9.07990466182921
ENSMUSG00000020718-S,,,,1.7531052066154809,1.939846798669194,2.1088013333513045,2.8995552480740754,2.3608744879735837,2.9807782637889133,0.9896395548137256
ENSMUSG00000020720-S,,,,6.901369624866195,6.634261692806636,6.741824069625022,6.749834481109483,6.490915856541785,6.431534750486238,6.637623027820803
