ID,934,935,936,939,940,941,942
"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide -PLS",10.73675673592559,,,11.49480028335751,11.201351236215332,4.995198132123307,
(6S)-5-Methyltetrahydrofolic acid-PLS,,11.040828388455358,,11.720535719767971,,,
"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol-PLS",,,,14.490401175879212,,14.619353023940146,
"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl--PLS",25.733886070721343,25.218309232044735,26.063297596140337,25.89239069626887,25.649318009768667,25.89239069626887,26.063297596140337
(CH3)2C=NC2H558-PLS,18.25980209766973,18.166921347306214,18.23352297013859,17.991698030770714,17.949139164396534,18.055156504109046,18.3690399630794
(pm)-alpha-Tocopherol acetate-PLS,,0.1880983824887291,,,,2.110156323817304,
(pm)-N-Propylamphetamine-PLS,20.09036378450744,20.09036378450744,,,,19.25737478976485,
(pm)-Norketamine-PLS,29.238352072002733,28.872137288496553,28.069854863513513,28.872137288496553,28.69205932343602,28.69205932343602,29.238352072002733
(pm)-Phenylpropanolamine-PLS,25.02818539784267,21.905338353766723,24.147513775193627,24.031064574266015,25.218309232044735,25.146358600179003,25.146358600179003
"(R*,S*)-2,3-Dihydroxybutanoic acid-PLS",13.222275426478378,12.558349168791096,13.065204093676098,,13.528209117301172,,13.49829780339586
"(S,S)-(-)-Hydrobenzoin-PLS",18.454744987858543,20.32275264482924,19.890260881943004,19.020461548308315,19.502760599128187,18.090488562238814,17.559826209256997
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene -PLS",24.635610917928208,22.74862958607471,22.353975239426745,20.120753401201657,19.334680948626016,,
"1-(2,4-Dimethoxyphenyl)-propan-2-one-PLS",22.224114931972963,22.224114931972963,22.224114931972963,22.193443929123895,22.224114931972963,22.47529503934578,22.65931446793839
1-(3-Methylphenyl)piperazine-PLS,13.891168148120864,13.461033530624888,13.528209117301172,13.675307306116846,13.59624594915852,14.013071079834884,14.619353023940146
1-(4-Hydroxybenzylidene)acetone-PLS,13.913914605741516,13.041481057345615,13.891168148120864,,,,
"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone-PLS",,,,,,,16.66661965779107
1-Aminocyclopropanecarboxylic acid-PLS,26.69762671536238,26.063297596140337,26.797734594643774,26.159228930846336,26.52855520854456,27.02680591773259,26.69762671536238
"1-Butanamine, N,N-diethyl--PLS",22.598393862165658,22.47529503934578,22.56359367504689,22.56359367504689,22.796146442761906,22.840986177020948,22.796146442761906
"1-Cyclohexanone, 3-butyl-3-methyl--PLS",,,,,,,
1-Cyclopentylethanol-PLS,15.235325209078926,15.141463023107024,15.346119239103894,15.18476109763377,15.380862844489004,15.18476109763377,15.575160493216268
"1-Decanol, 2-methyl--PLS",,,,,,,
"1-Decene, 8-methyl--PLS",,,14.752087772759689,,,,
1-Deoxypentitol-PLS,8.59654024062566,5.393181344081152,7.812667208585688,7.513676344322467,7.812667208585688,1.871547286033141,5.811666046214308
1-Hexadecanol-PLS,,24.420842682655486,23.063208481130555,25.09007350960237,,,
1-Hexanol-PLS,12.370355156373494,13.891168148120864,13.42986339642818,14.292486862321748,14.552060430728968,14.152255649751382,13.748842681339172
1-Hydroxy-3-methoxy-6-methylanthraquinone-PLS,18.869911261855005,,,19.22452022113705,19.711499117016334,19.609109183006655,19.502760599128187
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine-PLS",24.29605575603482,23.671892126966217,24.227183213247844,23.84100766691344,24.147513775193627,24.031064574266015,24.227183213247844
1-Monoacetin-PLS,15.141463023107024,14.552060430728968,14.998238088725108,14.619353023940146,15.11527821044979,,15.269004118948578
1-Octadecanol-PLS,21.333615046969303,20.78363624152755,20.63745154616933,20.95862660182026,20.509063964039218,20.76435026481112,20.70652403920698
"1-Octanol, 2-butyl--PLS",19.105468487746272,19.058882811628965,18.090488562238814,19.126050932747994,19.472135572306875,18.533896246321376,20.76435026481112
