node1,node2
Cyclohexanecarboxylic acid,Nonanoic acid
Methyl stearate,6-Hydroxyhexanoic acid
Methyl stearate,Tetrahydrogeranyl formate
Nonadecanoic acid,Arachidic acid
Nonadecanoic acid,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester"
Nonadecanoic acid,"Hexadecanoic acid, methyl ester"
Glycerol tricaprylate,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine"
Glycerol tricaprylate,D-Glucose
Glycerol tricaprylate,Glycerol
Glycerol tricaprylate,Picolinic acid
"Hexadecanoic acid, ethyl ester",Heptadecanoic acid
"Hexadecanoic acid, ethyl ester","Hexadecanoic acid, methyl ester"
2'-Desoxyuridine,Thymidine
Serine,"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy"
Serine,L-Isoleucine
Serine,L-Leucine
Serine,Phenylalanine
2-tert-Butyl-4-ethylphenol ,Lignoceric acid
Propanedioic acid,Campesterol
Tyrosine,L-Isoleucine
Tyrosine,L-Threonine
Tyrosine,"L-Valinamide, N(2),N(2)-dimethyl"
Tyrosine,Phenylalanine
2-Palmitoylglycerol,9-Octadecen-1-ol
9-Octadecen-1-ol,Aconitic acid
2-Pentenedioic acid,4-Methoxyphenol
2-Piperidinone,Butanedioic acid
2-Piperidinone,"Thymine, 1,3-dimethyl-6-hydroxymethyl"
Lignoceric acid,D-(-)-Ribofuranose
3-Hydroxybutyric acid,Hexacosanoic acid
Hexacosanoic acid,"Azetidine, 1-acetyl-2-methyl"
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione","Propane, 2-methyl"
Isocitric acid lactone,L-Aspartic acid
Isocitric acid lactone,Norketamine
Phenylalanine,DL-Phenylalanine
Phenylalanine,L-Isoleucine
"Hexadecanoic acid, methyl ester",Arachidic acid
"Hexadecanoic acid, methyl ester",Nonanoic acid
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,Nonanoic acid
DL-Phenylalanine,L-Isoleucine
Acetoacetic acid,Ser-Leu
N-Acetyl glucosamine methoxime,Uridine
Palmitelaidic acid,Vanillin
"L-Valinamide, N(2),N(2)-dimethyl",N-Acetyl-L-phenylalanine
