NAME,CSF_109_21122021,CSF_110_21122021,CSF_113_20122021,CSF_89_PROVA_07122021,CSF_96_20122021,CSF_70_21122021,CSF_97_21122021,CSF_129_21122021,DSS_73_090224,DSS_76_090224,DSS_B896_090224,DSS_T0.7_090224,DSS_T0.8_090224,DSS_91_120224,DSS_117_120224,DSS_907_120224,DSS_T3.6_090224,DSS_912_120224,DSS_T5.7_120224,3297_VECPAC_190224,3679_VECPAC_190224,3681_VECPAC_190224,935_CTR_LPS_CSF_070224,936_CTR_LPS_CSF_070224_2,937_CTR_LPS_CSF_070224,941_CTR_LPS_CSF_070224,942_CTR_LPS_CSF_070224,943_CTR_LPS_CSF_070224,956_CSF_24H_080224,957_CSF_24H_080224,959_CSF_24H_080224
,DSS_T1,DSS_T1,DSS_T1,DSS_T3,DSS_T5,DSS_T5,DSS_T5,DSS_T5,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T3,DSS_T3,DSS_T3,DSS_T3,DSS_T5,DSS_T5,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_24H,LPS_24H,LPS_24H
"Benz[a]anthracene-1,7,12(2H)-trione, 3,4-dihydro-8-hydroxy-3-methyl-, (3S)",1040127.942,1824314.741,15525031.29,0,878086.4016,1877934.936,7066355.628,1218434.541,0,0,0,0,0,0,0,0,0,0,0,0,0,54866161.62,0,0,0,0,0,0,0,0,72011837.13
"Benz[c]acridine, 5,10-dimethyl",1227783.649,438337.635,47993.65601,0,84181.182,0,0,26899.27725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3186668.851,0
"Benzaldehyde, 2,5-dimethoxy",1.46441E+11,1.43322E+11,1.56941E+11,64420474421,1.22959E+11,1.32782E+11,1.41734E+11,1.17691E+11,1.17493E+11,1.2057E+11,1.22514E+11,1.07858E+11,1.45176E+11,1.10316E+11,1.27655E+11,89795410339,1.35146E+11,1.19266E+11,76122711957,1.18383E+11,74658252245,1.09943E+11,1.16142E+11,1.06669E+11,1.55663E+11,1.90914E+11,1.09862E+11,1.32617E+11,93402636041,1.43973E+11,1.36574E+11
"Benzene, 1,4-dimethoxy",4350395.835,3176911.16,3778117.384,12726868.55,3315161.361,3550769.404,3478293.311,3393285.957,4084020.937,3440255.007,3406049.447,4068182.318,5133250.886,4049303.82,3791600.878,3434285.093,4570648.404,5552112.896,4196923.341,3630448.527,2539951.744,4805818.15,3470254.263,3887144.974,4507132.398,4485806.326,3207207.005,4158498.325,3066330.051,3989136.556,4212130.56
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)",1740369.577,2185270.064,0,5522735.54,227907.683,1597387.266,1538164.97,572607.6326,0,0,0,0,0,0,0,6243350.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benzene, 1-ethyl-3,5-dimethyl",0,0,0,6587989.262,4121688.341,1056457.169,2641619.724,2626038.222,0,0,0,0,6759350.14,7828338.851,0,0,6399901.021,0,294472.1048,1235837.995,0,0,3605513.286,0,0,0,5574373.086,0,0,0,0
Benzeneacetic acid,118525.1805,278953.43,163766.7611,98133.36477,134714.0324,93736.44515,99396.75599,128024.5328,0,130569.106,0,0,0,0,103911.4311,0,2670981.608,0,0,342984.6155,0,1373710.338,2521582.731,0,214698.2748,764291.7659,0,0,147689.9485,143969.3544,0
Benzenepropanoic acid,6838717.37,36891406.29,14334539.73,8870912.182,19831902.85,19692921.02,22886028,34838769.92,14599359.57,20065592.15,13558368.1,5590786.209,18069330.43,16813960.59,18805973.74,11533290.75,11708142.56,8632986.811,11099852.13,17073459.69,18106699.27,11245537.56,12227961.14,14726696.42,19210071.78,24529440.73,10824411.12,15726446.25,11931903.23,22454473.78,21261030.36
"Benzenesulfonamide, N-butyl",96683.1057,53369.02694,38339.90076,0,0,0,0,34170.87355,32849.52882,20794.0869,20350.76346,14491.78548,17489.61652,14350.96086,20311.77298,15289.99905,15779.73872,13482.01238,14120.36135,14843.32222,15075.05698,9776.836388,18305.28189,16584.03309,26996.58242,26420.25103,13697.24933,18435.80269,14289.98824,15416.16394,15122.77887
"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",786264734.1,623263731.3,414105500,347362051.7,531341797.5,391757118.3,378074552,681150504,406666907.4,281331073.3,523822374.7,388715088.2,412138123.9,553313242.6,530077614.3,328549309.6,347454332.4,574776507.4,667551569,336661051.4,164395816.1,256605394.9,438704881.6,366227603,600608391.1,1148966864,504485776.6,616526487.5,344505729.9,651605895,447317897.8
"Benzoic acid, methyl ester",12136960.2,10102940.52,10123099.41,18261355.24,9295999.774,10097220.8,9718890.193,9483634.771,2182328.077,12734642.39,11450757.1,10518038.38,12062482.46,6961031.113,9100990.856,8821934.045,11559193.69,6494420.413,7670359.054,7728088.843,1386749.412,8099953.412,61042.6973,850200.203,733915.1452,24971931.18,10060668.89,11351378.5,12183686.17,2112916.656,14247426.07
Benzoic Acid,677422208.4,612391442.1,550760721.1,983831884.4,521482206,539362961.6,501454436.1,509270533.8,653991112.5,585106952.7,446078164.5,515605842.6,611804489.3,423691770.1,553328358.8,460196797,576286817.7,542884037.4,438809209.9,429239666.2,377592219.8,471647800.8,642834852.9,517416240.7,716571045.1,998126282.5,497822360.7,555465119.1,512440101.7,685256133.9,602905433.5
Benzophenone,53906.50954,42935.39408,39714.13832,92054.31058,52846.82336,33360.17168,52619.63598,32201.15474,62274.19812,49206.24593,43611.22755,13522.20247,33099.05651,33489.27252,26897.20877,37681.68346,35913.17794,32095.50615,28635.91539,29601.25041,22734.16291,0,38392.04848,46129.49669,53433.08587,29479.77133,42746.0297,46661.02096,21268.60734,35257.17631,60543.88127
Benzyl alcohol,98992499.47,48635585.38,37355348.62,40425358.52,33316170.86,36276681.3,38750068.92,31326401.48,73166516.09,46869621.79,38775069.67,26090911.35,29550391.36,30406722.59,39012256.72,28012717.91,38156019.07,44184697.29,32305624.28,29662925.79,25928181.18,28071022.04,39761441.7,30865509.53,42384014.64,61940912.6,23269570.41,26987835.43,34645595.56,72981606.1,41383839.34
Biphenyl,4811785.2,4783732.609,3970729.495,6698937.687,3804233.344,4075541.129,4140004.691,3563827.345,7039788.827,4822053.316,4520372.347,2909306.017,4345949.66,3371678.793,4308142.491,3246389.191,4195693.748,3582650.114,1610620.189,3399966.786,2709020.555,3320720.855,4611113.13,3327431.058,4700129.203,4259489.918,2801809.335,3596894.383,3652607.414,5400029.987,4400163.805
Butachlor ESA,0,0.561830567,0,0,0,0,0,0,0,0.337772901,0.208617911,0.34395544,0.654698103,0.077584796,0.291722585,0.358782889,0,0.226860675,0.093333036,0.247419454,0,0.236226523,0,0.086058184,0.384077502,0,0.268192607,0.242069495,0.21217781,0.254396931,0.324957443
Butanedioic acid,768751609.1,868625541.1,762635495.8,1341117403,789168163.1,688930894.3,856790006,763871641.3,928852620.6,275182526.1,1371253116,1115412187,1348984306,334798711.1,1122479823,261605487,236507384.6,1049588532,1012112151,787071215.3,766162786.7,613268302.8,218102984.9,1176089602,386105147.3,435007880.9,979060402,1328093448,816393869.2,384336367.3,1210864791
Butylmethylamine,31515281.94,10687309.7,13850656.74,12091100.65,20233214.15,20228361.08,16936896.04,24019249.72,7358553.082,17476226.15,15508449.44,13260665.83,15430713.54,18731468.26,18176655.76,10952571.61,15584071.44,13345875.7,17440569.48,16531394.4,9995193.524,12824776.48,19541563.41,5685855.181,20472871.97,23314227.76,9943971.495,15813910.3,18729439.99,31662149.97,25135182.64
Butyric Acid,133410722.4,134071964.6,145849985.6,204182899.1,111931856.1,133600019.3,131288555,101194578.1,179592354.3,184509415.3,155367107.2,130470813.7,101200277.7,49871536.81,104842228.6,122358828.9,140791365.4,108152055.6,132308621.8,97129452.59,148106692.7,90510879.16,130874154.1,112968359.7,183631321.5,236806999.7,108034866,127879505.7,119207624.2,158178488.4,149683419.3
Chlorobenzilate ,0,28480771.62,4796871.263,0,9086840.448,33266077.72,0,8035218.905,19686958.06,0,151739340.9,16874013.21,0,0,0,0,0,0,0,0,0,0,0,0,24421262.16,1225514.207,0,0,0,7347828.325,90860901.88
Cholesterol,3436187.687,12314493.71,13118027.98,3701.378319,4448.493947,17319893.2,178574403.2,53566568.2,216926142.5,2415407.278,2649351.506,4256282.266,743035.6216,0,10542027.31,2911521.966,4759831.6,101713.4814,1121255.436,4578691.269,5372335.71,46236.90927,18785342.96,11149870.23,23535487.1,96037517.29,825880.2118,9438729.023,9941545.052,0,0
cis-2-Decenoic acid,0,66654.86288,62919.80477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101989.9296,0,0,28987.54204,0,0,0,29170.83083,22238.87433,0,0
Citramalic acid,14671.29419,17266.74568,23480.34146,8752.206545,17988.60439,0,0,11184.41482,11441.87584,48435.64941,15369.93686,16528.30859,32356.77751,40204.99818,29403.29776,32365.7085,21988.46756,27172.39748,33677.71337,16750.21943,23738.29857,17749.63806,35483.94342,19264.93791,15861.62426,18161.53564,0,39229.38961,26048.52631,23394.35425,29614.25095
Crotonic acid,9436608.319,8754135.641,6842479.137,8610273.526,6804818.231,6557850.49,7128516.868,6823244.38,10660931.65,7574218.79,6294534.574,6052583.029,1559505.488,5139335.99,6275439.595,4701334.742,6810329.282,5940936.192,5382044.869,5384743.275,5028004.964,5008721.948,6270394.093,5669818.278,8155260.78,8747736.584,5128296.611,6011869.399,5160255.314,7708845.536,6741628.272
Curcumin,0,0,335884.1981,0,439027.8737,302422.1194,338603.1089,266669.656,209114.0763,173823.3657,140597.6259,106130.6203,160620.0488,130297.2253,153500.3639,0,153498.1822,152364.4312,123108.5436,105906.9438,87267.14672,101540.8392,123241.3648,91855.79596,167759.5217,239164.6689,121256.4494,148190.0094,134333.4949,166176.6822,155314.9093
Cyclobutylamine,48704731.12,51186072.78,41973780.05,39172061.38,39052678.85,37837507.98,38206651.7,34174776.03,52323740.57,45526155.11,35137671.58,34116780.31,42564523.85,32339229.33,35475810.99,32581079.33,38191399.58,39823798.67,34661705.22,29746210.27,24690521.2,28265474.73,34559781.06,30281402.39,47802200.33,68522421.03,32446267.64,37872678.34,34540664.12,43433566.88,40290058.52
Cyclocurcumin,0,1577449.746,14.44858157,0,0,0,119445.5359,19449.75274,0,0,0,0,0,0,4167.239907,0,0,8627295.409,0,0,6299.772852,0,0,0,0,0,0,0,0,0,3859899.705
Cycloheptanol,9871791.412,8582033.7,10174858.8,5761511.569,8147286.664,8945025.732,10266093.95,8367179.331,13728475.27,5328413.735,6407572.816,5911010.333,6435019.557,4218983.554,5873915.632,6203675.757,3530576.415,5582077.203,6417175.028,5260369.97,9485329.255,15690617.35,5733260.108,5422968.552,7322700.776,11348501.47,4547224.374,6964555.4,10171725.93,12430919.96,10888393.99
"Cyclohexanone, 3,3,5-trimethyl",3434515.289,5351656.028,20306811.53,2969765.393,4835315.875,6511941.043,19254698.05,4098762.15,1727230.311,3569090.047,4788999.207,10199997.97,8486823.072,4852714.427,4106751.844,6101253.135,8500859.806,10128395.95,3443771.783,7214747.331,3255244.627,7218746.834,4416261.147,0,3131032.713,4814871.951,7546433.042,8590158.272,6186959.824,3120047.78,4389911.034
Cyclooctylamine,23623733.63,27289681.43,20275246.63,47779151.43,18027507.76,21178091.87,24450415.19,21740933.15,7144593.23,21562016.21,22168086.2,21256029.63,39711351.08,27529320.28,23817176.25,13395218.17,26239959.66,42040745.03,19312617.88,19324862.69,12577907.23,17981171.09,10502488.51,18516750.59,25852207.47,5670264.892,19420359.23,28938683.75,23198052.9,12317196.82,34334760.89
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",912397.172,658664.6474,829757.4531,1691660.831,879398.0533,705128.1966,826694.6899,782365.0587,1250693.48,817184.904,784543.6431,460111.6838,623013.5737,505758.9394,861445.3203,558223.7781,677732.3449,583609.2542,417552.8832,651040.7747,76470.11271,647782.7837,715439.136,515510.7638,795465.2945,1325854.696,470254.3416,702363.3295,721265.9966,914409.9715,673074.2812
"Cytosine, N-(tert-butyldimethylsilyl)-",24764.97994,24128.49744,15067.06126,71368.34326,12888.47478,12680.06539,11340.69112,13587.17538,27264.38798,20610.78856,15332.27862,14475.89449,15418.24323,16183.72914,19070.88385,12921.58624,14493.75505,14311.51796,12092.981,14021.26057,11762.40459,13359.83135,15999.117,15315.1579,20366.3791,24015.73401,11843.76937,13786.32687,12732.28123,20625.66147,16238.4332
Desmethylverapamil,14338777.78,0,10244014.59,0,8064291.754,562383.8312,13434079.42,5481074.427,0,0,0,40148352.37,0,1469369.145,48724953.43,49647.85159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diacetyl monoxime,15840.06537,449802.9447,351808.1946,1009715.611,253115.9769,46723.73443,0,295075.0107,285665.6316,201634.5478,191006.4975,179996.395,234403.2683,154907.6997,210689.5895,147331.2205,182100.6015,168572.0772,147716.6469,150626.994,111190.2065,133952.615,176317.9161,156924.6982,206679.6452,324367.8312,119443.9688,197308.9484,170868.5028,314645.6446,219051.7878
Dibutyldodecylamine,0,0,385143.3818,109911.3401,224225.7826,397199.2439,660245.2015,374829.847,1600648.266,0,0,0,0,0,0,0,394407.4904,0,0,0,0,0,0,0,0,7032612.75,0,0,0,0,0
Diclofenac,0,0,0,0,61171.6173,307294.1326,191471.618,39569.46596,42841.20235,101891.8552,0,125752.4297,113156.1279,0,11324.25957,42960.22035,85312.25633,489860.6343,0,0,0,60780.93919,0,0,0,0,0,186043.5021,0,78133.16847,180088.5152
Diethylamine,2234692.746,755313.8327,615214.8947,0,0,591283.4414,669879.3233,0,351713.3888,449764.7189,569669.5501,598999.5631,672113.6844,440516.8506,473280.509,397718.504,548963.1034,50900.33742,575251.4454,455999.2711,289392.6371,479627.8944,330770.2783,368432.5211,492674.1332,358392.0913,463959.4926,626643.1822,400941.1318,521829.8525,598735.3482
DL-Glyceraldehyde,99226791.87,105730436.8,116407302.8,13028420.78,83515884.1,66779504.62,82192965.71,74748667.85,38869061.82,75616386.32,78381244.13,56728062.42,81708900.6,129535188.8,81363411.55,119368320.1,80103878.78,95033348.34,153383866.2,58628899.85,39242481.43,58454247.21,86595262.2,73659870.3,122232847.1,98080915.32,95588139.44,126315513.4,77720987.48,83268045.66,108107421.8
DL-p-Hydroxyphenyllactic acid,0,193214.0861,210832.4745,231494.5614,175714.7139,147199.1617,177211.387,168823.994,0,128526.8949,125493.6711,302726.8967,230239.1293,14795.08831,294271.5154,206027.4704,131197.2286,130360.2661,160353.0325,172623.3251,181985.5115,174351.1077,174853.6102,257096.9384,337574.0441,0,191965.921,221047.8912,178525.7889,226682.732,0
"Dodecanoic acid, 1-methylethyl ester",9242.794513,3758.176212,3960.179135,8186.001744,5157.676696,3071.851051,5147.980557,4181.970042,5857.639958,6422.979089,5918.427847,4239.588051,3754.700856,3902.056224,4044.302072,4665.58038,3430.687532,3250.422331,3541.664278,6319.85824,5208.440852,5742.471245,6783.10219,3919.646022,4312.406039,8284.741673,3273.544986,4294.549345,5474.228235,4953.574859,7871.227627
Dodecanoic acid,14781441.07,14093087.88,13148779.65,29552470.41,11941763.85,10558965.82,13505236.23,11725710.85,49904914.52,14394306.01,12966997.78,9299401.891,12335144.42,7740925.984,11841410.85,9739387.117,9801580.971,10027994.67,7387940.432,10434180.87,10552517.59,10291278.02,13380247.22,13149507,14912255.86,19407120.83,9678425.624,11619808.57,12280578.49,16146874,13852390.34
"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",417.6347355,0,8.569194448,0,0,130.6509728,16.16292549,355.9875098,0,340.5908601,14.66741153,219.1373414,248.9050526,267.6003426,0,295.3052824,281.5375676,0,305.1225967,183.1256458,231.6199611,208.4075294,79.08293608,467.503127,332.2185837,92.15756634,89.04017286,399.816087,71.78236641,101.9637756,112.4376733
Durapan,1765476.747,600372.3145,50966.35412,0,99871.14354,0,0,29715.22384,971815.52,266670.4073,86407.60349,150726.9978,31251.72613,75047.95973,289376.2139,77090.19977,93515.35614,18727.69066,0,0,79487.3277,0,221235.5604,118839.8944,368473.7954,609222.6739,20811.70646,35063.7073,95216.94237,455869.328,171549.333
"Erythrono-1,4-lactone",2992768.916,8246587.919,1672110.192,21624471.18,9164123.787,9576816.704,8288610.338,7160229.763,11447270.13,7462451.374,20388441.31,10591189.95,17207478.64,15521310.08,10872990.62,14717901.23,13087502.9,12028107.55,10115516.57,10843732.71,12192693.78,13635242.44,10456013.84,12790123.07,6493709.958,10294255.42,12116802.53,18806259.89,9679505.428,12349328.77,14613420.41
Ethanolamine,116879520.4,892059829.1,759109214.6,95715839.56,326104542.7,447047041.7,494026206.8,525902123.8,670690720.5,946680789.5,583458814.2,341822882.4,805631532.7,275726603.5,252763200.3,461626888.9,162403247.9,322471492.2,241021486.2,527019152.1,315348599.8,208501495.1,175721449.2,200895849.5,205883421.9,240173005.6,177960896,202057813.2,335666257.3,790810009.2,345968950.4
Formamide,3209661476,2830726207,2539628097,4371995945,2078096408,2186150737,2360082386,2074198903,3842674312,3158884567,2782679597,2550284362,2601819898,358741489.4,2618636487,606292360.3,2313564376,2472586621,2414342758,2280360109,1933307916,2163259370,2425422537,1864176185,2747583609,3673937972,1976863605,2317770092,2303033870,2888414887,2719817293
Frangulin,0,1501.161195,1550.221375,0,2359.47041,0,0,0,1043.824298,480.9251748,225.4676569,0,350.518572,693.1647738,40.20314676,438.4959402,145.7043682,0,0,1136.759034,55.49368158,406.2585311,393.7125254,1214.542513,558.395791,0,1032.979584,0,0,327.8255038,1270.689384
Glabridin,53743.03759,214004.242,0,0,59155.35074,115869.9769,0,57798.16331,199785.4703,156422.5498,0,0,168056.1928,0,123075.5618,126891.8128,865.7398048,126037.8888,130281.1844,60597.61521,60757.64173,0,0,0,0,0,536686.5903,0,0,26612.53271,0
Glyceric acid,7846430.024,8802779.335,4786140.881,0,1598507.406,9295967.434,7699748.691,7940862.493,3074734.82,727312.0627,0,0,0,17657822.94,0,0,0,0,0,16973745.68,0,0,0,0,0,0,40763676.42,0,0,0,0
Glycerol,163921.6607,191287.9994,53656.65745,29441.11832,47146.11713,67701.54958,82399.25036,98306.72431,214266.4814,91179.55195,64874.0336,44116.67588,44973.10529,59741.7072,94148.66875,68951.16162,139146.0614,74660.75158,71331.34339,66746.06804,66171.82442,52772.95656,88605.02007,97834.0482,144086.128,196566.5723,86282.62212,112908.0175,44223.01539,130909.0151,93663.7726
Glycine,168744192.4,199937003,73360865.13,56765699.49,95811573.28,167573343.4,213336760.2,181066416.8,0,155205762.8,301486026.8,88287650.5,84877535.96,128504712.5,142575211.9,133861284.4,84488177.26,103769267.4,81076750.8,238234145.7,95437258.61,105387970.4,68293839.94,90350776.11,88241573.47,125473571.9,52561370.84,66564136.51,114215964.7,116095560.1,180629156.9
"Glycine, tert.-butyldimethylsilyl ester",382700269.5,884839557,417445684.3,400417281.5,613610203.7,402005287.8,472111869.8,548393867.6,839968825.2,483995377.3,591256553.8,295120744.1,390123391.1,294384331.8,347322856.7,407514815.1,315839023.9,360780231.2,287250835.6,524745793.8,274075647.2,350283483.4,285999374.7,401360864.6,348243003.6,525696413.2,283739439.2,353582416,315479627.4,336795932.8,356759237.2
Glycolic acid,311817604.7,329666512.3,318239785.6,295639146.8,286075996.4,273090209,290949255.5,259042243.7,261806694.1,383583583.7,291942394.6,238344609.1,314839737.9,368536219.6,373907105.3,273646842.6,262402197.4,271282298.1,288008862.6,293210796.6,252529628.5,258413442.8,244861335.7,399541576.2,349637661.6,231918596.2,243155930.9,353211676,248188283,246208198.8,336526146.9
Guanosine,195364.1638,2465.106211,181823.63,1135635.297,156710.7712,181813.4491,209561.0683,166515.6482,0,316989.0325,305236.9442,2140.22032,291222.8453,205034.4192,303385.872,114492.8242,339829.2084,349887.1718,0,0,0,1058.162345,386077.2827,87267.67969,343668.9466,0,270609.0396,0,0,26290.15118,4721.872242
Heptanedioic acid,4521.987064,0,0,0,0,0,0,3856.755765,8092.900227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10732.87747,0,0,0,0,4680.692676
Heptanoic acid,28587843.18,30104753.7,31147485.7,41600108.91,30455198.81,25730791.69,26962603.74,28186778,38140786.45,27302474.79,31494701.05,19159483.54,21284185.49,27375396.95,32439233.38,25824923.18,23778781.17,31285428.63,24757953.93,28562704.67,26040006.1,20759801.75,26244338.83,28484019.69,34938475.18,35714856.55,21445183.36,25456374.8,29355328.63,36821540.4,33843679.08
Heptylamine,122372.0744,61644.26132,12443.47439,0,0,0,0,20209.39492,0,15886.69477,15566.65313,13074.66695,15208.98502,11061.75458,17089.31015,0,0,11625.5197,0,0,3628.411088,0,0,1916.675866,24347.95552,49770.42544,6936.734797,8170.69727,3813.552963,34840.92499,14730.93382
Hexacosanoic acid,4804.950501,5098.851314,5537.234657,0,4465.382766,1154.626393,4221.96961,3706.620041,5009.855769,4101.450256,4216.280865,0,3468.432143,5306.511477,5683.273878,2682.467636,4232.934994,3526.401946,4818.127099,3349.840685,3237.507058,0,9703.993839,1386.622067,8973.445624,6239.247181,1479.818165,0,5322.438414,8375.942649,7290.199413
Hexanoic acid,94213913.15,97793088,104942580.4,172555585.4,106179140.1,87488529.81,82886302.17,92905213.17,139372892.6,105656055.2,102398665.3,71873488.46,83068765.56,86832203.09,112411455.1,84339156.7,84892280.97,89721657.67,77186935.81,82318783.54,76476961.9,67277809.98,89457951.86,92371177.46,112784340.7,139927122.1,75920279.81,93786701.03,91384341.5,125672237.8,99302040.54
Hydracrylic acid,15057125.8,17836894.92,14330914.31,7737429.058,13772014.75,15133019.51,15729490.17,16157418.07,13255807.76,16831451.25,15857743.55,10661169.2,15289880.38,18709642.79,18112521.23,15166147.28,15194906.12,17112080.57,13568768.85,13246031.83,14765084.39,13347766.33,10439069.27,22306979.06,20278339.45,11811667.96,14037480.47,20795330.49,9874239.779,12910901.79,16096025.75
Hydroxylamine,21024163.1,20385745.67,18492250.71,27586649.08,16962336.89,18116304.63,19221274.71,17649680.83,0,0,0,0,87091793.72,48843678.11,0,0,63927217.71,0,0,0,0,0,0,0,0,0,0,0,0,0,417573681.5
"Hymexazole, tert-butyldimethylsilyl ether",157111147.4,90183508.09,42555253.42,36226729.81,47797355.21,31661990.17,35793558.91,39143986.3,152827215.7,58623745.15,34171055.99,40824941.62,32555732.95,36042684.86,64234993.08,30766355.99,30436762.93,26840166.09,23998339.69,23041181.92,28457346.42,15167941.56,50919927.98,35130063.63,81037136.55,118380810.1,14639491.84,17795595.39,32205842.61,80129781.53,48865678.87
Hypoxanthine,265803456.4,185719819.4,43080610.84,191267336.3,33154985.66,10947369.35,14012896.09,23064141.41,275499729.2,240651673.7,120957627.8,102944831.4,72133501.38,78420432.05,406609487.2,54047799.02,118710091,10863629.89,5908257.814,15821372.39,99671243.51,14888859.77,115778116.5,213844737.5,205273549.1,73149745.17,16397520.49,77769858.15,41829158.94,366898000.4,112378215.9
Iminodiacetic acid,243.3859896,444.7783725,738.7706713,627.2245492,691.8832121,427.1644111,358.3632225,356.8303201,38.79657967,552.2557951,166.6224859,663.2923518,645.3940976,1420.133519,365.6082324,323.755431,92.24500111,951.2238851,794.0246488,235.4575898,380.3593045,173.7426243,96.98306055,163.0944206,344.1248173,17.33007015,221.4440149,574.865456,646.0211397,269.5249289,1066.921367
Indoprofen,0,0,1.025370982,1.27082254,8.009575981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isobutanol,227201.6659,413928.3168,604805.3939,0,548572.886,265678.9001,660724.9466,486793.8958,0,159174.9759,179560.4938,126734.3327,764694.452,909370.6646,499948.7444,744881.4802,348460.6578,1140739.481,900494.8561,608758.1611,262776.0451,473757.3796,155325.5139,213360.955,551965.4818,56965.82028,531454.8254,871895.8581,440344.6449,200052.8029,774806.4083
Isonicotinic Acid,114541853.5,82151449.85,77415927.51,61175307.23,74113436.36,73042794.6,77668943.35,73669236.46,100613851,76430779.68,67863189.1,62009601.49,66100999.61,64922542.84,77524426.3,62772288.5,57535547.52,68649561.59,56240640.88,65084673.1,49559665.92,63439944.85,65203909.05,63708645.56,80871147.92,113153826.8,54145610.11,66371020.67,70496239.13,84304890.31,86036579.97
Isopropyl palmitate,4112.381227,3623.447422,3782.578137,4895.797363,3398.167847,2984.097571,1108.341597,3561.802034,3294.507232,2656.356461,2719.674528,2492.35704,3543.18664,1748.655725,2518.113739,2001.175317,2380.446286,3410.830895,2088.890273,1603.576767,1362.388969,1606.590942,2041.455526,2127.006055,2930.554006,3252.511991,2246.707483,3217.513375,1957.730748,2798.491308,2829.501909
Isopropylamine,89195270.7,113222572,53701301.01,0,12400538.81,85435371,37582527.65,17024945.14,64751222.91,68714743.09,49314773.96,20115219.46,129473594.6,24193392.66,26801904.4,31160737.06,40916124.35,32126628.31,20898035.59,17699570.77,9577753.173,8693407.231,27028522.21,13117961.99,94531872.59,144649971.8,32412900.78,42348498.56,20323703.94,76098497.07,36906074.9
Isosorbide,3405220.675,8085190.932,508841.4962,108300.3612,13024510.07,6612800.037,597953.6686,7560630.031,0,0,0,0,0,0,3931042.54,2557630.163,3740192.233,6092742.711,5848886.983,3315096.084,1321283.991,2306467.07,0,0,0,0,0,0,0,0,0
Ketamine,1874714721,1788906990,2452945869,1247124969,1609860147,1602285788,1238456517,1242663988,4245060593,3418183148,1642841740,1623685225,1398853147,3174325746,4482636714,1041210216,1277068944,841002511.2,928436714.4,850706044.8,1257500311,1452197020,1737012840,3648804045,3247620544,4444353828,1130633905,1125087109,1622681314,2419409714,2040751215
"Kojic acid, bis(tert-butyldimethylsilyl) ether",381874.2187,2329662.316,2254036.921,425069.7469,1611738.955,1167511.26,1156120.76,2391332.685,3098310.595,1116386.841,1011756.488,830678.6441,244246.9008,423414.4382,1006702.694,427110.5821,759868.6266,390515.9211,499029.6516,334024.8856,383748.506,159705.408,898196.1228,468871.2428,1590853.3,4505464.545,404104.5539,493839.3664,484620.5705,1729722.82,778459.6974
L-(+)-Threose,104005998.5,0,167588253.3,5643568.021,105579293.4,151810841.6,150749085.7,75495944.07,0,781959236.8,0,0,0,0,0,62781526.72,0,52777393.43,0,0,0,0,2143411.762,0,264244351.5,0,448034985.8,0,10742412.69,12017998.17,0
Lactic acid,371190825.8,914440843.5,397547083.5,2361813342,721974095.5,1131575732,607990473,915124072.7,1559026211,2019287161,1267231337,0,1931212063,886783720.9,940842867.8,0,0,0,1537202944,415784846.6,1038334481,690247527.9,540501607.7,560460398.6,1133822648,1612896060,1156206493,316232342.8,1091723017,612902594.8,749998627.4
L-Alanine,305.3877283,404.7129173,373.424717,0,1039.425203,0,263.9334557,267.6766392,414.9172208,225.3574329,239.4457358,156.5866145,189.6836271,356.7136477,416.5308301,195.0994356,209.1884514,141.9020217,156.8557814,138.69917,245.4770801,174.737716,169.7586944,376.5385967,345.9329764,238.6634943,151.2222287,198.3151275,169.3973869,308.0229559,333.574188
L-Asparagine,1293599.283,0,923724.9096,0,778887.7612,474761.0708,0,774948.9092,4792975.319,2601955.843,0,0,0,0,0,0,0,0,0,0,1249354.14,0,0,0,0,0,0,0,0,0,0
L-gamma-Glutamyl-L-glutamic acid,11459.40287,24008.09429,48023.63482,68241.65049,13473.77258,30396.56607,33771.17121,0,0,0,0,0,0,0,233910.8912,653696.9028,0,142466.1558,99814.19869,0,284612.3338,0,0,0,0,0,0,65453.71647,0,0,0
