NAME,CSF_109_21122021,CSF_110_21122021,CSF_113_20122021,CSF_89_PROVA_07122021,CSF_96_20122021,CSF_70_21122021,CSF_97_21122021,CSF_129_21122021,DSS_73_090224,DSS_76_090224,DSS_B896_090224,DSS_T0.7_090224,DSS_T0.8_090224,DSS_91_120224,DSS_117_120224,DSS_907_120224,DSS_T3.6_090224,DSS_912_120224,DSS_T5.7_120224,3297_VECPAC_190224,3679_VECPAC_190224,3681_VECPAC_190224,935_CTR_LPS_CSF_070224,936_CTR_LPS_CSF_070224_2,937_CTR_LPS_CSF_070224,941_CTR_LPS_CSF_070224,942_CTR_LPS_CSF_070224,943_CTR_LPS_CSF_070224,956_CSF_24H_080224,957_CSF_24H_080224,959_CSF_24H_080224
,DSS_T1,DSS_T1,DSS_T1,DSS_T3,DSS_T5,DSS_T5,DSS_T5,DSS_T5,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T0,DSS_T3,DSS_T3,DSS_T3,DSS_T3,DSS_T5,DSS_T5,VECPAC_CTRL,VECPAC_CTRL,VECPAC_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_24H,LPS_24H,LPS_24H
2-Ethylhexanol,0,0,0,274297.797,912280.1805,177532.6094,0,66668.91563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171412.772,0,0,0,1152964.873,0
"2-Furancarbodithioic acid, methyl ester",0,5607749.129,0,0,0,0,2620278.531,5410978.418,0,0,0,0,0,0,0,0,0,38850372.96,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Furoic acid,59234.56997,62268.9115,60526.19946,59981.18547,34360.40312,0,0,36874.15238,178762.5727,104393.9889,123878.8078,108258.1892,108923.4479,101958.8218,185149.0432,156770.9877,0,112149.0702,78989.04039,136387.6802,117778.3793,161753.4042,0,189826.5361,248707.5629,124173.1933,0,94538.98059,104086.3125,135344.3152,211384.3392
2-Hexanol,30415306.13,95453195.55,66830680.64,54148167.92,68289288.45,45079469.98,36058827.36,40427695.96,30274963.11,82220054.98,52882636.97,36373876.7,92899753.65,108531246.7,90060030.66,77866227.48,68317556.89,118491834.6,87730922.84,81200924.04,63759697.2,56395420.79,57907738.74,0,82789790.56,0,59247088.1,92061873.36,81941096.59,73314541.19,116927814.5
"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",0,0,0,0,4289.067623,891.7726799,0,125.1858393,1283.861244,2316.254311,0,2280.491044,3296.131546,0,2081.061403,0,2433.783563,2152.25445,879.3247654,876.1524078,823.6095238,2452.432606,863.4503023,2367.122546,2838.150117,1388.847895,1052.798265,2336.222536,1755.365697,1074.879239,2466.016903
"2-Hydroxy-2',4',6'-trimethoxychalcone",0,0,0,0,1298.59964,1670.071664,2096.539784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.48132,1606.640773,0,0,0,0,0
2-Hydroxy-3-methylbutyric acid,443.9565334,966.9753885,582.4115007,163.6792906,0,355.4179537,312.1941372,381.1041754,631.8739902,538.9740385,545.5087883,433.7336386,613.6807115,0,788.5010058,862.2022918,470.6736177,517.4954147,517.9789507,282.9407671,0,72.35145142,495.8595242,798.3178429,850.5804643,2.291548921,464.9771307,733.9412444,324.4461637,467.7902629,453.4177217
"2-Hydroxymethyl-17alpha-methylandrosta-1,4-diene-11alpha,17beta-diol-3-one",0,0,0,0,45.67600159,97.41497511,39.52972717,0.726720708,0,0,0,0,0,0,0,0,77.12725063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Isopropyl-5-methyl-1-heptanol,138547304.5,97842966.02,112392077.2,198195095.6,95555301.79,104684594.1,121510651.9,96219889.95,0,497143611.7,0,0,0,0,0,0,0,135942338.7,0,0,190904286.6,147208982.4,0,0,0,0,0,0,0,0,2427466308
"2-Methyl-1,3-butanediol",18681840.6,28116884.96,7308456.56,9781818.343,4907241.828,4151413.334,5728962.258,4013703.117,15359454.71,7900643.129,7169063.814,6381589.531,7200437.224,11318213.62,12954817.6,6112263.685,6341074.334,8358177.555,5483824.46,10109870.34,5790519.5,6488768.64,8563931.21,6085638.418,9932745.138,7235351.056,4217240.127,6979841.635,5953446.719,7696792.493,7634632.047
2-Methyl-3-pentanol,79667.62775,135367.1386,116757.3193,42599.44244,102467.5877,34964.97131,76883.37315,101480.763,0,94373.0226,87876.01895,201213.6768,0,399956.2006,41741.9885,417346.268,0,118090.1425,36341.16311,0,0,0,74096.94008,130657.7002,75706.70499,0,145045.0574,156087.5699,0,0,0
"2-Methylcyclohexanol, (Z)",68541.76347,22702.93353,198374.9665,0,122459.1135,71994.79761,168901.277,125201.7195,225949.1299,146354.5182,119963.5915,98919.37603,108272.4936,116562.1587,127135.6,93154.56159,0,131104.9636,74832.71276,68599.78647,130627.7441,147551.1427,69803.56336,117974.0074,82830.09293,84452.6333,23502.237,46514.29853,112469.4022,74527.83627,120217.9634
"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",6720083.749,4529959.962,3814652.022,2141419.828,3655352.773,4862478.133,4211654.388,3983534.345,0,4283262.319,3772527.757,0,4309160.425,4386861.697,4449912.305,4937696.379,2248984.573,5262032.784,0,0,0,0,3715488.089,0,6500577.285,0,3863856.349,4764404.317,4379562.771,5232013.838,0
2-Naphthol,316184.8309,172835.5157,100056.5749,66193.86721,84351.88239,67241.53334,78018.16032,61458.10775,218174.2456,97814.15094,78320.84238,84005.95815,83096.38848,55304.46218,94598.84063,46598.29467,73080.81721,53132.55358,65878.72411,65435.40092,84334.62249,79413.52498,109814.7251,91485.12985,155755.0727,220939.2289,57658.55631,93249.60929,56120.90659,154572.9007,81403.87588
2-Norbornanemethanol,828624.4591,5730930.63,3008750.804,0,2501057.906,2080861.968,2815260.812,4547770.185,0,0,0,0,76417606.03,0,0,0,0,0,0,0,0,0,21813676.01,9321250.692,0,0,0,0,0,0,0
"2-Oxiraneethanol, 2-t-butyldimethysilyloxymethyl- acetate",200180.8157,267019.834,246450.3349,0,94164.61302,29851.39788,134204.9399,160635.8893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548069.4201,0,0,0,0,0,0,0,0
2-Pentadecanone,96.64046053,0,115.9168208,0,101.4675376,0,124.9548296,0,71.56871313,51.26031116,43.25108132,23.42631713,44.74723361,30.26373241,48.72420815,33.64450443,0,34.32815348,47.04604392,22.18504734,18.36215746,23.90542255,37.60190826,46.69263125,80.19472567,88.41026957,22.84776583,62.05312059,46.14299092,55.28218133,53.68274811
"2-Pivaloyl-1,3-indandione",0,0,0,0,30718.10943,0,39159.11868,48089.614,0,0,0,0,0,0,57174.37466,9532.94955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Propyl-1-pentanol,10444594.28,9868355.555,7741383.193,10454039.38,7269032.673,8344143.412,8769633.681,8416402.762,0,1888663.689,10550473.54,7547068.84,7686370.319,9433041.867,9423007.712,9813342.64,0,10125243.42,7000282.72,0,9441912.351,9166503.818,1791376.56,370200.9904,12329035.18,17499878.51,8184739.651,10029369.49,7592074.501,13541813.24,9773488.859
2-Pyrrolidone-5-carboxylic acid,672456879.5,683460845.1,808611954.2,207686735.3,711202259.9,438193207.2,695026059.6,644758880.4,629271985.4,815469377.2,894788088.1,2253004799,1056194654,589008769.5,666893125.6,569548528.7,496959439.4,933788099.3,470801797,421307439.1,618533588.5,537320757.6,595150422.3,1295361492,801399178.7,312712024.2,676351915.5,1160742829,408955459.8,600980444.7,948285466.4
"2-Thiophenecarboxylic acid, 4-cyanophenyl ester",4013214675,2993485004,9002861541,0,6272241815,2354191239,3587114263,1766212285,0,0,0,0,0,15026706890,0,0,0,12768770893,44702435694,0,0,0,0,0,0,0,0,0,0,0,0
"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",1784870.911,2126240.72,1657662.89,16301087.84,1628428.458,1860133.211,1597039.674,1848561.71,887253.4193,1948592.028,2818350.01,2573718.647,5299546.329,2458316.219,2609969.218,2112502.048,3257504.66,3548690.514,1893971.16,1923601.852,712195.6571,2652724.903,1107787.692,2102257.201,3439468.299,1610724.084,2964695.518,4352031.752,1788688.63,3089863.732,2843900.995
3-(4-Methoxyphenyl)coumarin,1688906.216,562863.246,62434.47186,593.4498771,103998.3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23450.71029,0,2596588.039,0,729644.7401,178157.5323,0,0,43933.01002,202720.8776,0
"3,3-Bis{4-[(trimethylsilyl)oxy]phenyl}-2-benzofuran-1(3H)-one",898607358.8,707910754.1,643863841.2,219897965.2,730542050,1009066215,1151991702,1051770490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19059030881,0,0,0,0,0,0
"3,3-Dimethylacrylic acid",5306982.883,3185297.18,2050803.477,1162524.713,2200628.265,832348.3101,2190861.932,1437285.227,0,0,0,0,7611947.847,0,0,0,0,8558721.829,7721408.434,0,0,1643861.842,0,0,4909470.806,7033070.998,0,0,5833730.552,0,0
"3,4-Dihydroxybenzaldehyde",7067847.21,5006868.238,5370419.191,81890116.82,1939037.351,2744756.259,2110571.201,4159675.439,0,0,0,0,0,0,0,0,0,0,0,10286388.43,18385343.59,8239508.407,0,0,0,0,0,0,0,0,0
"3,4-Methylenedioxyamphetamine",57073383.03,60678610.43,20856656.4,0,707484768.5,24642055.65,13090979.47,588514707.2,281076335.9,0,159087173.8,0,0,144810489.8,0,0,116064689.8,89697888.08,6946766.982,223841486.1,202109773,7793.21655,0,283954340.3,153668931.4,0,377338.1338,17108.66065,0,301742139.1,0
"3,5-Dimethoxy-4-(tert.-butyldimethylsilyl)oxybenzaldehyde",249755860.4,268321044.9,177357855.7,1968295166,189027262.9,226550739.7,201813681.2,223028414.6,0,0,0,0,0,0,0,229632801,0,0,0,0,444346604.4,0,0,0,0,0,0,0,0,0,0
"3,5-Dimethylphenol",37864.86777,30436.81813,42234.76257,31265.0796,32661.04821,31483.95567,31278.63897,29002.01067,39400.77308,24989.83396,22045.39697,18350.26105,25259.00359,17426.03876,24037.93429,18327.09098,72129.5821,17525.28216,11971.71027,25350.81166,29023.02185,32973.88427,0,61194.21593,26998.05844,39775.77699,17117.03372,21308.62357,24037.9588,80993.17901,83804.65212
3-Amino-5-methylisoxazole,3671649.268,1650291.072,5974068.168,57131513.27,5169852.972,5843788.788,8104487.925,11320710.27,12538841.94,6059645.59,7890619.214,7452890.203,7838581.908,2688764.811,4854657.171,2712483.258,3872858.553,4821237.829,2309549.922,2526405.67,0,4293042.486,5216674.278,3086508.964,8019201.877,16264724.23,6196300.065,6105112.953,4458304.459,12241051.31,5228957.898
3-Aminobenzoic acid,161772775.8,60158702.46,5830068.231,0,6537464.574,1126167.404,1027881.324,2255753.699,35409866.17,21208626.57,7144505.25,14679396.6,3109933.954,7604857.006,21795900.28,5418728.092,11743715.93,1250441.045,2973335.153,1753810.642,6663407.435,0,14969303.73,13206377.67,29719269.78,33860784.55,2043732.639,3930917.048,11765369.59,48142626.82,17946455.61
3-Buten-2-one,0,187100.9116,311820.9766,289221.6368,263491.0755,245884.6607,242386.5391,236864.1379,507700.1298,255762.6953,200590.6153,240407.8438,261172.6646,197679.7409,287936.0428,207201.6921,180057.1513,240258.3766,112684.1467,208334.0846,340530.6853,556093.4215,153737.1653,254269.8288,228629.995,320235.9764,163293.1601,204658.0841,212970.3772,229406.994,309787.2784
3-Heptanol,5409438.05,10172912.89,14141946.49,1004105.175,9835848.968,7026828.001,10646322.55,8948116.294,0,5717460.495,9229689.051,3704956.294,9836657.998,10048065.45,9034663.329,14955761.06,4980298.577,15544526.98,16536734.66,11692838.75,10376432.74,3232415.442,14203440.23,7362492.198,12843601.87,6610057.667,4779779.741,7398887.096,3875329.038,3850094.222,6018843.165
"3-Hydroxy-7,3',4',5'-tetramethoxyflavone",394.5774599,0,11.08031789,0,9.807717178,0,5.349496898,0,182.4279744,12.18412077,0,0,0,3.133425207,10.63638393,343.1738766,147.0257494,0,20.71075985,0,63.39639019,1219.144291,0,0,0,862.0764012,0,0,0,0,0
3-Hydroxymethyl-2-trimethylsilyloxypentane,14884.35461,3654.760639,19394.07061,13.64450977,76838.52418,8100.236477,31785.83886,35408.31349,0,0,0,0,42552.54734,37837.18144,0,0,0,35228.53323,25934.60498,0,0,0,0,14821.18357,23418.17474,13960.04197,16816.87633,29843.22767,0,33466.93379,35880.21408
3-Methyl-3-buten-1-ol,55403.65668,73006.18687,25068.27602,0,25839.25045,43156.19156,52179.04095,74070.47003,0,0,50875.88818,0,144198.952,113678.8993,66480.60834,24032.42473,45436.04338,133087.0563,39558.9967,15942.62196,0,16439.91837,22753.89894,0,85913.87688,0,74477.10368,110817.6035,11813.70812,30311.76997,65949.54824
3-Nonene,22397.12974,0,70248.21933,138844.603,47977.5083,148498.2285,15537.63887,51770.02183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161431.376,0,0,0,0,0,0,0
3-Phenyl oxindole,0,0,878201.839,320634381.1,5449669.3,0,0,5200501.834,0,0,0,0,0,0,0,1720555.579,0,0,0,0,2078749.762,0,0,0,0,0,0,0,0,0,0
"4,4'-Dichlorobenzophenone",0,0,0,61520.08391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796307.1302,0,0,0,0,0,0,0,0,0,597230.3477,0,0
"4,5-Dihydro-1H-pyrazole",250630445.4,17511299.49,77623927.23,124721909.8,289788123.7,129357955.8,69261080.61,325412534.2,0,20148718.68,41713823.01,0,58128700.98,162560571.6,0,116458431.5,27598567.31,725501746,0,0,0,7015026.634,0,0,0,819502135.5,0,0,0,0,0
"4-[2-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)ethenyl]-2-methoxyphenol",4720256.263,4363038.484,3214580.656,2339608.457,3740568.45,2470167.986,1666373.021,3281246.516,5518699.024,3995364.332,1661965.003,2955347.689,2481740.876,1326485.037,3587860.247,1111121.566,988216.2157,884823.7481,4401877.875,1454137.015,3325186.995,4177286.56,3381678.015,822538.5326,4115971.718,3943468.117,2239831.163,1000706.277,2668884.838,3904904.342,3658117.569
4-Aminobutanoic acid,642281.6511,174918.3444,259612.6217,0,120752.6256,0,0,67603.98771,49452.64106,621381.657,304419.14,153171.9208,49407.10552,93308.81574,418530.9211,0,0,49069.07735,76550.35908,192814.8208,106051.2852,22423.6449,177148.788,281672.7341,135435.6377,109597.1465,12034.50692,205687.9989,40970.32141,932171.6834,49036.15631
4-Hydroxybutanoic acid,618762.2258,742891.071,443568.1177,567616.3622,439100.0641,460919.0299,384704.4752,473450.6534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Methoxyphenol,203707965.8,167638388.1,168991301.1,98343856.24,158119371.2,158755995,163747234.8,157079850.3,0,114735744.3,0,0,402928360.1,284100307,144788124.1,274729419.8,0,315192775,215333865.1,141640622.3,68576451.57,221330598.6,0,0,450366300,557796202.1,313499015.6,228905317.1,315563810.8,0,0
"4-Methylquinoline-2,7-diol",0,0,0,0,2231658.696,703065.8898,2972144.453,1776165.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Methylvaleric acid,411209.7198,439705.7447,680667.5792,1078479.251,504050.8817,899062.9068,921595.5639,986130.7589,684706.044,769445.4808,793246.9002,399440.8506,630561.5895,582216.7559,888547.3375,757984.791,763367.7745,0,299787.0083,344210.461,310885.3256,286558.2859,609181.3185,0,878050.4644,1560241.84,613146.9575,840903.8809,526857.6413,933688.0187,601827.3957
4-Oxohexanoic acid,517571.424,629255.2353,1148763.101,640226.2888,744882.701,649976.9978,730548.0173,668182.5639,923436.4835,595281.5339,546963.5496,632348.4369,504955.4634,436482.2109,1047931.364,700074.1587,523946.6326,922325.0526,520062.0853,598863.8162,485527.467,598173.4428,614420.3082,1073338.645,0,552533.1942,439942.1272,0,668097.9527,688252.4746,545518.8342
"4-Phenyl-2,3-dihydro-1H-1,5-benzodiazepin-2-one",787301.4888,0,98373.46948,4159289.307,102257.2646,0,99700.23125,0,0,0,0,0,0,0,0,0,0,0,0,0,169953.033,0,0,0,0,0,0,0,0,0,0
4-tert-Butyldimethylsiloxy-3-penten-2-one,44273525.73,38611960.52,71167128.64,10945807.95,41792188.89,28861623.69,30542351.24,32778651.51,133015939.5,33543076.91,0,0,0,124618038.7,0,0,0,111635113,0,0,0,0,48715668.6,0,64969060.19,117126861.1,0,55899647.05,38550104.26,62137561.1,51159519.54
5-Aminovaleric acid,0,49257404.13,16601922.5,0,18478977.08,1399216.398,1116836.046,8895952.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Azacytosine,322386.2129,231958.4295,286954.2539,1494020.399,267819.9803,315072.0935,328231.6954,286567.3889,346962.7952,288111.1538,393594.2071,340145.6329,234361.6361,363620.9621,363162.03,343949.6688,244694.4258,325346.816,258135.935,529973.7297,103000.5066,344737.97,251124.1166,357775.2015,406814.3172,345886.7676,263558.365,407156.4464,340335.0868,329543.5413,451386.3673
"5-Chlorovaleric acid, nonyl ester",19233634.63,19782885.79,16248722.46,20546314.34,13404408.41,12393843.49,15763045.36,13087209.61,23951160.92,14565722.95,17657786.13,13229319.58,13324815.61,12303771.23,14400205.96,9905700.881,15287161.96,12155116.06,16562924.29,12192454.58,14314897.76,15674609.32,18779581.19,9998658.834,14743824.87,21124863.35,10927389,12226084.27,14659017.76,18616906.79,16910024.08
"5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether",7604138.669,9864898.68,10054454.26,4703621.548,5213229.725,7797034.032,10004081.12,7015623.937,7759514.321,12069410.84,0,2052744.511,7793984.284,15512632.17,13568928.79,17618213.01,4918111.6,8058889.902,3460520.058,7352497.671,10929024.5,7165826.251,9932494.342,18079221.6,9759790.135,0,0,1140037.221,8417119.374,6016470.993,8307535.916
5-Ethyl-5-methylnonadecane,1589330.618,1704391.484,0,3885744.863,24944037.5,27170236.93,22735236.13,36044116.72,0,0,0,0,0,0,0,0,275716.4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,2744884.051,1976981.17,27073947858,17610217617,1386843400,1868283.271,2708429667,15903299129,62711.02287,1.18591E+11,66083.29115,79380035.84,0,0,0,0,0,0,0,0,0,73412483.36,7977573.373,16583860.3,18573856566,75760029258,34139316649,19910154372,0,0,0
5-Nitroso-8-quinolinol,0,6293481.462,5027548.398,0,0,0,0,0,0,15391526.33,21962282.34,0,0,0,0,0,26140054.02,0,0,0,0,8452326.903,0,0,0,0,9600525.365,12593092.9,0,32324654.59,0
"5-Nonanol, tert-butyldimethylsilyl ether",0,1189643.811,1223327.276,0,938364.0666,1145488.359,1307890.482,0,1145053.891,887645.3946,732674.5032,697248.3945,706530.9591,603956.6157,717727.491,632964.4862,617736.7727,747445.5624,650141.3531,677866.1741,564036.282,620053.7519,788993.9144,628551.2044,838946.1093,1211308.229,587117.7342,652872.4433,694926.3594,866407.9729,821305.7671
5-Oxohexanoic Acid,945785.2694,821029.8417,751225.1818,642565.534,684048.9596,604470.6822,0,644816.9083,967660.8977,728721.9181,637303.6576,159555.3509,647550.9062,557173.4205,790075.1808,584519.163,587838.277,613067.2061,469694.0176,668443.6425,160665.3658,300586.1806,540988.8845,496086.4447,697030.5855,1066849.414,503260.4491,564296.1645,0,815650.245,772000.4559
"6,7,4'-Trihydroxyisoflavone",192361.604,143276.5278,268893.472,0,105950.9949,106111.6319,131323.3111,82442.66704,203549.6191,168145.9873,107081.2007,124119.2401,148762.6717,126192.7497,106559.0785,95884.2932,79546.18092,137224.1658,121320.3374,169329.1567,164849.6338,162588.9017,126996.9878,116030.445,145311.3929,280507.3268,112047.8315,114865.8989,158285.3053,175476.8168,177859.9913
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)",285547.3056,0,0,0,48474.10681,44611.22612,0,54972.92991,153024.7394,57727.25868,71734.68732,68184.49722,78703.40347,35265.14955,38517.64679,41896.8494,46216.23646,0,38705.78725,33615.51987,22941.72266,35652.20006,39874.62386,44841.51088,61684.65263,109549.1864,0,0,44718.73001,78117.06417,54096.39561
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",48791359.79,42455509.55,34150480.82,63570578.24,36205858.87,37153087.89,40545090.99,38241933.15,80652835,66284880.02,72755416.47,0,90377022.46,43572910.77,50296720.58,0,0,0,51146933.86,0,5836648.95,0,44624536.14,0,0,79590702.95,56029371.91,76491382.55,50842743.86,73067562.88,67503480.17
6-Methyluracil,5941561.554,2248395.353,0,0,0,201568.1551,0,382393.5818,2583095.607,978656.539,654407.9159,882421.9756,363739.2278,458820.2642,1076099.057,0,554829.44,0,332803.9226,180103.2314,378276.9331,84493.23511,919975.2771,473987.4808,1200819.459,2226790.586,141249.2579,174350.4419,391359.1389,1348967.11,0
6-Nitroveratryl alcohol,0,0,0,0,35402.97957,184389.2844,0,87951.40753,0,0,297396.9898,0,0,0,0,0,196913.846,0,0,0,0,105406.5428,0,0,23586.59637,0,298347.6526,316141.4178,20284.13019,0,0
6-Oxoheptanoic acid,3420169.057,2977013.822,3001664.152,2163561.729,2891809.957,2539965.561,2579635.655,2726346.77,3679618.173,2801553.343,2439363.469,2101902.744,2584384.832,2246618.402,2177584.556,2227418.478,2084764.494,2709982.728,2122141.096,2275361.869,2032341.657,1947330.104,2136166.744,2302211.619,2899850.7,4099059.229,2254109.354,2727983.65,2771105.794,3304051.828,3305444.216
"7(S),17(S)-Dihydroxy-8(E),10(Z),13(Z),15(E),19(Z)-docosapentaenoic acid",18258.18849,0,0,0,511.0478415,0,0,248.1482369,0,0,4479.613348,0,0,0,0,5121.454142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Hydroxy-4-(methoxymethyl)coumarin,0,0,99.46674153,97.68648914,36.3136916,0,0,7.168210602,108.8700484,110.4710278,0,0,0,0,35.04160215,35.39283044,88.08150627,0,0,0,24.63180227,0,0,106.3126094,85.05220294,0,79.96324517,0,0,0,114.2519397
8-Acetyl-7-hydroxycoumarin,1090116.757,802910.1119,0,16905707.61,1063260.696,894045.0792,0,993024.1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39309288.45,0
8-Methylnonanoic acid,16218831.49,13373309.06,17460286.54,20614209.54,14202816.58,12809688.89,17915450.85,14494018.87,21271242.86,14444558.73,14714659.89,10915838.52,14127570.69,10916930.11,15013482.54,12978576.07,10260023.34,11454517.87,11940006.52,13037715,11888691.66,10921211.6,12445988.46,12931897.1,17842009.09,19245887.06,11542572.95,15410071.74,13000722.4,17876947.72,17040668.77
"9,12-Octadecadienoic acid (Z,Z)",11698304.24,0,0,661753.5882,328860.2231,0,98198.68157,16771.03602,0,0,0,0,17977628.97,0,0,0,0,11969840.93,2933136.945,0,0,0,1607420.864,0,0,0,0,0,0,0,0
9-Ethyl-N-(trimethylsilyl)-9H-carbazol-3-amine,0,0,0,0,0,0,815476.4724,390273.8398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177420.222
"9H-Xanthen-9-one, 1-hydroxy-3,5,6-trimethoxy",12940195.89,13079103.8,10781022.51,37438069.65,19181797.94,5880245.325,6840094.328,11706570.27,0,34400249.1,0,0,0,0,0,0,20876367.71,0,0,0,0,0,0,0,0,0,0,0,0,0,108465190.6
"9Z-Octadecenoic acid, (2S)-3-[(hydroxymercaptophosphinyl)oxy]-2-methoxypropyl ester ",382213.4607,358320.3617,458585.3684,15312.25961,412960.82,259079.3024,205682.2547,399935.5655,38830.64142,0,0,0,0,0,194748.2194,425961.0344,215089.9617,413697.3616,477009.6571,180584.7088,0,186903.9538,1412781.332,340240.9786,0,71773.81952,849700.2068,257223.8317,0,69579.40654,707223.5993
Acetic acid,66636542840,85820317470,73780886219,1.13431E+11,50297587874,45794362257,62276888940,47563097465,1.2051E+11,89454215733,76947673095,66992656223,90888616275,80664958381,1.0181E+11,95241133787,59957750423,71718959019,64486689187,82716323818,13704725484,73615612943,55223810803,81939020663,1.28505E+11,56108351200,65701833882,61081262243,54493812855,8156922950,71097083053
Aceturic acid,35423017.81,26902408.37,12517240.33,21429356.28,7226535.39,6523723.773,7649625.329,6231471.671,24727204.24,19508979.5,0,21009413.67,24269222.39,7312329.865,11990271.44,9026352.313,10265950.47,20893110.89,9716142.088,9812734.88,9573820.936,12046661.81,7971942,16068484.77,5537675.253,19533140.2,8299586.606,24491410.63,11313575.5,12779321.26,13160012.03
Aconitic acid,29331074.74,29523123.89,23003750.68,19982273.16,23656211.02,22305024.7,24235975.24,17838247.2,23538768.07,34213867.66,13092049.64,11168097.72,26335309.76,27901400.65,26159679.87,24514537.65,32087746.7,25095269.19,25248390.3,18024390.93,15834196.85,17669640.78,20505978.72,52869206.29,26222558.91,26761891.34,25648861.41,22390632.67,20423144.96,24727209.15,21464959.4
Adenine,648155.2106,0,0,64699.81359,26774.10299,7605.883827,14279.02698,0,185921.5132,38759.225,32934.81446,38860.29099,22911.75475,14528.61886,16926.21575,17242.46265,31285.02536,13311.4303,13160.94246,0,12098.62535,0,30996.5359,20241.77644,44037.23783,103228.1444,14136.53595,20608.94418,19272.70041,91669.12124,44744.43619
Adipic acid,3016543.261,1706739.116,2271163.794,928769.5917,7440664.711,3549486.019,2366379.853,1231784.061,0,0,0,0,0,0,0,4415275.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adipoyl-L-carnitine,4826034.273,0,5092536.548,0,0,7843555.08,10392220.05,7002473.099,237543.5928,0,0,404759.8793,312113.4744,34691055.19,7492846.428,525825.3256,0,29439909.81,37615518.38,20827195.79,0,0,6332713.495,7866445.274,0,45482835.68,0,0,15801734.69,0,19912022.28
alpha-Hydroxyisobutyric acid,0,82394.83659,0,0,71864.77459,22255.13806,0,0,0,57775.50267,56376.53421,54069.20058,0,0,0,0,0,0,0,0,0,0,7617.348644,11526.59654,12587.54421,2889.109868,12046.60828,20810.15408,8690.044175,6179.572876,18888.01662
Allylescaline,1472501495,538982506.3,1528779668,8135896438,1879526493,2325353800,2642228702,1609280509,3410449676,2352728945,3341656851,1051033782,3074605037,914383658.2,1019795805,1099473198,3289581991,1345076850,1310308885,1356829083,666183105.9,1782273870,819347813.4,1584626365,1635429848,2783448241,1779509531,2402731243,1791806020,1924694604,1606232615
Aminoguanidine,1147267.543,1686096.888,1084968.723,289807.7716,1703202.972,1046483.69,1216142.289,1512122.223,0,0,0,3628314.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aniline,487563.0477,517642.1,257632.7053,166201.5999,204887.7025,380831.5824,386078.5062,491039.9436,448648.564,311498.1648,316326.1206,360550.7923,284388.9417,304755.9338,231384.1926,320904.2361,560860.3392,279468.2679,49179.31811,248055.4688,364165.1596,311454.5968,359710.3821,407951.0407,498848.0551,874987.4085,365405.2259,524287.15,304378.6351,548824.6469,111088.3182
Azelaic acid,426807.0467,402328.4724,385170.9798,257397.788,338044.7691,307424.4766,356373.4384,345440.9193,786582.9072,498752.1875,572419.8217,707142.2186,638309.6827,294537.0322,572909.6875,0,0,286597.1339,0,310958.759,251805.5386,256962.2661,37145.27733,212631.416,285877.0754,468317.0015,213853.606,326811.1309,294137.0786,410143.8403,351365.6021
"Aziridine, 1-(2-buten-2-yl)",81199001.59,29777841.55,1302152.005,0,2178627.164,0,854444.2196,1072045.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
