Name,Tissue,"BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics"
Mier3,Remaining Brain,,,,,,,,,,,,,,,,,,,1340.3,79.6%,532.1,54.7%,590.6,67.6%,2463.0,69.7%
Inppl1,Remaining Brain,,,,,,,,,,,,,,,,,,,174.5,39.2%,104.9,32.1%,22.8,23.5%,302.2,27.0%
Igdcc4,Remaining Brain,,,,,,,,,,,,,,,,,,,1052.3,73.7%,824.7,67.0%,956.5,80.5%,2833.4,73.3%
Ccdc85a,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Slc7a6os,Remaining Brain,,,,,,,,,,,,,,,,,,,127.5,35.7%,141.7,35.2%,183.8,44.9%,452.9,31.2%
Pus7l,Remaining Brain,,,,,,,,,,,,,,,,,,,176.7,39.4%,1054.3,73.5%,25.5,24.0%,1256.6,50.7%
Ctdspl2,Remaining Brain,,,,,,,,,,,,,,,,,,,309.5,48.0%,506.3,53.6%,974.5,81.0%,1790.3,59.7%
Antxr1,Remaining Brain,,,,,,,,,,,,,,,,,,,389.7,51.5%,618.0,57.9%,729.5,72.5%,1737.1,59.0%
Upb1,Remaining Brain,,,,,,,,,,,,,,,,,,,5.0,16.7%,304.6,44.9%,0.9,15.6%,310.5,27.4%
Dph5,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Igf2bp2,Remaining Brain,,,,,,,,,,,,,,,,,,,626.0,59.4%,40.6,24.0%,282.3,51.6%,949.0,44.4%
Qsox1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Zdhhc15,Remaining Brain,,,,,,,,,,,,,,,,,,,850.6,68.7%,289.8,44.2%,2040.5,95.3%,3180.9,76.5%
Ndufb7,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Slc66a2,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Tpst1,Remaining Brain,,,,,,,,,,,,,,,,,,,176.7,39.4%,219.3,40.9%,230.7,48.4%,626.7,35.6%
Pomt2,Remaining Brain,,,,,,,,,,,,,,,,,,,304.0,47.4%,269.2,43.4%,204.4,46.7%,777.6,40.3%
Six4,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Diaph2,Remaining Brain,,,,,,,,,,,,,,,,,,,26.3,22.5%,120.2,33.7%,35.0,26.9%,181.4,22.5%
Gbx2,Remaining Brain,,,,,,,,,,,,,,,,,,,1186.3,77.2%,1447.3,81.5%,1103.8,84.1%,3737.4,80.2%
Mad2l1bp,Remaining Brain,,,,,,,,,,,,,,,,,,,212.7,41.9%,17.6,19.4%,35.8,27.0%,266.0,25.8%
Gjc1,Remaining Brain,,,,,,,,,,,,,,,,,,,131.4,36.0%,18.1,19.5%,311.4,53.2%,460.9,31.5%
Tent4a,Remaining Brain,,,,,,,,,,,,,,,,,,,,,,,,,,
Glis1,Remaining Brain,,,,,,,,,,,,,,,,,,,224.1,42.9%,118.4,33.6%,51.7,30.0%,394.2,29.5%
Rps29,Remaining Brain,,,,,,,,,,,,,,,,,,,3315.7,95.0%,928.5,70.2%,1309.7,88.2%,5553.9,89.5%
Tanc1,Remaining Brain,,,,,,,,,,,,,,,,,,,259.5,45.0%,163.7,36.7%,74.0,33.7%,497.2,32.8%
Abraxas1,Remaining Brain,,,,,,,,,,,,,,,,,,,58.3,27.8%,29.8,21.4%,24.2,23.8%,112.3,18.6%
Cfap53,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ankrd11,Remaining Brain,,,,,,,,,,,,,,,,,,,1947.8,87.2%,389.1,48.8%,3579.1,99.3%,5916.0,90.9%
Zswim4,Remaining Brain,,,,,,,,,,,,,,,,,,,94.4,32.6%,161.6,36.4%,66.1,32.7%,322.1,27.6%
Plppr3,Remaining Brain,,,,,,,,,,,,,,,,,,,1595.1,83.6%,833.5,67.3%,608.3,68.4%,3037.0,75.1%
Ibtk,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Acss3,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Cimap1d,Remaining Brain,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusc2,Remaining Brain,,,,,,,,,,,,,,,,,,,1511.8,82.0%,1377.5,80.0%,721.6,72.1%,3610.8,79.5%
Gm7008,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Metap2,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gmip,Remaining Brain,,,,,,,,,,,,,,,,,,,,,,,,,,
Csgalnact1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Cyld,Remaining Brain,,,,,,,,,,,,,,,,,,,470.3,54.4%,117.2,33.4%,190.4,45.5%,777.8,40.4%
Arhgef26,Remaining Brain,,,,,,,,,,,,,,,,,,,,,,,,,,
Foxa2,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Dcaf15,Remaining Brain,,,,,,,,,,,,,,,,,,,418.0,52.6%,929.9,70.3%,1740.4,93.2%,3088.2,75.7%
Arhgap10,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,759.0,64.4%,0.0,7.1%,759.0,39.1%
Pafah2,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Adam32,Remaining Brain,,,,,,,,,,,,,,,,,,,2366.3,90.5%,1169.8,76.4%,343.5,55.0%,3879.6,81.3%
Pank2,Remaining Brain,,,,,,,,,,,,,,,,,,,1589.2,83.3%,1413.7,80.6%,1653.0,92.5%,4655.9,85.5%
Pkd2l1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Fam13a,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Tspan14,Remaining Brain,,,,,,,,,,,,,,,,,,,247.3,44.2%,78.7,29.4%,322.8,53.9%,648.9,36.3%
Cntln,Remaining Brain,,,,,,,,,,,,,,,,,,,525.6,56.8%,1377.3,80.0%,2888.8,98.6%,4791.6,86.1%
Trpc4ap,Remaining Brain,,,,,,,,,,,,,,,,,,,383.2,50.9%,198.5,39.3%,1340.7,88.5%,1922.4,62.4%
Txlng,Remaining Brain,,,,,,,,,,,,,,,,,,,70.6,29.6%,42.3,24.4%,242.7,49.2%,355.6,28.5%
Sbf2,Remaining Brain,,,,,,,,,,,,,,,,,,,186.1,40.1%,2.7,15.1%,17.7,21.9%,206.6,23.4%
Srcin1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Parp12,Remaining Brain,,,,,,,,,,,,,,,,,,,369.7,50.5%,129.9,34.3%,154.3,42.2%,653.9,36.4%
Ift172,Remaining Brain,,,,,,,,,,,,,,,,,,,150.9,37.5%,193.2,38.7%,126.6,39.4%,470.7,31.9%
Samd10,Remaining Brain,,,,,,,,,,,,,,,,,,,38.7,24.7%,9.4,17.2%,4.2,17.2%,52.3,15.0%
Ttll6,Remaining Brain,,,,,,,,,,,,,,,,,,,50.4,26.4%,141.7,35.2%,140.6,40.8%,332.7,28.0%
Ctnnal1,Remaining Brain,,,,,,,,,,,,,,,,,,,303.0,47.4%,107.2,32.4%,872.4,78.5%,1282.7,51.2%
Gcnt1,Remaining Brain,,,,,,,,,,,,,,,,,,,477.1,54.9%,976.9,71.4%,694.3,71.5%,2148.4,65.3%
Rpl12,Remaining Brain,,,,,,,,,,,,,,,,,,,1809.4,85.4%,1757.4,85.6%,2366.8,96.8%,5933.7,91.0%
Ss18l1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.3,15.0%,29.6,21.4%,0.0,7.1%,29.9,14.0%
Rbpj,Remaining Brain,,,,,,,,,,,,,,,,,,,11.0,18.5%,780.6,65.6%,777.2,75.1%,1568.7,56.0%
Sec24c,Remaining Brain,,,,,,,,,,,,,,,,,,,204.1,41.4%,300.3,44.7%,1174.8,85.6%,1679.2,57.8%
Tnrc18,Remaining Brain,,,,,,,,,,,,,,,,,,,104.2,33.8%,32.4,22.0%,26.0,24.2%,162.7,21.5%
Bltp3a,Remaining Brain,,,,,,,,,,,,,,,,,,,25.6,22.3%,842.4,67.6%,127.7,39.7%,995.7,45.7%
Stau1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Nhsl1,Remaining Brain,,,,,,,,,,,,,,,,,,,30.9,23.5%,500.7,53.3%,19.4,22.5%,551.0,33.9%
Lrrc17,Remaining Brain,,,,,,,,,,,,,,,,,,,14.5,19.7%,2.7,15.0%,0.2,14.8%,17.4,13.3%
Mrap,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,789.9,75.7%,789.9,40.7%
Edrf1,Remaining Brain,,,,,,,,,,,,,,,,,,,1911.2,86.9%,1464.8,81.8%,1504.5,90.8%,4880.5,86.7%
Rbms2,Remaining Brain,,,,,,,,,,,,,,,,,,,3113.3,94.5%,1700.9,85.1%,1276.6,87.7%,6090.9,91.6%
Pacsin1,Remaining Brain,,,,,,,,,,,,,,,,,,,1392.9,80.1%,1674.9,84.6%,1785.7,93.5%,4853.4,86.5%
Rimklb,Remaining Brain,,,,,,,,,,,,,,,,,,,55.0,27.4%,22.4,20.3%,9.8,19.2%,87.3,17.4%
Slco4c1,Remaining Brain,,,,,,,,,,,,,,,,,,,,,,,,,,
Cep126,Remaining Brain,,,,,,,,,,,,,,,,,,,27.7,22.9%,1.3,14.5%,4.2,17.2%,33.3,14.1%
Iqsec3,Remaining Brain,,,,,,,,,,,,,,,,,,,651.8,60.2%,823.8,66.9%,388.7,57.4%,1864.3,61.3%
Atp1a3,Remaining Brain,,,,,,,,,,,,,,,,,,,1520.2,82.3%,2145.1,89.1%,1236.8,87.1%,4902.2,86.8%
Map7d2,Remaining Brain,,,,,,,,,,,,,,,,,,,759.0,64.5%,0.0,6.8%,0.0,7.1%,759.0,39.6%
Smc1a,Remaining Brain,,,,,,,,,,,,,,,,,,,1527.1,82.4%,246.9,42.2%,1450.3,90.0%,3224.3,76.8%
Brca2,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Sntb2,Remaining Brain,,,,,,,,,,,,,,,,,,,79.7,30.7%,79.4,29.6%,348.9,55.3%,507.9,33.2%
Gpr12,Remaining Brain,,,,,,,,,,,,,,,,,,,428.6,53.0%,314.5,45.5%,934.4,80.0%,1677.5,57.8%
Cdc42ep4,Remaining Brain,,,,,,,,,,,,,,,,,,,1060.5,74.0%,1961.4,87.6%,1129.3,84.8%,4151.2,83.1%
Entpd3,Remaining Brain,,,,,,,,,,,,,,,,,,,196.6,40.9%,490.6,52.9%,143.9,41.5%,831.1,41.9%
Klf8,Remaining Brain,,,,,,,,,,,,,,,,,,,319.4,48.6%,324.3,46.1%,326.9,54.1%,970.6,45.2%
Coq5,Remaining Brain,,,,,,,,,,,,,,,,,,,803.2,66.7%,3.2,15.3%,1039.7,82.4%,1846.1,60.9%
Tspo,Remaining Brain,,,,,,,,,,,,,,,,,,,1269.4,78.5%,1728.2,85.3%,605.1,68.2%,3602.7,79.4%
Myrip,Remaining Brain,,,,,,,,,,,,,,,,,,,324.9,48.9%,323.7,45.9%,785.8,75.5%,1434.4,53.4%
Tcf20,Remaining Brain,,,,,,,,,,,,,,,,,,,658.9,60.5%,802.7,66.1%,76.4,34.0%,1538.0,55.4%
Cmklr1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.5,15.1%,132.3,34.5%,25.6,24.1%,158.4,21.2%
Tmem108,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Apobr,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Lgr6,Remaining Brain,,,,,,,,,,,,,,,,,,,71.4,29.7%,10.4,17.6%,69.4,33.4%,151.2,20.9%
Zfp866,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Niban3,Remaining Brain,,,,,,,,,,,,,,,,,,,514.9,56.5%,671.9,60.0%,347.0,55.2%,1533.9,55.3%
Uevld,Remaining Brain,,,,,,,,,,,,,,,,,,,23.4,21.9%,31.3,21.8%,781.9,75.3%,836.6,42.0%
Ecm2,Remaining Brain,,,,,,,,,,,,,,,,,,,135.3,36.3%,287.7,44.1%,52.4,30.2%,475.3,32.0%
Pde12,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Rtn4r,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Slc35g1,Remaining Brain,,,,,,,,,,,,,,,,,,,4130.4,97.3%,2705.8,93.3%,1905.5,94.2%,8741.7,96.3%
Ptx4,Remaining Brain,,,,,,,,,,,,,,,,,,,233.4,43.4%,216.6,40.6%,926.3,79.9%,1376.3,52.3%
Abca6,Remaining Brain,,,,,,,,,,,,,,,,,,,16.1,20.2%,51.0,25.9%,17.4,21.9%,84.5,17.2%
S1pr5,Remaining Brain,,,,,,,,,,,,,,,,,,,41.1,25.0%,46.1,25.0%,41.5,28.2%,128.6,19.8%
Poln,Remaining Brain,,,,,,,,,,,,,,,,,,,766.5,65.3%,723.9,62.8%,438.1,61.0%,1928.5,62.4%
Smtnl2,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Zfp41,Remaining Brain,,,,,,,,,,,,,,,,,,,437.2,53.3%,640.6,58.7%,12.0,19.9%,1089.8,47.5%
Cdh19,Remaining Brain,,,,,,,,,,,,,,,,,,,12.0,18.8%,0.8,14.2%,1.8,16.3%,14.6,13.1%
Mageh1,Remaining Brain,,,,,,,,,,,,,,,,,,,635.2,59.6%,540.5,55.0%,212.4,47.4%,1388.1,52.6%
Ankrd34c,Remaining Brain,,,,,,,,,,,,,,,,,,,560.9,57.6%,1069.8,73.9%,602.1,68.1%,2232.9,66.6%
Rpsa-ps10,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,759.0,64.4%,0.0,7.1%,759.0,39.4%
Lonp2,Remaining Brain,,,,,,,,,,,,,,,,,,,326.0,49.1%,592.5,57.1%,143.7,41.4%,1062.2,46.9%
Crebrf,Remaining Brain,,,,,,,,,,,,,,,,,,,653.9,60.4%,554.2,55.6%,723.4,72.3%,1931.5,62.5%
Pcdhb18,Remaining Brain,,,,,,,,,,,,,,,,,,,282.3,46.2%,619.6,58.0%,196.4,45.9%,1098.3,47.7%
Cox7b2,Remaining Brain,,,,,,,,,,,,,,,,,,,15.0,19.9%,1.2,14.3%,155.8,42.5%,172.0,21.9%
Zfp280b,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Tdrp,Remaining Brain,,,,,,,,,,,,,,,,,,,23.5,21.9%,22.2,20.2%,135.3,40.3%,180.9,22.4%
Spink8,Remaining Brain,,,,,,,,,,,,,,,,,,,1112.3,75.4%,1017.1,72.5%,1645.6,92.5%,3775.1,80.6%
Fam241a,Remaining Brain,,,,,,,,,,,,,,,,,,,23.5,21.9%,10.7,17.7%,6.6,17.9%,40.8,14.4%
Fam78a,Remaining Brain,,,,,,,,,,,,,,,,,,,49.9,26.2%,168.5,37.0%,127.3,39.4%,345.7,28.2%
Vstm4,Remaining Brain,,,,,,,,,,,,,,,,,,,1266.6,78.4%,1654.0,84.2%,1122.0,84.7%,4042.7,82.6%
Ccdc96,Remaining Brain,,,,,,,,,,,,,,,,,,,830.3,67.9%,523.8,54.3%,178.4,44.7%,1532.5,55.2%
Map10,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
2410124H12Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,183.3,39.7%,294.0,44.4%,249.0,49.7%,726.4,37.7%
Irf2bp2,Remaining Brain,,,,,,,,,,,,,,,,,,,209.5,41.7%,64.6,27.5%,29.6,25.3%,303.7,27.2%
Robo2,Remaining Brain,,,,,,,,,,,,,,,,,,,83.8,31.2%,52.0,25.9%,34.8,26.8%,170.6,21.8%
Junb,Remaining Brain,,,,,,,,,,,,,,,,,,,663.9,60.8%,362.4,47.8%,583.5,67.3%,1609.8,56.7%
C130021I20Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,508.5,56.3%,689.1,60.6%,538.5,65.6%,1736.1,58.9%
Aldh1a1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Gm9905,Remaining Brain,,,,,,,,,,,,,,,,,,,51.1,26.6%,337.8,46.5%,209.6,47.1%,598.5,34.9%
Chchd3,Remaining Brain,,,,,,,,,,,,,,,,,,,597.8,58.6%,306.7,45.0%,68.6,33.3%,973.2,45.3%
Zfp867,Remaining Brain,,,,,,,,,,,,,,,,,,,72.3,29.8%,9.5,17.3%,16.1,21.5%,97.9,17.9%
Klhl5,Remaining Brain,,,,,,,,,,,,,,,,,,,,,,,,,,
Dach1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.3,14.8%,823.3,66.8%,759.9,74.3%,1583.5,56.2%
A230083G16Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,2315.9,90.3%,974.9,71.3%,1472.1,90.3%,4762.9,86.0%
Prr18,Remaining Brain,,,,,,,,,,,,,,,,,,,,,,,,,,
S100a9,Remaining Brain,,,,,,,,,,,,,,,,,,,940.5,71.2%,992.9,71.7%,446.8,61.6%,2380.3,68.7%
H2-T22,Remaining Brain,,,,,,,,,,,,,,,,,,,2.3,16.2%,30.5,21.7%,23.8,23.6%,56.7,15.3%
Gm12500,Remaining Brain,,,,,,,,,,,,,,,,,,,137.4,36.6%,5.6,16.3%,0.0,7.1%,143.0,20.5%
Uts2b,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Capg,Remaining Brain,,,,,,,,,,,,,,,,,,,178.2,39.5%,178.6,37.9%,131.2,39.9%,488.0,32.5%
Setd3,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,14.2%,2.9,15.2%,0.0,7.1%,2.9,12.3%
Usp13,Remaining Brain,,,,,,,,,,,,,,,,,,,797.4,66.6%,36.8,23.0%,75.1,33.9%,909.2,43.6%
Rpl38,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,759.0,73.9%,759.0,38.9%
Mpp7,Remaining Brain,,,,,,,,,,,,,,,,,,,0.9,15.5%,11.4,17.9%,7.4,18.5%,19.7,13.3%
Rit2,Remaining Brain,,,,,,,,,,,,,,,,,,,759.4,64.8%,50.3,25.6%,5.1,17.4%,814.7,41.5%
Dtnbp1,Remaining Brain,,,,,,,,,,,,,,,,,,,370.7,50.6%,1018.3,72.5%,1417.1,89.5%,2806.0,73.0%
Qrfpr,Remaining Brain,,,,,,,,,,,,,,,,,,,653.1,60.3%,543.3,55.1%,543.6,65.7%,1740.0,59.1%
Col25a1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Hadhb,Remaining Brain,,,,,,,,,,,,,,,,,,,42.6,25.3%,6.1,16.4%,1.4,15.9%,50.1,14.9%
Taf1b,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Cdh24,Remaining Brain,,,,,,,,,,,,,,,,,,,504.2,56.1%,626.0,58.3%,215.1,47.6%,1345.2,51.9%
Pantr1,Remaining Brain,,,,,,,,,,,,,,,,,,,443.2,53.5%,349.7,47.1%,222.7,47.9%,1015.7,46.2%
Or8b53,Remaining Brain,,,,,,,,,,,,,,,,,,,59.9,28.1%,1219.2,77.1%,62.3,32.1%,1341.4,51.8%
C1qtnf7,Remaining Brain,,,,,,,,,,,,,,,,,,,1403.1,80.3%,2079.5,88.7%,2092.9,95.7%,5575.6,89.8%
Rps12,Remaining Brain,,,,,,,,,,,,,,,,,,,616.9,59.1%,473.4,52.2%,569.4,66.9%,1659.7,57.4%
Tubb3,Remaining Brain,,,,,,,,,,,,,,,,,,,2541.6,91.8%,2559.5,92.6%,1862.3,94.0%,6963.5,93.8%
Fbxl12os,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ncs1,Remaining Brain,,,,,,,,,,,,,,,,,,,50.3,26.4%,56.5,26.3%,134.8,40.2%,241.7,24.9%
9430002A10Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,3465.9,95.5%,3095.5,94.8%,2030.6,95.3%,8592.0,96.1%
Ing2,Remaining Brain,,,,,,,,,,,,,,,,,,,209.2,41.6%,433.7,50.4%,483.8,63.2%,1126.7,48.3%
Kif1b,Remaining Brain,,,,,,,,,,,,,,,,,,,2432.0,91.3%,728.6,63.0%,1383.3,89.1%,4543.9,85.1%
Lrrc43,Remaining Brain,,,,,,,,,,,,,,,,,,,23.3,21.8%,45.5,24.9%,51.6,29.9%,120.4,19.2%
Crb1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Chd4,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Pepd,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Cenpj,Remaining Brain,,,,,,,,,,,,,,,,,,,2457.9,91.4%,1646.4,84.0%,925.9,79.8%,5030.2,87.3%
mt-Nd4,Remaining Brain,,,,,,,,,,,,,,,,,,,179.3,39.5%,245.7,42.0%,756.1,73.3%,1181.2,49.2%
Gpr139,Remaining Brain,,,,,,,,,,,,,,,,,,,82.9,31.1%,145.2,35.4%,658.2,70.1%,886.3,43.1%
Rdh11,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Ppp1r3c,Remaining Brain,,,,,,,,,,,,,,,,,,,699.7,61.7%,1315.7,78.7%,807.4,76.5%,2822.8,73.1%
Xlr4b,Remaining Brain,,,,,,,,,,,,,,,,,,,25.2,22.2%,89.4,30.6%,22.7,23.5%,137.3,20.3%
Insm1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Lgals1,Remaining Brain,,,,,,,,,,,,,,,,,,,77.4,30.3%,188.6,38.4%,26.3,24.4%,292.3,26.5%
Zbtb34,Remaining Brain,,,,,,,,,,,,,,,,,,,1670.4,84.1%,2803.9,93.7%,1042.9,82.5%,5517.2,89.3%
Snora57,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Hs3st3b1,Remaining Brain,,,,,,,,,,,,,,,,,,,290.0,46.6%,174.0,37.6%,204.0,46.6%,667.9,36.7%
Mkrn3,Remaining Brain,,,,,,,,,,,,,,,,,,,175.0,39.3%,346.4,47.0%,80.1,34.2%,601.5,34.9%
Ccdc190,Remaining Brain,,,,,,,,,,,,,,,,,,,50.1,26.3%,33.5,22.2%,289.5,52.1%,373.1,28.9%
Htr1d,Remaining Brain,,,,,,,,,,,,,,,,,,,898.0,70.2%,1368.2,79.7%,663.3,70.3%,2929.5,74.1%
Zmynd12,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Rabepk,Remaining Brain,,,,,,,,,,,,,,,,,,,737.0,63.2%,699.0,61.4%,403.0,58.0%,1839.0,60.3%
Rom1,Remaining Brain,,,,,,,,,,,,,,,,,,,61.0,28.3%,210.2,40.0%,810.7,76.7%,1081.9,47.3%
Zbtb3,Remaining Brain,,,,,,,,,,,,,,,,,,,78.3,30.4%,614.8,57.6%,88.5,35.3%,781.6,40.4%
9330160F10Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Noxred1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Bhlhb9,Remaining Brain,,,,,,,,,,,,,,,,,,,1333.7,79.5%,367.7,48.0%,607.7,68.3%,2309.2,67.7%
Pnldc1,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Tmem88b,Remaining Brain,,,,,,,,,,,,,,,,,,,847.7,68.5%,665.3,59.9%,1821.9,93.8%,3334.9,77.7%
Gm10643,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,14.2%,10.0,17.4%,16.7,21.6%,26.7,13.9%
4931440P22Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
6430550D23Rik,Remaining Brain,,,,,,,,,,,,,,,,,,,83.5,31.2%,106.0,32.2%,34.6,26.7%,224.1,24.2%
Hspa12b,Remaining Brain,,,,,,,,,,,,,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Hps6,Remaining Brain,,,,,,,,,,,,,,,,,,,106.1,34.0%,464.5,51.8%,212.3,47.4%,783.0,40.5%
Morrbid,Remaining Brain,,,,,,,,,,,,,,,,,,,30.1,23.4%,449.0,51.0%,97.3,36.4%,576.5,34.5%
Ccdc162,Remaining Brain,,,,,,,,,,,,,,,,,,,21.3,21.4%,42.8,24.6%,23.8,23.7%,87.9,17.4%
