ID,Mean Log2 Fold Change Direction (DSS)
ENSMUSG00000005699-C,1
ENSMUSG00000005871-C,-1
ENSMUSG00000006095-C,1
ENSMUSG00000006241-C,-1
ENSMUSG00000006307-C,-1
ENSMUSG00000006333-C,1
ENSMUSG00000006642-C,-1
ENSMUSG00000006998-C,1
ENSMUSG00000007038-C,1
ENSMUSG00000007080-C,1
ENSMUSG00000007610-C,1
ENSMUSG00000009145-C,-1
ENSMUSG00000009863-C,1
ENSMUSG00000011960-C,-1
ENSMUSG00000014158-C,1
ENSMUSG00000014763-C,-1
ENSMUSG00000014776-C,1
ENSMUSG00000015149-C,1
ENSMUSG00000015568-C,-1
ENSMUSG00000015837-C,1
ENSMUSG00000015981-C,1
ENSMUSG00000016477-C,1
ENSMUSG00000016510-C,1
ENSMUSG00000016833-C,-1
ENSMUSG00000016933-C,-1
ENSMUSG00000016984-C,-1
ENSMUSG00000017491-C,1
ENSMUSG00000017550-C,-1
ENSMUSG00000017716-C,1
ENSMUSG00000018076-C,-1
ENSMUSG00000018238-C,1
ENSMUSG00000018481-C,-1
ENSMUSG00000018697-C,-1
ENSMUSG00000018965-C,1
ENSMUSG00000019039-C,1
ENSMUSG00000019505-C,1
ENSMUSG00000019579-C,1
ENSMUSG00000019718-C,-1
ENSMUSG00000019775-C,-1
ENSMUSG00000019809-C,-1
ENSMUSG00000019848-C,-1
ENSMUSG00000019861-C,1
ENSMUSG00000019970-C,1
ENSMUSG00000020114-C,-1
ENSMUSG00000020175-C,-1
ENSMUSG00000020218-C,-1
ENSMUSG00000020220-C,-1
ENSMUSG00000020321-C,1
ENSMUSG00000020453-C,-1
ENSMUSG00000020491-C,-1
ENSMUSG00000020589-C,-1
ENSMUSG00000020592-C,-1
ENSMUSG00000020648-C,-1
ENSMUSG00000020661-C,-1
ENSMUSG00000020687-C,-1
ENSMUSG00000020713-C,-1
ENSMUSG00000020734-C,1
ENSMUSG00000020770-C,-1
ENSMUSG00000020799-C,1
ENSMUSG00000020805-C,-1
ENSMUSG00000020814-C,1
ENSMUSG00000021000-C,-1
ENSMUSG00000021007-C,-1
ENSMUSG00000021010-C,-1
ENSMUSG00000021013-C,-1
ENSMUSG00000021091-C,1
ENSMUSG00000021131-C,-1
ENSMUSG00000021188-C,-1
ENSMUSG00000021273-C,1
ENSMUSG00000021294-C,-1
ENSMUSG00000021476-C,1
ENSMUSG00000021495-C,-1
ENSMUSG00000021508-C,1
ENSMUSG00000021519-C,-1
ENSMUSG00000021550-C,-1
ENSMUSG00000021585-C,-1
ENSMUSG00000021661-C,1
ENSMUSG00000021709-C,-1
ENSMUSG00000021913-C,1
ENSMUSG00000021943-C,-1
ENSMUSG00000021969-C,-1
ENSMUSG00000021986-C,1
ENSMUSG00000022199-C,1
ENSMUSG00000022211-C,-1
ENSMUSG00000022216-C,1
ENSMUSG00000022223-C,1
ENSMUSG00000022235-C,-1
ENSMUSG00000022354-C,1
ENSMUSG00000022371-C,1
ENSMUSG00000022407-C,1
ENSMUSG00000022494-C,-1
ENSMUSG00000022516-C,1
ENSMUSG00000022523-C,-1
ENSMUSG00000022604-C,-1
ENSMUSG00000022750-C,1
ENSMUSG00000022768-C,-1
ENSMUSG00000022801-C,-1
ENSMUSG00000022833-C,-1
ENSMUSG00000022842-C,-1
ENSMUSG00000022893-C,1
ENSMUSG00000022914-C,-1
ENSMUSG00000022974-C,-1
ENSMUSG00000022983-C,-1
ENSMUSG00000023025-C,-1
ENSMUSG00000023064-C,1
ENSMUSG00000023089-C,1
ENSMUSG00000023094-C,1
ENSMUSG00000023755-C,-1
ENSMUSG00000024019-C,1
ENSMUSG00000024038-C,1
ENSMUSG00000024059-C,-1
ENSMUSG00000024083-C,-1
ENSMUSG00000024209-C,1
ENSMUSG00000024220-C,1
ENSMUSG00000024234-C,-1
ENSMUSG00000024236-C,-1
ENSMUSG00000024294-C,-1
ENSMUSG00000024349-C,-1
ENSMUSG00000024352-C,-1
ENSMUSG00000024378-C,-1
ENSMUSG00000024383-C,-1
ENSMUSG00000024384-C,-1
ENSMUSG00000024387-C,1
ENSMUSG00000024423-C,-1
ENSMUSG00000024472-C,-1
ENSMUSG00000024664-C,1
ENSMUSG00000024665-C,-1
ENSMUSG00000024666-C,-1
ENSMUSG00000024713-C,-1
ENSMUSG00000024764-C,-1
ENSMUSG00000024892-C,1
ENSMUSG00000024909-C,-1
ENSMUSG00000024914-C,1
ENSMUSG00000025027-C,1
ENSMUSG00000025103-C,-1
ENSMUSG00000025154-C,1
ENSMUSG00000025278-C,-1
ENSMUSG00000025317-C,-1
ENSMUSG00000025323-C,-1
ENSMUSG00000025352-C,1
ENSMUSG00000025362-C,1
ENSMUSG00000025371-C,1
ENSMUSG00000025429-C,-1
ENSMUSG00000025494-C,-1
ENSMUSG00000025504-C,-1
ENSMUSG00000025579-C,1
ENSMUSG00000025730-C,1
ENSMUSG00000025777-C,-1
ENSMUSG00000025815-C,-1
ENSMUSG00000025872-C,1
ENSMUSG00000025892-C,-1
ENSMUSG00000025909-C,-1
ENSMUSG00000026017-C,-1
ENSMUSG00000026088-C,1
ENSMUSG00000026103-C,-1
ENSMUSG00000026197-C,1
ENSMUSG00000026234-C,-1
ENSMUSG00000026295-C,1
ENSMUSG00000026361-C,-1
ENSMUSG00000026365-C,-1
ENSMUSG00000026384-C,-1
ENSMUSG00000026389-C,-1
ENSMUSG00000026421-C,1
ENSMUSG00000026466-C,-1
ENSMUSG00000026469-C,-1
ENSMUSG00000026490-C,-1
ENSMUSG00000026495-C,-1
ENSMUSG00000026510-C,-1
ENSMUSG00000026576-C,1
ENSMUSG00000026589-C,1
ENSMUSG00000026600-C,-1
ENSMUSG00000026628-C,1
ENSMUSG00000026678-C,-1
ENSMUSG00000026723-C,-1
ENSMUSG00000026765-C,1
ENSMUSG00000026771-C,-1
ENSMUSG00000026785-C,-1
ENSMUSG00000026925-C,-1
ENSMUSG00000027010-C,1
ENSMUSG00000027109-C,-1
ENSMUSG00000027253-C,-1
ENSMUSG00000027291-C,1
ENSMUSG00000027331-C,-1
ENSMUSG00000027361-C,-1
ENSMUSG00000027408-C,-1
ENSMUSG00000027569-C,-1
ENSMUSG00000027612-C,1
ENSMUSG00000027642-C,1
ENSMUSG00000027737-C,-1
ENSMUSG00000027861-C,1
ENSMUSG00000027887-C,-1
ENSMUSG00000028015-C,-1
ENSMUSG00000028068-C,-1
ENSMUSG00000028080-C,-1
ENSMUSG00000028125-C,-1
ENSMUSG00000028180-C,-1
ENSMUSG00000028261-C,-1
ENSMUSG00000028334-C,1
ENSMUSG00000028443-C,-1
ENSMUSG00000028479-C,1
ENSMUSG00000028494-C,1
ENSMUSG00000028517-C,-1
ENSMUSG00000028580-C,-1
ENSMUSG00000028639-C,-1
ENSMUSG00000028649-C,-1
ENSMUSG00000028681-C,-1
ENSMUSG00000028747-C,-1
ENSMUSG00000028795-C,1
ENSMUSG00000028811-C,1
ENSMUSG00000028838-C,1
ENSMUSG00000028967-C,1
ENSMUSG00000028995-C,-1
ENSMUSG00000029020-C,1
ENSMUSG00000029131-C,1
ENSMUSG00000029276-C,-1
ENSMUSG00000029279-C,-1
ENSMUSG00000029345-C,1
ENSMUSG00000029348-C,1
ENSMUSG00000029461-C,-1
ENSMUSG00000029513-C,-1
ENSMUSG00000029714-C,-1
ENSMUSG00000029882-C,-1
ENSMUSG00000029916-C,-1
ENSMUSG00000030002-C,-1
ENSMUSG00000030016-C,-1
ENSMUSG00000030035-C,1
ENSMUSG00000030323-C,1
ENSMUSG00000030433-C,-1
ENSMUSG00000030465-C,-1
ENSMUSG00000030522-C,-1
ENSMUSG00000030530-C,1
ENSMUSG00000030714-C,1
ENSMUSG00000030718-C,1
ENSMUSG00000030733-C,1
ENSMUSG00000030741-C,1
ENSMUSG00000030847-C,1
ENSMUSG00000030942-C,-1
ENSMUSG00000031077-C,1
ENSMUSG00000031095-C,-1
ENSMUSG00000031103-C,-1
ENSMUSG00000031138-C,-1
ENSMUSG00000031145-C,-1
ENSMUSG00000031174-C,-1
ENSMUSG00000031209-C,-1
ENSMUSG00000031327-C,-1
ENSMUSG00000031328-C,-1
ENSMUSG00000031337-C,-1
ENSMUSG00000031393-C,-1
ENSMUSG00000031429-C,1
ENSMUSG00000031490-C,-1
ENSMUSG00000031563-C,-1
ENSMUSG00000031574-C,-1
ENSMUSG00000031604-C,-1
ENSMUSG00000031618-C,-1
ENSMUSG00000031644-C,-1
ENSMUSG00000031665-C,-1
ENSMUSG00000031706-C,-1
ENSMUSG00000031872-C,-1
ENSMUSG00000031913-C,1
ENSMUSG00000031954-C,-1
ENSMUSG00000031995-C,-1
ENSMUSG00000032062-C,-1
ENSMUSG00000032078-C,1
ENSMUSG00000032089-C,1
ENSMUSG00000032097-C,-1
ENSMUSG00000032193-C,1
ENSMUSG00000032198-C,-1
ENSMUSG00000032202-C,-1
ENSMUSG00000032253-C,-1
ENSMUSG00000032336-C,1
ENSMUSG00000032342-C,1
ENSMUSG00000032384-C,-1
ENSMUSG00000032413-C,-1
ENSMUSG00000032418-C,-1
ENSMUSG00000032436-C,1
ENSMUSG00000032443-C,-1
ENSMUSG00000032489-C,-1
ENSMUSG00000032501-C,1
ENSMUSG00000032530-C,-1
ENSMUSG00000032553-C,1
ENSMUSG00000032558-C,-1
ENSMUSG00000032563-C,-1
ENSMUSG00000032599-C,1
ENSMUSG00000032606-C,1
ENSMUSG00000032727-C,-1
ENSMUSG00000032834-C,1
ENSMUSG00000033111-C,-1
ENSMUSG00000033453-C,-1
ENSMUSG00000033544-C,1
ENSMUSG00000033585-C,1
ENSMUSG00000033618-C,1
ENSMUSG00000033671-C,-1
ENSMUSG00000033706-C,1
ENSMUSG00000033773-C,-1
ENSMUSG00000033917-C,1
ENSMUSG00000033991-C,-1
ENSMUSG00000034042-C,-1
ENSMUSG00000034055-C,-1
ENSMUSG00000034324-C,-1
ENSMUSG00000034432-C,1
ENSMUSG00000034462-C,-1
ENSMUSG00000034467-C,-1
ENSMUSG00000034601-C,-1
ENSMUSG00000034731-C,-1
ENSMUSG00000034789-C,1
ENSMUSG00000034880-C,1
ENSMUSG00000034906-C,-1
ENSMUSG00000035133-C,-1
ENSMUSG00000035164-C,1
ENSMUSG00000035211-C,-1
ENSMUSG00000035247-C,-1
ENSMUSG00000035284-C,-1
ENSMUSG00000035576-C,-1
ENSMUSG00000035585-C,1
ENSMUSG00000035637-C,1
ENSMUSG00000035653-C,-1
ENSMUSG00000035829-C,-1
ENSMUSG00000036002-C,-1
ENSMUSG00000036097-C,-1
ENSMUSG00000036120-C,1
ENSMUSG00000036186-C,1
ENSMUSG00000036330-C,1
ENSMUSG00000036391-C,-1
ENSMUSG00000036442-C,1
ENSMUSG00000036461-C,1
ENSMUSG00000036503-C,-1
ENSMUSG00000036504-C,1
ENSMUSG00000036550-C,-1
ENSMUSG00000036552-C,-1
ENSMUSG00000036632-C,1
ENSMUSG00000036655-C,-1
ENSMUSG00000036699-C,-1
ENSMUSG00000036850-C,1
ENSMUSG00000036885-C,-1
ENSMUSG00000036934-C,-1
ENSMUSG00000036985-C,-1
ENSMUSG00000037013-C,-1
ENSMUSG00000037104-C,-1
ENSMUSG00000037119-C,-1
ENSMUSG00000037349-C,1
ENSMUSG00000037416-C,-1
ENSMUSG00000037487-C,-1
ENSMUSG00000037542-C,1
ENSMUSG00000037568-C,-1
ENSMUSG00000037685-C,-1
ENSMUSG00000037697-C,-1
ENSMUSG00000037731-C,-1
ENSMUSG00000037784-C,-1
ENSMUSG00000037857-C,-1
ENSMUSG00000037904-C,1
ENSMUSG00000038056-C,-1
ENSMUSG00000038135-C,1
ENSMUSG00000038146-C,-1
ENSMUSG00000038151-C,-1
ENSMUSG00000038188-C,-1
ENSMUSG00000038214-C,-1
ENSMUSG00000038295-C,-1
ENSMUSG00000038319-C,1
ENSMUSG00000038332-C,1
ENSMUSG00000038365-C,1
ENSMUSG00000038437-C,-1
ENSMUSG00000038451-C,1
ENSMUSG00000038608-C,-1
ENSMUSG00000038690-C,1
ENSMUSG00000038773-C,-1
ENSMUSG00000038774-C,-1
ENSMUSG00000038777-C,1
ENSMUSG00000038888-C,-1
ENSMUSG00000039096-C,1
ENSMUSG00000039130-C,1
ENSMUSG00000039308-C,-1
ENSMUSG00000039313-C,1
ENSMUSG00000039377-C,-1
ENSMUSG00000039452-C,-1
ENSMUSG00000039477-C,-1
ENSMUSG00000039545-C,-1
ENSMUSG00000039585-C,-1
ENSMUSG00000039656-C,1
ENSMUSG00000039704-C,-1
ENSMUSG00000039713-C,1
ENSMUSG00000039835-C,-1
ENSMUSG00000039851-C,-1
ENSMUSG00000040177-C,-1
ENSMUSG00000040209-C,-1
ENSMUSG00000040351-C,-1
ENSMUSG00000040389-C,-1
ENSMUSG00000040473-C,-1
ENSMUSG00000040488-C,-1
ENSMUSG00000040489-C,1
ENSMUSG00000040520-C,-1
ENSMUSG00000040532-C,1
ENSMUSG00000040652-C,1
ENSMUSG00000040661-C,-1
ENSMUSG00000040760-C,-1
ENSMUSG00000040940-C,-1
ENSMUSG00000040957-C,1
ENSMUSG00000041058-C,-1
ENSMUSG00000041153-C,-1
ENSMUSG00000041229-C,1
ENSMUSG00000041361-C,1
ENSMUSG00000041548-C,1
ENSMUSG00000041594-C,-1
ENSMUSG00000041605-C,1
ENSMUSG00000041633-C,-1
ENSMUSG00000041649-C,-1
ENSMUSG00000041669-C,1
ENSMUSG00000041685-C,-1
ENSMUSG00000041805-C,-1
ENSMUSG00000041841-C,1
ENSMUSG00000042099-C,-1
ENSMUSG00000042249-C,-1
ENSMUSG00000042302-C,-1
ENSMUSG00000042396-C,-1
ENSMUSG00000042408-C,-1
ENSMUSG00000042462-C,1
ENSMUSG00000042496-C,-1
ENSMUSG00000042508-C,-1
ENSMUSG00000042595-C,-1
ENSMUSG00000042670-C,-1
ENSMUSG00000042747-C,1
ENSMUSG00000043085-C,1
ENSMUSG00000043257-C,-1
ENSMUSG00000043298-C,-1
ENSMUSG00000043313-C,-1
ENSMUSG00000043372-C,-1
ENSMUSG00000043467-C,-1
ENSMUSG00000043510-C,-1
ENSMUSG00000043635-C,-1
ENSMUSG00000043857-C,-1
ENSMUSG00000043903-C,-1
ENSMUSG00000043948-C,-1
ENSMUSG00000044150-C,-1
ENSMUSG00000044201-C,1
ENSMUSG00000044216-C,1
ENSMUSG00000044328-C,-1
ENSMUSG00000044337-C,-1
ENSMUSG00000044550-C,1
ENSMUSG00000044791-C,-1
ENSMUSG00000044816-C,-1
ENSMUSG00000044927-C,1
ENSMUSG00000045005-C,1
ENSMUSG00000045007-C,1
ENSMUSG00000045036-C,1
ENSMUSG00000045210-C,-1
ENSMUSG00000045790-C,1
ENSMUSG00000045980-C,1
ENSMUSG00000046058-C,1
ENSMUSG00000046139-C,-1
ENSMUSG00000046157-C,1
ENSMUSG00000046230-C,-1
ENSMUSG00000046719-C,1
ENSMUSG00000046916-C,1
ENSMUSG00000046991-C,-1
ENSMUSG00000047022-C,-1
ENSMUSG00000047139-C,-1
ENSMUSG00000047146-C,-1
ENSMUSG00000047260-C,1
ENSMUSG00000047412-C,-1
ENSMUSG00000047419-C,-1
ENSMUSG00000047454-C,-1
ENSMUSG00000047591-C,1
ENSMUSG00000047694-C,-1
ENSMUSG00000047789-C,-1
ENSMUSG00000047909-C,-1
ENSMUSG00000048154-C,-1
ENSMUSG00000048280-C,-1
ENSMUSG00000048537-C,-1
ENSMUSG00000048655-C,-1
ENSMUSG00000048921-C,-1
ENSMUSG00000049122-C,-1
ENSMUSG00000049124-C,-1
ENSMUSG00000049230-C,-1
ENSMUSG00000049553-C,-1
ENSMUSG00000049600-C,1
ENSMUSG00000049929-C,-1
ENSMUSG00000050164-C,1
ENSMUSG00000050174-C,1
ENSMUSG00000050213-C,1
ENSMUSG00000050315-C,-1
ENSMUSG00000050334-C,-1
ENSMUSG00000050423-C,1
ENSMUSG00000050503-C,-1
ENSMUSG00000050538-C,-1
ENSMUSG00000050619-C,-1
ENSMUSG00000051029-C,-1
ENSMUSG00000051124-C,-1
ENSMUSG00000051278-C,-1
ENSMUSG00000051285-C,-1
ENSMUSG00000051346-C,-1
ENSMUSG00000051730-C,1
ENSMUSG00000051790-C,1
ENSMUSG00000052302-C,1
ENSMUSG00000052353-C,-1
ENSMUSG00000052917-C,-1
ENSMUSG00000052957-C,1
ENSMUSG00000053062-C,-1
ENSMUSG00000053178-C,-1
ENSMUSG00000053477-C,-1
ENSMUSG00000053545-C,-1
ENSMUSG00000053693-C,-1
ENSMUSG00000053861-C,-1
ENSMUSG00000053870-C,-1
ENSMUSG00000053877-C,-1
ENSMUSG00000054226-C,-1
ENSMUSG00000054237-C,-1
ENSMUSG00000054405-C,-1
ENSMUSG00000054435-C,1
ENSMUSG00000054452-C,1
ENSMUSG00000054648-C,-1
ENSMUSG00000054693-C,-1
ENSMUSG00000054717-C,-1
ENSMUSG00000054723-C,-1
ENSMUSG00000055024-C,-1
ENSMUSG00000055093-C,1
ENSMUSG00000055302-C,1
ENSMUSG00000055435-C,-1
ENSMUSG00000055538-C,-1
ENSMUSG00000055560-C,1
ENSMUSG00000055707-C,1
ENSMUSG00000056211-C,-1
ENSMUSG00000056476-C,-1
ENSMUSG00000056536-C,-1
ENSMUSG00000056602-C,-1
ENSMUSG00000056895-C,1
ENSMUSG00000057440-C,-1
ENSMUSG00000057778-C,1
ENSMUSG00000058183-C,-1
ENSMUSG00000058258-C,-1
ENSMUSG00000058392-C,1
ENSMUSG00000058603-C,1
ENSMUSG00000058672-C,1
ENSMUSG00000058799-C,-1
ENSMUSG00000058806-C,-1
ENSMUSG00000058897-C,-1
ENSMUSG00000059325-C,-1
ENSMUSG00000059456-C,1
ENSMUSG00000059482-C,-1
ENSMUSG00000059669-C,-1
ENSMUSG00000059742-C,-1
ENSMUSG00000059791-C,-1
ENSMUSG00000059975-C,-1
ENSMUSG00000060257-C,1
ENSMUSG00000060279-C,1
ENSMUSG00000060445-C,1
ENSMUSG00000060487-C,-1
ENSMUSG00000060548-C,-1
ENSMUSG00000060743-C,-1
ENSMUSG00000060904-C,1
ENSMUSG00000061244-C,-1
ENSMUSG00000062352-C,1
ENSMUSG00000062743-C,-1
ENSMUSG00000063052-C,1
ENSMUSG00000063109-C,-1
ENSMUSG00000063142-C,-1
ENSMUSG00000063439-C,1
ENSMUSG00000063661-C,-1
ENSMUSG00000063663-C,-1
ENSMUSG00000063696-C,-1
ENSMUSG00000063931-C,1
ENSMUSG00000064032-C,-1
ENSMUSG00000064138-C,-1
ENSMUSG00000064442-C,-1
ENSMUSG00000066042-C,1
ENSMUSG00000066057-C,-1
ENSMUSG00000066441-C,-1
ENSMUSG00000067028-C,-1
ENSMUSG00000067297-C,-1
ENSMUSG00000067719-C,-1
ENSMUSG00000067869-C,-1
ENSMUSG00000067924-C,1
ENSMUSG00000068114-C,1
ENSMUSG00000068196-C,1
ENSMUSG00000068263-C,-1
ENSMUSG00000068457-C,-1
ENSMUSG00000068522-C,-1
ENSMUSG00000068699-C,-1
ENSMUSG00000068742-C,1
ENSMUSG00000068921-C,1
ENSMUSG00000069020-C,1
ENSMUSG00000069072-C,-1
ENSMUSG00000069089-C,-1
ENSMUSG00000069206-C,1
ENSMUSG00000069670-C,-1
ENSMUSG00000069763-C,1
ENSMUSG00000069769-C,-1
ENSMUSG00000070407-C,1
ENSMUSG00000070871-C,-1
ENSMUSG00000071531-C,-1
ENSMUSG00000071636-C,-1
ENSMUSG00000071637-C,1
ENSMUSG00000071648-C,1
ENSMUSG00000071711-C,1
ENSMUSG00000072115-C,-1
ENSMUSG00000072844-C,1
ENSMUSG00000072893-C,-1
ENSMUSG00000073374-C,-1
ENSMUSG00000073664-C,-1
ENSMUSG00000073702-C,1
ENSMUSG00000073705-C,1
ENSMUSG00000073755-C,1
ENSMUSG00000074136-C,1
ENSMUSG00000074220-C,-1
ENSMUSG00000074252-C,-1
ENSMUSG00000074274-C,1
ENSMUSG00000074384-C,-1
ENSMUSG00000074656-C,1
ENSMUSG00000074916-C,-1
ENSMUSG00000075254-C,-1
ENSMUSG00000078091-C,1
ENSMUSG00000078439-C,1
ENSMUSG00000078451-C,-1
ENSMUSG00000078532-C,-1
ENSMUSG00000078653-C,1
ENSMUSG00000078700-C,-1
ENSMUSG00000078716-C,-1
ENSMUSG00000078942-C,-1
ENSMUSG00000079036-C,-1
ENSMUSG00000079215-C,-1
ENSMUSG00000079434-C,1
ENSMUSG00000082491-C,1
ENSMUSG00000082515-C,1
ENSMUSG00000082626-C,1
ENSMUSG00000083061-C,1
ENSMUSG00000083396-C,1
ENSMUSG00000083563-C,-1
ENSMUSG00000085028-C,-1
ENSMUSG00000085037-C,1
ENSMUSG00000085078-C,1
ENSMUSG00000085111-C,-1
ENSMUSG00000085255-C,-1
ENSMUSG00000085315-C,-1
ENSMUSG00000085712-C,1
ENSMUSG00000085891-C,1
ENSMUSG00000086015-C,1
ENSMUSG00000086170-C,-1
ENSMUSG00000086213-C,-1
ENSMUSG00000086291-C,-1
ENSMUSG00000086370-C,-1
ENSMUSG00000086822-C,-1
ENSMUSG00000087252-C,-1
ENSMUSG00000087331-C,1
ENSMUSG00000087347-C,1
ENSMUSG00000087352-C,1
ENSMUSG00000087444-C,1
ENSMUSG00000087516-C,-1
ENSMUSG00000087556-C,-1
ENSMUSG00000087660-C,1
ENSMUSG00000087679-C,1
ENSMUSG00000087698-C,-1
ENSMUSG00000088208-C,-1
ENSMUSG00000089665-C,1
ENSMUSG00000089715-C,1
ENSMUSG00000089941-C,1
ENSMUSG00000090138-C,-1
ENSMUSG00000090290-C,-1
ENSMUSG00000090523-C,1
ENSMUSG00000091523-C,1
ENSMUSG00000092074-C,-1
ENSMUSG00000092241-C,1
ENSMUSG00000092325-C,1
ENSMUSG00000093577-C,1
ENSMUSG00000093930-C,-1
ENSMUSG00000094152-C,-1
ENSMUSG00000094595-C,-1
ENSMUSG00000094724-C,-1
ENSMUSG00000094840-C,-1
ENSMUSG00000095253-C,-1
ENSMUSG00000097156-C,-1
ENSMUSG00000097316-C,-1
ENSMUSG00000097439-C,-1
ENSMUSG00000097497-C,-1
ENSMUSG00000097535-C,-1
ENSMUSG00000097602-C,-1
ENSMUSG00000097793-C,1
ENSMUSG00000097881-C,1
ENSMUSG00000097911-C,-1
ENSMUSG00000098098-C,-1
ENSMUSG00000098158-C,-1
ENSMUSG00000098187-C,1
ENSMUSG00000098383-C,-1
ENSMUSG00000098739-C,-1
ENSMUSG00000099655-C,-1
ENSMUSG00000100707-C,-1
ENSMUSG00000100764-C,1
ENSMUSG00000101599-C,-1
ENSMUSG00000101778-C,1
ENSMUSG00000102018-C,-1
ENSMUSG00000102555-C,-1
ENSMUSG00000102570-C,-1
ENSMUSG00000102573-C,-1
ENSMUSG00000102600-C,-1
ENSMUSG00000102698-C,-1
ENSMUSG00000102760-C,-1
ENSMUSG00000102783-C,-1
ENSMUSG00000102854-C,-1
ENSMUSG00000102976-C,-1
ENSMUSG00000103038-C,-1
ENSMUSG00000103146-C,-1
ENSMUSG00000103313-C,-1
ENSMUSG00000103423-C,1
ENSMUSG00000103539-C,-1
ENSMUSG00000103552-C,-1
ENSMUSG00000103693-C,-1
ENSMUSG00000103776-C,1
ENSMUSG00000103800-C,-1
ENSMUSG00000103809-C,-1
ENSMUSG00000103869-C,-1
ENSMUSG00000103882-C,-1
ENSMUSG00000103891-C,-1
ENSMUSG00000103970-C,-1
ENSMUSG00000103991-C,1
ENSMUSG00000104154-C,-1
ENSMUSG00000104204-C,-1
ENSMUSG00000104277-C,-1
ENSMUSG00000104343-C,-1
ENSMUSG00000104344-C,-1
ENSMUSG00000104388-C,-1
ENSMUSG00000104420-C,-1
ENSMUSG00000104693-C,-1
ENSMUSG00000104704-C,-1
ENSMUSG00000104764-C,-1
ENSMUSG00000104951-C,-1
ENSMUSG00000104973-C,-1
ENSMUSG00000104994-C,-1
ENSMUSG00000105050-C,-1
ENSMUSG00000105119-C,-1
ENSMUSG00000105224-C,-1
ENSMUSG00000105322-C,-1
ENSMUSG00000105520-C,1
ENSMUSG00000105578-C,-1
ENSMUSG00000105586-C,-1
ENSMUSG00000105624-C,-1
ENSMUSG00000105843-C,1
ENSMUSG00000105846-C,1
ENSMUSG00000105896-C,1
ENSMUSG00000106115-C,-1
ENSMUSG00000106121-C,-1
ENSMUSG00000106153-C,-1
ENSMUSG00000106557-C,-1
ENSMUSG00000106579-C,-1
ENSMUSG00000106648-C,-1
ENSMUSG00000106720-C,-1
ENSMUSG00000106734-C,-1
ENSMUSG00000106767-C,-1
ENSMUSG00000106847-C,1
ENSMUSG00000106867-C,-1
ENSMUSG00000106993-C,-1
ENSMUSG00000107021-C,-1
ENSMUSG00000107207-C,1
ENSMUSG00000107278-C,-1
ENSMUSG00000000290-S,-1
ENSMUSG00000000308-S,1
ENSMUSG00000000530-S,-1
ENSMUSG00000000732-S,1
ENSMUSG00000000782-S,-1
ENSMUSG00000000792-S,1
ENSMUSG00000000823-S,-1
ENSMUSG00000000826-S,1
ENSMUSG00000001016-S,-1
ENSMUSG00000001089-S,1
ENSMUSG00000001098-S,1
ENSMUSG00000001270-S,-1
ENSMUSG00000001300-S,-1
ENSMUSG00000001552-S,-1
ENSMUSG00000001642-S,-1
ENSMUSG00000001763-S,1
ENSMUSG00000001946-S,-1
ENSMUSG00000001964-S,1
ENSMUSG00000002012-S,1
ENSMUSG00000002031-S,1
ENSMUSG00000002032-S,1
ENSMUSG00000002109-S,-1
ENSMUSG00000002210-S,-1
ENSMUSG00000002266-S,1
ENSMUSG00000002393-S,1
ENSMUSG00000002459-S,-1
ENSMUSG00000002500-S,-1
ENSMUSG00000002732-S,-1
ENSMUSG00000002797-S,1
ENSMUSG00000002968-S,-1
ENSMUSG00000002996-S,-1
ENSMUSG00000003198-S,-1
ENSMUSG00000003402-S,1
ENSMUSG00000003436-S,1
ENSMUSG00000003500-S,-1
ENSMUSG00000003657-S,1
ENSMUSG00000003808-S,1
ENSMUSG00000004071-S,1
ENSMUSG00000004266-S,-1
ENSMUSG00000004508-S,-1
ENSMUSG00000004530-S,1
ENSMUSG00000004929-S,1
ENSMUSG00000004947-S,-1
ENSMUSG00000005087-S,-1
ENSMUSG00000005267-S,-1
ENSMUSG00000005268-S,1
ENSMUSG00000005360-S,1
ENSMUSG00000005506-S,-1
ENSMUSG00000006235-S,-1
ENSMUSG00000006471-S,1
ENSMUSG00000006575-S,1
ENSMUSG00000006587-S,-1
ENSMUSG00000006673-S,1
ENSMUSG00000006850-S,-1
ENSMUSG00000006941-S,1
ENSMUSG00000007888-S,1
ENSMUSG00000008489-S,1
ENSMUSG00000009894-S,1
ENSMUSG00000010025-S,1
ENSMUSG00000011306-S,1
ENSMUSG00000011752-S,1
ENSMUSG00000012848-S,1
ENSMUSG00000013698-S,1
ENSMUSG00000013736-S,-1
ENSMUSG00000014767-S,-1
ENSMUSG00000015133-S,-1
ENSMUSG00000015342-S,1
ENSMUSG00000015377-S,-1
ENSMUSG00000015405-S,-1
ENSMUSG00000015668-S,-1
ENSMUSG00000015843-S,-1
ENSMUSG00000015937-S,1
ENSMUSG00000016087-S,-1
ENSMUSG00000016386-S,-1
ENSMUSG00000016541-S,1
ENSMUSG00000016833-S,-1
ENSMUSG00000016933-S,-1
ENSMUSG00000017491-S,-1
ENSMUSG00000018411-S,1
ENSMUSG00000018412-S,-1
ENSMUSG00000018574-S,1
ENSMUSG00000018809-S,-1
ENSMUSG00000018858-S,1
ENSMUSG00000018920-S,1
ENSMUSG00000018995-S,-1
ENSMUSG00000019146-S,-1
ENSMUSG00000019158-S,1
ENSMUSG00000019188-S,1
ENSMUSG00000019820-S,-1
ENSMUSG00000019843-S,1
