Gene,Metabolite,Sign
ENSMUSG00000106365,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
ENSMUSG00000106365,4-Methylvaleric acid,1
ENSMUSG00000106365,"Gluconolactone (3R,4S,5R,6R)",1
ENSMUSG00000106365,Norketamine,-1
ENSMUSG00000106365,"Propanoic acid, 2-hydroxy-3-phosphate-",-1
ENSMUSG00000106365,Vanillin,1
ENSMUSG00000024335,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",1
ENSMUSG00000024335,Isopropyl myristate,1
ENSMUSG00000024335,Phenylpropanolamine,1
ENSMUSG00000021025,11-Methyldodecanol,1
ENSMUSG00000021025,"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",1
ENSMUSG00000021025,Heptadecanoic acid,1
ENSMUSG00000021025,"Hexadecanoic acid, methyl ester",1
ENSMUSG00000021025,Nonadecanoic acid,1
ENSMUSG00000049739,"1,5-Anhydroglucitol",1
ENSMUSG00000024491,Salsoline,1
ENSMUSG00000030079,N-Methyl-L-proline,1
ENSMUSG00000055044,D-Mannose,-1
ENSMUSG00000091549,beta-Alanine,1
ENSMUSG00000091549,Deoxyribopyranose,-1
ENSMUSG00000032372,Stearic acid,1
ENSMUSG00000032009,"1,5-Anhydroglucitol",1
ENSMUSG00000023967,L-Isoleucine,-1
ENSMUSG00000005131,Decyl oleate,1
ENSMUSG00000030560,Argininosuccinic acid,1
ENSMUSG00000030560,1-Octadecanol,1
ENSMUSG00000030560,2-Butenedioic acid,1
ENSMUSG00000030560,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",1
ENSMUSG00000030560,Anthranilic acid,1
ENSMUSG00000030560,Arachidic acid,1
ENSMUSG00000030560,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",1
ENSMUSG00000030560,"Guanidine, N,N-dimethyl",1
ENSMUSG00000030560,Heptadecanoic acid,1
ENSMUSG00000030560,Levoglucosan,1
ENSMUSG00000030560,Levulinic acid,1
ENSMUSG00000030560,Monomethyl succinate,1
ENSMUSG00000030560,Pantolactone,1
ENSMUSG00000030560,Propanedioic acid,1
ENSMUSG00000030560,Stearic acid,1
ENSMUSG00000030560,Trisaminol,1
ENSMUSG00000043639,2-Hydroxy-5-methoxybenzaldehyde,1
ENSMUSG00000043639,L-Rhamnose,1
ENSMUSG00000029291,Deoxyribopyranose,1
ENSMUSG00000029291,Monomethyl succinate,-1
ENSMUSG00000029291,N-(2-hydroxyethyl)-succinimide,-1
ENSMUSG00000029291,Phenol,-1
ENSMUSG00000058492,Campesterol,-1
ENSMUSG00000041408,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",1
ENSMUSG00000041408,2-Ethylhexanoic acid,1
ENSMUSG00000041408,4-Methyl-5-thiazoleethanol,1
ENSMUSG00000041408,Hydracrylic acid,1
ENSMUSG00000041408,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
ENSMUSG00000041408,Tripropylene glycol monomethyl ether,1
ENSMUSG00000041408,Urea,1
ENSMUSG00000026029,3-Undecene,1
ENSMUSG00000026029,Anthranilic acid,1
ENSMUSG00000026029,Methylmaleic acid,-1
ENSMUSG00000026029,Monomethyl succinate,1
ENSMUSG00000026029,N-Acetyl glucosamine methoxime,1
ENSMUSG00000026029,Picolinic acid,1
ENSMUSG00000027706,11-Methyldodecanol,1
ENSMUSG00000027706,1-Dodecanol,1
ENSMUSG00000027706,1-Octadecanol,1
ENSMUSG00000027706,3-Undecene,1
ENSMUSG00000027706,Arachidic acid,1
ENSMUSG00000027706,Benzoic Acid,1
ENSMUSG00000027706,D-Allofuranose,1
ENSMUSG00000027706,"Hexadecanoic acid, ethyl ester",1
ENSMUSG00000027706,Pentadecanoic acid,1
ENSMUSG00000071180,Deoxycholic Acid,1
ENSMUSG00000021254,L-Lysine,1
ENSMUSG00000021254,"2,3-Dihydroxy-2-methylpropanoic acid",1
ENSMUSG00000064294,Xanthine,1
ENSMUSG00000064294,13-Docosenamide,1
ENSMUSG00000064294,Putrescine,1
ENSMUSG00000026896,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",1
ENSMUSG00000026896,3-Undecene,1
ENSMUSG00000026896,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",1
ENSMUSG00000026896,Hexanedioic acid,1
ENSMUSG00000026896,Menthol,1
ENSMUSG00000020248,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one,1
ENSMUSG00000021482,"2,3,4-Trihydroxybutyric acid",1
ENSMUSG00000021482,4-Methyl-5-thiazoleethanol,1
ENSMUSG00000021482,"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",1
ENSMUSG00000021482,L-Valyl-L-leucine,-1
ENSMUSG00000021482,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
ENSMUSG00000021482,Urea,1
ENSMUSG00000023249,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",1
ENSMUSG00000087640,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",-1
ENSMUSG00000072704,L-Serine,1
ENSMUSG00000072704,"2,3,4-Trihydroxybutyric acid",1
ENSMUSG00000072704,3-Pyridylcarbinol,1
ENSMUSG00000072704,pyrazole,1
ENSMUSG00000072704,"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",1
ENSMUSG00000072704,"Gluconolactone (3R,4S,5R,6R)",1
ENSMUSG00000072704,L-Isoleucine,1
ENSMUSG00000072704,L-Valine,1
ENSMUSG00000072704,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
ENSMUSG00000072704,Ribonic acid,1
ENSMUSG00000072704,Serine,1
ENSMUSG00000072704,Syringaldehyde,1
ENSMUSG00000072704,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",1
ENSMUSG00000072704,Tripropylene glycol monomethyl ether,1
ENSMUSG00000072704,Urea,1
ENSMUSG00000072704,Vanillin,1
ENSMUSG00000020135,"2,3-Butanediol",-1
ENSMUSG00000020135,2-Ethylhexanoic acid,-1
ENSMUSG00000020135,Itaconic acid,1
ENSMUSG00000020135,Methylsuccinic acid,-1
ENSMUSG00000020135,N-Acetyl glucosamine methoxime,-1
ENSMUSG00000031657,Cyclohexanecarboxylic acid,1
ENSMUSG00000046947,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",-1
ENSMUSG00000022561,2'-Desoxyuridine,-1
ENSMUSG00000022561,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",-1
ENSMUSG00000022561,4-Hydroxybenzoic acid,-1
ENSMUSG00000022561,D-(-)-Fructofuranose,-1
ENSMUSG00000022561,D-Fucitol,-1
ENSMUSG00000022561,Octanoic acid,1
ENSMUSG00000022561,Phenylalanine,-1
ENSMUSG00000022561,Thymidine,-1
ENSMUSG00000037742,2'-Desoxyuridine,1
ENSMUSG00000037742,D-Fucitol,1
ENSMUSG00000037742,Ribitol,1
ENSMUSG00000037742,Urea,1
ENSMUSG00000021886,Ethanolamine,1
ENSMUSG00000037326,Putrescine,-1
ENSMUSG00000046351,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
ENSMUSG00000046351,"2-Pentenedioic acid, 2-hydroxy-",1
ENSMUSG00000046351,3-Pyridylcarbinol,1
ENSMUSG00000046351,Hydracrylic acid,1
ENSMUSG00000046351,Serine,1
ENSMUSG00000046351,Urea,1
ENSMUSG00000030605,2'-Desoxyuridine,-1
ENSMUSG00000030605,D-(-)-Fructofuranose,-1
ENSMUSG00000030605,Isopropyl palmitate,1
ENSMUSG00000030605,Octanoic acid,1
ENSMUSG00000030605,Phthalazin-1-one ,1
ENSMUSG00000030605,Thymidine,-1
ENSMUSG00000030108,beta-Alanine,-1
ENSMUSG00000042349,3-Methylvaleric acid,1
ENSMUSG00000037012,"Pentanoic acid, 4-methyl-2-oxo-",-1
ENSMUSG00000056598,"Dimethyl hexopyranosiduronate, alpha-D",1
ENSMUSG00000037736,Tripropylene glycol monomethyl ether,1
ENSMUSG00000095677,alpha-Ketoisovaleric acid,1
ENSMUSG00000004098,Pyrrole-2-carboxylic acid,-1
ENSMUSG00000100075,Argininosuccinic acid,1
ENSMUSG00000100075,alpha-Ketoisovaleric acid,1
ENSMUSG00000031918,L-Glutamine,1
ENSMUSG00000104339,L-(+)-Lactic acid,-1
ENSMUSG00000038717,1-Hexadecanol,1
ENSMUSG00000038717,6-Hydroxyhexanoic acid,1
ENSMUSG00000038717,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",1
ENSMUSG00000038717,"cis-4,5-Dihydroxy-o-dithiane",1
ENSMUSG00000038717,Hydroquinone,1
ENSMUSG00000038717,Isopropyl myristate,1
ENSMUSG00000038717,Levulinic acid,1
ENSMUSG00000038717,L-Rhamnose,1
ENSMUSG00000038717,Myristic acid,1
ENSMUSG00000038717,phenoxyethanol,1
ENSMUSG00000038717,Pipecolic acid,1
ENSMUSG00000038717,Salsoline,1
ENSMUSG00000038717,"Thymine, 1,3-dimethyl-6-hydroxymethyl",1
ENSMUSG00000019464,2-Ethylacetoacetate,1
ENSMUSG00000019464,Syringaldehyde,1
ENSMUSG00000078485,N-Acetylglucosamine,1
ENSMUSG00000078485,2-Butenedioic acid,1
ENSMUSG00000078485,2-Hydroxy-5-methoxybenzaldehyde,1
ENSMUSG00000078485,"3,4,5-Trihydroxypentanoic acid",1
ENSMUSG00000078485,alpha-D-(+)-Talopyranose,1
ENSMUSG00000078485,Phenylpropanolamine,1
ENSMUSG00000021392,Sedoheptulose anhydride,1
ENSMUSG00000021686,"1,4-Butanediol",-1
ENSMUSG00000021686,"2,5-Dimethoxybenzhydrazide",1
ENSMUSG00000021686,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",1
ENSMUSG00000021686,beta-D-(-)-Ribopyranose,1
ENSMUSG00000021686,"cis-4,5-Dihydroxy-o-dithiane",1
ENSMUSG00000021686,DL-Phenylalanine,1
ENSMUSG00000021686,Kojic acid,1
ENSMUSG00000021686,L-5-Oxoproline,1
ENSMUSG00000021686,L-Valine,1
ENSMUSG00000021686,Phenol,1
ENSMUSG00000021686,Syringaldehyde,1
ENSMUSG00000024975,Nonadecanoic acid,1
ENSMUSG00000029684,"1,4-Butanediol",-1
ENSMUSG00000029684,1-Dodecanol,1
ENSMUSG00000029684,2-Ethylhexanoic acid,1
ENSMUSG00000029684,L-Valine,1
ENSMUSG00000029684,Phenol,1
ENSMUSG00000029684,Tripropylene glycol monomethyl ether,1
ENSMUSG00000017697,Arabinose,1
ENSMUSG00000022812,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",1
ENSMUSG00000022812,L-Valine,1
ENSMUSG00000025323,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",1
ENSMUSG00000025323,D-Glucose,1
ENSMUSG00000025323,Ethanolamine,1
ENSMUSG00000025323,Tetrahydrolinalool,-1
ENSMUSG00000034863,N-Acetyl-L-glutamic acid,-1
ENSMUSG00000068335,1-Hexanol,-1
ENSMUSG00000068335,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",1
ENSMUSG00000085197,"2,5-Di-tert-butyl-4-hydroxyphenol",1
ENSMUSG00000091007,L-Valine,1
ENSMUSG00000028133,alpha-D-Xylopyranose,-1
ENSMUSG00000031112,2-Ethylhexanoic acid,1
ENSMUSG00000031112,"3-Hydroxy-2,3-dihydromaltol",1
ENSMUSG00000031112,"Arabinofuranose, 1,2,3,5-tetrakis",1
ENSMUSG00000031112,Ethyl alpha-D-glucopyranoside,1
ENSMUSG00000031112,L-Isoleucine,1
ENSMUSG00000031112,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
ENSMUSG00000031112,Tyrosine,1
ENSMUSG00000028700,Aconitic acid,1
ENSMUSG00000028700,alpha-D-Xylopyranose,1
ENSMUSG00000028700,Hydroquinone,1
ENSMUSG00000028700,L-Fucose,1
ENSMUSG00000028700,N-(2-hydroxyethyl)-succinimide,1
ENSMUSG00000028700,"Thymine, 1,3-dimethyl-6-hydroxymethyl",1
ENSMUSG00000032018,L-Valyl-L-leucine,-1
ENSMUSG00000030304,Phthalazin-1-one ,1
ENSMUSG00000030304,Tripropylene glycol monomethyl ether,1
ENSMUSG00000054364,2-Aminobutanoic acid,-1
ENSMUSG00000054364,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",-1
ENSMUSG00000054364,4-Hydroxybenzoic acid,-1
ENSMUSG00000054364,9H-Purin-6-ol,-1
ENSMUSG00000054364,DL-Phenylalanine,-1
ENSMUSG00000054364,L-5-Oxoproline,-1
ENSMUSG00000054364,L-Glutamic acid,-1
ENSMUSG00000054364,Phenylalanine,-1
ENSMUSG00000054364,Uridine,-1
ENSMUSG00000029878,beta-Alanine,-1
ENSMUSG00000050321,"N,N-Diethyl-2-aminoethanol",1
ENSMUSG00000050321,Vanillin,-1
ENSMUSG00000052566,L-Rhamnose,1
ENSMUSG00000022361,"2',2,3,6'-Tetramethoxychalcone",-1
ENSMUSG00000022361,3-O-methyl-beta-D-Glucopyranose,-1
ENSMUSG00000022361,L-Leucine,1
ENSMUSG00000022361,Picolinic acid,1
ENSMUSG00000028383,"2-Furanacetaldehyde, tetrahydro-alpha",1
ENSMUSG00000028383,"Pentanoic acid, 4-methyl-2-oxo-",-1
ENSMUSG00000021481,"2,5-Dimethoxymandelic acid",1
ENSMUSG00000021481,"2-Allyl-1,4-dimethoxybenzene ",1
ENSMUSG00000021481,Methyl stearate,1
ENSMUSG00000020752,3-(3-Hydroxyphenyl)propanoic acid,-1
ENSMUSG00000020752,L-Valyl-L-leucine,1
ENSMUSG00000031147,Deoxyribopyranose,-1
ENSMUSG00000038084,Aconitic acid,1
ENSMUSG00000038084,D-(-)-Fructofuranose,1
ENSMUSG00000038084,Decyl oleate,1
ENSMUSG00000038084,"Thymine, 1,3-dimethyl-6-hydroxymethyl",1
ENSMUSG00000066113,Arachidic acid,1
ENSMUSG00000066113,"N,N-Diethyl-2-aminoethanol",1
ENSMUSG00000066113,Stearic acid,1
ENSMUSG00000051043,Ethyl glycolate,1
ENSMUSG00000051043,"Gulonic acid, gamma-lactone",-1
ENSMUSG00000042797,Decanoic acid,1
ENSMUSG00000042797,phenoxyethanol,1
ENSMUSG00000045817,Ethyl alpha-D-glucopyranoside,1
ENSMUSG00000031808,"2,5-Dimethoxymandelic acid",-1
ENSMUSG00000021676,Citric acid,1
ENSMUSG00000021676,L-Isoleucine,1
ENSMUSG00000021676,Serine,1
ENSMUSG00000021676,Urea,1
ENSMUSG00000027523,L-Serine,1
ENSMUSG00000027523,2-Ethylhexanoic acid,1
ENSMUSG00000027523,2-Piperidinone,1
ENSMUSG00000027523,pyrazole,1
ENSMUSG00000027523,"Gluconolactone (3R,4S,5R,6R)",1
ENSMUSG00000027523,L-Isoleucine,1
ENSMUSG00000027523,Syringaldehyde,1
ENSMUSG00000037716,N-Acetyl glucosamine methoxime,-1
ENSMUSG00000037716,"Thymine, 1,3-dimethyl-6-hydroxymethyl",-1
ENSMUSG00000070319,Acetohydroxamic acid,1
ENSMUSG00000024472,Glycolic acid,1
ENSMUSG00000007476,Argininosuccinic acid,1
ENSMUSG00000007476,"2,5-Di-tert-butyl-4-hydroxyphenol",1
ENSMUSG00000007476,Pantolactone,1
ENSMUSG00000007476,Protocatechoic acid,1
ENSMUSG00000033436,Argininosuccinic acid,1
ENSMUSG00000033436,2'-Desoxyuridine,-1
ENSMUSG00000033436,Anthranilic acid,1
ENSMUSG00000033436,"Hexadecanoic acid, ethyl ester",1
ENSMUSG00000033436,Isopropyl palmitate,1
ENSMUSG00000033436,Thymidine,-1
ENSMUSG00000034579,D-Fructose,-1
ENSMUSG00000034579,Pipecolic acid,-1
ENSMUSG00000038545,Octadecyl octyl ether,-1
ENSMUSG00000042831,Acetohydroxamic acid,1
ENSMUSG00000042831,Thr-Leu,1
ENSMUSG00000042831,5-Aminovaleric acid,1
ENSMUSG00000042831,Dehydroabietic acid,-1
ENSMUSG00000042831,Ribitol,1
ENSMUSG00000030217,1-Hexadecanol,1
ENSMUSG00000065799,3-(3-Hydroxyphenyl)propanoic acid,1
ENSMUSG00000065799,3-Methyl-2-furoic acid,-1
ENSMUSG00000065799,9-Octadecenamide,1
ENSMUSG00000065799,L-Valyl-L-leucine,-1
ENSMUSG00000022085,1-Hexacosene,1
ENSMUSG00000029840,3-Amino-2-piperidone,1
ENSMUSG00000029840,DL-Phenylalanine,1
ENSMUSG00000029840,Methylsuccinic acid,1
ENSMUSG00000029840,"Pentanoic acid, 4-methyl-2-oxo-",-1
ENSMUSG00000029840,Ribitol,1
ENSMUSG00000021904,3-Undecene,1
ENSMUSG00000021904,"Azetidine, 1-acetyl-2-methyl",1
ENSMUSG00000021904,D-Arabinose,-1
ENSMUSG00000021904,"Hexadecanoic acid, 4-hydroxybutyl ester",1
ENSMUSG00000021904,Pentanoic acid,1
ENSMUSG00000021904,Putrescine,1
ENSMUSG00000021904,Tetrahydrogeranyl formate,1
ENSMUSG00000105607,2-Hydroxy-2-methylbutyric acid,1
ENSMUSG00000033502,alpha-Linolenic acid,1
ENSMUSG00000033502,"Methyl galactoside (1S,2S,3S,4R,5R)",-1
ENSMUSG00000090877,3-O-methyl-beta-D-Glucopyranose,1
ENSMUSG00000030268,"2,3-Butanediol",-1
ENSMUSG00000030268,Palmitic Acid,-1
ENSMUSG00000030268,Tripropylene glycol monomethyl ether,-1
ENSMUSG00000031967,3-Hydroxyisovaleric acid,1
ENSMUSG00000031967,Anthranilic acid,1
ENSMUSG00000031967,beta-D-(-)-Ribopyranose,1
ENSMUSG00000031967,"Erythrono-1,4-lactone",1
ENSMUSG00000031967,Phthalazin-1-one ,1
ENSMUSG00000031967,Protocatechoic acid,1
ENSMUSG00000028977,2-Amino-4-tert-butylphenol,1
ENSMUSG00000028977,Putrescine,1
ENSMUSG00000048106,5-Oxohexanoic Acid,-1
ENSMUSG00000046157,9H-Purin-6-ol,-1
ENSMUSG00000046157,beta-Arabinopyranose,-1
ENSMUSG00000046157,Hydracrylic acid,-1
ENSMUSG00000046157,Uracil,-1
ENSMUSG00000047181,1-Tetradecanol,-1
ENSMUSG00000047181,"2,3-Butanediol",-1
ENSMUSG00000047181,Lactic Acid,-1
ENSMUSG00000047181,Tripropylene glycol monomethyl ether,-1
ENSMUSG00000034786,Xanthine,1
ENSMUSG00000034786,2-Amino-4-tert-butylphenol,1
ENSMUSG00000034786,"Pentanoic acid, 4-methyl-2-oxo-",1
ENSMUSG00000032172,4-Pentenoic acid,-1
ENSMUSG00000032172,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",-1
ENSMUSG00000032172,2'-Deoxyribolactone,-1
ENSMUSG00000032172,8-Hydroxy-5-(hydroxymethyl)quinoline,-1
ENSMUSG00000032172,beta-D-(-)-Ribopyranose,-1
ENSMUSG00000032172,Butyl Succinate,-1
ENSMUSG00000032172,Picolinic acid,-1
ENSMUSG00000032172,Uracil,-1
ENSMUSG00000041720,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",-1
ENSMUSG00000041720,beta-Alanine,-1
ENSMUSG00000041720,D-(-)-Fructofuranose,-1
ENSMUSG00000041720,DL-Phenylalanine,-1
ENSMUSG00000041720,L-Isoleucine,-1
ENSMUSG00000041720,Phenylalanine,-1
ENSMUSG00000041720,Serine,-1
ENSMUSG00000047371,Sedoheptulose anhydride,1
ENSMUSG00000040761,Phloroglucinol,1
ENSMUSG00000061838,2-Ethylacetoacetate,1
ENSMUSG00000061838,3-Amino-2-piperidone,1
ENSMUSG00000061838,Ethyl alpha-D-glucopyranoside,1
ENSMUSG00000061838,L-Rhamnose,1
ENSMUSG00000061838,Norketamine,-1
ENSMUSG00000061838,"Thymine, 1,3-dimethyl-6-hydroxymethyl",1
ENSMUSG00000033453,D-(-)-Fructofuranose,-1
ENSMUSG00000033453,Uridine,-1
ENSMUSG00000032251,N-Methyl-alpha-aminoisobutyric acid,1
ENSMUSG00000032251,L-5-Oxoproline,1
ENSMUSG00000032251,Palmitelaidic acid,1
ENSMUSG00000048175,"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",-1
ENSMUSG00000049744,4-Methylvaleric acid,-1
ENSMUSG00000049744,Ethyl alpha-D-glucopyranoside,-1
ENSMUSG00000049744,Trisaminol,-1
ENSMUSG00000047989,Isopropyl palmitate,1
ENSMUSG00000047989,Phthalazin-1-one ,1
ENSMUSG00000071253,3-Amino-2-piperidone,1
ENSMUSG00000071253,beta-D-(-)-Ribopyranose,1
ENSMUSG00000045302,Ser-Leu,1
ENSMUSG00000039157,"Xylonic acid, delta-lactone",1
ENSMUSG00000052534,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",1
ENSMUSG00000052534,beta-Alanine,1
ENSMUSG00000052534,DL-Phenylalanine,1
ENSMUSG00000052534,L-Isoleucine,1
ENSMUSG00000052534,L-Valine,1
ENSMUSG00000052534,Picolinic acid,1
ENSMUSG00000052534,Serine,1
ENSMUSG00000052534,Urea,1
ENSMUSG00000040612,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
ENSMUSG00000040612,Monomethyl succinate,1
ENSMUSG00000040612,Pantolactone,1
ENSMUSG00000040612,Picolinic acid,1
ENSMUSG00000040612,Salsoline,1
ENSMUSG00000021010,Acetohydroxamic acid,-1
ENSMUSG00000021010,4-Methyl-5-thiazoleethanol,-1
ENSMUSG00000044927,1-Tetradecanol,-1
ENSMUSG00000044927,"2,3-Butanediol",-1
ENSMUSG00000044927,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",-1
ENSMUSG00000044927,pyrazole,-1
ENSMUSG00000044927,4-Pyridinol,-1
ENSMUSG00000044927,"Hexadecanoic acid, 4-hydroxybutyl ester",-1
ENSMUSG00000044927,Phenol,-1
ENSMUSG00000044927,Undecanoic acid,-1
ENSMUSG00000027782,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)",1
ENSMUSG00000027782,"3,4-Dimethoxymandelic acid",-1
ENSMUSG00000027782,3-Buten-2-one,-1
ENSMUSG00000027782,D-(-)-Fructopyranose,1
ENSMUSG00000029034,1-Tetracosene,-1
ENSMUSG00000029034,Valylglycine,1
ENSMUSG00000034768,Deoxyribopyranose,-1
ENSMUSG00000032050,Vanillin,1
ENSMUSG00000028051,"2,5-Di-tert-butyl-4-hydroxyphenol",-1
ENSMUSG00000056952,11-Methyldodecanol,1
ENSMUSG00000056952,4-hydroxy-3-penten-2-one,1
ENSMUSG00000056952,"Hexadecanoic acid, methyl ester",1
ENSMUSG00000056952,Phenylpropanolamine,1
ENSMUSG00000047547,N-Methyl-L-proline,1
ENSMUSG00000047547,Pipecolic acid,1
ENSMUSG00000027598,L-(-)-Sorbofuranose,1
ENSMUSG00000060227,L-Isoleucine,1
ENSMUSG00000060227,Vanillin,1
ENSMUSG00000024576,D-Ribose,1
ENSMUSG00000024576,Tripropylene glycol monomethyl ether,1
ENSMUSG00000030697,2'-Deoxyribolactone,-1
ENSMUSG00000030697,4-hydroxy-3-penten-2-one,-1
ENSMUSG00000030697,"Hexadecanoic acid, ethyl ester",-1
ENSMUSG00000030697,"Hexadecanoic acid, methyl ester",-1
ENSMUSG00000030697,Idoxuridine ,-1
ENSMUSG00000030697,Isopropyl palmitate,-1
ENSMUSG00000030697,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",-1
ENSMUSG00000030697,Oxalic acid,-1
ENSMUSG00000030286,"1-Propanamine, N,N-diethyl-",-1
ENSMUSG00000030286,Pantothenic acid ,-1
ENSMUSG00000091475,beta-Alanine,-1
ENSMUSG00000026509,Arachidic acid,1
ENSMUSG00000099689,2-Piperidinone,1
ENSMUSG00000099689,3-(3-Hydroxyphenyl)propanoic acid,1
ENSMUSG00000099689,N-(2-hydroxyethyl)-succinimide,1
ENSMUSG00000034377,"1,4-Butanediol",-1
ENSMUSG00000034377,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",1
ENSMUSG00000034377,DL-Phenylalanine,1
ENSMUSG00000034377,L-Valine,1
ENSMUSG00000039715,Ketamine,-1
ENSMUSG00000007379,4-Hydroxybenzaldehyde,1
ENSMUSG00000087083,2-Piperidinone,1
ENSMUSG00000023064,Arabinitol,-1
ENSMUSG00000037221,D-Arabinose,-1
ENSMUSG00000104682,"2,3-Dihydroxy-2-methylpropanoic acid",1
ENSMUSG00000104682,3-Buten-2-one,-1
ENSMUSG00000104682,4-Coumaric acid,1
ENSMUSG00000022023,2-Ethylhexanoic acid,1
ENSMUSG00000022023,2-Piperidinone,1
ENSMUSG00000022023,3-Pyridylcarbinol,1
ENSMUSG00000022023,"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",1
ENSMUSG00000022023,"cis-4,5-Dihydroxy-o-dithiane",1
ENSMUSG00000022023,DL-Phenylalanine,1
ENSMUSG00000022023,L-Valine,1
ENSMUSG00000022023,Tripropylene glycol monomethyl ether,1
ENSMUSG00000022023,Urea,1
ENSMUSG00000041135,D-Mannose,1
ENSMUSG00000091183,"Hexadecanoic acid, tetradecyl ester",1
ENSMUSG00000026820,2-Hydroxy-3-methylbutyric acid,-1
ENSMUSG00000026820,"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine",-1
ENSMUSG00000026820,Xylose,1
ENSMUSG00000037646,2-Piperidinone,1
ENSMUSG00000037646,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",1
ENSMUSG00000037646,beta-Alanine,1
ENSMUSG00000037646,DL-Phenylalanine,1
ENSMUSG00000037646,L-Isoleucine,1
ENSMUSG00000037646,L-Leucine,1
ENSMUSG00000037646,L-Valine,1
ENSMUSG00000037646,Serine,1
ENSMUSG00000055239,L-Norvaline,1
ENSMUSG00000055239,3-Buten-2-one,-1
ENSMUSG00000055239,4-Hydroxybenzoic acid,1
ENSMUSG00000055239,Dihydrouracil,1
ENSMUSG00000055239,Kojic acid,1
ENSMUSG00000055239,L-Aspartic acid,1
ENSMUSG00000055239,Methylmaleic acid,-1
ENSMUSG00000055239,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
ENSMUSG00000055239,Uracil,1
ENSMUSG00000035093,alpha-Linolenic acid,1
ENSMUSG00000035093,Serine,1
ENSMUSG00000032306,Niacinamide,-1
ENSMUSG00000043535,L-Serine,1
ENSMUSG00000043535,N-Acetylglucosamine,1
ENSMUSG00000043535,N-Methyl-alpha-aminoisobutyric acid,1
ENSMUSG00000043535,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)",1
ENSMUSG00000043535,3-Pyridylcarbinol,1
ENSMUSG00000043535,4-Hydroxybenzoic acid,1
ENSMUSG00000043535,"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",1
ENSMUSG00000043535,"cis-4,5-Dihydroxy-o-dithiane",1
ENSMUSG00000043535,DL-Phenylalanine,1
ENSMUSG00000043535,L-Valine,1
ENSMUSG00000043535,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
ENSMUSG00000043535,Pyrrole-2-carboxylic acid,1
ENSMUSG00000025869,12-Oxooctadecanoate,-1
ENSMUSG00000007613,Ethyl glycolate,-1
ENSMUSG00000043487,"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane",-1
