ID,75.0,100.0,101.0,102.0,103.0,104.0,105.0,106.0,896.0,897.0,T0.5,T0.6,T0.7,T0.8,74.0,71.0,73.0,76.0,77.0
(pm)-Phenylpropanolamine-PLS,,25.956674308497803,24.38950884546223,26.336013775913138,25.456846018865527,24.12766401979312,,24.992747504970215,,,,,26.620180091253495,,25.65375762351027,26.336013775913138,23.43092108552893,,22.304325854433003
"(R*,S*)-2,3-Dihydroxybutanoic acid-PLS",,13.7906352352548,7.36848201745798,9.372726265208788,9.372726265208788,4.6400580355342065,,,,,,,,,7.771536565134165,,,,
"(S,S)-(-)-Hydrobenzoin-PLS",17.30319236244251,,16.400864662611706,,16.296694334772837,20.57438847404804,,,,,,,,,17.779869188780314,17.13799735138752,21.47387463781737,20.80489511104324,
"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene -PLS",17.540896818304443,21.330812193751044,24.992747504970215,25.956674308497803,21.68227601271121,16.13854448062676,,18.510174634752264,,,,,24.80567999358303,,25.456846018865527,22.113886571235973,23.964464936739255,24.38950884546223,27.256142839662328
"1-(2,4-Dimethoxyphenyl)-propan-2-one-PLS",21.126766697686,23.001707748582664,22.14273213901254,22.271197952885732,22.85174109460445,19.25222919743205,,22.77394850712227,,,,,,,21.68227601271121,22.47089992503555,,,
1-(3-Methylphenyl)piperazine-PLS,9.545251342236822,,,,,12.296747807672302,,,,,,,17.30319236244251,,10.719361350726109,10.22792834487666,,,
1-(4-Hydroxybenzylidene)acetone-PLS,,,,,,,,,,,,,15.99060909930342,,,12.77266457947496,,,13.44785777914504
"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone-PLS",16.687578694623078,17.935983195941898,17.621707351223883,17.511627210071026,17.96954724507801,12.77266457947496,,17.467977900764005,,,,,18.400340891125907,,17.331586964820783,17.30319236244251,18.457698982875193,18.654648987042737,19.075534084186273
1-Aminocyclopropanecarboxylic acid-PLS,29.69514394543,29.18307997664153,28.26473762365941,28.26473762365941,29.69514394543,30.457081396291464,,28.135820642697656,,,,,30.13788546866501,,29.18307997664153,30.65717937450398,32.507302960893874,31.967927527746635,26.688296250168637
"1-Butanamine, N,N-diethyl--PLS",23.096526775142703,23.16278384989712,22.47089992503555,23.285680757297676,22.962755382683,22.962755382683,,22.887776930665837,,,,,24.12766401979312,,23.001707748582664,23.06461365193157,22.14273213901254,22.80811880177812,22.80811880177812
"1-Cyclohexanone, 3-butyl-3-methyl--PLS",10.779364047478886,,11.58713484385685,,,14.376416116849263,,,,,,,,,,12.491917499468393,10.487163562650125,10.22792834487666,12.127419990584452
1-Cyclopentylethanol-PLS,,,15.176027156892824,16.856624003417725,,14.840453737584053,,16.255240167946024,,,,,18.74513236024381,,16.296694334772837,15.72637617291133,16.793350431663708,16.824449814698703,17.279278563968912
"1-Decanol, 2-methyl--PLS",25.5486130407531,25.456846018865527,24.452431532790055,25.830536737508655,25.346447218326855,25.114037128923517,,25.5486130407531,,,,,,,24.992747504970215,25.5486130407531,,,
"1-Decene, 8-methyl--PLS",19.49072841005828,22.887776930665837,18.90071765847745,19.83038855520012,,18.681328317966347,,21.170805030513375,,,,,,,22.85174109460445,,,,13.63504051758814
1-Deoxypentitol-PLS,,,1.0445488937023468,,,,,,,,,,14.840453737584053,,,,9.795177828891289,9.639279878391076,12.240254147311012
1-Hexadecanol-PLS,21.72466489763743,21.902918544870673,19.45983311048741,21.72466489763743,20.69686745963743,19.884317064161262,,20.267081883340577,,,,,,,20.598247082305367,21.944078744168618,,,
1-Hexanol-PLS,,,,13.245043604410627,13.835109415878796,13.056286053722014,,,,,,,,,,14.97823834642548,13.50305474444232,13.552372804686884,
1-Hydroxy-3-methoxy-6-methylanthraquinone-PLS,,,,,,,,,,,,,16.722343703115534,,,,,,14.06352481680266
"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine-PLS",24.955734879361255,25.5486130407531,25.748435762924583,25.346447218326855,25.65375762351027,25.346447218326855,,25.23727152067979,,,,,25.65375762351027,,24.38950884546223,26.262460645745197,26.262460645745197,26.79412506776079,26.88517410246148
1-Monoacetin-PLS,16.089133075322387,16.97862927670154,15.50996662300238,12.631619337862183,16.793350431663708,18.153063191239525,,16.431876234325085,,,,,,,16.089133075322387,17.208089233323776,19.216290412165844,19.45983311048741,19.51935503948417
1-Octadecanol-PLS,21.52830388295183,21.754482536444257,,20.76419171506649,21.02163069756202,20.04352639872829,,20.21820514532033,,,,,22.41266987564392,,20.07442852956916,22.18104577318851,20.109784293541928,20.850808007325995,20.378807215605885
"1-Octanol, 2-butyl--PLS",20.07442852956916,20.50238442778713,19.216290412165844,,,19.83038855520012,,20.40155502840497,,,,,21.10323006124817,,16.13854448062676,20.07442852956916,17.582700703074792,17.85878822242499,17.30319236244251
1-Octanol-PLS,16.722343703115534,17.621707351223883,16.856624003417725,17.708997530181296,17.208089233323776,16.51427461509239,,16.890630073494346,,,,,20.31399972836029,,16.824449814698703,16.890630073494346,,13.733585667476644,
"1-Octene, 2-methyl--PLS",20.31399972836029,20.43082442687004,19.587671351045792,20.57438847404804,19.712597982232538,19.947868256457426,,20.04352639872829,,,,,21.330812193751044,,20.40155502840497,20.378807215605885,,19.075534084186273,
"1-Pentene, 3,3-dimethyl--PLS",,,,,,22.271197952885732,,,,,,,,,,,22.18104577318851,21.72466489763743,21.255272820313525
1-Phenethylamine-PLS,21.255272820313525,20.80489511104324,21.126766697686,20.40155502840497,20.40155502840497,19.278093190384485,,21.364094453942236,,,,,,,20.727263101338032,,22.85174109460445,22.85174109460445,22.962755382683
"1-Phenyl-1,2-ethanediol-PLS",22.364856598266663,22.364856598266663,20.07442852956916,22.41266987564392,20.850808007325995,20.33875187774957,,20.727263101338032,,,,,21.577935223320956,,20.50238442778713,22.271197952885732,,,
1-Phenylethanol-PLS,,,14.895013095346137,,,,,,,,,,,,,13.997572206131496,11.846280387206724,,
"1-Piperazineethanol, 4-dibenzo[b,f][1,4]thiazepin-11-yl--PLS",17.582700703074792,,18.241505200446532,,,21.364094453942236,,,,,,,,,,,,,
"1-Propanamine, N,N-diethyl- -PLS",24.05735318241569,24.346187767528622,23.34967446281527,23.964464936739255,23.964464936739255,23.758738379140897,,23.758738379140897,,,,,24.992747504970215,,24.05735318241569,24.12766401979312,22.887776930665837,23.285680757297676,23.34967446281527
1-Tetradecanol-PLS,21.503306389415624,20.378807215605885,21.647293340735764,22.304325854433003,21.364094453942236,22.18104577318851,,22.553503852523686,,,,,,,21.72466489763743,21.647293340735764,22.47089992503555,,22.923545225493076
"1,1'-Biphenyl, 3,4-diethyl--PLS",15.829949939083589,17.921699223705524,15.691624370184298,17.063095861813558,17.008970665400685,16.539318035939896,,15.99060909930342,,,,,20.43082442687004,,17.279278563968912,16.642589612221037,19.075534084186273,18.366470825535732,
"1,2-Benzenedicarboxylic acid-PLS",24.992747504970215,25.114037128923517,23.23247857011457,24.992747504970215,23.758738379140897,23.674041468855357,,23.06461365193157,,,,,15.959899538279508,,23.82125403668297,25.23727152067979,11.720393544865026,11.960071832447396,13.586829175214987
"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy--PLS",,,,,,14.97823834642548,,,,,,,,,,,15.50996662300238,,
"1,2-Butanediol-PLS",20.40155502840497,20.465455927474544,19.400573338613544,20.109784293541928,,,,,,,,,,,,,,19.017051617864738,
"1,2-Cyclohexanedicarboxylic acid, dinonyl ester-PLS",,,,,,,,,,,,,15.32315084351233,,,,,,
"1,2-Dimethoxy-4-(1-methoxyethenyl)benzene-PLS",10.684239505637873,16.173385070385063,12.240254147311012,15.176027156892824,16.215655550535164,11.58713484385685,,14.376416116849263,,,,,,,13.157139364356086,12.631619337862183,,,
"1,2,2-Trimethyl-1-aza-spiro[2.3]hexane-PLS",13.759165430465584,14.613893875619754,13.872006254544882,17.331586964820783,15.764571468261378,13.552372804686884,,,,,,,,,12.77266457947496,13.7906352352548,,,
"1,2,3-Butanetriol-PLS",20.04352639872829,15.128758571986811,19.278093190384485,,16.856624003417725,,,,,,,,17.779869188780314,,,19.216290412165844,17.89081319731643,19.10469240395353,18.011945809392607
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene-PLS",21.802032080926853,21.68227601271121,20.97790952449444,21.02163069756202,21.225126785657633,20.50238442778713,,21.330812193751044,,,,,23.392124257706023,,21.647293340735764,21.225126785657633,22.603355935635346,21.944078744168618,22.77394850712227
"1,3-bis[(Trimethylsilyl)ethynyl]benzene-PLS",19.353575759476485,18.265045269766112,18.773297790188135,18.076864187283352,19.45983311048741,21.944078744168618,,18.42569287059672,,,,,,,19.569789218276146,19.757255053870416,14.122295579382564,,
"1,3-Cyclohexanebis(methylamine)-PLS",19.423019197260075,,18.830707893863902,,,22.14273213901254,,17.208089233323776,,,,,20.97790952449444,,,,21.364094453942236,21.647293340735764,22.18104577318851
"1,3-Dioxane-4-methanol, 4,5-dimethyl--PLS",15.99060909930342,16.722343703115534,13.355211543419566,17.008970665400685,14.840453737584053,13.44785777914504,,14.271578499977084,,,,,,,14.418295819480733,15.829949939083589,18.54548501527737,20.40155502840497,18.773297790188135
"1,3,5-Benzetriol-PLS",8.02407066862705,8.329782236261716,,,,11.787821025237156,,,,,,,17.467977900764005,,,,,15.21671253452135,16.374401143967575
"1,3,5-Trimethyl-1H-pyrazol-4-amine-PLS",10.87441187394816,12.240254147311012,10.779364047478886,8.15937216568915,11.241440816702292,9.996968364164292,,11.241440816702292,,,,,,,11.58713484385685,10.185437394870892,9.879569371440734,9.795177828891289,12.038323619179486
"1,4-Butanediol-PLS",7.540516501033772,10.381129023201009,,7.144664087019271,,9.91701215474619,,11.787821025237156,,,,,,,6.985893041230985,,10.916084038114388,10.719361350726109,
"1,4-diazabicyclo[4.3.0]nonan-2,5-dione, 3-methyl -PLS",13.355211543419566,13.872006254544882,13.959297643316775,,15.21671253452135,18.713278630951436,,14.06352481680266,,,,,,,15.045670240781394,16.215655550535164,20.641185112480407,19.569789218276146,20.50238442778713
"1,4-Dioxaspiro[4.5]decane-PLS",,,25.5486130407531,,,,,,,,,,16.793350431663708,,25.5486130407531,,,,
"1,5-Anhydroglucitol-PLS",17.650336331738295,18.54548501527737,17.279278563968912,18.265045269766112,18.366470825535732,17.582700703074792,,,,,,,20.267081883340577,,18.400340891125907,17.85878822242499,19.316922041205537,19.66339577406718,19.757255053870416
10-Heptadecenoic acid-PLS,16.793350431663708,17.13799735138752,15.556151213084698,16.255240167946024,17.467977900764005,13.355211543419566,,16.539318035939896,,,,,18.830707893863902,,16.687578694623078,16.942297672210348,18.92948321671997,19.51935503948417,18.525704336604186
10-Nonadecenoic acid-PLS,,11.720393544865026,,9.545251342236822,,,,10.581441847888094,,,,,,,10.103061377085483,,14.043058300928584,14.06352481680266,14.692377037768548
12-Hydroxyoctadecanoic acid-PLS,17.921699223705524,18.589884782600464,17.208089233323776,,18.29473955450928,17.331586964820783,,17.921699223705524,,,,,,,,17.683580593266555,20.267081883340577,20.552792736355716,
12-Oxooctadecanoate-PLS,13.835109415878796,14.418295819480733,,15.128758571986811,,12.915434771845534,,9.278074164718992,,,,,17.650336331738295,,13.835109415878796,13.586829175214987,13.733585667476644,13.759165430465584,14.840453737584053
13-Docosenamide-PLS,22.69162314545852,22.739633443810902,22.364856598266663,21.902918544870673,22.69162314545852,24.53851433370664,,21.72466489763743,,,,,,,22.33727443783785,23.499714234454775,15.556151213084698,16.089133075322387,
"15-Oxo-11Z,13E-eicosadienoic acid-PLS",10.22792834487666,,,7.832200207475027,,10.719361350726109,,,,,,,17.80327182263374,,9.126955660341611,4.583910469739944,13.056286053722014,13.50305474444232,15.045670240781394
"1H-Inden-1-one, 2,3-dihydro-7-hydroxy-3-methyl- -PLS",14.895013095346137,17.511627210071026,13.680695348833222,,17.708997530181296,13.759165430465584,,19.13231528605265,,,,,,,13.245043604410627,15.556151213084698,,,
"1H-Indole, 1-(trimethysilyl)-2,5-bis[(trimethylsilyl)oxy]--PLS",,,14.162606010467892,,15.829949939083589,,,15.50996662300238,,,,,,,,14.692377037768548,15.128758571986811,16.942297672210348,16.722343703115534
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--PLS",12.77266457947496,13.44785777914504,13.44785777914504,13.157139364356086,13.997572206131496,13.245043604410627,,,,,,,18.589884782600464,,,13.872006254544882,16.431876234325085,,
"2-(2,5-Dimethoxy-phenyl)-propionaldehyde-PLS",19.10469240395353,18.654648987042737,17.650336331738295,18.510174634752264,18.076864187283352,17.208089233323776,,18.830707893863902,,,,,18.654648987042737,,17.30319236244251,15.959899538279508,19.377808404693912,19.377808404693912,19.947868256457426
2-(Bis[2-(trimethylsilyl)oxyethyl]amino)acetic acid-PLS,17.511627210071026,19.10469240395353,18.21595138465398,19.49072841005828,20.04352639872829,18.044120996397353,,18.366470825535732,,,,,21.944078744168618,,19.017051617864738,19.278093190384485,,,
"2-(Decanoyloxy)propane-1,3-diyl dioctanoate-PLS",14.06352481680266,,11.787821025237156,,,,,14.122295579382564,,,,,,,,,,,
"2-Acetyl-3-(1-methyl-2-pyrrolyl)-1,4-benzenediol-PLS",7.144664087019271,,10.820501092757954,9.879569371440734,11.163562767459858,7.872950517460959,,8.15937216568915,,,,,,,8.437110709802193,12.822382543647407,,,
2-Acetyl-5-chloro-3-methylbenzo(b)thiophene-PLS,,,,,6.146813626862924,,,,,,,,15.128758571986811,,,7.4276986881204445,10.719361350726109,10.779364047478886,12.822382543647407
"2-Allyl-1,4-dimethoxybenzene-PLS",,,,,10.719361350726109,,,,,,,,17.37328371774847,,10.9676341767647,,17.208089233323776,17.279278563968912,17.708997530181296
2-Amino-4-methylphenol-PLS,20.727263101338032,20.40155502840497,18.076864187283352,20.552792736355716,21.255272820313525,,,14.895013095346137,,,,,,,20.130236493335563,19.712597982232538,,,
"2-Amino-4,6-dihydroxypyrimidine-PLS",,15.045670240781394,,17.03154309257876,,18.11054732760789,,,,,,,,,14.613893875619754,16.400864662611706,14.840453737584053,,
2-Aminoadipic acid-PLS,20.130236493335563,21.400348156030244,21.225126785657633,21.29634727003021,21.60767614048195,21.225126785657633,,21.126766697686,,,,,22.509236928895614,,21.02163069756202,21.60767614048195,20.378807215605885,21.225126785657633,20.552792736355716
2-Aminobutanoic acid-PLS,27.59196159642635,26.88517410246148,27.057183565755455,23.43092108552893,27.35080930431848,29.813278009547275,,27.730404214165432,,,,,29.938705848477905,,27.057183565755455,30.13788546866501,29.03771908795941,28.640258399442175,27.44710763589729
2-Butenedioic acid-PLS,26.199444423522287,25.23727152067979,26.688296250168637,27.256142839662328,26.526117111747908,27.87116446275615,,26.688296250168637,,,,,24.60826210981605,,25.23727152067979,26.79412506776079,28.398868226794217,28.398868226794217,28.26473762365941
"2-Butenoic acid, 2-[(trimethylsilyl)oxy]--PLS",14.122295579382564,15.691624370184298,13.400266916117117,15.691624370184298,15.405088110112333,13.7906352352548,,14.613893875619754,,,,,21.225126785657633,,14.692377037768548,14.122295579382564,,,19.91566388957328
2-Ethyl-3-hydroxypropionic acid-PLS,11.960071832447396,12.038323619179486,11.720393544865026,13.733585667476644,11.846280387206724,7.771536565134165,,12.491917499468393,,,,,16.13854448062676,,,11.58713484385685,,,
2-Furoic acid-PLS,,,7.967368779622313,,9.545251342236822,11.102458222294844,,,,,,,17.03154309257876,,11.102458222294844,10.296355121507068,,,
"2-Heptanone, 4,6-dimethyl--PLS",18.681328317966347,19.45983311048741,18.400340891125907,17.30319236244251,16.642589612221037,,,18.804449127817957,,,,,,,,15.128758571986811,,,
2-Heptenoic acid-PLS,7.832200207475027,10.103061377085483,12.381396768644064,11.241440816702292,10.185437394870892,4.682530016580031,,12.038323619179486,,,,,,,5.783746064070977,13.733585667476644,,17.208089233323776,
2-Hexen-1-ol-PLS,16.97862927670154,20.21820514532033,19.97653964287603,18.525704336604186,18.92948321671997,,,21.44846377506137,,,,,19.62961379534143,,16.97862927670154,17.582700703074792,19.278093190384485,19.83038855520012,19.353575759476485
"2-Hexenoic acid, 2-[(trimethylsilyl)oxy]--PLS",,,5.24052017936675,7.872950517460959,7.694596559039426,,,8.613126201401867,,,,,,,,4.355923871274419,,,
2-Hydroxy-2-methylbutyric acid-PLS,,,,17.240062989082038,,,,,,,,,19.25222919743205,,,,18.74513236024381,17.621707351223883,16.942297672210348
2-Hydroxy-3-methylbutyric acid-PLS,28.26473762365941,28.26473762365941,27.59196159642635,28.135820642697656,27.730404214165432,27.35080930431848,,28.02081495042844,,,,,31.5319767488737,,27.87116446275615,28.512285008123772,,29.42215064965163,
2-Hydroxy-5-methoxybenzaldehyde-PLS,23.998791804161524,24.201821337436236,23.58583718234828,23.758738379140897,23.91498035470696,22.603355935635346,,23.636143457181088,,,,,24.452431532790055,,23.674041468855357,23.674041468855357,24.12766401979312,24.53851433370664,24.880157984044576
2-Hydroxybutyric acid-PLS,,,17.683580593266555,7.694596559039426,,17.756079080802138,,15.72637617291133,,,,,20.9474612768701,,18.90071765847745,19.353575759476485,20.01457991794391,19.62961379534143,20.465455927474544
2-Imidazolidinone-PLS,15.50996662300238,16.33169470261963,14.802107144740557,,16.089133075322387,15.829949939083589,,15.405088110112333,,,,,,,16.043041968173664,,,,
2-Isopropyl-5-methyl-1-heptanol -PLS,21.06428331261732,21.10323006124817,20.69686745963743,21.255272820313525,21.170805030513375,,,20.904248166152783,,,,,,,21.255272820313525,21.330812193751044,,,
2-Ketoisocaproic acid-PLS,12.175815056761602,,13.615944742446851,12.915434771845534,13.400266916117117,,,13.997572206131496,,,,,,,,10.87441187394816,13.188369099873729,13.188369099873729,13.400266916117117
2-Methyl-4-pentenoic acid-PLS,8.988656312918604,11.960071832447396,8.329782236261716,12.175815056761602,10.581441847888094,8.329782236261716,,11.163562767459858,,,,,17.008970665400685,,10.820501092757954,10.103061377085483,13.355211543419566,13.872006254544882,14.418295819480733
2-Methyl-E-7-hexadecene-PLS,,,,,,,,,,,,,,,,3.3126929426544227,,,
2-Methylglutaconic acid-PLS,18.3195577667795,18.29473955450928,18.18112051348329,19.685863369159293,19.25222919743205,20.378807215605885,,17.96954724507801,,,,,21.68227601271121,,18.21595138465398,17.96954724507801,18.11054732760789,18.62320952703211,19.423019197260075
2-Naphthol-PLS,16.255240167946024,16.890630073494346,14.122295579382564,15.045670240781394,15.691624370184298,15.959899538279508,,15.128758571986811,,,,,18.804449127817957,,16.400864662611706,15.176027156892824,,16.539318035939896,16.76385170691958
2-Oxooctanoic acid-PLS,3.6669809277740817,12.296747807672302,16.33169470261963,10.9676341767647,13.44785777914504,18.90071765847745,,9.91701215474619,,,,,,,14.271578499977084,17.331586964820783,9.372726265208788,10.296355121507068,11.353858129994816
"2-Pentenedioic acid, 3-methyl--PLS",,7.832200207475027,,,,3.786797416114024,,4.583910469739944,,,,,,,,,9.278074164718992,8.988656312918604,11.58713484385685
2-Pentenoic acid-PLS,23.34967446281527,24.12766401979312,23.5418231098117,23.392124257706023,23.82125403668297,22.02643659484934,,24.201821337436236,,,,,,,23.31473498260834,23.31473498260834,,,22.33727443783785
2-Piperidinone-PLS,18.18112051348329,17.779869188780314,,16.642589612221037,17.279278563968912,19.047007788234325,,17.824529957307952,,,,,,,16.890630073494346,19.400573338613544,22.509236928895614,24.05735318241569,
"2-Propanone, bis(1-methylethyl)hydrazone-PLS",18.589884782600464,19.377808404693912,18.265045269766112,19.353575759476485,19.216290412165844,18.400340891125907,,18.713278630951436,,,,,23.31473498260834,,18.830707893863902,18.830707893863902,,21.577935223320956,
"2-Propenamide, 3-phenyl-N-2-propenyl--PLS",17.444451693835916,,19.047007788234325,,17.331586964820783,21.255272820313525,,16.687578694623078,,,,,,,19.16204885922198,16.578530185205423,,,21.52830388295183
"2-Propenoic acid, 2-[(trimethylsilyl)oxy]-3-[4-[(trimethylsilyl)oxy]phenyl]--PLS",7.872950517460959,9.639279878391076,9.795177828891289,10.296355121507068,,5.783746064070977,,10.103061377085483,,,,,,,,,,,
"2-Propenoic acid, 2,3,3-tris[(trimethylsilyl)oxy]--PLS",,,1.9950008393033387,,,,,,,,,,,,,,,8.90021346021266,
2-Pyrrolidinone-PLS,24.27524702217074,24.27524702217074,24.12766401979312,23.674041468855357,24.53851433370664,23.91498035470696,,23.964464936739255,,,,,23.43092108552893,,23.867834695237427,24.80567999358303,26.526117111747908,27.87116446275615,26.398894623670113
2-Trimethylsilyloxysebacic acid-PLS,,,13.835109415878796,,,,,,,,,,,,,18.11054732760789,,,
"2,2-Diallylpyrrolidine-PLS",18.241505200446532,15.176027156892824,14.840453737584053,16.33169470261963,16.13854448062676,17.540896818304443,,15.910670785094178,,,,,,,16.539318035939896,17.240062989082038,,21.902918544870673,
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-PLS",6.985893041230985,9.545251342236822,3.6669809277740817,8.90021346021266,7.540516501033772,,,7.540516501033772,,,,,16.043041968173664,,,7.237424327298849,11.241440816702292,11.102458222294844,13.157139364356086
"2,2,8,8-Tetramethyl-3,7-dioxa-4-aza-2,8-disilanon-4-ene-PLS",22.47089992503555,,,,,20.76419171506649,,21.60767614048195,,,,,,,21.47387463781737,21.68227601271121,21.72466489763743,21.754482536444257,21.68227601271121
"2,2'-Biphenyldiol-PLS",28.640258399442175,29.03771908795941,27.87116446275615,28.640258399442175,28.398868226794217,29.18307997664153,,27.44710763589729,,,,,,,28.26473762365941,28.75102047283294,33.16415523395508,29.29902845167164,
"2,3-Butanediol-PLS",15.128758571986811,15.829949939083589,12.491917499468393,21.85387841375178,18.400340891125907,21.170805030513375,,19.10469240395353,,,,,,,19.13231528605265,20.43082442687004,,,19.587671351045792
"2,3,4-Trihydroxybutyric acid tetrakis-PLS",,,,,,,,14.52621186212083,,,,,17.063095861813558,,,,14.52621186212083,14.802107144740557,15.691624370184298
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone-PLS",,,,,,,,,,,,,22.364856598266663,,,,23.499714234454775,23.867834695237427,23.998791804161524
"2,4-Decadienal-PLS",16.76385170691958,17.098247966701216,16.431876234325085,16.687578694623078,17.178829941368328,,,16.51427461509239,,,,,19.83038855520012,,16.578530185205423,16.431876234325085,18.076864187283352,18.713278630951436,18.400340891125907
"2,4-Diamino-6,7-dimethylpteridine-PLS",17.098247966701216,17.756079080802138,16.539318035939896,17.96954724507801,17.582700703074792,16.890630073494346,,16.97862927670154,,,,,19.712597982232538,,17.240062989082038,17.063095861813558,17.444451693835916,17.89081319731643,18.11054732760789
"2,4-Imidazolidinedione, 5,5-dimethyl--PLS",7.694596559039426,,9.465509780681412,14.840453737584053,10.487163562650125,10.9676341767647,,9.545251342236822,,,,,17.621707351223883,,9.372726265208788,8.988656312918604,,,
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)--PLS",18.21595138465398,19.51935503948417,17.178829941368328,19.51935503948417,18.654648987042737,,,17.444451693835916,,,,,19.316922041205537,,18.18112051348329,18.011945809392607,,16.400864662611706,16.255240167946024
"2,5-di-tert-Butyl-1,4-benzoquinone-PLS",,12.77266457947496,10.447680353946373,13.188369099873729,12.175815056761602,9.879569371440734,,10.22792834487666,,,,,,,8.15937216568915,,16.942297672210348,17.008970665400685,
"2,5-Di-tert-butyl-4-((trimethylsilyl)oxy)phenol-PLS",25.346447218326855,24.80567999358303,24.53851433370664,24.880157984044576,24.992747504970215,24.60826210981605,,24.880157984044576,,,,,25.5486130407531,,24.201821337436236,24.992747504970215,25.18438279150517,25.456846018865527,25.346447218326855
"2,5-Di-tert-butylhydroquinone-PLS",17.063095861813558,17.80327182263374,17.240062989082038,17.683580593266555,18.044120996397353,17.098247966701216,,18.11054732760789,,,,,14.376416116849263,,18.366470825535732,17.708997530181296,,,
"2,5-Dimethoxy-4-(n)-propylphenethylamine-PLS",20.21820514532033,,,,,,,,,,,,,,,,,19.400573338613544,
"2,5-Dimethoxy-4-methylamphetamine-PLS",30.13788546866501,30.65717937450398,29.938705848477905,30.300874927423912,29.938705848477905,29.42215064965163,,30.457081396291464,,,,,29.813278009547275,,30.030817434434844,30.300874927423912,28.973383738125385,29.18307997664153,29.55723865351153
"2,5-Dimethoxybenzhydrazide-PLS",21.68227601271121,23.31473498260834,22.553503852523686,22.77394850712227,23.001707748582664,18.29473955450928,,23.499714234454775,,,,,22.603355935635346,,22.113886571235973,22.962755382683,23.16278384989712,23.71646044844103,23.499714234454775
"2,5-Dimethoxybenzonitrile-PLS",20.109784293541928,20.76419171506649,20.57438847404804,20.850808007325995,21.06428331261732,17.178829941368328,,21.02163069756202,,,,,,,18.241505200446532,21.10323006124817,20.9474612768701,20.50238442778713,20.727263101338032
"2,5-Dimethoxymandelic acid-PLS",9.465509780681412,11.787821025237156,10.719361350726109,11.960071832447396,11.720393544865026,3.36571247216152,,11.102458222294844,,,,,14.418295819480733,,9.465509780681412,9.465509780681412,8.90021346021266,9.126955660341611,11.514267928236327
"2,5-Dimethoxyphenol-PLS",23.82125403668297,24.67075897659381,24.201821337436236,24.27524702217074,24.7328057274013,21.52830388295183,,24.80567999358303,,,,,24.880157984044576,,23.998791804161524,24.201821337436236,24.346187767528622,24.80567999358303,24.7328057274013
"2,5-Dimethyl-1-aza-bicyclo[2.2.1]heptane-PLS",16.51427461509239,18.830707893863902,21.330812193751044,20.9474612768701,20.378807215605885,10.487163562650125,,20.130236493335563,,,,,,,12.631619337862183,20.552792736355716,16.539318035939896,16.215655550535164,
"2,5-Piperazinedione, 3-(phenylmethyl)--PLS",,,,,,22.364856598266663,,,,,,,25.114037128923517,,,,,,
"2,5-Piperazinedione, 3-benzyl-6-isopropyl--PLS",,,,,,2.7359734149272987,,,,,,,,,,,,,
"2,5-Piperazinedione, 3-methyl-6-(phenylmethyl)--PLS",,,,,,18.54548501527737,,,,,,,,,,,23.71646044844103,19.685863369159293,23.285680757297676
"2,6-Bis[2-[2-S-thiosulfuroethylamino]ethoxy]pyrazine-PLS",,6.5884417535318525,,5.783746064070977,,,,4.245152453624054,,,,,,,3.203071540108722,1.9950008393033387,9.639279878391076,9.465509780681412,
"2,6-Dimethoxybenzylamine-PLS",15.21671253452135,17.683580593266555,18.874713142102472,20.04352639872829,20.21820514532033,21.02163069756202,,14.162606010467892,,,,,,,17.621707351223883,20.850808007325995,,,
"2,6-Dimethoxyhydroquinone-PLS",15.910670785094178,17.331586964820783,16.687578694623078,16.97862927670154,17.444451693835916,12.572828378502546,,17.240062989082038,,,,,18.21595138465398,,16.255240167946024,16.51427461509239,18.366470825535732,18.42569287059672,18.654648987042737
"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline-PLS",18.92948321671997,15.764571468261378,15.72637617291133,18.62320952703211,9.795177828891289,17.96954724507801,,17.331586964820783,,,,,19.66339577406718,,13.44785777914504,5.871401689203946,17.921699223705524,17.444451693835916,18.3195577667795
"2,6,10-Trimethyltridecane-PLS",,,20.904248166152783,,18.241505200446532,,,,,,,,,,21.987871187229715,,,,
2'-Deoxyribolactone-PLS,6.146813626862924,,,,18.98218827453955,14.802107144740557,,16.296694334772837,,,,,,,3.36571247216152,,21.85387841375178,21.802032080926853,21.577935223320956
"2',2,3,6'-Tetramethoxychalcone-PLS",22.923545225493076,23.91498035470696,22.271197952885732,23.31473498260834,23.16278384989712,20.598247082305367,,23.71646044844103,,,,,24.201821337436236,,22.652834739929823,22.887776930665837,,,
3-(2-Hydroxyethyl)imidazole-2-thione-PLS,15.959899538279508,16.687578694623078,14.97823834642548,16.539318035939896,17.240062989082038,15.556151213084698,,15.764571468261378,,,,,17.921699223705524,,16.856624003417725,13.680695348833222,11.514267928236327,11.58713484385685,13.299524273064169
