0,1,2,3,4,5,6,7,8,9,10,11,12,13
ENSMUSG00000028273-P,7.087372050385553,7.25921534211614,7.539249282631304,6.95267567087344,7.8036302875545775,7.049673616734687,6.729079568351945,7.42702499518885,7.357712407761936,,,,
ENSMUSG00000026520-P,7.226709756410658,6.455775033516211,5.707597756524654,6.4640085324019,6.307489070984026,6.511500818724275,7.0901989921989585,6.38157729528082,6.78689949007841,,,,
ENSMUSG00000024193-P,5.970155077483504,5.655245229564097,6.7376996189268015,6.421854381723968,6.288869695958686,6.571392360143213,6.499502880859898,6.1437118208118715,6.616784111607793,,,,
ENSMUSG00000083899-P,2.210638912015096,3.17156024148295,1.7667006893020196,2.793193551827114,1.0112291040016552,3.4998414840370105,3.050176478601315,1.6379488583154955,2.9447421864177903,,,,
ENSMUSG00000030879-P,7.829324793593324,7.071499357594085,7.157470071499051,7.309355775937218,7.241391008467841,7.493287765122401,7.266278547053294,6.487256021142228,7.266497651823866,,,,
ENSMUSG00000021585-P,7.1696725720481105,7.772219690573835,7.600067718368415,7.048139377019517,6.987978164109268,7.063643073948222,6.951550567814336,6.805964304712917,7.276922125306673,,,,
ENSMUSG00000026623-P,8.475315371860763,8.644488357780558,8.643337864558497,8.603988763263152,8.207170537684158,8.559969687312705,8.271334453712123,9.103759620334433,8.434703468300631,,,,
ENSMUSG00000056215-P,0.787232210800267,4.198136450873345,3.610325421546264,2.9595846507288517,3.3420779749304774,3.4998414840370105,3.5115281415752,4.39685741355359,3.731421765117163,,,,
ENSMUSG00000001964-P,6.596940774637003,6.716067524319932,5.662684334805726,6.477790576975894,6.529922157133174,6.405801495892399,6.304393548492492,5.536455591121388,6.405009427414273,,,,
ENSMUSG00000057367-P,5.248450675437208,4.645622168983249,5.359163221766231,6.012414969129594,5.7223842343913605,5.21309951984401,5.05545046399803,6.1437118208118715,5.963727936145781,,,,
ENSMUSG00000036613-P,6.387787986441045,6.137950064961825,6.341481100362102,6.2397225630926485,6.151337336391294,5.914006578636224,6.641582347825646,4.53471025753819,6.2861948267091625,,,,
ENSMUSG00000045100-P,2.766824853024996,4.791849997763856,3.701964223264987,3.8637402043734568,2.0168110498472283,3.796035126538526,3.6374853533796254,2.650896865013016,4.05587983054342,,,,
ENSMUSG00000031010-P,5.653968864614236,6.0534739206338966,5.568431806820604,5.873357915525383,4.606408730804867,6.243466772136816,5.863557241139137,5.324676047276037,6.5322886973528735,,,,
ENSMUSG00000015839-P,7.796733582992725,8.087526496260605,7.482230503247552,7.8861247838855295,7.569147225941347,7.872333402752174,7.3142254113765315,7.238102381426646,7.879450204653945,,,,
ENSMUSG00000038859-P,7.268054922828846,7.332744974577027,6.565402305417883,7.246339136287318,7.431631830085153,7.063643073948222,7.17574171101879,7.892207656746451,7.255997305716442,,,,
ENSMUSG00000044296-P,2.210638912015096,0.0,0.0,0.0,0.0,0.0,1.0288855979333102,0.0,1.081723604305354,,,,
ENSMUSG00000032633-P,6.400238198505965,6.697630050876914,6.553149895786433,7.270294094243686,6.842353980157298,6.4909714159610505,5.963159727294443,7.911320963527596,6.696603425132438,,,,
ENSMUSG00000032724-P,4.084636606084368,1.8758071794149425,0.0,3.108754376311148,2.6036294101084696,2.2830845153777495,2.3678714595610275,2.650896865013016,2.9447421864177903,,,,
ENSMUSG00000024235-P,1.9645988968039112,0.0,1.7667006893020196,1.4301513955146576,3.0195939446690656,2.2830845153777495,1.0288855979333102,0.0,1.692929958963774,,,,
ENSMUSG00000023236-P,7.205584182616633,7.553858330323879,6.92050107099987,7.384442664679167,7.033426642246849,7.306199329098785,7.431905714184844,6.936087217065171,7.015747033792463,,,,
ENSMUSG00000026483-P,3.279341323049387,2.940199166381418,3.788128227865152,3.8637402043734568,5.066092749658853,3.126700195823549,4.05369461019873,2.385282137693864,3.1401148593054975,,,,
ENSMUSG00000057738-P,9.187500224736093,9.187537750120292,8.995435800059632,9.030620176651588,9.117727920929209,8.617921739083815,8.848240463864016,8.550226464224027,8.728524195139206,,,,
ENSMUSG00000032301-P,6.915885022746494,6.477552290068607,6.341481100362102,7.171991069646698,6.591993398299907,6.962891214045866,7.67162785155785,7.5781895106633375,7.213214569786543,,,,
ENSMUSG00000010607-P,6.670736980804439,5.729725283222148,5.751155062883879,6.363661642594106,6.414424607450163,5.974409836615917,5.610599245005192,4.71955390134089,5.828534167019237,,,,
ENSMUSG00000030862-P,4.509240615693778,2.323399894305442,4.447831990063931,3.945361835709526,5.5137311843671695,5.262383819580066,5.099897757701938,5.246561304449785,3.955621760874324,,,,
ENSMUSG00000035505-P,4.145065206068445,3.546002450184496,4.550017562046979,5.193367590653768,4.6653394413202784,5.310039971387686,4.6988152300789245,1.6379488583154955,4.320598421947695,,,,
ENSMUSG00000022283-P,8.14998367713028,8.459899070133837,8.367094058434022,8.441186150021288,8.353219417463462,8.574677397539649,8.432074674361731,7.529540210684472,8.773390567101867,,,,
ENSMUSG00000050989-P,5.103706608860903,5.765571333372111,6.4511939642416785,5.934601945273793,5.7768478342040614,5.400874720593145,5.811052701794425,4.830812807127612,5.403023629280852,,,,
ENSMUSG00000014195-P,7.909898751148121,7.671896557621797,7.646941394051924,7.020157623848049,7.6661166726451135,7.872333402752174,7.82513121493813,6.363186317493559,7.743242844510597,,,,
ENSMUSG00000036718-P,3.480348648773989,4.482883888327394,3.8694348841173,4.356821614027285,3.0195939446690656,2.2830845153777495,1.6233495238544506,0.0,3.604739428120841,,,,
ENSMUSG00000028885-P,3.1672559246754,0.0,2.888953683480583,1.824615078778005,0.0,1.194754134453318,1.0288855979333102,2.650896865013016,0.0,,,,
ENSMUSG00000021693-P,6.172417967137583,6.2177521827058415,6.477366360100884,6.751801715856779,6.171805906509754,7.429990301004261,7.045447188983373,5.398777628998076,7.287271814773184,,,,
ENSMUSG00000062044-P,3.886496333983724,0.0,3.610325421546264,2.1340565645548835,3.3420779749304774,2.2830845153777495,3.6374853533796254,3.98053834928957,3.465852944286889,,,,
ENSMUSG00000028441-P,7.155053836718752,7.402708073258909,7.030649923081939,7.530448216847237,7.10967108640182,6.665997250200343,6.975603834419716,7.372899611410542,7.673941582272116,,,,
ENSMUSG00000005124-P,4.084636606084368,0.0,3.0370740861140413,2.793193551827114,3.605482885367664,1.8392003079611083,2.8565246424054846,3.3930092982402096,2.4505522388752183,,,,
ENSMUSG00000043991-P,9.434469642601586,9.66183313484836,9.908840881357328,9.651610473144084,9.693000492665211,10.234793897850198,10.856454331562452,9.333670302335008,9.848880606236996,,,,
ENSMUSG00000086825-P,3.279341323049387,4.645622168983249,4.598518411600886,2.6050793803100993,2.339852946915775,2.6220477740184953,2.632788782946068,2.0594748867359756,3.1401148593054975,,,,
ENSMUSG00000019080-P,1.9645988968039112,3.7021378150296895,1.7667006893020196,1.824615078778005,2.0168110498472283,2.6220477740184953,2.0431143725584566,2.0594748867359756,1.081723604305354,,,,
ENSMUSG00000018199-P,7.753718778869682,7.699956514688149,7.149353556993495,7.362324066183204,7.06659741765821,7.583313063313578,7.474728678980686,7.25814753122562,7.758201277212933,,,,
