0,1,2,3,4,5,6,7,8,9,10,11,12,13
ID,101.0,100.0,102.0,896.0,897.0,T0.5,T0.6,T0.7,T0.8,UNK12,,,
ENSMUSG00000027374-P,7.2748320374574496,6.561515769033234,6.7376996189268015,6.50496586674294,6.307489070984026,6.854571443032723,6.798146916377919,5.910311749663849,6.885563890964352,,,,
ENSMUSG00000042626-P,4.554501280444778,5.359346681082597,5.359163221766231,4.232267354256176,6.288869695958686,5.310039971387686,4.2240099860938525,3.5312132431986103,4.737738392123119,,,,
ENSMUSG00000055681-P,8.287025392499515,7.999952591160073,7.815425330041754,7.675039560506247,7.622169891966533,7.631001681769065,7.736410671962344,7.911320963527596,7.865703314104701,,,,
ENSMUSG00000028412-P,6.2153253397394135,6.770006973934691,6.671229012173565,6.303022613945795,7.161765386397774,6.338453072809291,6.185685764557923,6.948476592165153,6.326896664973563,,,,
ENSMUSG00000054484-P,3.1672559246754,5.405518274767321,5.3017333068758585,4.47147194203123,4.480793705501705,4.997174802162059,3.960350930422987,5.324676047276037,4.961030935308618,,,,
ENSMUSG00000024425-P,9.974670132958304,10.361953610482022,9.91842495150785,9.880247139238056,10.09247177591362,9.906979693031548,9.706390514991186,10.251128278311183,9.69995942305578,,,,
ENSMUSG00000032216-P,9.7438200934827,10.161288817208714,10.493703785215615,10.7248211386656,10.50112554477876,10.406299845872626,10.055739788135252,10.527861009187651,10.298482809513397,,,,
ENSMUSG00000025979-P,7.191326627505599,7.857738246360595,7.332558100871924,7.384442664679167,7.770461076844391,7.911480807712968,8.12308408657206,7.554069914600203,7.965747383223005,,,,
ENSMUSG00000051343-P,5.163357879754206,5.046177925717404,5.662684334805726,5.547148967576114,5.803327522060324,5.486327530504934,5.009590167282809,5.749688705337369,5.710445808937475,,,,
ENSMUSG00000035443-P,8.601979005170726,8.437851644942505,8.13607192096868,8.61025890516807,8.622227109083035,8.001315411341933,8.405760287728112,8.711569294317053,8.46236903904721,,,,
ENSMUSG00000028991-P,5.901750155804968,5.9006619807881595,6.110152010390917,5.974033007845808,6.3796527424145335,6.167883750350014,6.378431046325186,6.206954718790918,5.989310299083667,,,,
ENSMUSG00000036948-P,5.848230178923576,6.716067524319932,7.074173811722693,5.258688447768312,6.361947397845682,6.115201492821074,5.7285294016018256,5.120836548556326,6.244311273730956,,,,
ENSMUSG00000033900-P,6.349779410727252,6.770006973934691,6.693727887300776,6.596240018032795,6.545692125004679,7.144733098855567,7.360629920020275,6.054829852279387,6.965074548233909,,,,
ENSMUSG00000041936-P,4.908352629359846,4.5665464550311805,5.4934678919573185,4.356821614027285,5.066092749658853,4.518156736536309,4.578325601306335,2.875129551690155,4.320598421947695,,,,
ENSMUSG00000034584-P,1.9645988968039112,3.7021378150296895,3.701964223264987,2.793193551827114,2.6036294101084696,4.251477834197026,4.302176834689743,1.0399210909765384,2.7187049314574803,,,,
ENSMUSG00000068921-P,6.297491646024299,5.963741981522946,6.910930828761276,5.2902722705515055,6.513977902312298,6.003688828004928,6.078708893289718,6.186180275763554,5.581822928035971,,,,
ENSMUSG00000049670-P,5.674615168854764,4.198136450873345,4.974291562938603,4.938197499381258,5.379381947648898,5.10917301328342,5.099897757701938,2.385282137693864,4.320598421947695,,,,
ENSMUSG00000044224-P,5.734838348531425,5.45025791553876,5.616327633973978,6.012414969129594,5.191679714683555,6.060522309407952,6.323262164507069,6.677889559275795,6.087331193886346,,,,
ENSMUSG00000030216-P,6.2153253397394135,7.233848408824024,6.985772031653741,7.675039560506247,6.750082497325718,7.18363058468879,6.626469303268057,8.117394690981925,7.357712407761936,,,,
ENSMUSG00000071072-P,7.637585612047494,7.02788770637151,7.2438619678068195,7.221979697164291,7.307631392814105,7.934469304454911,7.548745663161444,7.227974387724399,7.524474121970149,,,,
ENSMUSG00000021243-P,6.898437553299727,5.616511841216907,6.540792537898875,6.303022613945795,6.69457917082107,7.18363058468879,7.664246853476897,5.910311749663849,7.146563278657072,,,,
ENSMUSG00000016495-P,5.429418641021608,5.9006619807881595,5.5438741047715006,5.59851402558366,5.665783624776696,5.818377710625734,5.413387614071259,4.244427258259998,5.2420913129651465,,,,
ENSMUSG00000026803-P,6.082574022448818,6.660032796009926,6.159480526825397,6.206999609854352,5.066092749658853,6.42756997366814,6.033593595203189,5.163973699473649,5.512938895848565,,,,
ENSMUSG00000036188-P,6.003178498933493,6.520144767689819,5.9697158600465965,5.648113003991458,5.7223842343913605,5.850963404655412,5.6409977747535205,6.553639072446206,5.937683736208367,,,,
ENSMUSG00000068284-P,6.400238198505965,5.692965838075178,5.147282303841367,6.012414969129594,5.6068714308092495,6.719918744531179,6.323262164507069,6.537327466754477,6.772237174073755,,,,
ENSMUSG00000033237-P,6.113147908232766,6.601733404861931,5.9697158600465965,5.914474767210485,5.636628215515549,6.088120933176275,5.6409977747535205,7.521270076509977,5.963727936145781,,,,
ENSMUSG00000063894-P,4.799767877404899,5.211243194624073,4.499829307924241,5.089482198528558,5.269714694759402,5.605706266590458,3.7533232129564422,6.7784696542164165,4.611634412683991,,,,
ENSMUSG00000027536-P,3.279341323049387,1.2234438598261048,3.788128227865152,2.6050793803100993,0.0,3.6555262764337826,3.373512855805496,1.0399210909765384,3.604739428120841,,,,
ENSMUSG00000069727-P,0.0,0.0,0.0,3.4813634719760502,4.413631425600089,4.041654614911987,3.373512855805496,1.0399210909765384,3.312157763979618,,,,
ENSMUSG00000042118-P,2.913003109139545,2.323399894305442,4.447831990063931,3.8637402043734568,2.8265516388306424,2.6220477740184953,2.632788782946068,3.3930092982402096,4.544192630379789,,,,
ENSMUSG00000094002-P,0.0,0.0,0.0,0.8854767201948464,0.0,0.0,0.0,0.0,0.0,,,,
ENSMUSG00000039253-P,6.639571082386336,7.0425718949647464,7.108071574579092,7.309355775937218,7.514101245464782,7.397268730145041,7.516317102491884,7.345055888559737,7.327943704132036,,,,
ENSMUSG00000031916-P,6.3368840569902405,6.243401205873559,6.589599306038444,5.351438341732733,6.529922157133174,6.167883750350014,6.341887185510653,4.660532175221,6.179113860938536,,,,
ENSMUSG00000025477-P,7.440711267152914,6.904701685610415,6.648373700392669,6.633656368408126,7.353150471774308,6.647566069717703,6.671341618816413,6.750440818180258,6.9779104999035555,,,,
ENSMUSG00000036371-P,9.549320721723763,9.72008478056553,9.61819821572264,9.854067486572312,9.500098613320224,9.796301005082352,9.908892525573505,9.49650763815482,10.009088636847252,,,,
ENSMUSG00000094595-P,1.6677928317227733,0.0,0.0,3.4813634719760502,0.0,4.671978631553369,2.3678714595610275,2.875129551690155,4.676063785822748,,,,
ENSMUSG00000041126-P,7.704370456845841,7.824136656005693,7.429583222051015,8.06567523409639,7.750187220616682,8.030058776804374,8.034261530507086,8.373143799393395,7.83781021354696,,,,
ENSMUSG00000034064-P,6.387787986441045,5.800548282041656,6.872002086954076,6.50496586674294,6.576724155360386,6.571392360143213,6.465935145951182,5.984379634000111,6.514779113629807,,,,
ENSMUSG00000004591-P,7.3537673444198,7.113831251012984,7.149353556993495,7.213767618436221,6.941051245198146,7.686222125388197,7.423186448960208,6.008247338509236,7.576036470106395,,,,
ENSMUSG00000035295-P,0.787232210800267,1.2234438598261048,0.0,3.4813634719760502,2.6036294101084696,1.8392003079611083,1.0288855979333102,3.3930092982402096,3.955621760874324,,,,
ENSMUSG00000085558-P,3.3833428931003473,4.299426585352096,2.888953683480583,3.8637402043734568,4.8795867937005015,3.126700195823549,2.0431143725584566,2.385282137693864,3.955621760874324,,,,
ENSMUSG00000057421-P,6.711271088898984,6.838925701348568,6.4902766342044345,6.682081577245242,6.777053423701956,6.62889637082268,6.951550567814336,7.326190309514525,6.772237174073755,,,,
ENSMUSG00000022781-P,7.777774046579959,7.662420634577442,7.332558100871924,7.60769180286535,7.584496446576607,8.051246620684875,7.611494680160412,7.892207656746451,8.180853411234436,,,,
ENSMUSG00000030060-P,4.761677587981982,5.211243194624073,4.734943763823019,4.095934905275212,3.189827825544353,4.743146744454219,4.376325303065213,2.0594748867359756,4.676063785822748,,,,
ENSMUSG00000015112-P,6.6077170276590715,6.0534739206338966,6.411022992541785,6.223453861513056,6.151337336391294,6.1417830800667925,6.482816640362266,5.749688705337369,6.460938018360121,,,,
ENSMUSG00000042426-P,6.2153253397394135,6.49900570461799,6.355660234819841,5.438583893485182,5.749873027935864,6.42756997366814,5.889109915810578,5.286147301772223,6.222904514295072,,,,
ENSMUSG00000027642-P,8.448591317177208,8.760058483909946,8.324475817466917,8.257647063063077,8.251116173939472,8.152755355738055,8.22693443237735,8.606036449605913,8.053249793231727,,,,
ENSMUSG00000105382-P,1.293677047789881,0.0,0.0,0.8854767201948464,0.0,1.8392003079611083,1.6233495238544506,2.650896865013016,1.081723604305354,,,,
ENSMUSG00000024081-P,6.349779410727252,6.561515769033234,6.397380200086599,6.544792471407003,6.130574179156854,7.049673616734687,7.37878170491429,6.054829852279387,7.028141865289104,,,,
ENSMUSG00000079442-P,5.477211883648853,5.262319107448428,5.3017333068758585,5.351438341732733,5.066092749658853,5.400874720593145,5.303655022271446,5.398777628998076,5.403023629280852,,,,
ENSMUSG00000003184-P,6.412581885998331,5.765571333372111,5.932361753976643,6.255809852766065,5.976209700586562,6.315286337668369,6.685994177822512,6.121999400805971,6.265405037504199,,,,
ENSMUSG00000005469-P,8.88491620776625,7.954087991934381,7.928830051200418,8.350461822204359,8.236615856767422,8.241457036618174,8.236919864160498,7.496171364231849,8.387381553387211,,,,
ENSMUSG00000030094-P,5.7736343526131595,5.692965838075178,5.147282303841367,5.2263976789316775,4.343189203410226,5.486327530504934,5.756564941911012,3.98053834928957,5.28403843562497,,,,
ENSMUSG00000024941-P,7.233683425870612,6.804877836545271,6.6825223081270355,7.001196988871381,6.880161094172255,7.157815801029051,7.342246838707899,6.537327466754477,7.028141865289104,,,,
ENSMUSG00000049295-P,6.975341236080005,6.520144767689819,6.7376996189268015,6.774312607034409,6.803529372782849,7.170780931513527,7.1963577155274745,6.859429873557361,6.8580558033850805,,,,
ENSMUSG00000049097-P,3.886496333983724,3.7021378150296895,2.3232494257147276,3.243935543900742,4.020983381634943,1.194754134453318,1.0288855979333102,1.0399210909765384,2.9447421864177903,,,,
ENSMUSG00000070348-P,5.354622265546622,4.98667456830364,6.671229012173565,5.914474767210485,5.3072043851968065,5.356172118425024,5.3411676100277115,7.00887607356001,5.710445808937475,,,,
ENSMUSG00000046711-P,0.0,2.6645142336908574,2.7238673970734193,2.6050793803100993,0.0,1.8392003079611083,2.8565246424054846,2.650896865013016,2.9447421864177903,,,,
ENSMUSG00000034647-P,7.896778395372876,7.356444996098575,8.705551089865274,8.316352186088942,6.987978164109268,8.463168291511698,8.781585441955395,7.00887607356001,8.563762100898128,,,,
ENSMUSG00000002319-P,6.770013737435838,6.365221917427926,6.312697789109393,6.318422987212532,6.591993398299907,6.47014565974567,6.323262164507069,6.64781567907787,5.963727936145781,,,,
ENSMUSG00000020108-P,7.366513329316547,6.936498239504816,5.9697158600465965,6.807433753389598,7.326011723581129,6.338453072809291,6.838053943849485,5.984379634000111,7.112046187181966,,,,
ENSMUSG00000026273-P,4.942804328246051,4.924611048289639,4.937057282449979,4.938197499381258,4.108527912814123,5.818377710625734,5.3411676100277115,4.7762556076837335,4.961030935308618,,,,
ENSMUSG00000022246-P,6.448991648545806,7.414045702342687,6.1914534232382685,6.436043062252849,5.829329940033965,6.771897294886791,6.360274821076019,6.792282477052913,6.665203621282266,,,,
ENSMUSG00000020308-P,6.618413383567493,6.268602180703143,6.759192908956475,6.104126886993057,6.044397732486755,6.7374538338274315,6.4315677344565385,5.691911793200492,6.633105176688304,,,,
ENSMUSG00000050910-P,6.097941954823483,6.621429463182271,6.327161225781208,5.873357915525383,6.680363156458049,6.754778351484848,6.729079568351945,6.83294475092466,6.306689277968143,,,,
ENSMUSG00000061533-P,4.598385099284824,3.3708954093631167,4.550017562046979,4.525552067463755,3.3420779749304774,3.924065673765836,4.05369461019873,4.161713826150124,3.604739428120841,,,,
ENSMUSG00000102840-P,0.0,2.940199166381418,0.0,0.8854767201948464,2.6036294101084696,1.8392003079611083,2.8565246424054846,0.0,1.692929958963774,,,,
ENSMUSG00000058756-P,8.764887318781948,8.70111834124956,8.302685091292947,8.46905305804687,8.526136064391656,8.555033607607,8.548901479862238,7.853204188884733,8.634375290549876,,,,
ENSMUSG00000004698-P,3.886496333983724,2.323399894305442,3.171393072131684,3.4813634719760502,0.0,1.194754134453318,4.05369461019873,3.3930092982402096,2.7187049314574803,,,,
ENSMUSG00000033948-P,3.5712407298644924,0.0,3.0370740861140413,4.232267354256176,1.0112291040016552,3.796035126538526,3.7533232129564422,4.598992446943178,4.3990438140965855,,,,
ENSMUSG00000028655-P,1.9645988968039112,0.0,4.019471494383472,1.4301513955146576,2.6036294101084696,0.0,2.8565246424054846,2.0594748867359756,3.312157763979618,,,,
ENSMUSG00000106032-P,0.0,0.0,1.7667006893020196,2.388706117066035,2.0168110498472283,2.8963282226334464,1.6233495238544506,0.0,1.692929958963774,,,,
ENSMUSG00000086610-P,0.0,1.2234438598261048,2.7238673970734193,2.6050793803100993,2.8265516388306424,1.194754134453318,2.0431143725584566,3.0691532897951093,1.692929958963774,,,,
ENSMUSG00000026309-P,7.1696725720481105,6.191638890669935,6.023993894571756,6.818307288350684,6.722597732932915,6.590816151030342,6.8896021406318795,7.197156685572663,6.844102538328743,,,,
ENSMUSG00000021903-P,0.0,1.2234438598261048,4.21879344986858,2.6050793803100993,2.339852946915775,2.2830845153777495,2.8565246424054846,2.385282137693864,0.0,,,,
ENSMUSG00000037262-P,3.8139030543029455,3.7021378150296895,4.819216201434398,4.97753173822037,5.448119890087971,4.997174802162059,5.377729473352215,4.244427258259998,5.154350736278495,,,,
ENSMUSG00000026603-P,4.873058051462689,4.394069394785983,2.3232494257147276,4.525552067463755,4.343189203410226,3.3253011069529537,4.6988152300789245,4.983100341839197,3.465852944286889,,,,
ENSMUSG00000005514-P,7.905538543678603,7.754490392031002,8.42874996641222,7.784439300950434,7.783820411387423,7.919184412640201,7.58828245030271,8.009190338362819,7.650081115695045,,,,
ENSMUSG00000033808-P,5.404914870036527,5.5357784097832745,6.553149895786433,5.089482198528558,6.211891913767262,6.338453072809291,5.756564941911012,4.983100341839197,5.710445808937475,,,,
ENSMUSG00000015461-P,7.658466013941753,7.491008244817119,7.422865144029116,7.020157623848049,7.171962262350673,7.429990301004261,7.440572598904218,5.858732499493456,7.213214569786543,,,,
ENSMUSG00000045128-P,8.290373663100574,8.15665117349723,8.231426143153458,8.361654812646252,8.481740033886824,8.13301695586957,8.414585187262109,8.898776557650264,8.32344704133511,,,,
ENSMUSG00000047146-P,3.0457233021581005,4.482883888327394,0.0,3.243935543900742,0.0,4.041654614911987,3.7533232129564422,2.875129551690155,4.05587983054342,,,,
ENSMUSG00000070705-P,4.145065206068445,5.046177925717404,3.788128227865152,4.47147194203123,4.413631425600089,4.150377410802778,4.6398279175304555,4.598992446943178,3.731421765117163,,,,
ENSMUSG00000040795-P,4.554501280444778,3.546002450184496,4.734943763823019,3.4813634719760502,4.721957142500539,4.937736947662357,4.2240099860938525,3.3930092982402096,4.737738392123119,,,,
ENSMUSG00000031511-P,6.172417967137583,6.561515769033234,6.553149895786433,6.2397225630926485,6.044397732486755,5.7509115596604135,5.837543810449797,6.287184304709906,6.110830057186796,,,,
ENSMUSG00000024805-P,4.873058051462689,3.843013506607418,4.974291562938603,5.1249483640572695,4.5449679443437745,4.671978631553369,3.960350930422987,4.830812807127612,4.320598421947695,,,,
ENSMUSG00000029198-P,5.953355505897904,4.720587950074849,6.006127157351903,6.583549105971545,6.763630986678074,6.243466772136816,6.033593595203189,6.41767052452145,6.460938018360121,,,,
ENSMUSG00000032482-P,6.770013737435838,7.099858179123677,5.951159699700897,6.95267567087344,7.01088136327535,6.822068064596087,6.548433979264331,6.923590523943039,6.326896664973563,,,,
ENSMUSG00000021288-P,7.76820001674948,7.574214290851358,7.820545840700523,7.620173015087347,7.892641331025448,8.02292644429933,7.951786276516316,7.65579463132848,7.972176642059861,,,,
ENSMUSG00000024151-P,5.500527594987963,5.359346681082597,5.467588596251572,5.59851402558366,6.066429214606274,6.405801495892399,6.143842010481252,5.163973699473649,6.0144469193789805,,,,
ENSMUSG00000023243-P,3.480348648773989,2.940199166381418,2.7238673970734193,3.4813634719760502,1.5999153006053064,2.6220477740184953,2.632788782946068,1.6379488583154955,2.7187049314574803,,,,
ENSMUSG00000030591-P,9.21065857867705,8.585544340677703,8.438774556736659,8.575430929072274,8.588366946375496,8.447272168745936,9.025759026297752,8.816679924382559,8.74363521721269,,,,
ENSMUSG00000052751-P,6.7012438282959765,5.405518274767321,6.253348906479895,5.7874324012127625,6.307489070984026,6.088120933176275,6.265899445479718,4.883381819626282,6.179113860938536,,,,
ENSMUSG00000020389-P,3.279341323049387,3.3708954093631167,4.550017562046979,3.945361835709526,3.721102579225948,3.3253011069529537,3.7533232129564422,3.6573275499737368,4.05587983054342,,,,
ENSMUSG00000028959-P,7.198473017675422,6.5817647244866775,6.565402305417883,6.255809852766065,6.855066755391602,6.754778351484848,6.482816640362266,6.692694629514694,6.772237174073755,,,,
ENSMUSG00000025474-P,5.404914870036527,4.482883888327394,4.937057282449979,4.676598809853049,5.636628215515549,4.518156736536309,3.2208840288172538,4.830812807127612,4.544192630379789,,,,
ENSMUSG00000064370-P,14.76805033488078,15.456984718838804,15.700274728511156,15.245586319936548,15.797338265208744,15.773577703927984,15.991447017248284,15.320189826101409,15.43522195005025,,,,
ENSMUSG00000005580-P,0.0,3.17156024148295,4.499829307924241,4.232267354256176,3.927781389731998,3.4998414840370105,4.141364133435049,5.503248162004732,2.7187049314574803,,,,
ENSMUSG00000030663-P,7.684148584900093,7.154956357870209,7.332558100871924,7.517162421912737,6.651503852874327,7.523924639886111,7.572597514126946,6.41767052452145,7.919921994152587,,,,
ENSMUSG00000035941-P,6.143087289329401,6.520144767689819,6.268416579616293,6.717362770268372,6.497855465071634,6.571392360143213,6.811572287212572,7.155014863443871,6.772237174073755,,,,
ENSMUSG00000036501-P,5.009333683358467,3.843013506607418,3.701964223264987,5.159563533607588,5.379381947648898,5.567000642123724,4.51408423217814,2.0594748867359756,5.710445808937475,,,,
ENSMUSG00000033411-P,4.640973373393884,5.103323996295153,5.147282303841367,5.0531221375566435,4.928521923501977,5.643400543737243,5.009590167282809,4.934102472483744,5.28403843562497,,,,
ENSMUSG00000035934-P,5.754366756214264,6.365221917427926,5.793435752430823,5.410116281520104,6.288869695958686,5.643400543737243,5.547810409386137,5.568915830032614,5.547791996674059,,,,
ENSMUSG00000003344-P,6.387787986441045,6.341666821903424,6.006127157351903,6.19035552671513,6.545692125004679,5.7509115596604135,5.889109915810578,6.677889559275795,6.306689277968143,,,,
ENSMUSG00000037608-P,7.627030979360332,7.832610707619573,7.794759588263538,7.727895721460851,7.867765012412943,8.210400185212162,8.256685750574436,7.326190309514525,8.439351395861369,,,,
ENSMUSG00000026333-P,4.799767877404899,3.843013506607418,5.854620505985009,3.777222373109846,4.8289333672857895,4.743146744454219,5.225570428459447,6.64781567907787,3.847872573248563,,,,
ENSMUSG00000003527-P,4.258821223351882,4.394069394785983,4.279551140473432,4.356821614027285,5.109181265778806,3.3253011069529537,4.302176834689743,2.875129551690155,5.108394717432779,,,,
ENSMUSG00000058420-P,4.682340408871524,5.45025791553876,5.662684334805726,5.351438341732733,5.151020104354008,5.882829323390511,5.448185632418104,6.537327466754477,5.937683736208367,,,,
ENSMUSG00000019907-P,7.240623548245516,7.099858179123677,7.5454478051858205,7.462760868396268,7.537950009350192,7.756707867832051,7.556740175738429,7.217774790613513,7.750741447643128,,,,
ENSMUSG00000025410-P,7.573067527931236,7.368150587517097,7.074173811722693,7.377107412978692,7.81668734949003,7.3410274831293005,7.626764577713211,7.354396965620693,7.3772223455198205,,,,
ENSMUSG00000061718-P,11.511756845666165,11.144583978469411,11.052723656118348,11.04252731735299,11.13023233757342,11.57989296130681,11.639798347982284,10.853510502922378,11.451326562356185,,,,
ENSMUSG00000008690-P,5.953355505897904,6.268602180703143,5.932361753976643,6.682081577245242,6.529922157133174,6.167883750350014,6.304393548492492,6.41767052452145,6.4791092270504125,,,,
ENSMUSG00000092417-P,5.429418641021608,4.394069394785983,4.393890298518122,5.719453788745271,5.066092749658853,4.041654614911987,4.913249918144862,2.875129551690155,5.198887938145035,,,,
ENSMUSG00000004895-P,4.640973373393884,0.0,3.407488115457992,3.945361835709526,2.0168110498472283,3.924065673765836,4.302176834689743,4.161713826150124,2.9447421864177903,,,,
ENSMUSG00000025934-P,1.6677928317227733,1.8758071794149425,2.0716477656372323,2.1340565645548835,0.0,1.8392003079611083,1.0288855979333102,2.650896865013016,2.4505522388752183,,,,
