brain_name,direction_brain,type_brain,CSF_name,direction_CSF,type_CSF,VECPAC r,VECPAC n,LPS r,LPS n,DSS r,DSS n,non-NaN_treatment_groups,Pooled r,Pooled n,Pooled_r_valid,Pooled FDR,FDR < 0.15,within_model_sign,pooled_sign,predicted_effect_sign,within_model = pooled,number within_model = pooled_n,within_model = predicted,number within_model = predicted,predicted = pooled,number predicted = pooled,all_signs_agree,number all_signs_agree
ENSMUSG00000069631,,CPX,Leucylglycine,1,CSF,,0,-0.8857142857142858,6,-1.0,3,2,-0.9272727272727272,10,True,0.0779691887416785,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000039959,,CPX,Stearic acid,1,CSF,-0.8660254037844387,3,-0.3999999999999999,4,-0.5,3,3,-0.8902604526458922,10,True,0.1384910532125031,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000020227,,CPX,"1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-",-1,CSF,1.0,3,0.9553302944424512,6,1.0,3,3,0.8632340437625203,12,True,0.1163578225813232,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000040586,,CPX,2-Furoic acid,1,CSF,-1.0,3,-1.0,4,-0.5,3,3,-0.9118583155200968,10,True,0.1069760336157668,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000061524,,CPX,Allylescaline,-1,CSF,1.0,3,0.4413674147523747,6,1.0,3,3,0.8354623529271882,12,True,0.140022595840943,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000002748,,CPX,Oleamide,1,CSF,-0.5,3,-0.942857142857143,6,-1.0,3,3,-0.8310065219407186,12,True,0.1410824639713237,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000034349,,CPX,3-Heptanol,1,CSF,-1.0,3,-0.9276336570439176,6,-1.0,3,3,-0.91930390462748,12,True,0.0429154967937735,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000085890,,CPX,Urea,-1,CSF,-1.0,3,-0.4558823529411764,6,,3,2,-0.8273295097260953,12,True,0.1463357619498513,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000001014,,CPX,Xylazine,1,CSF,1.0,3,0.9856107606091624,6,1.0,3,3,0.8283198814637485,12,True,0.1442802015085309,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000017286,,CPX,"2-Cyclohexen-1-one, 3-methyl-",-1,CSF,0.5,3,0.942857142857143,6,1.0,3,3,0.9317002028900006,12,True,0.0340022386477405,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000017286,,CPX,Pipecolic acid,-1,CSF,0.5,3,1.0,6,0.8660254037844387,3,3,0.8947423499236925,12,True,0.0769560434550055,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000051285,,CPX,Stearic acid,1,CSF,-0.8660254037844387,3,-0.1999999999999999,4,-0.5,3,3,-0.8719674296463189,10,True,0.1495547607717696,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000098098,,CPX,Stearic acid,1,CSF,-0.8660254037844387,3,-1.0,4,-0.5,3,3,-0.8719674296463189,10,True,0.1495547607717696,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000051510,,CPX,"5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether",1,CSF,-1.0,3,-1.0,4,,0,2,-0.9333333333333332,9,True,0.1069760336157668,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000051510,,CPX,N-Ethylamphetamine,-1,CSF,1.0,3,0.6377481392176932,6,,0,2,0.8584564381571795,11,True,0.140022595840943,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000032763,,CPX,Azelaic acid,-1,CSF,-1.0,3,-0.5507824838698261,6,-1.0,3,3,-0.9438654593312678,12,True,0.0264202214420408,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000015748,,CPX,2-Pentadecanone,1,CSF,-0.8660254037844387,3,-0.7589709258986453,6,-0.5,3,3,-0.8724281949682505,12,True,0.1021608785018107,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000097537,,CPX,Benzoic Acid,1,CSF,-0.8660254037844387,3,-0.8196885999705371,6,-1.0,3,3,-0.8475285223325475,12,True,0.137692509384526,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000035692,,CPX,Palmitic Acid,1,CSF,1.0,3,0.7999999999999999,4,,0,2,0.9121418755437382,9,True,0.1397985201150076,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000036202,,CPX,Oleamide,1,CSF,-0.5,3,-0.8285714285714287,6,-1.0,3,3,-0.9225580879172384,12,True,0.0402012439766231,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000008348,,CPX,Azelaic acid,-1,CSF,-1.0,3,-0.8986451052612952,6,-1.0,3,3,-0.8877247628654673,12,True,0.0779691887416785,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000024098,,CPX,"Propanoic acid, dimethyl(isopropyl)silyl ester",-1,CSF,,0,-0.8285714285714287,6,-1.0,3,2,-0.9240164263936984,10,True,0.0837749471583733,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000040675,,CPX,Pentanoic acid,-1,CSF,0.8660254037844387,3,0.5428571428571429,6,0.5,3,3,0.8456140350877194,12,True,0.1384910532125031,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000016487,,CPX,"1-Octanol, 2-butyl-",-1,CSF,1.0,3,0.7356123579206245,6,1.0,3,3,0.8400819752692913,12,True,0.1397985201150076,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000016487,,CPX,"Benzoic acid, methyl ester",-1,CSF,1.0,3,0.942857142857143,6,1.0,3,3,0.8881118881118882,12,True,0.0779691887416785,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000028057,,CPX,"Cyclohexanone, 3,3,5-trimethyl",-1,CSF,-1.0,3,-0.8999999999999998,5,-1.0,3,3,-0.9,11,True,0.0886971072624437,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000028057,,CPX,Diethylamine,-1,CSF,-1.0,3,-0.8986451052612952,6,-0.5,3,3,-0.8631632081616797,12,True,0.1163578225813232,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000023764,,CPX,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",-1,CSF,-0.5,3,-0.8116794499134279,6,-0.5,3,3,-0.8280752728705546,12,True,0.1442802015085309,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000024548,,CPX,Glycolic acid,1,CSF,-1.0,3,-0.5797710356524484,6,-0.5,3,3,-0.8506269373019603,12,True,0.1320099876980142,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000030616,,CPX,"Benzoic acid, methyl ester",-1,CSF,0.5,3,0.8285714285714287,6,1.0,3,3,0.8601398601398602,12,True,0.122825342636201,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000025862,,CPX,Allylescaline,-1,CSF,0.5,3,0.7944613465542746,6,0.5,3,3,0.8248420687798087,12,True,0.1482093715799158,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000078201,,CPX,Isopropylamine,-1,CSF,1.0,3,0.7142857142857143,6,0.5,3,3,0.8511396590310907,12,True,0.1320099876980142,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000042506,,CPX,Levulinic acid,1,CSF,0.8660254037844387,3,0.6473388749701496,6,1.0,3,3,0.82987072204297,12,True,0.1421529510764573,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000018293,,CPX,"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",-1,CSF,0.5,3,0.5797710356524484,6,1.0,3,3,0.8511396590310907,12,True,0.1320099876980142,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000085945,,CPX,"Benzoic acid, 2-hydroxy-3-[(2-hydroxy-4-methoxy-6-propylbenzoyl)oxy]-4-methoxy-6-propyl-, methyl ester ",-1,CSF,0.5,3,0.7826908981308054,6,0.5,3,3,0.8506269373019603,12,True,0.1320099876980142,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000005699,,CPX,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",1,CSF,1.0,3,0.753702346348183,6,,0,2,0.8995527570051296,11,True,0.0886971072624437,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000042594,,CPX,"Hymexazole, tert-butyldimethylsilyl ether",-1,CSF,1.0,3,0.8285714285714287,6,0.5,3,3,0.8321678321678322,12,True,0.1410684749713042,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000071652,,CPX,"1,2-Cyclohexanediol, (Z)",1,CSF,,0,0.7826908981308054,6,1.0,3,2,0.8650089416926344,11,True,0.1397985201150076,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000102664,,CPX,Diethylamine,-1,CSF,-1.0,3,-0.8406680016960503,6,-1.0,3,3,-0.8927957548877786,12,True,0.0779691887416785,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000038780,,CPX,4-Methoxyphenol,1,CSF,1.0,3,1.0,4,,0,2,0.9940297973880048,8,True,0.0194190603337951,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000026113,,CPX,"1-(2,4-Dimethoxyphenyl)-propan-2-one",1,CSF,0.5,3,0.7826237921249264,5,1.0,3,3,0.8532469179729295,11,True,0.1421529510764573,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000020074,,CPX,Salsoline,1,CSF,-1.0,3,-0.7999999999999999,4,-0.5,3,3,-0.9393939393939392,10,True,0.0740152446143346,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000003199,,CPX,Isopropyl palmitate,-1,CSF,-0.8660254037844387,3,-0.2608969660436018,6,-1.0,3,3,-0.8400819752692913,12,True,0.1397985201150076,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000045098,,CPX,"3,5-Dimethylphenol",1,CSF,-0.5,3,-0.6,5,-0.5,3,3,-0.8473826084954617,11,True,0.1495547607717696,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000056938,,CPX,4-Methoxyphenol,1,CSF,1.0,3,0.7999999999999999,4,,0,2,0.934148484292342,8,True,0.1397985201150076,True,1.0,1.0,,1.0,2,,1,,1,1.0,2
ENSMUSG00000036087,,CPX,Benzyl alcohol,1,CSF,-1.0,3,-0.5428571428571429,6,-1.0,3,3,-0.8395388160690569,12,True,0.1397985201150076,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000036087,,CPX,Oxalic acid,1,CSF,-0.8660254037844387,3,-0.8986451052612952,6,-0.8660254037844387,3,3,-0.9076170021995326,12,True,0.0719380060808861,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000039813,,CPX,Azelaic acid,-1,CSF,-0.5,3,-0.2319084142609793,6,-0.5,3,3,-0.8421104469870047,12,True,0.1397985201150076,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000039813,,CPX,Ethanolamine,-1,CSF,-0.5,3,-0.2608969660436018,6,-0.8660254037844387,3,3,-0.8607036601716382,12,True,0.1218471567274748,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000044617,,CPX,"Benzenesulfonamide, N-butyl",-1,CSF,,3,-0.8696565534786727,6,-0.5,3,2,-0.889376471617612,12,True,0.0779691887416785,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000044617,,CPX,Isopropyl palmitate,-1,CSF,,3,-0.8696565534786727,6,-0.5,3,2,-0.8981026186450206,12,True,0.0740152446143346,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
ENSMUSG00000044617,,CPX,Norketamine,-1,CSF,,3,-0.7356123579206245,6,-0.5,3,2,-0.8504628751266742,12,True,0.1320099876980142,True,-1.0,-1.0,,-1.0,2,,1,,1,-1.0,2
