ID,0,2,32,33,1,3,25,26,27,28,29,30,31,77,78,79,80,90
ENSMUSG00000027374-P,6.497881069743797,6.578810082044038,6.868552317858963,6.47450648984294,6.110649065165843,6.649287211316158,5.873986383940467,5.992616828535889,6.281489013395502,6.582214215958817,6.559474122283782,6.6174685627395045,7.023919267667859,6.808103964276795,,,,
ENSMUSG00000042626-P,4.773717179416936,5.249761165651875,5.119294833844485,4.095825131616586,4.901669450659759,4.847138132682166,4.644986813525579,5.133946502491584,4.69662828875734,4.803404267946519,5.03847880351046,5.709962718837696,4.918348882208348,5.094371298447547,,,,
ENSMUSG00000055681-P,7.587650676784901,7.583154076116105,7.2420200413281455,7.294940016667448,7.428662213833054,7.6876608556954285,7.614997994800281,7.8221347098956135,7.4959037219160765,7.960950615677697,7.846269615260247,7.4377139229981974,7.42940088366744,7.341528491046324,,,,
ENSMUSG00000028412-P,6.403396359164746,6.168794597769411,6.896693588259501,6.084745360660747,6.552529843931969,6.342392431618777,6.1718876485058995,6.514752937320662,6.439025025906531,5.6485955717921845,6.488108530361115,4.923132308808885,5.971020089572597,6.605918848446417,,,,
ENSMUSG00000054484-P,3.499872833949994,4.477876898351648,5.531915052948042,3.602330869756028,4.901669450659759,4.9994848894223916,4.193307477626472,4.324810064406623,4.640050866727639,3.2007063846933876,5.254586462582506,4.1295756828041315,4.6648249410756755,5.06142908066983,,,,
ENSMUSG00000024425-P,9.77927009197506,9.828260553707608,10.079538043156562,8.839074331884566,9.860558430986325,9.724923307080068,9.407933717172122,10.008362688993328,9.727359604872294,10.008349151061354,10.083702297772543,9.520601257603044,9.785023298149996,9.672774978773385,,,,
ENSMUSG00000032216-P,10.529439758184486,10.103074869099519,10.260976136754516,10.424537368097104,10.651601204868486,10.53440873619768,10.382157302690224,10.100898260198404,9.78557403412671,9.996825365219506,9.786851520330213,9.942335790465384,10.048891722889246,9.383963928077668,,,,
ENSMUSG00000025979-P,7.462020342800686,7.5410318711098006,7.477614521655494,7.486436248924816,7.454353563156125,7.570896812323954,7.520021123605713,7.827183330994231,8.051333262333223,7.7729981206952266,7.5043674899623065,7.075341491119768,7.502302794343226,7.7457262189419795,,,,
ENSMUSG00000051343-P,5.5843651388493765,5.336751661916167,5.852390833229077,5.387715570888301,5.503643926908903,5.263034636753109,5.301271559092916,5.579139356304217,5.353684723394803,6.268433545203641,6.360712035010066,5.304083292016831,5.659474471740509,5.219096911093906,,,,
ENSMUSG00000035443-P,8.034828409731569,8.133569271465676,7.941043407679104,7.758066985983726,7.981680751939691,7.915452845223526,7.986901179977551,7.749533702982107,8.308931341882579,8.605975248716577,8.469843004370246,8.653154603177404,8.259213056452905,8.291636198425193,,,,
