brain_name,direction_brain,type_brain,CSF_name,direction_CSF,type_CSF,VECPAC r,VECPAC n,LPS r,LPS n,DSS r,DSS n,non-NaN_treatment_groups,Pooled r,Pooled n,Pooled_r_valid,Pooled FDR,FDR < 0.15,within_model_sign,pooled_sign,predicted_effect_sign,within_model = pooled,number within_model = pooled_n,within_model = predicted,number within_model = predicted,predicted = pooled,number predicted = pooled,all_signs_agree,number all_signs_agree
ENSMUSG00000020648-C,-1.0,CTX,4-Methoxyphenol,-1.0,CSF,,2,,2,,1,0,1.0,5,True,6.078616870869687e-23,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
ENSMUSG00000020648-C,-1.0,CTX,Adipoyl-L-carnitine,1.0,CSF,,1,,1,,2,0,-1.0,4,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000020687-C,-1.0,CTX,6-Methyluracil,-1.0,CSF,,2,1.0,3,0.5,3,2,0.9047619047619048,8,True,0.0792999095569304,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000020713-C,-1.0,CTX,Methyl lactate,-1.0,CSF,,1,0.5,3,0.8660254037844387,3,2,0.9265616458263763,7,True,0.1031791740595947,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000020770-C,-1.0,CTX,N-Acetylaminoethanol,-1.0,CSF,,2,1.0,3,-0.8660254037844387,3,2,0.9221722216732094,8,True,0.0454505036541215,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
ENSMUSG00000020799-C,1.0,CTX,"2,4,6-Cycloheptatrien-1-one",-1.0,CSF,,2,,1,,2,0,-1.0,5,True,6.078616870869687e-23,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000020805-C,-1.0,CTX,Norephedrine,-1.0,CSF,,2,,2,1.0,3,1,0.9642857142857144,7,True,0.0190079298918555,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000020814-C,1.0,CTX,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",-1.0,CSF,,0,,2,,2,0,-1.0,4,True,0.0,True,,-1.0,-1.0,,1,,1,-1.0,2,-1.0,2.0
ENSMUSG00000021007-C,-1.0,CTX,DL-Glyceraldehyde,-1.0,CSF,,2,0.5,3,0.8660254037844387,3,2,0.8982196964349441,8,True,0.0949723045352331,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021010-C,-1.0,CTX,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",-1.0,CSF,,1,,2,,2,0,1.0,5,True,6.078616870869687e-23,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
ENSMUSG00000021013-C,-1.0,CTX,"1-Octanol, 2-butyl-",-1.0,CSF,,2,0.8660254037844387,3,0.5,3,2,0.8862434338158116,8,True,0.1282175241235415,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021013-C,-1.0,CTX,Acetic acid,-1.0,CSF,,2,0.8660254037844387,3,,3,1,0.9265616458263766,8,True,0.038463259441936,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021013-C,-1.0,CTX,alpha-Hydroxyisobutyric acid,-1.0,CSF,,0,1.0,3,,2,1,1.0,5,True,6.078616870869687e-23,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021013-C,-1.0,CTX,Azelaic acid,-1.0,CSF,,2,0.5,3,0.5,3,2,0.880952380952381,8,True,0.1418733630990404,True,1.0,1.0,1.0,1.0,2,1.0,2,1.0,2,1.0,3.0
ENSMUSG00000021013-C,-1.0,CTX,Salsoline,1.0,CSF,,2,,2,-0.5,3,1,-0.9285714285714288,7,True,0.0965338601097049,True,-1.0,-1.0,-1.0,-1.0,2,-1.0,2,-1.0,2,-1.0,3.0
ENSMUSG00000021013-C,-1.0,CTX,Urea,-1.0,CSF,,2,1.0,3,-0.5,3,2,0.9047619047619048,8,True,0.0792999095569304,True,,1.0,1.0,,1,,1,1.0,2,1.0,2.0
