brain_name,direction_brain,type_brain,CSF_name,direction_CSF,type_CSF,VECPAC r,LPS r,DSS r,Pooled r,Consistent,within_model_sign,predicted_effect_sign,within_model = pooled r,within-model = predicted,pooled = predicted,all_signs_agree
ENSMUSG00000000326-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000000326-C,-1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000000326-C,-1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000000326-C,-1.0,CTX,Sulindac,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000000827-C,-1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000000827-C,-1.0,CTX,3-Hydroxymethyl-2-trimethylsilyloxypentane,,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000000827-C,-1.0,CTX,L-Threonine,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000000827-C,-1.0,CTX,Luciferin,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000000827-C,-1.0,CTX,N-Isobutyrylglycine,,CSF,,1.0,1.0,0.9461247469114746,True,1.0,,False,False,False,True
ENSMUSG00000000827-C,-1.0,CTX,Octadecanoic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000000827-C,-1.0,CTX,Sulindac,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000000881-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000000881-C,1.0,CTX,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000000976-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000000976-C,-1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000000976-C,-1.0,CTX,2-Cyanobenzaldehyde,,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000000976-C,-1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000000976-C,-1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,-1.0,True,-1.0,1.0,True,False,False,False
ENSMUSG00000000976-C,-1.0,CTX,L-Ornithine,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000000976-C,-1.0,CTX,Octadecanoic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001128-C,-1.0,CTX,"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",-1.0,CSF,,1.0,1.0,0.9221722216732094,True,1.0,1.0,False,True,False,False
ENSMUSG00000001128-C,-1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001128-C,-1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001128-C,-1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,1.0,True,1.0,1.0,True,True,True,True
ENSMUSG00000001128-C,-1.0,CTX,Benzeneacetic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001128-C,-1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001521-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001521-C,-1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001521-C,-1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001521-C,-1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001521-C,-1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,-1.0,True,-1.0,1.0,True,False,False,False
ENSMUSG00000001521-C,-1.0,CTX,Chlorobenzilate ,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001521-C,-1.0,CTX,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001521-C,-1.0,CTX,Trimethylolpropane,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001521-C,-1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001666-C,1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001666-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001666-C,1.0,CTX,L-Glutamic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001666-C,1.0,CTX,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001773-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001773-C,-1.0,CTX,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",1.0,CSF,,,,-1.0,True,-1.0,-1.0,True,True,True,True
ENSMUSG00000001773-C,-1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001773-C,-1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001773-C,-1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000001773-C,-1.0,CTX,Adipoyl-L-carnitine,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000001773-C,-1.0,CTX,alpha-Hydroxyisobutyric acid,1.0,CSF,,1.0,,1.0,True,1.0,-1.0,True,False,False,False
ENSMUSG00000001773-C,-1.0,CTX,Octanoic acid,1.0,CSF,,,,1.0,True,1.0,-1.0,True,False,False,False
ENSMUSG00000002228-C,-1.0,CTX,"1,2-Bis(trimethylsiloxy)cyclohexene",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002228-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002228-C,-1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,1.0,True,1.0,1.0,True,True,True,True
ENSMUSG00000002228-C,-1.0,CTX,Octadecanoic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002228-C,-1.0,CTX,Sulindac,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002608-C,1.0,CTX,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",1.0,CSF,,,,1.0,True,1.0,1.0,True,True,True,True
ENSMUSG00000002608-C,1.0,CTX,Benzeneacetic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002608-C,1.0,CTX,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002608-C,1.0,CTX,L-Threonine,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002608-C,1.0,CTX,Luciferin,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002608-C,1.0,CTX,Octanoic acid,1.0,CSF,,,,-1.0,True,-1.0,1.0,True,False,False,False
ENSMUSG00000002608-C,1.0,CTX,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",1.0,CSF,,0.8660254037844387,,0.9549937104572924,True,1.0,1.0,False,True,False,False
ENSMUSG00000002608-C,1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002633-C,-1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002633-C,-1.0,CTX,3-Hydroxymethyl-2-trimethylsilyloxypentane,,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002633-C,-1.0,CTX,Aceturic acid,,CSF,,1.0,,0.9642857142857144,True,1.0,,False,False,False,True
ENSMUSG00000002633-C,-1.0,CTX,Benzeneacetic acid,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002633-C,-1.0,CTX,Octadecanoic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002633-C,-1.0,CTX,Picolinic acid,-1.0,CSF,,1.0,0.8660254037844387,0.9452300860699552,True,1.0,1.0,False,True,False,False
ENSMUSG00000002633-C,-1.0,CTX,Trimethylolpropane,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002733-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002733-C,-1.0,CTX,"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",,CSF,,,-1.0,-0.9549937104572924,True,-1.0,,False,False,False,True
ENSMUSG00000002733-C,-1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002733-C,-1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002733-C,-1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002778-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002820-C,1.0,CTX,"1,2-Bis(trimethylsiloxy)cyclohexene",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002820-C,1.0,CTX,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",1.0,CSF,,,,1.0,True,1.0,1.0,True,True,True,True
ENSMUSG00000002820-C,1.0,CTX,Benzeneacetic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002820-C,1.0,CTX,L-Serine,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002820-C,1.0,CTX,Octadecanoic acid,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002820-C,1.0,CTX,Octanoic acid,1.0,CSF,,,,-1.0,True,-1.0,1.0,True,False,False,False
ENSMUSG00000002910-C,1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002910-C,1.0,CTX,Benzeneacetic acid,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002910-C,1.0,CTX,L-Glutamic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002910-C,1.0,CTX,Lupinine,,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002910-C,1.0,CTX,Tyr-Val,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000002963-C,1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002963-C,1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000002963-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003228-C,-1.0,CTX,"1,2-Bis(trimethylsiloxy)cyclohexene",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003228-C,-1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003228-C,-1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,-1.0,True,-1.0,1.0,True,False,False,False
ENSMUSG00000003228-C,-1.0,CTX,Sulindac,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003228-C,-1.0,CTX,Trimethylolpropane,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003228-C,-1.0,CTX,Tyr-Val,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003282-C,-1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003282-C,-1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003282-C,-1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003282-C,-1.0,CTX,Benzeneacetic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003282-C,-1.0,CTX,L-Glutamic acid,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003282-C,-1.0,CTX,L-Threonine,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003282-C,-1.0,CTX,Trimethylolpropane,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003282-C,-1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003382-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003382-C,-1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003382-C,-1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003382-C,-1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,-1.0,True,-1.0,1.0,True,False,False,False
ENSMUSG00000003382-C,-1.0,CTX,Chlorobenzilate ,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003382-C,-1.0,CTX,"l-Leucine, n-butoxycarbonyl-N-methyl-, hexadecyl ester",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003382-C,-1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003418-C,1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003418-C,1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003418-C,1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,-1.0,True,-1.0,-1.0,True,True,True,True
ENSMUSG00000003418-C,1.0,CTX,Benzeneacetic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003418-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003418-C,1.0,CTX,Durapan,1.0,CSF,,1.0,1.0,1.0,True,1.0,1.0,True,True,True,True
ENSMUSG00000003418-C,1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003421-C,1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003421-C,1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003421-C,1.0,CTX,6-Nitroveratryl alcohol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003421-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003421-C,1.0,CTX,L-Glutamic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003421-C,1.0,CTX,Sulindac,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003421-C,1.0,CTX,Tyr-Val,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003452-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003452-C,-1.0,CTX,"2-(Ethylamino)ethanol, N-acetyl",,CSF,,-0.8660254037844387,-0.5,-0.9265616458263766,True,-1.0,,False,False,False,True
ENSMUSG00000003452-C,-1.0,CTX,"2,5-Dimethoxybenzonitrile",,CSF,,-1.0,-1.0,-0.9221722216732094,True,-1.0,,False,False,False,True
ENSMUSG00000003452-C,-1.0,CTX,2-Cyanobenzaldehyde,,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003452-C,-1.0,CTX,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",1.0,CSF,,,,1.0,True,1.0,-1.0,True,False,False,False
ENSMUSG00000003452-C,-1.0,CTX,Benzeneacetic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003452-C,-1.0,CTX,Octanoic acid,1.0,CSF,,,,-1.0,True,-1.0,-1.0,True,True,True,True
ENSMUSG00000003527-C,1.0,CTX,"1,2-Bis(trimethylsiloxy)cyclohexene",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003527-C,1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003527-C,1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003527-C,1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,-1.0,True,-1.0,-1.0,True,True,True,True
ENSMUSG00000003527-C,1.0,CTX,L-Threonine,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003527-C,1.0,CTX,Lupinine,,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003527-C,1.0,CTX,Tyr-Val,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003549-C,1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003549-C,1.0,CTX,"1-Octanol, 2-butyl-",1.0,CSF,,-0.8660254037844387,-0.5,-0.934148484292342,True,-1.0,1.0,False,False,False,True
ENSMUSG00000003549-C,1.0,CTX,Benzeneacetic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003549-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003549-C,1.0,CTX,L-Glutamic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003549-C,1.0,CTX,L-Ornithine,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003549-C,1.0,CTX,Octadecanoic acid,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003549-C,1.0,CTX,Sulindac,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003752-C,-1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003752-C,-1.0,CTX,6-Nitroveratryl alcohol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003752-C,-1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003752-C,-1.0,CTX,L-Threonine,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003752-C,-1.0,CTX,N-Ethylamphetamine,1.0,CSF,,-1.0,,-0.9549937104572924,True,-1.0,-1.0,False,True,False,False
ENSMUSG00000003752-C,-1.0,CTX,Tyr-Val,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000003970-C,1.0,CTX,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",1.0,CSF,,,,1.0,True,1.0,1.0,True,True,True,True
ENSMUSG00000003970-C,1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003970-C,1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003970-C,1.0,CTX,6-Nitroveratryl alcohol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003970-C,1.0,CTX,Octanoic acid,1.0,CSF,,,,-1.0,True,-1.0,1.0,True,False,False,False
ENSMUSG00000003970-C,1.0,CTX,Sulindac,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000003970-C,1.0,CTX,Tyr-Val,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004070-C,1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004070-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004070-C,1.0,CTX,L-Glutamic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004070-C,1.0,CTX,Tyr-Val,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004085-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004085-C,-1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004085-C,-1.0,CTX,Benzeneacetic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004085-C,-1.0,CTX,L-Threonine,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004085-C,-1.0,CTX,Sulindac,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004151-C,-1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004151-C,-1.0,CTX,Benzeneacetic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004151-C,-1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004151-C,-1.0,CTX,L-Glutamic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004151-C,-1.0,CTX,L-Threonine,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004151-C,-1.0,CTX,Lupinine,,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004151-C,-1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004268-C,-1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004268-C,-1.0,CTX,3-Hydroxymethyl-2-trimethylsilyloxypentane,,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004268-C,-1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004268-C,-1.0,CTX,L-Glutamic acid,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004268-C,-1.0,CTX,Trimethylolpropane,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004268-C,-1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004356-C,-1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004356-C,-1.0,CTX,Chlorobenzilate ,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004356-C,-1.0,CTX,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",-1.0,CSF,,,,-1.0,True,-1.0,1.0,True,False,False,False
ENSMUSG00000004356-C,-1.0,CTX,Sulindac,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004360-C,1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,1.0,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004360-C,1.0,CTX,"3,3-Dimethylacrylic acid",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004360-C,1.0,CTX,"4,5-Dihydro-1H-pyrazole",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004360-C,1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,1.0,True,1.0,-1.0,True,False,False,False
ENSMUSG00000004360-C,1.0,CTX,Sulindac,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004360-C,1.0,CTX,Tyr-Val,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004508-C,1.0,CTX,"1-Heptanol, 2-propyl-",,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004508-C,1.0,CTX,2-Buten-1-ol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004508-C,1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004508-C,1.0,CTX,6-Nitroveratryl alcohol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004508-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004508-C,1.0,CTX,Sulindac,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004895-C,1.0,CTX,"2-Butene-1,4-diol",,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004895-C,1.0,CTX,3-Hydroxymethyl-2-trimethylsilyloxypentane,,CSF,,-1.0,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004895-C,1.0,CTX,Guanosine,-1.0,CSF,,,1.0,1.0,True,1.0,-1.0,True,False,False,False
ENSMUSG00000004895-C,1.0,CTX,L-Glutamic acid,,CSF,,,,1.0,True,1.0,,True,False,False,False
ENSMUSG00000004945-C,1.0,CTX,5-Nitroso-8-quinolinol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004945-C,1.0,CTX,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ",-1.0,CSF,,,,1.0,True,1.0,-1.0,True,False,False,False
ENSMUSG00000004945-C,1.0,CTX,6-Nitroveratryl alcohol,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
ENSMUSG00000004945-C,1.0,CTX,Chlorobenzilate ,,CSF,,,,-1.0,True,-1.0,,True,False,False,False
