Gene,Metabolite,VECPAC r,VECPAC p,VECPAC n,DSS r,DSS p,DSS n,LPS r,LPS p,LPS n,Pooled r,Pooled p,Pooled n,Consistent,Sign,Pooled FDR,"('Gene', 'Metabolite')"
ENSMUSG00000005609,Isofucosterol,-0.085714286,0.8717434402332361,6,-1,0,4,-0.270281239,0.5577307488053698,7,-0.253832053,0.3255651330510166,17,TRUE,-,0.531289584,"('ENSMUSG00000005609', 'Isofucosterol')"
ENSMUSG00000005609,"Propanetriol, 2-methyl-",-0.028988552,0.9565293523898406,6,-1,0,4,-0.071428571,0.8790481931481541,7,-0.150827741,0.5633772267703623,17,TRUE,-,0.7005027111139844,"('ENSMUSG00000005609', 'Propanetriol, 2-methyl-')"
ENSMUSG00000005699,Erythritol,-0.028571429,0.9571545189504372,6,-1,0,4,-0.018184824,0.9691335878067217,7,-0.315337661,0.2176150004941736,17,TRUE,-,0.4430573660402933,"('ENSMUSG00000005699', 'Erythritol')"
ENSMUSG00000006005,"1-(2,4-Dimethoxyphenyl)-propan-2-one",0.1159542071304896,0.826848213,6,0.5,0.6666666666666667,3,0.571380045,0.1802475228337927,7,0.1616065588266726,0.5498787737967958,16,TRUE,+,0.6915528378815297,"('ENSMUSG00000006005', '1-(2,4-Dimethoxyphenyl)-propan-2-one')"
ENSMUSG00000006005,Neostigmine ,0.7714285714285715,0.072396501,6,1,0,3,0.4285714285714286,0.337368311,7,0.3529411764705882,0.1799586578849818,16,TRUE,+,0.4098562700393953,"('ENSMUSG00000006005', 'Neostigmine ')"
ENSMUSG00000006005,Trimethylsilyl oct-2-enoate ,-0.142857143,0.7871720116618075,6,-1,0,3,-0.285714286,0.5345092286010406,7,-0.167647059,0.5348568245819433,16,TRUE,-,0.6803769974982808,"('ENSMUSG00000006005', 'Trimethylsilyl oct-2-enoate ')"
ENSMUSG00000006281, 5-Hydroxyhexanoic acid,-0.173931311,0.7417339277316277,6,-0.5,0.6666666666666667,3,-0.1,0.8728885715695383,5,-0.101210182,0.7306413050349767,14,TRUE,-,0.8126274580752052,"('ENSMUSG00000006281', ' 5-Hydroxyhexanoic acid')"
ENSMUSG00000006281,(CH3)2C=NC2H558,-0.2,0.704,6,-0.8,0.2,4,-0.214285714,0.6445115810207203,7,-0.379901961,0.1325489026275887,17,TRUE,-,0.3653437357024707,"('ENSMUSG00000006281', '(CH3)2C=NC2H558')"
ENSMUSG00000006281,1-Aminocyclopropanecarboxylic acid,-0.086965655,0.8698803787001028,6,-0.737864787,0.2621352126273781,4,-0.108112496,0.8175332656241182,7,-0.111725174,0.6694465825733544,17,TRUE,-,0.7725679264493445,"('ENSMUSG00000006281', '1-Aminocyclopropanecarboxylic acid')"
ENSMUSG00000006281,3-(2-Hydroxyethyl)imidazole-2-thione,-0.028571429,0.9571545189504372,6,-0.8,0.2,4,-0.846881215,0.016197127,7,-0.355610122,0.1612656586781549,17,TRUE,-,0.3921810634491935,"('ENSMUSG00000006281', '3-(2-Hydroxyethyl)imidazole-2-thione')"
ENSMUSG00000006281,"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",-0.212511859,0.6860308660088958,6,-0.8,0.2,4,-0.371428571,0.4684781341107871,6,-0.315635592,0.2337028963419409,16,TRUE,-,0.4573337629454235,"('ENSMUSG00000006281', '3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE')"
ENSMUSG00000006281,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-0.085714286,0.8717434402332361,6,-0.8,0.2,4,-0.25,0.5887244480896833,7,-0.132352941,0.6125925983674196,17,TRUE,-,0.7328007299827236,"('ENSMUSG00000006281', '3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene')"
ENSMUSG00000006281,"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",-0.115954207,0.826848213,6,-1,0,3,-0.378393734,0.402602202,7,-0.095729117,0.7243384119516735,16,TRUE,-,0.808599005,"('ENSMUSG00000006281', 'Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-')"
ENSMUSG00000006281,DL-Ornithine,-0.085714286,0.8717434402332361,6,-0.6,0.3999999999999999,4,-0.6,0.2079999999999998,6,-0.244117647,0.3622134961419501,16,TRUE,-,0.5579161353179488,"('ENSMUSG00000006281', 'DL-Ornithine')"
ENSMUSG00000006281,"Ethanol, 2-(9-octadecenyloxy)-",-0.8,0.2,4,-1,0,3,-0.1,0.8728885715695383,5,-0.13986014,0.6646331617926677,12,TRUE,-,0.7691700310780548,"('ENSMUSG00000006281', 'Ethanol, 2-(9-octadecenyloxy)-')"
ENSMUSG00000006281,Ethanolamine,0.1,0.8728885715695383,5,0.948683298,0.051316702,4,0.396412484,0.37863471,7,0.014727556,0.9568284446885976,16,TRUE,+,0.9681362738367284,"('ENSMUSG00000006281', 'Ethanolamine')"
ENSMUSG00000006281,L-Glutamine,0.085714286,0.8717434402332361,6,0.1999999999999999,0.8,4,0.5765999761251578,0.1753818245224563,7,0.5039853798295343,0.03913407,17,TRUE,+,0.2407712028246983,"('ENSMUSG00000006281', 'L-Glutamine')"
ENSMUSG00000006281,L-Proline,0.2,0.704,6,0.7745966692414834,0.2254033307585165,4,0.1471224715841249,0.7809085271647664,6,0.041359343,0.8791227781391273,16,TRUE,+,0.9162623492700184,"('ENSMUSG00000006281', 'L-Proline')"
ENSMUSG00000006281,Pantolactone,-0.088273483,0.8679336982351336,6,-0.4,0.6,4,-0.846881215,0.016197127,7,-0.440761951,0.076585631,17,TRUE,-,0.2988599418682012,"('ENSMUSG00000006281', 'Pantolactone')"
ENSMUSG00000006281,"Propanetriol, 2-methyl-",-0.260896966,0.6175338174259972,6,-0.8,0.2,4,-0.464285714,0.2939341076002517,7,-0.253832053,0.3255651330510166,17,TRUE,-,0.531289584,"('ENSMUSG00000006281', 'Propanetriol, 2-methyl-')"
ENSMUSG00000006281,Pyroglutamic acid,0.5,0.6666666666666667,3,0.3999999999999999,0.6,4,0.6,0.2847569798652937,5,0.2587412587412587,0.4167747688991383,12,TRUE,+,0.5960083686259524,"('ENSMUSG00000006281', 'Pyroglutamic acid')"
ENSMUSG00000006476,12-Oxooctadecanoate,-0.028571429,0.9571545189504372,6,-0.5,0.6666666666666667,3,-0.347862621,0.4992532181146331,6,-0.10902596,0.6989193575457076,15,TRUE,-,0.7913637663619613,"('ENSMUSG00000006476', '12-Oxooctadecanoate')"
ENSMUSG00000006476,2-Hexen-1-ol,0.1,0.8728885715695383,5,0.7999999999999999,0.2,4,0.6306562238868914,0.1288876956849578,7,0.1883738552656832,0.4847594025493403,16,TRUE,+,0.6449304995949895,"('ENSMUSG00000006476', '2-Hexen-1-ol')"
ENSMUSG00000006476,"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",-0.632455532,0.367544468,4,-0.4,0.6,4,-0.306318737,0.5040270086665881,7,-0.357782326,0.1904239548717542,15,TRUE,-,0.4190715861483228,"('ENSMUSG00000006476', '7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-')"
ENSMUSG00000006476,Aspartic acid,-0.5,0.6666666666666667,3,-1,0,3,-0.707106781,0.1816901138162092,5,-0.139572632,0.6823238520562256,11,TRUE,-,0.7806466775136554,"('ENSMUSG00000006476', 'Aspartic acid')"
ENSMUSG00000006476,Hydroquinone,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.564288094,0.3217233358243002,5,-0.523919355,0.098083261,11,TRUE,-,0.3266545916193599,"('ENSMUSG00000006476', 'Hydroquinone')"
ENSMUSG00000006476,Neostigmine ,-0.371428571,0.4684781341107871,6,-1,0,3,-0.142857143,0.7599453002180929,7,-0.161764706,0.5494831434036929,16,TRUE,-,0.6914112346097546,"('ENSMUSG00000006476', 'Neostigmine ')"
ENSMUSG00000006476,Palmitelaidic acid,-0.1,0.8728885715695383,5,-0.4,0.6,4,-0.414431233,0.3552689437660521,7,-0.470934638,0.065593529,16,TRUE,-,0.2851273606962903,"('ENSMUSG00000006476', 'Palmitelaidic acid')"
ENSMUSG00000006476,"Ribonic acid, 2,3,4,5-tetrakis-",0.151794185,0.7740575031656567,6,0.6000000000000001,0.3999999999999999,4,0.6,0.2079999999999998,6,0.2861369381469036,0.2826559249374514,16,TRUE,+,0.4978825586223162,"('ENSMUSG00000006476', 'Ribonic acid, 2,3,4,5-tetrakis-')"
ENSMUSG00000006777,4-Pyridinol,-0.117697977,0.8242682581840184,6,-0.4,0.6,4,-0.504524979,0.2482031142645109,7,-0.063842957,0.8076734145150828,17,TRUE,-,0.8667113563404507,"('ENSMUSG00000006777', '4-Pyridinol')"
ENSMUSG00000006777,"9H-Fluorene, 9-methylene-",-0.2,0.747060078,5,-0.5,0.6666666666666667,3,-0.8,0.2,4,-0.895104895,8.36658642909172e-05,12,TRUE,-,0.049438503,"('ENSMUSG00000006777', '9H-Fluorene, 9-methylene-')"
ENSMUSG00000006777,Allylescaline ,-0.142857143,0.7871720116618075,6,-0.8,0.2,4,-0.23424374,0.6131550369752419,7,-0.117719213,0.6527331568086655,17,TRUE,-,0.7603308821060764,"('ENSMUSG00000006777', 'Allylescaline ')"
ENSMUSG00000006777,L-Valine,-0.3,0.6238376647810728,5,-0.210818511,0.7891814893221081,4,-0.316227766,0.683772234,4,-0.112948087,0.7133315647344711,13,TRUE,-,0.8005708867995438,"('ENSMUSG00000006777', 'L-Valine')"
ENSMUSG00000006777,"N,N-Dimethyl-2-cyclohexyloxyethylamine",-0.1,0.8728885715695383,5,-0.5,0.6666666666666667,3,-0.964285714,0.000454149,7,-0.835714286,0.000104447,15,TRUE,-,0.053095997,"('ENSMUSG00000006777', 'N,N-Dimethyl-2-cyclohexyloxyethylamine')"
ENSMUSG00000006777,Phloroglucinol,0.1,0.8728885715695383,5,0.5,0.6666666666666667,3,0.018018749,0.9694153868031988,7,0.2252011623110795,0.4196781970991659,15,TRUE,+,0.5980989244694849,"('ENSMUSG00000006777', 'Phloroglucinol')"
ENSMUSG00000006777,Pipecolic acid,-0.461690258,0.4337661561690278,5,-0.8,0.2,4,-0.144149994,0.7578179356488596,7,-0.061855737,0.8199809789169493,16,TRUE,-,0.8748381373759682,"('ENSMUSG00000006777', 'Pipecolic acid')"
ENSMUSG00000006777,Suberic acid,-0.085714286,0.8717434402332361,6,-0.2,0.8,4,-0.464285714,0.2939341076002517,7,-0.267156863,0.2999179120959024,17,TRUE,-,0.5100044800601925,"('ENSMUSG00000006777', 'Suberic acid')"
ENSMUSG00000006777,Trisaminol,-0.542857143,0.2657026239067055,6,-0.2,0.8,4,-0.285714286,0.5345092286010406,7,-0.419117647,0.09401768,17,TRUE,-,0.3225086784548779,"('ENSMUSG00000006777', 'Trisaminol')"
ENSMUSG00000006800,2-Heptenoic acid,-0.4,0.6,4,-0.5,0.6666666666666667,3,-0.428571429,0.3965014577259474,6,-0.137362637,0.6545168402947126,13,TRUE,-,0.7619279023870658,"('ENSMUSG00000006800', '2-Heptenoic acid')"
ENSMUSG00000006800,"2',2,3,6'-Tetramethoxychalcone",0.051298918,0.934712848,5,0.7999999999999999,0.2,4,0.2898855178262242,0.5773517870348748,6,0.5259400186578375,0.044035289,15,TRUE,+,0.2507001282307428,"('ENSMUSG00000006800', ""2',2,3,6'-Tetramethoxychalcone"")"
ENSMUSG00000006800,3-Hydroxybutyric acid,0.086965655,0.8698803787001028,6,0.8944271909999159,0.1055728090000841,4,0.2182178902359924,0.638298872,7,0.054087533,0.836656541,17,TRUE,+,0.8861417635552271,"('ENSMUSG00000006800', '3-Hydroxybutyric acid')"
ENSMUSG00000006800,Cyclobutanol,1,0,4,0.7999999999999999,0.2,4,0.5,0.6666666666666667,3,0.5272727272727273,0.095565218,11,TRUE,+,0.3238573643457687,"('ENSMUSG00000006800', 'Cyclobutanol')"
ENSMUSG00000006800,DL-Ornithine,0.3142857142857143,0.5440932944606414,6,0.3999999999999999,0.6,4,0.2571428571428572,0.6227871720116618,6,0.020588235,0.9396737397890448,16,TRUE,+,0.9562331368878774,"('ENSMUSG00000006800', 'DL-Ornithine')"
ENSMUSG00000006800,"Ethanol, 2-(9-octadecenyloxy)-",0.3999999999999999,0.6,4,0.5,0.6666666666666667,3,0.1999999999999999,0.747060078,5,0.2447552447552448,0.4432619364501832,12,TRUE,+,0.6155805315577445,"('ENSMUSG00000006800', 'Ethanol, 2-(9-octadecenyloxy)-')"
ENSMUSG00000006800,Norketamine,0.4058397249567139,0.4246625075613645,6,0.632455532,0.367544468,4,0.3401680257083046,0.4553363771128323,7,0.2118252302472194,0.4143989941962001,17,TRUE,+,0.5946738304802666,"('ENSMUSG00000006800', 'Norketamine')"
ENSMUSG00000006800,Syringaldehyde,0.030358837,0.9544757346935632,6,0.1999999999999999,0.8,4,0.4038227040178938,0.3689514166496744,7,0.052923568,0.8401286964658772,17,TRUE,+,0.8887529784861702,"('ENSMUSG00000006800', 'Syringaldehyde')"
ENSMUSG00000006800,Xylazine,0.028571429,0.9571545189504372,6,0.7999999999999999,0.2,4,0.072739297,0.8768403578473787,7,0.2760738274484786,0.2834505175547019,17,TRUE,+,0.4983978905332666,"('ENSMUSG00000006800', 'Xylazine')"
ENSMUSG00000007379,(pm)-Phenylpropanolamine,-0.111803399,0.8579446176050993,5,-0.737864787,0.2621352126273781,4,-0.198810693,0.6691189380146907,7,-0.246498731,0.3574016864189113,16,TRUE,-,0.5542649342213251,"('ENSMUSG00000007379', '(pm)-Phenylpropanolamine')"
ENSMUSG00000007379,1-Aminocyclopropanecarboxylic acid,-0.400426717,0.4314624454154757,6,-0.055555556,0.9444444444444444,4,-0.178929624,0.7010787617084071,7,-0.131608913,0.6146097406915707,17,TRUE,-,0.7345671611950189,"('ENSMUSG00000007379', '1-Aminocyclopropanecarboxylic acid')"
ENSMUSG00000007379,"1-Butanamine, N,N-diethyl-",-0.092406166,0.8617852751596028,6,-0.737864787,0.2621352126273781,4,-0.331061096,0.4682595241860972,7,-0.255241528,0.3227935830803906,17,TRUE,-,0.5294155388745656,"('ENSMUSG00000007379', '1-Butanamine, N,N-diethyl-')"
ENSMUSG00000007379,"1-Propanamine, N,N-diethyl- ",-0.151794185,0.7740575031656567,6,-0.210818511,0.7891814893221081,4,-0.481543412,0.2738937828454585,7,-0.290955983,0.2572162499929941,17,TRUE,-,0.4781417866708809,"('ENSMUSG00000007379', '1-Propanamine, N,N-diethyl- ')"
ENSMUSG00000007379,2-Ethyl-3-hydroxypropionic acid,-0.212511859,0.6860308660088958,6,-0.737864787,0.2621352126273781,4,-0.481543412,0.2738937828454585,7,-0.461012448,0.062530786,17,TRUE,-,0.2800617301810588,"('ENSMUSG00000007379', '2-Ethyl-3-hydroxypropionic acid')"
ENSMUSG00000007379,2-Hydroxy-5-methoxybenzaldehyde,-0.215614386,0.68159033,6,-0.210818511,0.7891814893221081,4,-0.788110406,0.035282699,7,-0.187212865,0.4718309224809318,17,TRUE,-,0.6355712666563867,"('ENSMUSG00000007379', '2-Hydroxy-5-methoxybenzaldehyde')"
ENSMUSG00000007379,"2,5-Dimethoxybenzhydrazide",0.3339472073954039,0.5177002083054396,6,0.316227766,0.683772234,4,0.1773248414037976,0.7036744948843666,7,0.1459630689225688,0.5761693749536103,17,TRUE,+,0.7086559902254284,"('ENSMUSG00000007379', '2,5-Dimethoxybenzhydrazide')"
ENSMUSG00000007379,3-(2-Hydroxyethyl)imidazole-2-thione,-0.030358837,0.9544757346935632,6,-0.210818511,0.7891814893221081,4,-0.109345881,0.8154764260171405,7,-0.22837314,0.3779831437483462,17,TRUE,-,0.5694417703930754,"('ENSMUSG00000007379', '3-(2-Hydroxyethyl)imidazole-2-thione')"
ENSMUSG00000007379,3-Hydroxyisovaleric acid,-0.030358837,0.9544757346935632,6,-0.737864787,0.2621352126273781,4,-0.394055203,0.3817364934472537,7,-0.395427223,0.1161756476375952,17,TRUE,-,0.3480831240185668,"('ENSMUSG00000007379', '3-Hydroxyisovaleric acid')"
ENSMUSG00000007379,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-0.273229533,0.6003545904291114,6,-0.210818511,0.7891814893221081,4,-0.157622081,0.7357240883178837,7,-0.339695869,0.1822040171562718,17,TRUE,-,0.4120311026972499,"('ENSMUSG00000007379', '3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene')"
ENSMUSG00000007379,4-Hydroxybenzoic acid,0.030358837,0.9544757346935632,6,0.1054092553389459,0.894590745,4,0.1576220812478201,0.7357240883178837,7,0.1486169429029791,0.5691755225597612,17,TRUE,+,0.7047464074039227,"('ENSMUSG00000007379', '4-Hydroxybenzoic acid')"
ENSMUSG00000007379,"Acetamide, N,N-diethyl-",-0.15632635,0.7674206212097606,6,-0.737864787,0.2621352126273781,4,-0.347590849,0.4449028547890349,7,-0.202440061,0.4358473937353896,17,TRUE,-,0.6098196862010739,"('ENSMUSG00000007379', 'Acetamide, N,N-diethyl-')"
ENSMUSG00000007379,"Benzoic acid, pentadecyl ester",-0.06160411,0.9077107303000372,6,-0.866025404,0.3333333333333332,3,-0.433460723,0.3312699853604959,7,-0.2237949,0.4047261118303656,16,TRUE,-,0.5871851262293895,"('ENSMUSG00000007379', 'Benzoic acid, pentadecyl ester')"
ENSMUSG00000007379,Benzophenone,-0.096774194,0.8552918666711422,6,-0.210818511,0.7891814893221081,4,-0.354649683,0.4350657676903052,7,-0.212832207,0.4121314948538727,17,TRUE,-,0.5929735542331207,"('ENSMUSG00000007379', 'Benzophenone')"
ENSMUSG00000007379,D-Fructose,-0.20519567,0.7405819415910722,5,-0.210818511,0.7891814893221081,4,-0.122679123,0.7932971311213459,7,-0.2363169,0.378227845,16,TRUE,-,0.5694417703930754,"('ENSMUSG00000007379', 'D-Fructose')"
ENSMUSG00000007379,DL-Phenylalanine,-0.212511859,0.6860308660088958,6,-0.632455532,0.367544468,4,-0.168989089,0.7171939341357729,7,-0.047799029,0.8554477805821683,17,TRUE,-,0.899290704,"('ENSMUSG00000007379', 'DL-Phenylalanine')"
ENSMUSG00000007379,Hippuric acid,0.3946648814672956,0.4387392515170167,6,0.1054092553389459,0.894590745,4,0.1192864158731316,0.7989307711268985,7,0.3638037226020161,0.1511476316377217,17,TRUE,+,0.3838624809140278,"('ENSMUSG00000007379', 'Hippuric acid')"
ENSMUSG00000007379,n-Butylamine,-0.030358837,0.9544757346935632,6,-0.5,0.4999999999999999,4,-0.526848337,0.224369568,7,-0.321513004,0.2082476948423403,17,TRUE,-,0.4350423421383916,"('ENSMUSG00000007379', 'n-Butylamine')"
ENSMUSG00000007379,Neostigmine ,-0.151794185,0.7740575031656567,6,-0.5,0.6666666666666667,3,-0.492569004,0.261424527,7,-0.03141611,0.9080501690147118,16,TRUE,-,0.9355063790451064,"('ENSMUSG00000007379', 'Neostigmine ')"
ENSMUSG00000007379,Nonanal,-0.212511859,0.6860308660088958,6,-0.210818511,0.7891814893221081,4,-0.477145663,0.2789404883726396,7,-0.428863512,0.085848091,17,TRUE,-,0.3121327765117791,"('ENSMUSG00000007379', 'Nonanal')"
ENSMUSG00000007379,"Propanetriol, 2-methyl-",-0.06160411,0.9077107303000372,6,-0.210818511,0.7891814893221081,4,-0.197027602,0.6719698959610128,7,-0.286794175,0.2643950776039246,17,TRUE,-,0.4837261734906905,"('ENSMUSG00000007379', 'Propanetriol, 2-methyl-')"
ENSMUSG00000007379,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.091076511,0.8637629700202579,6,0.948683298,0.051316702,4,0.1773248414037976,0.7036744948843666,7,0.1433091949421584,0.5831993061141127,17,TRUE,+,0.7143798173658489,"('ENSMUSG00000007379', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000007476,(pm)-Norketamine,0.7775419143502353,0.068726941,6,0.3999999999999999,0.6,4,0.6057340560268408,0.1494334635427895,7,0.006176851,0.9812291458669198,17,TRUE,+,0.9856407027305918,"('ENSMUSG00000007476', '(pm)-Norketamine')"
ENSMUSG00000007476,1-Cyclopentylethanol,-0.314285714,0.5440932944606414,6,-0.5,0.6666666666666667,3,-0.48650623,0.268248562,7,-0.506254736,0.045396556,16,TRUE,-,0.2535680380317033,"('ENSMUSG00000007476', '1-Cyclopentylethanol')"
ENSMUSG00000007476,"1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine",-0.085714286,0.8717434402332361,6,-0.6,0.3999999999999999,4,-0.324337487,0.4778854797399313,7,-0.104230553,0.6905515400872582,17,TRUE,-,0.7860497218061638,"('ENSMUSG00000007476', '1-Methyl-N,N-bis(trimethylsilyl)-4-[(trimethylsilyl)oxy]-1H-imidazol-2-amine')"
ENSMUSG00000007476,2-Hexen-1-ol,0.1,0.8728885715695383,5,0.3999999999999999,0.6,4,0.3423562358243124,0.4522512215909057,7,0.1015452813541573,0.7082538611924278,16,TRUE,+,0.7971205300805324,"('ENSMUSG00000007476', '2-Hexen-1-ol')"
ENSMUSG00000007476,"2,5-Dimethoxy-4-methylamphetamine",0.1471224715841249,0.7809085271647664,6,1,0,4,0.3181045051401758,0.4868721417369812,7,0.3200029690354035,0.2105136466274758,17,TRUE,+,0.4371105832928579,"('ENSMUSG00000007476', '2,5-Dimethoxy-4-methylamphetamine')"
ENSMUSG00000007476,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-0.257142857,0.6227871720116618,6,-0.2,0.8,4,-0.5,0.2531699951003227,7,-0.022058824,0.9330304490530752,17,TRUE,-,0.952280935,"('ENSMUSG00000007476', '3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene')"
ENSMUSG00000007476,Allylescaline ,-0.371428571,0.4684781341107871,6,-0.2,0.8,4,-0.306318737,0.5040270086665881,7,-0.150827741,0.5633772267703623,17,TRUE,-,0.7005027111139844,"('ENSMUSG00000007476', 'Allylescaline ')"
ENSMUSG00000007476,"Benzene, 3-cyclohexen-1-yl-",0.7,0.1881204043741872,5,1,0,3,0.1071428571428571,0.8191508555699912,7,0.060714286,0.8298120954425188,15,TRUE,+,0.8815854645150907,"('ENSMUSG00000007476', 'Benzene, 3-cyclohexen-1-yl-')"
ENSMUSG00000007476,L-Tryptophan,-0.289885518,0.5773517870348748,6,-1,0,4,-0.299392475,0.5142052729695439,7,-0.148832502,0.568609052,17,TRUE,-,0.7041894333174665,"('ENSMUSG00000007476', 'L-Tryptophan')"
ENSMUSG00000007570,12-Oxooctadecanoate,-0.028571429,0.9571545189504372,6,-0.5,0.6666666666666667,3,-0.231908414,0.658373571,6,-0.575514081,0.024777107,15,TRUE,-,0.2113969992060416,"('ENSMUSG00000007570', '12-Oxooctadecanoate')"
ENSMUSG00000007570,"2,5-Dimethoxy-4-methylamphetamine",0.088273483,0.8679336982351336,6,0.3999999999999999,0.6,4,0.1684082674271519,0.7181381759448044,7,0.016000148,0.9514000371797672,17,TRUE,+,0.9642989774154286,"('ENSMUSG00000007570', '2,5-Dimethoxy-4-methylamphetamine')"
ENSMUSG00000007570,"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",0.2571428571428572,0.6227871720116618,6,0.5,0.6666666666666667,3,0.1,0.8728885715695383,5,0.032967033,0.910918653,14,TRUE,+,0.9370963492143548,"('ENSMUSG00000007570', '3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester')"
ENSMUSG00000007570,"Ethanol, 2-(9-octadecenyloxy)-",0.3999999999999999,0.6,4,0.5,0.6666666666666667,3,0.4999999999999999,0.3910022189557705,5,0.4685314685314686,0.1244547911888339,12,TRUE,+,0.3571299623268242,"('ENSMUSG00000007570', 'Ethanol, 2-(9-octadecenyloxy)-')"
ENSMUSG00000007570,Fenitrothion,0.1428571428571428,0.7871720116618075,6,0.7378647873726218,0.2621352126273781,4,0.018018749,0.9694153868031988,7,0.060122745,0.8187002571181652,17,TRUE,+,0.8741536652637928,"('ENSMUSG00000007570', 'Fenitrothion')"
ENSMUSG00000007570,L-Glutamic acid,-0.028988552,0.9565293523898406,6,-0.8,0.2,4,-0.288299988,0.5306506599466652,7,-0.457669056,0.064708339,17,TRUE,-,0.2833659079836369,"('ENSMUSG00000007570', 'L-Glutamic acid')"
ENSMUSG00000007613,Hippuric acid,0.085714286,0.8717434402332361,6,0.3999999999999999,0.6,4,0.2882999880625789,0.5306506599466652,7,0.2526058108148031,0.3279876142125449,17,TRUE,+,0.5325398573449388,"('ENSMUSG00000007613', 'Hippuric acid')"
ENSMUSG00000007613,"Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)-",-0.4,0.6,4,-1,0,3,-0.9,0.037386073,5,-0.461538462,0.1309480695071727,12,TRUE,-,0.3637437005770752,"('ENSMUSG00000007613', 'Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)-')"
ENSMUSG00000007613,Pyroglutamic acid,-0.5,0.6666666666666667,3,-1,0,4,-0.4,0.5046315754686911,5,-0.125874126,0.6966831093957659,12,TRUE,-,0.7897023415292539,"('ENSMUSG00000007613', 'Pyroglutamic acid')"
ENSMUSG00000007613,Trimethylsilyl oct-2-enoate ,-0.2,0.704,6,-1,0,3,-0.071428571,0.8790481931481541,7,-0.167647059,0.5348568245819433,16,TRUE,-,0.6803769974982808,"('ENSMUSG00000007613', 'Trimethylsilyl oct-2-enoate ')"
ENSMUSG00000007739,"1,5-Anhydroglucitol",0.2051956704170308,0.7405819415910722,5,0.7999999999999999,0.2,4,0.2608969660436018,0.6175338174259972,6,0.003577823,0.9899033618880236,15,TRUE,+,0.9917607257343428,"('ENSMUSG00000007739', '1,5-Anhydroglucitol')"
ENSMUSG00000007739,4-Hydroxybenzoic acid,-0.085714286,0.8717434402332361,6,-0.8,0.2,4,-0.571428571,0.1802019889115274,7,-0.066176471,0.800774094,17,TRUE,-,0.8617881176958982,"('ENSMUSG00000007739', '4-Hydroxybenzoic acid')"
ENSMUSG00000007739,"6,7,4'-Trihydroxyisoflavone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.2571428571428572,0.6227871720116618,6,0.1748251748251748,0.5868236643627043,12,TRUE,+,0.7161755718191997,"('ENSMUSG00000007739', ""6,7,4'-Trihydroxyisoflavone"")"
ENSMUSG00000007739,Allylescaline ,0.942857143,0.004804665,6,0.7999999999999999,0.2,4,0.396412484,0.37863471,7,0.6278358016367921,0.006966224,17,TRUE,+,0.1473938073634222,"('ENSMUSG00000007739', 'Allylescaline ')"
ENSMUSG00000007739,Benzophenone,0.030358837,0.9544757346935632,6,0.7999999999999999,0.2,4,0.5,0.2531699951003227,7,0.3906645698590376,0.1210385597308911,17,TRUE,+,0.3534932915122563,"('ENSMUSG00000007739', 'Benzophenone')"
ENSMUSG00000007739,Propylamine,0.1,0.8728885715695383,5,1,0,3,0.1441499940312894,0.7578179356488596,7,0.2609473785509333,0.3475329812361194,15,TRUE,+,0.5466956807625986,"('ENSMUSG00000007739', 'Propylamine')"
ENSMUSG00000007892,1-Cyclopentylethanol,-0.314285714,0.5440932944606414,6,-0.5,0.6666666666666667,3,-0.450468731,0.3104293018513229,7,-0.566593237,0.022115783,16,TRUE,-,0.2041706548218506,"('ENSMUSG00000007892', '1-Cyclopentylethanol')"
ENSMUSG00000007892,"2,5-Di-tert-butyl-4-((trimethylsilyl)oxy)phenol",-0.057977104,0.9131317851623264,6,-0.2,0.8,4,-0.540061725,0.2107957540029117,7,-0.311773124,0.2231434943907221,17,TRUE,-,0.4483817576630505,"('ENSMUSG00000007892', '2,5-Di-tert-butyl-4-((trimethylsilyl)oxy)phenol')"
