Gene,Gene,Metabolite,VECPAC r,VECPAC p,VECPAC n,DSS r,DSS p,DSS n,LPS r,LPS p,LPS n,Pooled r,Pooled p,Pooled n,Consistent,Sign,Pooled FDR
ENSMUSG00000032633-P,ENSMUSG00000032633,"2,6-Dimethyl-N-[3-(trimethylsilyl)-1,3-thiazinan-2-ylidene]aniline",0.2571428571428572,0.6227871720116618,6,0.7999999999999999,0.2,4,0.1071428571428571,0.8191508555699912,7,0.4681372549019608,0.058071925,17,TRUE,+,0.2734108876126163
ENSMUSG00000032633-P,ENSMUSG00000032633,"3-Cyclohexyl-L-alanine amide, N,N,N'N'-tetramethyl-",-0.371428571,0.4684781341107871,6,-0.2,0.8,4,-0.127293769,0.7856459369601689,7,-0.315337661,0.2176150004941736,17,TRUE,-,0.4430573660402933
ENSMUSG00000032633-P,ENSMUSG00000032633,3-Hexenedinitrile,0.3714285714285715,0.4684781341107871,6,0.948683298,0.051316702,4,0.1785714285714286,0.7016579425162729,7,0.5640712280330554,0.018347657,17,TRUE,+,0.195235822
ENSMUSG00000032633-P,ENSMUSG00000032633,3-Hydroxyisovaleric acid,0.085714286,0.8717434402332361,6,0.7999999999999999,0.2,4,0.1428571428571428,0.7599453002180929,7,0.3553921568627451,0.1615409123576082,17,TRUE,+,0.3921810634491935
ENSMUSG00000032633-P,ENSMUSG00000032633,"3,5-Dimethylpyrazole",0.057977104,0.9131317851623264,6,0.8660254037844387,0.3333333333333332,3,0.1071428571428571,0.8191508555699912,7,0.3490430884056706,0.1851529364268052,16,TRUE,+,0.4148749190019567
ENSMUSG00000032633-P,ENSMUSG00000032633,"6,7,4'-Trihydroxyisoflavone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.085714286,0.8717434402332361,6,0.4545454545454546,0.1376579163477294,12,TRUE,+,0.3708208899175275
ENSMUSG00000032633-P,ENSMUSG00000032633,"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",-0.316227766,0.683772234,4,-0.4,0.6,4,-0.23424374,0.6131550369752419,7,-0.361360149,0.185708883,15,TRUE,-,0.4149996561193626
ENSMUSG00000032633-P,ENSMUSG00000032633,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",0.028571429,0.9571545189504372,6,0.7999999999999999,0.2,4,0.5122717640554154,0.2398053912767625,7,0.2219524303340527,0.3918973784335826,17,TRUE,+,0.5782411581473266
ENSMUSG00000032633-P,ENSMUSG00000032633,"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",0.3714285714285715,0.4684781341107871,6,1,0,3,0.6785714285714287,0.093750254,7,0.411764706,0.1130338662143672,16,TRUE,+,0.3439092816888467
ENSMUSG00000032633-P,ENSMUSG00000032633,"Benzene, 4-ethenyl-1,2-dimethoxy-",0.1,0.8728885715695383,5,0.3999999999999999,0.6,4,0.3818813079129867,0.3979173252739921,7,0.3490430884056706,0.1851529364268052,16,TRUE,+,0.4148749190019567
ENSMUSG00000032633-P,ENSMUSG00000032633,"Benzimidazole, 5-trifluoromethyl-2-methyl-",0.088273483,0.8679336982351336,6,0.7999999999999999,0.2,4,0.108112496,0.8175332656241182,7,0.6249243255443556,0.00731346,17,TRUE,+,0.1501147583167052
ENSMUSG00000032633-P,ENSMUSG00000032633,Benzoic Acid,0.316227766,0.683772234,4,1,0,4,0.1441499940312894,0.7578179356488596,7,0.3774603535265432,0.1654335790550695,15,TRUE,+,0.396584576
ENSMUSG00000032633-P,ENSMUSG00000032633,Benzophenone,0.151794185,0.7740575031656567,6,1,0,4,0.3214285714285715,0.4820720382996776,7,0.4987730042854379,0.041546789,17,TRUE,+,0.2458267653991479
ENSMUSG00000032633-P,ENSMUSG00000032633,Butanedioic acid,-0.264820449,0.6120552385657049,6,-0.8,0.2,4,-0.285714286,0.5345092286010406,7,-0.126380463,0.6288577096621135,17,TRUE,-,0.7436846097520746
ENSMUSG00000032633-P,ENSMUSG00000032633,Campesterol,0.1428571428571428,0.7871720116618075,6,0.1999999999999999,0.8,4,0.2857142857142857,0.5345092286010406,7,0.4607843137254902,0.062677622,17,TRUE,+,0.2801141636338863
ENSMUSG00000032633-P,ENSMUSG00000032633,"Cholest-7-en-3-ol, (3beta,5alpha)-",0.3142857142857143,0.5440932944606414,6,1,0,4,0.5797710356524484,0.227783957,6,0.4459162355117346,0.083419593,16,TRUE,+,0.3085037350238389
ENSMUSG00000032633-P,ENSMUSG00000032633,"Cholesta-3,5-dien-7-one",-1,0,3,-1,0,3,-0.2,0.747060078,5,-0.181818182,0.592615213,11,TRUE,-,0.720860019
ENSMUSG00000032633-P,ENSMUSG00000032633,"Cholesta-3,5-diene ",0.6571428571428573,0.1561749271137023,6,0.1999999999999999,0.8,4,0.5714285714285715,0.1802019889115274,7,0.046568627,0.8591333762840925,17,TRUE,+,0.902065996
ENSMUSG00000032633-P,ENSMUSG00000032633,cyclobutanecarboxylic acid,0.3,0.6238376647810728,5,0.1999999999999999,0.8,4,0.6,0.2079999999999998,6,0.1928571428571428,0.4910487016052232,15,TRUE,+,0.6496900189067522
ENSMUSG00000032633-P,ENSMUSG00000032633,"D-(-)-Ribofuranose, tetrakis",0.1428571428571428,0.7871720116618075,6,0.5,0.6666666666666667,3,0.7857142857142859,0.036238463,7,0.020588235,0.9396737397890448,16,TRUE,+,0.9562331368878774
ENSMUSG00000032633-P,ENSMUSG00000032633,Diphenyl ether,0.2898855178262242,0.5773517870348748,6,1,0,4,0.3214285714285715,0.4820720382996776,7,0.4966279290291031,0.042571778,17,TRUE,+,0.2477097924068551
ENSMUSG00000032633-P,ENSMUSG00000032633,Glyceric acid,-0.3,0.6238376647810728,5,-0.5,0.6666666666666667,3,-0.642857143,0.1193923734274109,7,-0.092857143,0.74204501,15,TRUE,-,0.8215613959437432
ENSMUSG00000032633-P,ENSMUSG00000032633,Glyoxime,0.3530939318018998,0.4923701525912944,6,1,0,4,0.8207826816681233,0.088587005,5,0.2148620103894402,0.4418859895497188,15,TRUE,+,0.6145996661255134
ENSMUSG00000032633-P,ENSMUSG00000032633,Hippuric acid,0.028571429,0.9571545189504372,6,0.7999999999999999,0.2,4,0.9369749612033814,0.00185103,7,0.1594114340093417,0.541110405,17,TRUE,+,0.6853773005682721
ENSMUSG00000032633-P,ENSMUSG00000032633,Hydracrylic acid,0.086965655,0.8698803787001028,6,0.1999999999999999,0.8,4,0.071428571,0.8790481931481541,7,0.01348866,0.9590220339680848,17,TRUE,+,0.9694273769654654
ENSMUSG00000032633-P,ENSMUSG00000032633,"Inosose-2, 1,3,4,5,6-pentakis-",0.028571429,0.9571545189504372,6,0.7999999999999999,0.2,4,0.035714286,0.9394082054712856,7,0.012254902,0.9627675753886972,17,TRUE,+,0.9720518240793662
ENSMUSG00000032633-P,ENSMUSG00000032633,Isofucosterol,0.3714285714285715,0.4684781341107871,6,1,0,4,0.2702812388086677,0.5577307488053698,7,0.7443287726436187,0.000610897,17,TRUE,+,0.073084742
ENSMUSG00000032633-P,ENSMUSG00000032633,L-Cysteine,0.1159542071304896,0.826848213,6,0.316227766,0.683772234,4,0.5585812268712466,0.192452532,7,0.6949060280119946,0.001960119,17,TRUE,+,0.1021925714668165
ENSMUSG00000032633-P,ENSMUSG00000032633,l-Histidine ethyl ester,-0.428571429,0.3965014577259474,6,-0.5,0.6666666666666667,3,-0.185312329,0.6907777961916857,7,-0.038348249,0.8878693028318898,16,TRUE,-,0.9218456453926922
ENSMUSG00000032633-P,ENSMUSG00000032633,Lactic Acid,-0.657142857,0.1561749271137023,6,-0.2,0.8,4,-0.4,0.6,4,-0.582417582,0.028854655,14,TRUE,-,0.2194238029676685
ENSMUSG00000032633-P,ENSMUSG00000032633,Nonadecanoic acid,0.3714285714285715,0.4684781341107871,6,1,0,3,0.1,0.8728885715695383,5,0.4505494505494505,0.1059327852726405,14,TRUE,+,0.3354110286512905
ENSMUSG00000032633-P,ENSMUSG00000032633,Nonanal,0.085714286,0.8717434402332361,6,1,0,4,0.2162249910469341,0.6414455093539175,7,0.3654200564214142,0.1492040720687454,17,TRUE,+,0.3824163311204635
ENSMUSG00000032633-P,ENSMUSG00000032633,Pyroglutamic acid,-0.5,0.6666666666666667,3,-0.8,0.2,4,-0.5,0.3910022189557705,5,-0.405594406,0.1908358740045003,12,TRUE,-,0.4190715861483228
ENSMUSG00000032633-P,ENSMUSG00000032633,"Stigmast-5-ene, 3beta-",0.3142857142857143,0.5440932944606414,6,1,0,4,0.3928571428571429,0.3833168704269726,7,0.6813725490196079,0.002596603,17,TRUE,+,0.1088504109452305
ENSMUSG00000032633-P,ENSMUSG00000032633,Triethanolamine,0.1159542071304896,0.826848213,6,0.7999999999999999,0.2,4,0.1071428571428571,0.8191508555699912,7,0.5530350518324086,0.021299803,17,TRUE,+,0.2025994005027963
ENSMUSG00000032633-P,ENSMUSG00000032633,Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,0.2,0.704,6,1,0,3,0.071428571,0.8790481931481541,7,0.2205882352941176,0.4116664304979635,16,TRUE,+,0.5925325726077907
ENSMUSG00000032633-P,ENSMUSG00000032633,Trisaminol,0.2,0.704,6,0.3999999999999999,0.6,4,0.1428571428571428,0.7599453002180929,7,0.2573529411764706,0.3186676476453986,17,TRUE,+,0.525520803
ENSMUSG00000032641-P,ENSMUSG00000032641,(pm)-Phenylpropanolamine,0.3999999999999999,0.5046315754686911,5,0.1999999999999999,0.8,4,0.4324499820938683,0.3325267782128441,7,0.036818851,0.8923165589148288,16,TRUE,+,0.9248339938404072
ENSMUSG00000032641-P,ENSMUSG00000032641,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",-0.257142857,0.6227871720116618,6,-0.4,0.6,4,-0.7,0.1881204043741872,5,-0.162645284,0.5624860699025238,15,TRUE,-,0.7002626081940393
ENSMUSG00000032641-P,ENSMUSG00000032641,"1-Butanamine, N,N-diethyl-",0.2319084142609793,0.658373571,6,0.1999999999999999,0.8,4,0.3273268353539886,0.4735969360680634,7,0.1683047953087996,0.5184652384414375,17,TRUE,+,0.6695963031559835
ENSMUSG00000032641-P,ENSMUSG00000032641,1-Cyclopentylethanol,0.2,0.704,6,0.5,0.6666666666666667,3,0.1801874925391118,0.6990457740939315,7,0.1899852724594992,0.4809619203938191,16,TRUE,+,0.6425337854411032
ENSMUSG00000032641-P,ENSMUSG00000032641,1-Monoacetin,0.2029198624783569,0.6997979681570189,6,0.5,0.6666666666666667,3,0.1428571428571428,0.7871720116618075,6,0.033989267,0.904282682,15,TRUE,+,0.932761132
ENSMUSG00000032641-P,ENSMUSG00000032641,"1-Octanol, 2-butyl-",0.028571429,0.9571545189504372,6,0.5,0.6666666666666667,3,0.2857142857142857,0.5345092286010406,7,0.069168525,0.7990822637780812,16,TRUE,+,0.8614072855262105
ENSMUSG00000032641-P,ENSMUSG00000032641,"1-Octene, 2-methyl-",0.4999999999999999,0.3910022189557705,5,0.1999999999999999,0.8,4,0.2162249910469341,0.6414455093539175,7,0.2812960235640648,0.2912363056698601,16,TRUE,+,0.5038002348775763
ENSMUSG00000032641-P,ENSMUSG00000032641,1-Phenethylamine,-0.8,0.2,4,-0.5,0.6666666666666667,3,-0.2,0.747060078,5,-0.549913278,0.06397667,12,TRUE,-,0.2820046624271464
ENSMUSG00000032641-P,ENSMUSG00000032641,"1,3,5-Trimethyl-1H-pyrazol-4-amine",0.6,0.2847569798652937,5,0.5,0.6666666666666667,3,0.5714285714285715,0.1802019889115274,7,0.6398572706933845,0.010199085,15,TRUE,+,0.1649285172507626
ENSMUSG00000032641-P,ENSMUSG00000032641,13-Docosenamide,0.3714285714285715,0.4684781341107871,6,0.5,0.6666666666666667,3,0.3335621924974956,0.464697077,7,0.5284145792505661,0.035360265,16,TRUE,+,0.2338497187201244
ENSMUSG00000032641-P,ENSMUSG00000032641,"2,4-Decadienal",0.2571428571428572,0.6227871720116618,6,0.3999999999999999,0.6,4,0.2142857142857143,0.6445115810207203,7,0.1863887536109226,0.4738191879864026,17,TRUE,+,0.636950446
ENSMUSG00000032641-P,ENSMUSG00000032641,3-(2-Hydroxyethyl)imidazole-2-thione,0.1428571428571428,0.7871720116618075,6,0.3999999999999999,0.6,4,0.306318737,0.5040270086665881,7,0.3141104294478528,0.2195083461708863,17,TRUE,+,0.4453140206192612
ENSMUSG00000032641-P,ENSMUSG00000032641,"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",-0.085714286,0.8717434402332361,6,-0.5,0.6666666666666667,3,-0.5,0.3910022189557705,5,-0.257142857,0.3748119038799703,14,TRUE,-,0.5669351003609108
ENSMUSG00000032641-P,ENSMUSG00000032641,"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)-",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.7999999999999999,0.2,4,0.4666666666666666,0.1739385971650663,10,TRUE,+,0.404342676
ENSMUSG00000032641-P,ENSMUSG00000032641,"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",0.028988552,0.9565293523898406,6,0.3999999999999999,0.6,4,0.1428571428571428,0.7599453002180929,7,0.1987730061349693,0.4443806895332881,17,TRUE,+,0.6161574589162276
ENSMUSG00000032641-P,ENSMUSG00000032641,"9H-Fluorene, 9-methylene-",0.4999999999999999,0.3910022189557705,5,1,0,3,0.3999999999999999,0.6,4,0.7355527917552636,0.006401785,12,TRUE,+,0.1430221790684307
ENSMUSG00000032641-P,ENSMUSG00000032641,Aceturic acid,0.3,0.6238376647810728,5,0.5,0.6666666666666667,3,0.6087595874350709,0.1996601894603625,6,0.1541850220264317,0.5986899415534236,14,TRUE,+,0.7249558714607662
ENSMUSG00000032641-P,ENSMUSG00000032641,Allylescaline ,0.4857142857142857,0.3287230320699709,6,0.3999999999999999,0.6,4,0.1801874925391118,0.6990457740939315,7,0.2,0.4415159945113198,17,TRUE,+,0.6144416679326458
ENSMUSG00000032641-P,ENSMUSG00000032641,alpha-Tocopherol,0.085714286,0.8717434402332361,6,0.3999999999999999,0.6,4,0.5714285714285715,0.1802019889115274,7,0.375229991,0.1377740079349599,17,TRUE,+,0.3708208899175275
ENSMUSG00000032641-P,ENSMUSG00000032641,"Benzimidazole, 5-trifluoromethyl-2-methyl-",0.088273483,0.8679336982351336,6,0.1999999999999999,0.8,4,0.3783937343321348,0.402602202,7,0.056511099,0.8294361514176976,17,TRUE,+,0.8815854645150907
ENSMUSG00000032641-P,ENSMUSG00000032641,"Benzoic acid, pentadecyl ester",-0.347862621,0.4992532181146331,6,-1,0,3,-0.035714286,0.9394082054712856,7,-0.381162723,0.1452157678027106,16,TRUE,-,0.3776695622776874
ENSMUSG00000032641-P,ENSMUSG00000032641,Benzyl alcohol,0.2571428571428572,0.6227871720116618,6,0.3999999999999999,0.6,4,0.2522624895547565,0.5852410907160581,7,0.4110429447852761,0.1011973727665984,17,TRUE,+,0.3302504063897706
ENSMUSG00000032641-P,ENSMUSG00000032641,"Cholest-7-en-3-ol, (3beta,5alpha)-",0.4857142857142857,0.3287230320699709,6,0.3999999999999999,0.6,4,0.753702346,0.083523281,6,0.5773195876288659,0.019195522,16,TRUE,+,0.1969031269048864
ENSMUSG00000032641-P,ENSMUSG00000032641,Cholesterol,0.3142857142857143,0.5440932944606414,6,0.3999999999999999,0.6,4,0.3214285714285715,0.4820720382996776,7,0.3874924088227076,0.1243555180443863,17,TRUE,+,0.3571299623268242
ENSMUSG00000032641-P,ENSMUSG00000032641,Cyclobutanol,0.3999999999999999,0.6,4,0.3999999999999999,0.6,4,1,0,3,0.2363636363636363,0.4840911622253965,11,TRUE,+,0.6445556699852865
ENSMUSG00000032641-P,ENSMUSG00000032641,Cyclohexanol,0.028571429,0.9571545189504372,6,0.1999999999999999,0.8,4,0.071428571,0.8790481931481541,7,0.2673207124156653,0.2996102780489081,17,TRUE,+,0.5100044800601925
ENSMUSG00000032641-P,ENSMUSG00000032641,Decanoic acid,0.2608969660436018,0.6175338174259972,6,1,0,3,0.071428571,0.8790481931481541,7,0.353460972,0.1792733626664076,16,TRUE,+,0.4097676860946459
ENSMUSG00000032641-P,ENSMUSG00000032641,Dimethyl fumarate,0.1159542071304896,0.826848213,6,0.5,0.6666666666666667,3,0.035714286,0.9394082054712856,7,0.219440353,0.4141659802607264,16,TRUE,+,0.5946037317621877
ENSMUSG00000032641-P,ENSMUSG00000032641,DL-Phenylalanine,-0.485714286,0.3287230320699709,6,-0.8,0.2,4,-0.594618725,0.1590899937011846,7,-0.626993865,0.007065248,17,TRUE,-,0.1475693830912249
ENSMUSG00000032641-P,ENSMUSG00000032641,Glucose,-0.657142857,0.1561749271137023,6,-1,0,3,-0.392857143,0.3833168704269726,7,-0.493009699,0.052331951,16,TRUE,-,0.2638680359732049
ENSMUSG00000032641-P,ENSMUSG00000032641,Heptanoic acid,0.2029198624783569,0.6997979681570189,6,0.3999999999999999,0.6,4,0.4285714285714286,0.3965014577259474,6,0.058910162,0.8284319266343209,16,TRUE,+,0.8815672882285983
ENSMUSG00000032641-P,ENSMUSG00000032641,Indole-5-carboxylic acid,0.2,0.704,6,1,0,3,0.7,0.1881204043741872,5,0.3740376300784741,0.1876775539129905,14,TRUE,+,0.4162989028261491
ENSMUSG00000032641-P,ENSMUSG00000032641,Isofucosterol,0.2571428571428572,0.6227871720116618,6,0.3999999999999999,0.6,4,0.6847124716486249,0.089666453,7,0.088343558,0.7359924380512194,17,TRUE,+,0.8170519130738804
ENSMUSG00000032641-P,ENSMUSG00000032641,Isonicotinic Acid,0.3714285714285715,0.4684781341107871,6,0.5,0.6666666666666667,3,0.071428571,0.8790481931481541,7,0.313465869,0.2371083564731002,16,TRUE,+,0.4598076792543032
ENSMUSG00000032641-P,ENSMUSG00000032641,L-Isoleucine,-0.564288094,0.3217233358243002,5,-0.632455532,0.367544468,4,-0.5,0.2531699951003227,7,-0.565217545,0.022513779,16,TRUE,-,0.2061023686388756
ENSMUSG00000032641-P,ENSMUSG00000032641,L-Methionine,-0.257142857,0.6227871720116618,6,-0.6,0.3999999999999999,4,-0.25,0.5887244480896833,7,-0.386266167,0.125654579,17,TRUE,-,0.3586715223277435
ENSMUSG00000032641-P,ENSMUSG00000032641,"N,N-Dimethyl-2-cyclohexyloxyethylamine",0.4999999999999999,0.3910022189557705,5,1,0,3,0.1071428571428571,0.8191508555699912,7,0.3914210678264001,0.1490844490412255,15,TRUE,+,0.3824163311204635
ENSMUSG00000032641-P,ENSMUSG00000032641,"N,O-Bis(trimethylsilyl)carbamate",0.5,0.6666666666666667,3,0.3999999999999999,0.6,4,0.7,0.1881204043741872,5,0.3327500724607145,0.2905884894424696,12,TRUE,+,0.5032607263119999
ENSMUSG00000032641-P,ENSMUSG00000032641,Nonadecanoic acid,0.028571429,0.9571545189504372,6,0.5,0.6666666666666667,3,0.7,0.1881204043741872,5,0.3036305467695849,0.2912711901338062,14,TRUE,+,0.5038002348775763
ENSMUSG00000032641-P,ENSMUSG00000032641,p-Hydroxydiisopropylbenzene,0.5428571428571429,0.2657026239067055,6,0.3999999999999999,0.6,4,0.6785714285714287,0.093750254,7,0.3041079664178212,0.2353342421935743,17,TRUE,+,0.4581442192976578
ENSMUSG00000032641-P,ENSMUSG00000032641,Pentadecanoic acid,0.1449427589131121,0.7841083696021083,6,0.1999999999999999,0.8,4,0.4999999999999999,0.3910022189557705,5,0.2218246869409659,0.4268663248572532,15,TRUE,+,0.6041875914098995
ENSMUSG00000032641-P,ENSMUSG00000032641,"Propanetriol, 2-methyl-",0.1449427589131121,0.7841083696021083,6,0.3999999999999999,0.6,4,0.5714285714285715,0.1802019889115274,7,0.2785276073619632,0.2790173072934895,17,TRUE,+,0.4940673245753624
ENSMUSG00000032641-P,ENSMUSG00000032641,Pyroglutamic acid,-1,0,3,-0.2,0.8,4,-0.5,0.3910022189557705,5,-0.458844837,0.1335068694639481,12,TRUE,-,0.3664621267067684
ENSMUSG00000032641-P,ENSMUSG00000032641,"Ribonic acid, 2,3,4,5-tetrakis-",0.151794185,0.7740575031656567,6,0.3999999999999999,0.6,4,0.085714286,0.8717434402332361,6,0.048708606,0.8578316982206243,16,TRUE,+,0.9015770809747058
ENSMUSG00000032641-P,ENSMUSG00000032641,Suberic acid,-0.142857143,0.7871720116618075,6,-0.4,0.6,4,-0.071428571,0.8790481931481541,7,-0.255058294,0.3231531065773648,17,TRUE,-,0.5296577401520333
ENSMUSG00000032641-P,ENSMUSG00000032641,Syringaldehyde,-0.091076511,0.8637629700202579,6,-0.6,0.3999999999999999,4,-0.091777887,0.8448483846956817,7,-0.390396753,0.1213161800946001,17,TRUE,-,0.353720993
ENSMUSG00000032641-P,ENSMUSG00000032641,Tartronic acid,0.1999999999999999,0.8,4,0.1999999999999999,0.8,4,0.6785714285714287,0.093750254,7,0.4414657705621955,0.099480887,15,TRUE,+,0.3284605259461015
ENSMUSG00000032641-P,ENSMUSG00000032641,Trisaminol,-0.657142857,0.1561749271137023,6,-0.4,0.6,4,-0.464285714,0.2939341076002517,7,-0.082158201,0.7539198757379847,17,TRUE,-,0.8293868496042872
ENSMUSG00000032641-P,ENSMUSG00000032641,Uracil,-0.6,0.2079999999999998,6,-0.4,0.6,4,-0.270281239,0.5577307488053698,7,-0.461349693,0.062314189,17,TRUE,-,0.2800617301810588
ENSMUSG00000032724-P,ENSMUSG00000032724,(CH3)2C=NC2H558,-0.2,0.704,6,-0.2,0.8,4,-0.178571429,0.7016579425162729,7,-0.352941176,0.1646579733164172,17,TRUE,-,0.3954284788429447
ENSMUSG00000032724-P,ENSMUSG00000032724,"1-(2,4-Dimethoxyphenyl)-propan-2-one",-0.086965655,0.8698803787001028,6,-0.5,0.6666666666666667,3,-0.374352443,0.4080580175675019,7,-0.360278842,0.1704439530312007,16,TRUE,-,0.4011273039790917
ENSMUSG00000032724-P,ENSMUSG00000032724,1-Cyclopentylethanol,-0.371428571,0.4684781341107871,6,-0.5,0.6666666666666667,3,-0.558581227,0.192452532,7,-0.498896382,0.049158861,16,TRUE,-,0.2595551960281398
ENSMUSG00000032724-P,ENSMUSG00000032724,1-Octadecanol,0.2608969660436018,0.6175338174259972,6,1,0,3,0.8571428571428573,0.013697327,7,0.2266372946165251,0.3986265512599061,16,TRUE,+,0.5837572961416115
ENSMUSG00000032724-P,ENSMUSG00000032724,1-Octanol,-0.085714286,0.8717434402332361,6,-0.4,0.6,4,-0.542857143,0.2657026239067055,6,-0.205882353,0.4442846410521438,16,TRUE,-,0.6161574589162276
ENSMUSG00000032724-P,ENSMUSG00000032724,"1,2,2-Trimethyl-1-aza-spiro[2.3]hexane",-0.314285714,0.5440932944606414,6,-1,0,3,-0.20519567,0.7405819415910722,5,-0.473047591,0.087570028,14,TRUE,-,0.3146381166688678
ENSMUSG00000032724-P,ENSMUSG00000032724,"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",-0.5,0.3910022189557705,5,-0.2,0.8,4,-0.2,0.8,4,-0.087912088,0.7751954088891221,13,TRUE,-,0.8447439255989871
ENSMUSG00000032724-P,ENSMUSG00000032724,2-Methyl-4-pentenoic acid,-0.3,0.6238376647810728,5,-0.4,0.6,4,-0.231908414,0.658373571,6,-0.141197554,0.615709131,15,TRUE,-,0.734985197
ENSMUSG00000032724-P,ENSMUSG00000032724,"2,5-Dimethoxymandelic acid",-0.1,0.8728885715695383,5,-0.4,0.6,4,-0.028571429,0.9571545189504372,6,-0.103571429,0.7133796306287292,15,TRUE,-,0.8005708867995438
ENSMUSG00000032724-P,ENSMUSG00000032724,3-(2-Hydroxyethyl)imidazole-2-thione,-0.542857143,0.2657026239067055,6,-0.2,0.8,4,-0.342356236,0.4522512215909057,7,-0.117719213,0.6527331568086655,17,TRUE,-,0.7603308821060764
ENSMUSG00000032724-P,ENSMUSG00000032724,"3-Methoxyamphetamine, 4-Trimethylsilyloxy, N,N-bis(Trimethylsilyloxy)-",0.5507824838698261,0.2573693316225744,6,0.8660254037844387,0.3333333333333332,3,0.5052248022814559,0.2474389967208204,7,0.4478995643595984,0.081891739,16,TRUE,+,0.3060079649102498
ENSMUSG00000032724-P,ENSMUSG00000032724,3-Methoxysalicylic acid,0.5,0.6666666666666667,3,0.3999999999999999,0.6,4,0.5,0.6666666666666667,3,0.1515151515151515,0.6760651759978538,10,TRUE,+,0.7764103040878416
ENSMUSG00000032724-P,ENSMUSG00000032724,"3,5-Dimethylpyrazole",-0.463816829,0.3541642984362303,6,-0.866025404,0.3333333333333332,3,-0.035714286,0.9394082054712856,7,-0.331370021,0.2099311167225426,16,TRUE,-,0.4368138850486516
ENSMUSG00000032724-P,ENSMUSG00000032724,"4-Fluoroaniline, N-trimethylsilyl-",0.3188740696088466,0.5379005604702051,6,0.632455532,0.367544468,4,0.2142857142857143,0.6445115810207203,7,0.033128859,0.8995552662601113,17,TRUE,+,0.9293036618728954
ENSMUSG00000032724-P,ENSMUSG00000032724,4-Pyridinol,0.7650368522374495,0.076325636,6,0.3999999999999999,0.6,4,0.7748062179181807,0.040769463,7,0.3278090273484144,0.1989709649037652,17,TRUE,+,0.4276088290943132
ENSMUSG00000032724-P,ENSMUSG00000032724,"5-Androsten-17alpha-methyl-3beta,17beta-diol",-0.4,0.6,4,-0.5,0.6666666666666667,3,-0.1,0.8728885715695383,5,-0.475524476,0.1181759570130321,12,TRUE,-,0.3497438089195636
ENSMUSG00000032724-P,ENSMUSG00000032724,"5-Cholesten-3beta, 7alpha-bis[(trimethylsilyl)oxy]- ",0.028571429,0.9571545189504372,6,0.7999999999999999,0.2,4,0.071428571,0.8790481931481541,7,0.022058824,0.9330304490530752,17,TRUE,+,0.952280935
ENSMUSG00000032724-P,ENSMUSG00000032724,"Acetic acid, bis[(trimethylsilyl)oxyl]-",-0.31887407,0.5379005604702051,6,-0.5,0.6666666666666667,3,-0.018018749,0.9694153868031988,7,-0.206185791,0.443598689,16,TRUE,-,0.6158895704539231
ENSMUSG00000032724-P,ENSMUSG00000032724,Allylescaline ,-0.142857143,0.7871720116618075,6,-0.2,0.8,4,-0.126131245,0.7875721594074739,7,-0.106683037,0.6836206700277774,17,TRUE,-,0.7814878152943818
ENSMUSG00000032724-P,ENSMUSG00000032724,"Aziridine, 1-(2-buten-2-yl)-",0.5,0.6666666666666667,3,1,0,3,0.6,0.2847569798652937,5,0.4545454545454545,0.1601454372552588,11,TRUE,+,0.391567486
ENSMUSG00000032724-P,ENSMUSG00000032724,"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",-0.257142857,0.6227871720116618,6,-0.5,0.6666666666666667,3,-0.071428571,0.8790481931481541,7,-0.279411765,0.2946176535684144,16,TRUE,-,0.5071279770282172
ENSMUSG00000032724-P,ENSMUSG00000032724,"Benzene, 4-ethenyl-1,2-dimethoxy-",0.6,0.2847569798652937,5,0.7999999999999999,0.2,4,0.6546536707079773,0.1105666907312354,7,0.4491904724207998,0.080908173,16,TRUE,+,0.3058217552551511
ENSMUSG00000032724-P,ENSMUSG00000032724,Benzenepropanoic acid,-0.085714286,0.8717434402332361,6,-0.5,0.6666666666666667,3,-0.180187493,0.6990457740939315,7,-0.064753513,0.8116852445615588,16,TRUE,-,0.8691203618979195
ENSMUSG00000032724-P,ENSMUSG00000032724,"Benzoic acid, methyl ester",-0.5,0.6666666666666667,3,-0.4,0.6,4,-1,0,4,-0.527272727,0.095565218,11,TRUE,-,0.3238573643457687
ENSMUSG00000032724-P,ENSMUSG00000032724,Boric acid,-0.085714286,0.8717434402332361,6,-0.4,0.6,4,-0.288299988,0.5306506599466652,7,-0.408338519,0.1036871053524961,17,TRUE,-,0.3329100838470615
