Gene,Gene,Metabolite,VECPAC r,VECPAC p,VECPAC n,DSS r,DSS p,DSS n,LPS r,LPS p,LPS n,Pooled r,Pooled p,Pooled n,Consistent,Sign,Pooled FDR
ENSMUSG00000003949-P,ENSMUSG00000003949,L-Alanine,-0.6,0.2847569798652937,5,-0.4,0.6,4,-0.23424374,0.6131550369752419,7,-0.416482821,0.1085588981687453,16,TRUE,-,0.3387684751072123
ENSMUSG00000003949-P,ENSMUSG00000003949,L-Glutamic acid,0.086965655,0.8698803787001028,6,0.7999999999999999,0.2,4,0.5585812268712466,0.192452532,7,0.2993867284330168,0.2430488647867376,17,TRUE,+,0.4660671970443309
ENSMUSG00000003949-P,ENSMUSG00000003949,l-Histidine ethyl ester,0.5428571428571429,0.2657026239067055,6,1,0,3,0.592999453,0.1605219122836922,7,0.162242594,0.5482883877356589,16,TRUE,+,0.6906198648999995
ENSMUSG00000003949-P,ENSMUSG00000003949,Neostigmine ,0.7142857142857143,0.1107871720116617,6,0.5,0.6666666666666667,3,0.7142857142857144,0.071343561,7,0.4411764705882353,0.087153636,16,TRUE,+,0.3141165639053859
ENSMUSG00000003949-P,ENSMUSG00000003949,Phenylalanine,-0.15430335,0.7703819196992678,6,-0.5,0.6666666666666667,3,-0.668153105,0.1008973456870067,7,-0.079414675,0.7700171019830987,16,TRUE,-,0.8411408787789483
ENSMUSG00000003949-P,ENSMUSG00000003949,Phloroglucinol,0.6,0.2847569798652937,5,0.5,0.6666666666666667,3,0.7748062179181807,0.040769463,7,0.4271672840662539,0.1122633529775471,15,TRUE,+,0.3431298798299065
ENSMUSG00000003949-P,ENSMUSG00000003949,Pyrrole-2-carboxylic acid,-0.753702346,0.083523281,6,-0.8,0.2,4,-0.072739297,0.8768403578473787,7,-0.165746137,0.5249350598303129,17,TRUE,-,0.67399768
ENSMUSG00000003949-P,ENSMUSG00000003949,Syringaldehyde,-0.212511859,0.6860308660088958,6,-0.8,0.2,4,-0.385467127,0.3931232728765762,7,-0.032000297,0.902961566,17,TRUE,-,0.9319827698697504
ENSMUSG00000003949-P,ENSMUSG00000003949,Tributyl acetylcitrate,-0.714285714,0.1107871720116617,6,-0.5,0.6666666666666667,3,-0.738768719,0.057858497,7,-0.719646994,0.00167256,16,TRUE,-,0.096579367
ENSMUSG00000003949-P,ENSMUSG00000003949,Uridine,-0.31887407,0.5379005604702051,6,-0.2,0.8,4,-0.666693722,0.1019204602461822,7,-0.462577035,0.061530608,17,TRUE,-,0.2790070289187817
ENSMUSG00000004040-P,ENSMUSG00000004040,"1-(2,4-Dimethoxyphenyl)-propan-2-one",-0.782690898,0.065703848,6,-1,0,3,-0.374352443,0.4080580175675019,7,-0.434410291,0.092689308,16,TRUE,-,0.3205205939008889
ENSMUSG00000004040-P,ENSMUSG00000004040,"1-Phenyl-1,2-ethanediol",-0.202919862,0.6997979681570189,6,-0.6,0.3999999999999999,4,-0.854686737,0.014273916,7,-0.106814177,0.6832507241306164,17,TRUE,-,0.7814878152943818
ENSMUSG00000004040-P,ENSMUSG00000004040,"1,2,2-Trimethyl-1-aza-spiro[2.3]hexane",-0.771428571,0.072396501,6,-0.5,0.6666666666666667,3,-0.359092423,0.5528147466433505,5,-0.125412617,0.6692375348136055,14,TRUE,-,0.7725679264493445
ENSMUSG00000004040-P,ENSMUSG00000004040,13-Docosenamide,-0.714285714,0.1107871720116617,6,-0.5,0.6666666666666667,3,-0.592999453,0.1605219122836922,7,-0.135693806,0.6163186065155662,16,TRUE,-,0.7354834263052388
ENSMUSG00000004040-P,ENSMUSG00000004040,2-Hydroxybutyric acid,0.086965655,0.8698803787001028,6,1,0,3,0.7,0.1881204043741872,5,0.7678772523375733,0.001340875,14,TRUE,+,0.092692251
ENSMUSG00000004040-P,ENSMUSG00000004040,"2,5-Dimethoxymandelic acid",0.4999999999999999,0.3910022189557705,5,0.3999999999999999,0.6,4,0.1428571428571428,0.7871720116618075,6,0.125,0.6571356681869504,15,TRUE,+,0.7633901805157893
ENSMUSG00000004040-P,ENSMUSG00000004040,"3-(3-Cyclohexylaminopropionylamino)-5-ethylthiophene-2-carboxylic acid, ethyl ester",0.3142857142857143,0.5440932944606414,6,0.5,0.6666666666666667,3,0.1999999999999999,0.747060078,5,0.2835164835164835,0.3259659474417726,14,TRUE,+,0.5314074802208802
ENSMUSG00000004040-P,ENSMUSG00000004040,4-Hydroxybutanoic acid,0.1999999999999999,0.8,4,0.5,0.6666666666666667,3,0.6668859288553501,0.2188939813132316,5,0.1996500434764287,0.5338670484331346,12,TRUE,+,0.6801207619968013
ENSMUSG00000004040-P,ENSMUSG00000004040,5-Hydroxyquinoline,-0.085714286,0.8717434402332361,6,-1,0,3,-0.405839725,0.4246625075613645,6,-0.346738298,0.2054636030800635,15,TRUE,-,0.4328422534900185
ENSMUSG00000004040-P,ENSMUSG00000004040,"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",-0.521793932,0.2883432338003937,6,-0.2,0.8,4,-0.607142857,0.1482311614811614,7,-0.060085848,0.8188097840547002,17,TRUE,-,0.8741536652637928
ENSMUSG00000004040-P,ENSMUSG00000004040,"9H-Fluorene, 9-methylene-",-0.7,0.1881204043741872,5,-1,0,3,-0.4,0.6,4,-0.062937063,0.8459309212287789,12,TRUE,-,0.8924615701353635
ENSMUSG00000004040-P,ENSMUSG00000004040,Allylescaline ,0.085714286,0.8717434402332361,6,0.1999999999999999,0.8,4,0.1621687432852006,0.7282995630820223,7,0.148375258,0.5698109379346723,17,TRUE,+,0.7049463566911414
ENSMUSG00000004040-P,ENSMUSG00000004040,"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",0.6571428571428573,0.1561749271137023,6,0.5,0.6666666666666667,3,0.7999999999999999,0.2,4,0.6868131868131868,0.009509496,13,TRUE,+,0.1623137632498937
ENSMUSG00000004040-P,ENSMUSG00000004040,beta-Hydroxypyruvic acid,0.2,0.704,6,1,0,3,0.5225437283634242,0.2288778775760949,7,0.5989699929151022,0.014215903,16,TRUE,+,0.1815847277035175
ENSMUSG00000004040-P,ENSMUSG00000004040,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",0.8285714285714287,0.041562682,6,0.3999999999999999,0.6,4,0.3273268353539886,0.4735969360680634,7,0.1852762130876456,0.4765098532910787,17,TRUE,+,0.6389016412299536
ENSMUSG00000004040-P,ENSMUSG00000004040,"D-Isoleucine, N-acetyl-",0.4285714285714286,0.3965014577259474,6,0.7999999999999999,0.2,4,0.7142857142857144,0.071343561,7,0.4852941176470589,0.048308194,17,TRUE,+,0.2582503741040731
ENSMUSG00000004040-P,ENSMUSG00000004040,"D-Xylofuranose, 1,2,3,5-tetrakis-O-",-0.316227766,0.683772234,4,-1,0,4,-0.25226249,0.5852410907160581,7,-0.484795051,0.067018771,15,TRUE,-,0.2871966732944632
ENSMUSG00000004040-P,ENSMUSG00000004040,Desmosterol,0.085714286,0.8717434402332361,6,0.1999999999999999,0.8,4,0.4324499820938683,0.3325267782128441,7,0.5775598878338458,0.015185415,17,TRUE,+,0.1857689692398304
ENSMUSG00000004040-P,ENSMUSG00000004040,Dimethyl fumarate,-0.260896966,0.6175338174259972,6,-0.5,0.6666666666666667,3,-0.892857143,0.006807187,7,-0.005886683,0.9827378087195482,16,TRUE,-,0.986267117
ENSMUSG00000004040-P,ENSMUSG00000004040,Doconexent,-0.333947207,0.5177002083054396,6,-1,0,3,-0.785714286,0.036238463,7,-0.60177253,0.013653454,16,TRUE,-,0.1787964087323398
ENSMUSG00000004040-P,ENSMUSG00000004040,"Dodecanamide, N-(2-hydroxyethyl)-",-0.942857143,0.004804665,6,-1,0,3,-0.678571429,0.093750254,7,-0.355882353,0.1761037380915931,16,TRUE,-,0.4061373287635653
ENSMUSG00000004040-P,ENSMUSG00000004040,Erythritol,0.3714285714285715,0.4684781341107871,6,0.3999999999999999,0.6,4,0.3455116595403213,0.4478162152469316,7,0.2245400463247625,0.3862566647049464,17,TRUE,+,0.5742492767021884
ENSMUSG00000004040-P,ENSMUSG00000004040,"Erythrono-1,4-lactone, (Z)-",0.5428571428571429,0.2657026239067055,6,0.316227766,0.683772234,4,0.702731221,0.078237454,7,0.053987771,0.8369540245449484,17,TRUE,+,0.8861417635552271
ENSMUSG00000004040-P,ENSMUSG00000004040,Fenitrothion,-0.714285714,0.1107871720116617,6,-0.632455532,0.367544468,4,-0.216224991,0.6414455093539175,7,-0.458896051,0.063902793,17,TRUE,-,0.2819524575438907
ENSMUSG00000004040-P,ENSMUSG00000004040,"Glycine, N-(1-oxobutyl)-",0.5642880936468347,0.3217233358243002,5,0.3999999999999999,0.6,4,0.7500000000000002,0.0521814,7,0.1545254281476308,0.5677197182233049,16,TRUE,+,0.7032719060630985
ENSMUSG00000004040-P,ENSMUSG00000004040,"Guanidine, N,N-dimethyl-",0.2059714602177748,0.6954119012537147,6,0.1999999999999999,0.8,4,0.07342231,0.8756901156350798,7,0.1266139967786596,0.6282186141867676,17,TRUE,+,0.7434931447969823
ENSMUSG00000004040-P,ENSMUSG00000004040,Hydroquinone,-0.5,0.6666666666666667,3,-1,0,3,-0.461690258,0.4337661561690278,5,-0.587700841,0.057253778,11,TRUE,-,0.2725937052795927
ENSMUSG00000004040-P,ENSMUSG00000004040,Indole-5-carboxylic acid,-0.6,0.2079999999999998,6,-1,0,3,-0.4,0.5046315754686911,5,-0.397802198,0.1589507745108347,14,TRUE,-,0.3908420540640351
ENSMUSG00000004040-P,ENSMUSG00000004040,Isonicotinic Acid,-0.542857143,0.2657026239067055,6,-0.5,0.6666666666666667,3,-0.821428571,0.023448808,7,-0.514705882,0.041345806,16,TRUE,-,0.2457278460585352
ENSMUSG00000004040-P,ENSMUSG00000004040,L-Alanine,0.1,0.8728885715695383,5,0.3999999999999999,0.6,4,0.198206242,0.6700850339168266,7,0.2075055749411042,0.4406214433408527,16,TRUE,+,0.6133783550472572
ENSMUSG00000004040-P,ENSMUSG00000004040,L-Glutamine,0.028571429,0.9571545189504372,6,0.7999999999999999,0.2,4,0.072074997,0.8779592508225129,7,0.6400982196375107,0.005645934,17,TRUE,+,0.1356785472989022
ENSMUSG00000004040-P,ENSMUSG00000004040,Malic acid,0.7714285714285715,0.072396501,6,0.7999999999999999,0.2,4,0.6306562238868914,0.1288876956849578,7,0.2660944706155935,0.3019171686200287,17,TRUE,+,0.5121638399783519
ENSMUSG00000004040-P,ENSMUSG00000004040,N-Isovaleroylglycine,1,1.4042654220543672e-24,5,0.5,0.6666666666666667,3,0.2522624895547565,0.5852410907160581,7,0.3932083786383927,0.1470727760942868,15,TRUE,+,0.3798546352239808
ENSMUSG00000004040-P,ENSMUSG00000004040,Palmitic Acid,0.1428571428571428,0.7871720116618075,6,0.7999999999999999,0.2,4,0.1071428571428571,0.8191508555699912,7,0.029411765,0.9107803991169198,17,TRUE,+,0.9370435112530696
ENSMUSG00000004040-P,ENSMUSG00000004040,Phenylalanine,0.5246313898711126,0.2852521874184511,6,0.5,0.6666666666666667,3,0.7572401854185359,0.048690706,7,0.1318583284045617,0.626411529,16,TRUE,+,0.7418518900722875
ENSMUSG00000004040-P,ENSMUSG00000004040,Phenylpropanolamine,-0.5,0.6666666666666667,3,-0.4,0.6,4,-0.504524979,0.2482031142645109,7,-0.132013281,0.6528014717778863,14,TRUE,-,0.7603308821060764
ENSMUSG00000004040-P,ENSMUSG00000004040,Trisaminol,0.942857143,0.004804665,6,0.7999999999999999,0.2,4,0.8571428571428573,0.013697327,7,0.7818627450980392,0.000209162,17,TRUE,+,0.057179816
ENSMUSG00000004040-P,ENSMUSG00000004040,Uracil,0.8857142857142858,0.018845481,6,0.1999999999999999,0.8,4,0.6486749731408026,0.1149959813561257,7,0.2231760076130784,0.3892245605555187,17,TRUE,+,0.5769480782379566
ENSMUSG00000004040-P,ENSMUSG00000004040,Uridine,0.4928053803045811,0.3206325828658273,6,0.7999999999999999,0.2,4,0.5585812268712466,0.192452532,7,0.7742337116443999,0.000264254,17,TRUE,+,0.057569909
ENSMUSG00000004085-P,ENSMUSG00000004085,"1-(2,4-Dimethoxyphenyl)-propan-2-one",-0.115954207,0.826848213,6,-0.5,0.6666666666666667,3,-0.472866244,0.283891057,7,-0.256494814,0.3375947107685758,16,TRUE,-,0.5401388436311365
ENSMUSG00000004085-P,ENSMUSG00000004085,1-Cyclopentylethanol,-0.542857143,0.2657026239067055,6,-1,0,3,-0.036037499,0.938860561,7,-0.412067808,0.1127425708246401,16,TRUE,-,0.3438150254571704
ENSMUSG00000004085-P,ENSMUSG00000004085,1-Octanol,-0.428571429,0.3965014577259474,6,-1,0,4,-0.257142857,0.6227871720116618,6,-0.458823529,0.073835534,16,TRUE,-,0.2959774091528885
ENSMUSG00000004085-P,ENSMUSG00000004085,"1,1'-Biphenyl, 3,4-diethyl-",-0.210818511,0.7891814893221081,4,-0.8,0.2,4,-0.4,0.6,4,-0.154115823,0.6324877788515912,12,TRUE,-,0.7459437210117112
ENSMUSG00000004085-P,ENSMUSG00000004085,"1,2-Benzenedicarboxylic acid",0.3999999999999999,0.6,4,0.3999999999999999,0.6,4,0.1091089451179962,0.8158714843641037,7,0.2772813023536218,0.3170492825222011,15,TRUE,+,0.5247779383322846
ENSMUSG00000004085-P,ENSMUSG00000004085,"1,2,2-Trimethyl-1-aza-spiro[2.3]hexane",-0.2,0.704,6,-1,0,3,-0.820782682,0.088587005,5,-0.453245599,0.1036034745828313,14,TRUE,-,0.3329100838470615
ENSMUSG00000004085-P,ENSMUSG00000004085,"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",-0.5,0.3910022189557705,5,-0.8,0.2,4,-0.2,0.8,4,-0.379120879,0.2014060899610434,13,TRUE,-,0.4288861537031876
ENSMUSG00000004085-P,ENSMUSG00000004085,12-Oxooctadecanoate,-0.428571429,0.3965014577259474,6,-1,0,3,-0.144942759,0.7841083696021083,6,-0.489723162,0.063886746,15,TRUE,-,0.2819524575438907
ENSMUSG00000004085-P,ENSMUSG00000004085,13-Docosenamide,0.4285714285714286,0.3965014577259474,6,0.5,0.6666666666666667,3,0.1853123291652753,0.6907777961916857,7,0.17109219,0.5263725063503317,16,TRUE,+,0.6751792926916622
ENSMUSG00000004085-P,ENSMUSG00000004085,2-Hexen-1-ol,0.4999999999999999,0.3910022189557705,5,0.6000000000000001,0.3999999999999999,4,0.5225437283634242,0.2288778775760949,7,0.431199528,0.0954019,16,TRUE,+,0.3238573643457687
ENSMUSG00000004085-P,ENSMUSG00000004085,2-Methyl-4-pentenoic acid,-0.6,0.2847569798652937,5,-1,0,4,-0.028988552,0.9565293523898406,6,-0.384271825,0.1573153076447455,15,TRUE,-,0.3904377115476858
ENSMUSG00000004085-P,ENSMUSG00000004085,2-Pyrrolidinone,0.4285714285714286,0.3965014577259474,6,0.7999999999999999,0.2,4,0.3818813079129867,0.3979173252739921,7,0.1570553329484678,0.5471828877856478,17,TRUE,+,0.6899728447929406
ENSMUSG00000004085-P,ENSMUSG00000004085,"2,3-Butanediol",-0.257142857,0.6227871720116618,6,-1,0,3,-0.360374985,0.4271488085609062,7,-0.39587943,0.1290456597844803,16,TRUE,-,0.362244328
ENSMUSG00000004085-P,ENSMUSG00000004085,3-Methoxysalicylic acid,1,0,3,1,0,4,0.5,0.6666666666666667,3,0.5515151515151515,0.098401177,10,TRUE,+,0.3266545916193599
ENSMUSG00000004085-P,ENSMUSG00000004085,4-Methylvaleric acid,-0.212511859,0.6860308660088958,6,-0.8,0.2,4,-0.214285714,0.6445115810207203,7,-0.336610353,0.1864628782643453,17,TRUE,-,0.4159839484887049
ENSMUSG00000004085-P,ENSMUSG00000004085,4-Pyridinol,0.1765469659009499,0.7379309324353432,6,0.6000000000000001,0.3999999999999999,4,0.3423562358243124,0.4522512215909057,7,0.001227749,0.9962686927452156,17,TRUE,+,0.9963194681560356
ENSMUSG00000004085-P,ENSMUSG00000004085,Aspartic acid,-0.5,0.6666666666666667,3,-1,0,3,-0.707106781,0.1816901138162092,5,-0.376846105,0.25328017,11,TRUE,-,0.4748514557347338
ENSMUSG00000004085-P,ENSMUSG00000004085,"Benzoic acid, methyl ester",-1,0,3,-1,0,4,-0.4,0.6,4,-0.763636364,0.00623306,11,TRUE,-,0.1411387219347071
ENSMUSG00000004085-P,ENSMUSG00000004085,"Benzoic acid, pentadecyl ester",-0.753702346,0.083523281,6,-1,0,3,-0.035714286,0.9394082054712856,7,-0.369389357,0.1591039896636477,16,TRUE,-,0.3908420540640351
ENSMUSG00000004085-P,ENSMUSG00000004085,Boric acid,-0.257142857,0.6227871720116618,6,-1,0,4,-0.180187493,0.6990457740939315,7,-0.387492409,0.1243555180443863,17,TRUE,-,0.3571299623268242
ENSMUSG00000004085-P,ENSMUSG00000004085,"Cholesta-3,5-diene ",-0.371428571,0.4684781341107871,6,-0.4,0.6,4,-0.178571429,0.7016579425162729,7,-0.262254902,0.3092086598982379,17,TRUE,-,0.5179957954509998
ENSMUSG00000004085-P,ENSMUSG00000004085,Dimethyl fumarate,-0.637748139,0.1730711102412597,6,-1,0,3,-0.392857143,0.3833168704269726,7,-0.406181125,0.1184944179006955,16,TRUE,-,0.3502218235225633
ENSMUSG00000004085-P,ENSMUSG00000004085,Doconexent,-0.212511859,0.6860308660088958,6,-0.5,0.6666666666666667,3,-0.714285714,0.071343561,7,-0.262538015,0.3259310274455054,16,TRUE,-,0.5314074802208802
ENSMUSG00000004085-P,ENSMUSG00000004085,"Dodecanoic acid, 1-methylethyl ester",-0.5,0.6666666666666667,3,-1,0,3,-0.4,0.6,4,-0.696969697,0.025096676,10,TRUE,-,0.2115642059200927
ENSMUSG00000004085-P,ENSMUSG00000004085,Fenitrothion,0.2,0.704,6,0.948683298,0.051316702,4,0.1801874925391118,0.6990457740939315,7,0.1791412391443461,0.4914807536609137,17,TRUE,+,0.6496900189067522
ENSMUSG00000004085-P,ENSMUSG00000004085,Glycine,-0.086965655,0.8698803787001028,6,-0.2,0.8,4,-0.126131245,0.7875721594074739,7,-0.201227145,0.4386604514799522,17,TRUE,-,0.6119174561470877
ENSMUSG00000004085-P,ENSMUSG00000004085,Heptadecanoic acid,-0.1,0.8728885715695383,5,-0.8,0.2,4,-0.112272178,0.8105998110141495,7,-0.236163969,0.3785456108356451,16,TRUE,-,0.5694417703930754
ENSMUSG00000004085-P,ENSMUSG00000004085,Indole-3-lactic acid,-0.942857143,0.004804665,6,-0.5,0.6666666666666667,3,-0.392857143,0.3833168704269726,7,-0.567647059,0.021814592,16,TRUE,-,0.2037666190369194
ENSMUSG00000004085-P,ENSMUSG00000004085,L-Tryptophan,-0.637748139,0.1730711102412597,6,-0.4,0.6,4,-0.149696238,0.7487055969665106,7,-0.316115313,0.2164207148374056,17,TRUE,-,0.4422352489704995
ENSMUSG00000004085-P,ENSMUSG00000004085,"L-Tryptophan, N-acetyl-1",-0.828571429,0.041562682,6,-0.5,0.6666666666666667,3,-0.428571429,0.337368311,7,-0.467647059,0.06776085,16,TRUE,-,0.2877184795553183
ENSMUSG00000004085-P,ENSMUSG00000004085,Lactic Acid,0.028571429,0.9571545189504372,6,0.3999999999999999,0.6,4,0.3999999999999999,0.6,4,0.3054945054945055,0.2881698858754571,14,TRUE,+,0.5015846111785961
ENSMUSG00000004085-P,ENSMUSG00000004085,Levulinic acid,-0.115954207,0.826848213,6,-0.948683298,0.051316702,4,-0.036037499,0.938860561,7,-0.289748803,0.2592859473323426,17,TRUE,-,0.4798796289116831
ENSMUSG00000004085-P,ENSMUSG00000004085,"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",-0.4,0.6,4,-1,0,3,-0.2,0.747060078,5,-0.13986014,0.6646331617926677,12,TRUE,-,0.7691700310780548
ENSMUSG00000004085-P,ENSMUSG00000004085,Niclosamide,-0.485714286,0.3287230320699709,6,-0.4,0.6,4,-0.036037499,0.938860561,7,-0.179031303,0.4917510711786873,17,TRUE,-,0.6496900189067522
ENSMUSG00000004085-P,ENSMUSG00000004085,Palmitelaidic acid,-0.3,0.6238376647810728,5,-0.8,0.2,4,-0.882918713,0.008450342,7,-0.543046505,0.02972045,16,TRUE,-,0.2221356086624805
ENSMUSG00000004085-P,ENSMUSG00000004085,Palmitic Acid,-0.142857143,0.7871720116618075,6,-0.2,0.8,4,-0.285714286,0.5345092286010406,7,-0.348039216,0.1710131488691031,17,TRUE,-,0.4013723918394706
ENSMUSG00000004085-P,ENSMUSG00000004085,"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",-0.771428571,0.072396501,6,-0.5,0.6666666666666667,3,-0.054056248,0.9083652825239956,7,-0.272259088,0.3076647376753507,16,TRUE,-,0.5172610799301588
ENSMUSG00000004085-P,ENSMUSG00000004085,Phloroglucinol,-0.5,0.3910022189557705,5,-1,0,3,-0.054056248,0.9083652825239956,7,-0.346738298,0.2054636030800635,15,TRUE,-,0.4328422534900185
ENSMUSG00000004085-P,ENSMUSG00000004085,Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,-0.885714286,0.018845481,6,-0.5,0.6666666666666667,3,-0.428571429,0.337368311,7,-0.511764706,0.042723448,16,TRUE,-,0.2477097924068551
ENSMUSG00000004085-P,ENSMUSG00000004085,Trimidox,0.3999999999999999,0.5046315754686911,5,1,0,3,0.1,0.8728885715695383,5,0.005494505,0.9857869107140624,13,TRUE,+,0.9885599019077485
ENSMUSG00000004085-P,ENSMUSG00000004085,Urea,-0.617914381,0.1910939016901931,6,-0.4,0.6,4,-0.48650623,0.268248562,7,-0.153468646,0.5564845467332407,17,TRUE,-,0.6955899750290264
ENSMUSG00000004098-P,ENSMUSG00000004098,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",0.2571428571428572,0.6227871720116618,6,0.7745966692414834,0.2254033307585165,4,0.4472135954999579,0.4501848557521009,5,0.5938574464184705,0.019586947,15,TRUE,+,0.1979395478168447
ENSMUSG00000004098-P,ENSMUSG00000004098,1-Octadecanol,-0.31887407,0.5379005604702051,6,-0.866025404,0.3333333333333332,3,-0.197027602,0.6719698959610128,7,-0.004533217,0.9867063562405698,16,TRUE,-,0.989380587
ENSMUSG00000004098-P,ENSMUSG00000004098,"1,1'-Biphenyl, 3,4-diethyl-",-0.210818511,0.7891814893221081,4,-0.25819889,0.7418011102528389,4,-0.25819889,0.7418011102528389,4,-0.358931804,0.2518817575516747,12,TRUE,-,0.4733248309191478
ENSMUSG00000004098-P,ENSMUSG00000004098,"1,2-Benzenedicarboxylic acid",0.3999999999999999,0.6,4,0.2581988897471611,0.7418011102528389,4,0.3611575592573076,0.426071006,7,0.3959924694262429,0.1439756550564392,15,TRUE,+,0.3765557422248566
ENSMUSG00000004098-P,ENSMUSG00000004098,"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene",-0.8,0.1040880386618278,5,-0.25819889,0.7418011102528389,4,-0.25819889,0.7418011102528389,4,-0.676187622,0.011165007,13,TRUE,-,0.1682986486318659
ENSMUSG00000004098-P,ENSMUSG00000004098,2-Hydroxybutyric acid,-0.550782484,0.2573693316225744,6,-0.866025404,0.3333333333333332,3,-0.223606798,0.7176856442107861,5,-0.405041899,0.1508099523113894,14,TRUE,-,0.3835242366999229
ENSMUSG00000004098-P,ENSMUSG00000004098,"2,4-Decadienal",-0.885714286,0.018845481,6,-0.25819889,0.7418011102528389,4,-0.03940552,0.9331550374892812,7,-0.289522934,0.2596743411391843,17,TRUE,-,0.4799096695627137
ENSMUSG00000004098-P,ENSMUSG00000004098,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,0.8660254037844387,0.3333333333333332,3,0.2108185106778919,0.7891814893221081,4,0.2876404837611323,0.4203122854222065,10,TRUE,+,0.5985471177568353
ENSMUSG00000004098-P,ENSMUSG00000004098,"2,5-Dimethoxymandelic acid",0.1999999999999999,0.747060078,5,0.2581988897471611,0.7418011102528389,4,0.6982532518267538,0.1228394633733959,6,0.5071763905747807,0.053645222,15,TRUE,+,0.2661752731423046
ENSMUSG00000004098-P,ENSMUSG00000004098,"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE",-0.51610023,0.2945837414624608,6,-0.25819889,0.7418011102528389,4,-0.101418511,0.8483938150603566,6,-0.384923447,0.1409590712745695,16,TRUE,-,0.3734141921567742
ENSMUSG00000004098-P,ENSMUSG00000004098,"3beta,4beta-Bis(trimethylsiloxy)cholest-5-ene",-0.885714286,0.018845481,6,-0.25819889,0.7418011102528389,4,-0.03940552,0.9331550374892812,7,-0.304760983,0.2342795656401242,17,TRUE,-,0.4580244703077022
ENSMUSG00000004098-P,ENSMUSG00000004098,4-Hydroxyphenyllactic acid,-0.6,0.2847569798652937,5,-0.25819889,0.7418011102528389,4,-0.118216561,0.8007087300467118,7,-0.211851886,0.4308891278599871,16,TRUE,-,0.6062557386209538
ENSMUSG00000004098-P,ENSMUSG00000004098,"6,8-Dioxapentadecane",-0.564288094,0.3217233358243002,5,-0.866025404,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.740247489,0.009185383,11,TRUE,-,0.1608565113730307
ENSMUSG00000004098-P,ENSMUSG00000004098,"7-Acetyl-6-ethyl-1,1,4,4-tetramethyltetralin ",-0.637748139,0.1730711102412597,6,-0.774596669,0.2254033307585165,4,-0.374352443,0.4080580175675019,7,-0.181698121,0.485213976,17,TRUE,-,0.645177093
ENSMUSG00000004098-P,ENSMUSG00000004098,"7-Isoquinolinol, 1,2,3,4-tetrahydro-1-[(4-hydroxyphenyl)methyl]-6-methoxy-",0.7378647873726218,0.2621352126273781,4,0.7745966692414834,0.2254033307585165,4,0.6660158219583182,0.1023975425856527,7,0.069770102,0.8048494295424343,15,TRUE,+,0.8645852919958859
ENSMUSG00000004098-P,ENSMUSG00000004098,Arachidonic acid,-0.49280538,0.3206325828658273,6,-0.25819889,0.7418011102528389,4,-0.029821604,0.949395782,7,-0.503473002,0.039366407,17,TRUE,-,0.241551824
ENSMUSG00000004098-P,ENSMUSG00000004098,Benzenepropanoic acid,0.4285714285714286,0.3965014577259474,6,0.8660254037844387,0.3333333333333332,3,0.4473240595242436,0.3142384648526142,7,0.1427963359988005,0.5977986668699607,16,TRUE,+,0.7242794990730985
ENSMUSG00000004098-P,ENSMUSG00000004098,Campesterol,-0.028571429,0.9571545189504372,6,-0.25819889,0.7418011102528389,4,-0.078811041,0.8666213432418689,7,-0.063491872,0.808712614,17,TRUE,-,0.8674099842682325
ENSMUSG00000004098-P,ENSMUSG00000004098,Cyclobutanol,-0.6,0.3999999999999999,4,-0.25819889,0.7418011102528389,4,-1,0,3,-0.511766316,0.1075714260398211,11,TRUE,-,0.3369503397399295
ENSMUSG00000004098-P,ENSMUSG00000004098,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",0.4285714285714286,0.3965014577259474,6,0.2581988897471611,0.7418011102528389,4,0.2207073973239102,0.6343741832763463,7,0.054670048,0.8349199389608213,17,TRUE,+,0.8854576999315038
ENSMUSG00000004098-P,ENSMUSG00000004098,D-Fructose,-0.8,0.1040880386618278,5,-0.25819889,0.7418011102528389,4,-0.143125644,0.759503388,7,-0.551210376,0.026887574,16,TRUE,-,0.2154794909491841
ENSMUSG00000004098-P,ENSMUSG00000004098,"D-Psicofuranose, pentakis",-0.718184846,0.1717953049079889,5,-0.25819889,0.7418011102528389,4,-0.487086198,0.2675923187840514,7,-0.047660056,0.860864105,16,TRUE,-,0.903553312
