n1,n2,r,p,fdr,"('n1', 'n2')"
ENSMUSG00000027374,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.5895339174427822,0.016983943947862085,0.11232462266548404,"('ENSMUSG00000027374', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000028412,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.5041341443552764,0.03948497402763866,0.15023964553260236,"('ENSMUSG00000028412', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000054484,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.33333459818026473,0.1328606428066489,0.2389628694524359,"('ENSMUSG00000054484', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024425,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.415979539877851,0.07871590350192187,0.1938534885248155,"('ENSMUSG00000024425', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000028991,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.5895339174427822,0.016983943947862085,0.11232462266548404,"('ENSMUSG00000028991', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000021243,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.10468359281694263,0.3667973458211146,0.40746437151436266,"('ENSMUSG00000021243', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000039253,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.639120882461334,0.009343075610868258,0.0946211574660172,"('ENSMUSG00000039253', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000004591,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.2920121273314715,0.1664963602588207,0.2654162548721144,"('ENSMUSG00000004591', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000030060,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.922868515623047,3.4757824836115933e-06,0.00753008965171765,"('ENSMUSG00000030060', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000027642,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.5977984116125409,0.015471164513877611,0.10913355934968111,"('ENSMUSG00000027642', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000020308,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.7603334636177939,0.0012764123519962498,0.052690518078806384,"('ENSMUSG00000020308', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000026603,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.39394088875849465,0.09144844158258239,0.20479269302953962,"('ENSMUSG00000026603', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000045128,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.7135013299891617,0.003085228003227218,0.06786983422662014,"('ENSMUSG00000045128', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000031511,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.223141342583483,0.23184043415682148,0.3131427795868824,"('ENSMUSG00000031511', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024805,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.22038651119356345,0.23468023371854402,0.31494942392356523,"('ENSMUSG00000024805', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000052751,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.3719022376391383,0.10541450389400074,0.21663401295490467,"('ENSMUSG00000052751', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000020389,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.3966957201484142,0.08978982687436096,0.2036136957157203,"('ENSMUSG00000020389', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000030663,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.7851269461270698,0.0007372250189817327,0.04572984120924441,"('ENSMUSG00000030663', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000003527,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.3443539237399429,0.12462770658222044,0.2327310451649288,"('ENSMUSG00000003527', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024193,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.1349867381060576,0.3300832767808509,0.38183544658503926,"('ENSMUSG00000024193', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000021585,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4269988654375292,0.07280485492614407,0.18804464980129248,"('ENSMUSG00000021585', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000045100,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4628116735064833,0.05562947401928327,0.16989924184904934,"('ENSMUSG00000045100', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000038859,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.42148920265769013,0.07572282374295802,0.191108894680959,"('ENSMUSG00000038859', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000023236,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.2672186448221957,0.1887264093078539,0.28285750194869336,"('ENSMUSG00000023236', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000026483,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.04132247084879314,0.4466881162351475,0.4620601024096116,"('ENSMUSG00000026483', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000010607,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4628116735064833,0.05562947401928327,0.16989924184904934,"('ENSMUSG00000010607', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000030862,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.608817737172219,0.01361072935883841,0.10539567201498425,"('ENSMUSG00000030862', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000022283,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.1019287614270231,0.3701926167563724,0.40984284895518586,"('ENSMUSG00000022283', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000036718,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4848503246258396,0.04654881253040159,0.15919861427742762,"('ENSMUSG00000036718', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000005124,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.32231527262058657,0.14140551468243967,0.24617185047126866,"('ENSMUSG00000005124', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000019080,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.3774119004189774,0.10180637411744828,0.2139568874223411,"('ENSMUSG00000019080', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024170,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.47107616767624183,0.0520950535319411,0.16592144190357822,"('ENSMUSG00000024170', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000039275,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4187343712677705,0.07720994361457956,0.19253464548026036,"('ENSMUSG00000039275', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000013858,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.5482114465939891,0.02620476242256174,0.1298474315336311,"('ENSMUSG00000013858', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000020777,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.6198370627318972,0.011920466037575943,0.10130396199713969,"('ENSMUSG00000020777', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024150,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.5977984116125409,0.015471164513877611,0.10913355934968111,"('ENSMUSG00000024150', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024921,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.19283819729436805,0.2639551168704701,0.33602016597143086,"('ENSMUSG00000024921', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000005510,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.8126752600262652,0.0003669014589878718,0.03996561255500292,"('ENSMUSG00000005510', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024687,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.12947707532621852,0.33666585393225434,0.3866410557116671,"('ENSMUSG00000024687', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000021377,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.20936718563388526,0.2462016542726625,0.32284348159623066,"('ENSMUSG00000021377', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000062937,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.2865024645516325,0.17130593470035632,0.2691433849688892,"('ENSMUSG00000062937', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000018372,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.4545471793367246,0.05932216330610528,0.17421948769766116,"('ENSMUSG00000018372', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000064345,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.16253505200525303,0.2978723184526349,0.35945340213107646,"('ENSMUSG00000064345', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000040158,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4804769196914152,0.04826373397871106,0.16149851164468929,"('ENSMUSG00000040158', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024290,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.3360894295701843,0.1307731161446305,0.23770058903589125,"('ENSMUSG00000024290', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024168,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.6363660510714145,0.009683117123948742,0.09529008294889935,"('ENSMUSG00000024168', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000001687,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.6501402080210121,0.008071309896966243,0.0902937317291165,"('ENSMUSG00000001687', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000029790,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.41322470848793147,0.08024076275228212,0.19498995373819078,"('ENSMUSG00000029790', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000008140,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.27272830760203476,0.18365682944053335,0.2786146216425789,"('ENSMUSG00000008140', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000028826,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.022038651119356347,0.47151487087109023,0.47934538141818356,"('ENSMUSG00000028826', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000036499,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.18181887173468983,0.27609112624716436,0.3444308637327596,"('ENSMUSG00000036499', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000021244,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.2699734762121152,0.18618246909573166,0.28067000018776683,"('ENSMUSG00000021244', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000023030,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.6143273999520581,0.012744927303307839,0.10362685998869112,"('ENSMUSG00000023030', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000026784,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.6198370627318972,0.011920466037575943,0.10130396199713969,"('ENSMUSG00000026784', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000036641,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.11845774976654035,0.3499587492543118,0.39610153435872913,"('ENSMUSG00000036641', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000106718,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.6593109719964665,0.0071157373401662454,0.0871681549687297,"('ENSMUSG00000106718', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000060512,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.567495266323426,0.021542993311921603,0.12155925974667946,"('ENSMUSG00000060512', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000053012,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.1735543775649312,0.2853436219566194,0.350855331344709,"('ENSMUSG00000053012', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000043639,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.7162561613790812,0.002942816824762648,0.06671988207512598,"('ENSMUSG00000043639', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000102687,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.35261841790970155,0.11865830191822516,0.2279463175549634,"('ENSMUSG00000102687', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000021254,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.03305797667903452,0.45731118191645836,0.4693057821193585,"('ENSMUSG00000021254', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000022312,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.5454566152040695,0.026925044483809953,0.13109394527191476,"('ENSMUSG00000022312', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000019699,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.32507010401050607,0.13924013053287043,0.24421925623357488,"('ENSMUSG00000019699', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000020248,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.07162561613790812,0.40806496831211425,0.435518133761854,"('ENSMUSG00000020248', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000023249,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.7327851497185984,0.0021911341265661143,0.06169374394353412,"('ENSMUSG00000023249', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000046947,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.3966957201484142,0.08978982687436096,0.2036136957157203,"('ENSMUSG00000046947', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000001441,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.15151572644557487,0.3106101674416978,0.36829906174172994,"('ENSMUSG00000001441', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000037742,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.2975217901113107,0.16176232027318183,0.2620966495458098,"('ENSMUSG00000037742', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000001054,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4407730223871269,0.06583503186425844,0.18085541510674558,"('ENSMUSG00000001054', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000021886,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4524142234620105,0.06030119927176026,0.1749632118155925,"('ENSMUSG00000021886', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000039943,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.45179234794680506,0.06058866493870245,0.17525890931042323,"('ENSMUSG00000039943', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000095677,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.5684712392860639,0.02132422879840073,0.12100693047474316,"('ENSMUSG00000095677', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000031918,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.4876051560157591,0.045490293863001456,0.1579643365522355,"('ENSMUSG00000031918', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000104339,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.35896095453690036,0.1141965786196772,0.2246826326868281,"('ENSMUSG00000104339', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000019464,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.4848503246258396,0.04654881253040159,0.15919861427742762,"('ENSMUSG00000019464', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000021392,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.013774156949597716,0.48218889019363675,0.4867909933033014,"('ENSMUSG00000021392', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024975,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.6804433533101272,0.0052388522366106135,0.07868332243004549,"('ENSMUSG00000024975', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000025323,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.49586965018551776,0.0424142233419291,0.15372730994228379,"('ENSMUSG00000025323', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000034863,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.28925729594155203,0.16889173697054843,0.267322038704277,"('ENSMUSG00000034863', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000068762,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4165521203827048,0.07840134194136374,0.19369042089446004,"('ENSMUSG00000068762', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000029878,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.3475865375378861,0.12227183484633179,0.23077875256436203,"('ENSMUSG00000029878', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000057181,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.5041341443552764,0.03948497402763866,0.15023964553260236,"('ENSMUSG00000057181', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000022361,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.28099280177179337,0.1761905261800188,0.27293666944846445,"('ENSMUSG00000022361', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000028383,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.02754831389919543,0.46440817205531343,0.47453257199111737,"('ENSMUSG00000028383', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000041642,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.42620730198097945,0.0732194734016512,0.18876778782628986,"('ENSMUSG00000041642', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000045817,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.12947707532621852,0.33666585393225434,0.3866410557116671,"('ENSMUSG00000045817', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000031808,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.2672186448221957,0.1887264093078539,0.28285750194869336,"('ENSMUSG00000031808', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000027523,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.6225918941218167,0.011523362546327423,0.10047380633925436,"('ENSMUSG00000027523', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000037716,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.18896569699480317,0.2681933648698963,0.33875410677390877,"('ENSMUSG00000037716', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000033436,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.2947669587213911,0.16411986785579874,0.26353464709030244,"('ENSMUSG00000033436', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000038545,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.3305797667903451,0.13496766890619866,0.24081990132078165,"('ENSMUSG00000038545', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000065799,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4570654655287418,0.05818004094274521,0.17339294415371367,"('ENSMUSG00000065799', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000105607,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.5484785586344901,0.026135662343169476,0.129718838654156,"('ENSMUSG00000105607', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000090877,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.11294808698670127,0.35666578236723556,0.4005663661809246,"('ENSMUSG00000090877', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000026563,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.6804433533101272,0.0052388522366106135,0.07868332243004549,"('ENSMUSG00000026563', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000067928,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.5261727954746327,0.03236672422738445,0.14041512743196372,"('ENSMUSG00000067928', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000070544,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.013774156949597716,0.48218889019363675,0.4867909933033014,"('ENSMUSG00000070544', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000015932,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.6556498708008512,0.00748640104478705,0.08863959444455188,"('ENSMUSG00000015932', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000027782,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.7438044752782766,0.0017790968600677778,0.05856271477467691,"('ENSMUSG00000027782', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000038064,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.584024254662943,0.018050636256952298,0.1144516407047461,"('ENSMUSG00000038064', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000032050,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.19008336590444846,0.26696713383330956,0.3378021344183786,"('ENSMUSG00000032050', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000047547,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.20661235424396573,0.24912188319153045,0.32511122741969084,"('ENSMUSG00000047547', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000027598,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.1845737031246094,0.27303529861190046,0.34193129136346034,"('ENSMUSG00000027598', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000060227,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.1542705578354944,0.30740673069387325,0.3662484903177191,"('ENSMUSG00000060227', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000024191,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.3966957201484142,0.08978982687436096,0.2036136957157203,"('ENSMUSG00000024191', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000026509,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.476585830456081,0.04982540108310572,0.16307559371951577,"('ENSMUSG00000026509', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000039715,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.3966957201484142,0.08978982687436096,0.2036136957157203,"('ENSMUSG00000039715', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000087083,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.49379357316890177,0.043173014326012164,0.15474397466504589,"('ENSMUSG00000087083', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000030352,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.25895415065243704,0.19646716625417698,0.2876417396158443,"('ENSMUSG00000030352', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000031489,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.4539389502898545,0.059600249835857065,0.17421948769766116,"('ENSMUSG00000031489', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000032306,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.34159909235002334,0.12665663341268216,0.23469780388898193,"('ENSMUSG00000032306', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000025478,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.5475202108111475,0.02638418573726007,0.1301929587245712,"('ENSMUSG00000025478', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000029772,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.43801819099720735,0.06719212799829966,0.18231609539112345,"('ENSMUSG00000029772', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000064246,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.349863586519782,0.12062853445507402,0.2297338508307319,"('ENSMUSG00000064246', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000004085,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.39394088875849465,0.09144844158258239,0.20479269302953962,"('ENSMUSG00000004085', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000058351,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.9090943586734492,8.351372418565694e-06,0.01252577380132261,"('ENSMUSG00000058351', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000007739,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",0.4655665048964028,0.05443387580963166,0.1683651376044529,"('ENSMUSG00000007739', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000028863,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.39945055153833375,0.08815045941355468,0.20196521551245336,"('ENSMUSG00000028863', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000048612,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.17079954617501167,0.2884555652153108,0.3530933711066921,"('ENSMUSG00000048612', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
ENSMUSG00000022141,"1H-Pyrazole, 3,4-bis(trimethylsilyl)-",-0.12396741254637944,0.3432915545723886,0.39135925887646283,"('ENSMUSG00000022141', '1H-Pyrazole, 3,4-bis(trimethylsilyl)-')"
